seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.543982714431245351E+00,0.409892877390152499E+01,0.151602141204389573E+01,0.198897336999999993E+03,0.556551854509999976E+05,0.654371504034316986E+00,0.218140240057375617E+00,0.550585616813368833E+05,0.552578623361614082E+05,0.554572539049632105E+05,0.558539931401049980E+05,0.562519164145938848E+05,0.132002856349496278E+04
0.994152877331584972E+00,0.311815354266924771E+02,0.196817856941117686E+01,0.198897336999999993E+03,0.556551854509999976E+05,0.880654738935056969E+00,0.313143603220067290E+00,0.550584141688174059E+05,0.552580609462690263E+05,0.554569212941469959E+05,0.558541480925929718E+05,0.562509206116206842E+05,0.132291306561596002E+04
0.633371138990099114E+00,0.968016433550027102E+02,0.160897569170552135E+01,0.198897336999999993E+03,0.556551854509999976E+05,0.492549017732177352E+00,0.201361635283678231E+00,0.550585333183711191E+05,0.552565470859659690E+05,0.554555029948124793E+05,0.558540293810960648E+05,0.562513434699091449E+05,0.132296186416091405E+04
0.851213157256917374E+00,0.143386495380630219E+02,0.183004336161445336E+01,0.198897336999999993E+03,0.556551854509999976E+05,0.462100093944107448E+00,0.632585713660980598E+00,0.550585986682892908E+05,0.552565613639967632E+05,0.554555753539703728E+05,0.558541707023342387E+05,0.562527181964391930E+05,0.132317302338436457E+04
0.692661601202334776E+00,0.964445622316446816E+02,0.166149565933288601E+01,0.198897336999999993E+03,0.556551854509999976E+05,0.945748154135559793E+00,0.666289580210221027E-01,0.550584263815873637E+05,0.552564705878748282E+05,0.554572349213531706E+05,0.558541229290633710E+05,0.562528052406131465E+05,0.132359948791986062E+04
0.269378392267568094E-01,0.550296905739678323E+03,0.705392132947602279E+00,0.198897336999999993E+03,0.556551854509999976E+05,0.611908251751380416E+00,0.771355693052901858E+00,0.550585050425975860E+05,0.552566571530462970E+05,0.554556089815204250E+05,0.558542083705920595E+05,0.562513395624049444E+05,0.132403457021997019E+04
0.731375191106058531E+00,0.403079523549566773E+03,0.169527725181991262E+01,0.198897336999999993E+03,0.556551854509999976E+05,0.776386758482313422E+00,0.774285330647176973E+00,0.550584233285097216E+05,0.552583624589109459E+05,0.554571114469038002E+05,0.558541280436934394E+05,0.562518216408451408E+05,0.132431714922392712E+04
0.272560673515265250E+00,0.908304550705695490E+01,0.124733528379625458E+01,0.198897336999999993E+03,0.556551854509999976E+05,0.167783448733186374E+00,0.843391423267217250E-01,0.550585882594594077E+05,0.552582177623443713E+05,0.554570668388292252E+05,0.558539850151216597E+05,0.562518026346556944E+05,0.132451417916499668E+04
0.468626973114083689E+00,0.796819418304824580E+02,0.143476802877213561E+01,0.198897336999999993E+03,0.556551854509999976E+05,0.640770559875821322E+00,0.766661119156509474E+00,0.550576747813532056E+05,0.552567267454446264E+05,0.554568987983534316E+05,0.558541202389691243E+05,0.562518722405378940E+05,0.132455150206628150E+04
0.819768815281237795E+00,0.110085520313059547E+03,0.178871275190339007E+01,0.198897336999999993E+03,0.556551854509999976E+05,0.351374155835240176E+00,0.159995519339760231E-02,0.550585588211238719E+05,0.552580458770305486E+05,0.554563434785538921E+05,0.558540942891463201E+05,0.562511468740562341E+05,0.132486601593622186E+04
