seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_likelihood
0.240937352180480957E+00,0.130177643203981153E+01,0.188408434391021729E+01,0.353658882000000006E+03,0.560225771640000021E+05,0.538470149040222168E+00,0.482173085212707520E+00,0.553145843988555935E+05,0.556683982752241427E+05,0.560218801084217703E+05,0.563762926847176495E+05,0.464513177778064892E+04
0.305946469306945801E-01,0.202796121894945403E+01,0.135149788856506348E+01,0.353658882000000006E+03,0.560225771640000021E+05,0.542094647884368896E+00,0.197595059871673584E+00,0.553159090241092708E+05,0.556682215429224307E+05,0.560227056292948400E+05,0.563772283825116101E+05,0.464513177778064892E+04
0.857461094856262207E-01,0.259367689085725404E+06,0.138631010055541992E+01,0.353658882000000006E+03,0.560225771640000021E+05,0.978440344333648682E+00,0.118126869201660156E+00,0.553160708750385311E+05,0.556687626735843951E+05,0.560234275750574743E+05,0.563754116151766721E+05,0.464513177778064892E+04
0.550528466701507568E+00,0.722745744517529261E+03,0.167058026790618896E+01,0.353658882000000006E+03,0.560225771640000021E+05,0.113094270229339600E+00,0.740083575248718262E+00,0.553148838418621090E+05,0.556682905580677325E+05,0.560235769169983541E+05,0.563753726516203824E+05,0.464513177778064892E+04
0.850397229194641113E+00,0.794067246363380974E+02,0.192218458652496338E+01,0.353658882000000006E+03,0.560225771640000021E+05,0.163375020027160645E+00,0.199095308780670166E+00,0.553151090708869961E+05,0.556681296032347018E+05,0.560226140152868902E+05,0.563755194313960019E+05,0.464513177778064892E+04
0.451022922992706299E+00,0.169738110231924423E+03,0.145066249370574951E+01,0.353658882000000006E+03,0.560225771640000021E+05,0.584887325763702393E+00,0.364899635314941406E-03,0.553157641582387951E+05,0.556696617451586062E+05,0.560220336875376379E+05,0.563761462355093900E+05,0.464513236111734386E+04
0.155583977699279785E+00,0.293712271135544643E+04,0.115219664573669434E+01,0.353658882000000006E+03,0.560225771640000021E+05,0.453372895717620850E+00,0.957163691520690918E+00,0.553161036701101330E+05,0.556694787181295687E+05,0.560233479947504675E+05,0.563769424701170865E+05,0.464516899680808910E+04
0.646573163134097739E+00,0.310442320891434676E+06,0.163081293689887841E+01,0.353658882000000006E+03,0.560225771640000021E+05,0.913487459851972217E+00,0.127567524118187753E+00,0.553154720656630816E+05,0.556689267123041645E+05,0.560230973430609010E+05,0.563768830756669704E+05,0.464525038749487339E+04
0.140473246574401855E-01,0.937670621497266926E+06,0.760548949241638184E+00,0.353658882000000006E+03,0.560225771640000021E+05,0.919485628604888916E+00,0.774619102478027344E+00,0.553160861726898220E+05,0.556687145574964816E+05,0.560230081438479101E+05,0.563760213106112424E+05,0.464563902399028393E+04
0.125367999076843262E+00,0.708799807680820066E+02,0.111541044712066650E+01,0.353658882000000006E+03,0.560225771640000021E+05,0.121733129024505615E+00,0.473395168781280518E+00,0.553161484261650112E+05,0.556693446305670077E+05,0.560232629249748861E+05,0.563769315705733243E+05,0.464574304910362389E+04
0.874235630035400391E-01,0.905720454688260020E+03,0.107039296627044678E+01,0.353658882000000006E+03,0.560225771640000021E+05,0.502519071102142334E+00,0.842247962951660156E+00,0.553149538724321392E+05,0.556688379285015399E+05,0.560226073631701147E+05,0.563767211515145245E+05,0.464655423401599364E+04
