seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.155268537585427444E-01,0.776090633702700529E+03,0.481921467370873713E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.323259511181493570E-01,0.121301821796086437E+00,0.552724746257185470E+05,0.554567483258857537E+05,0.558252601771866830E+05,0.561937747690220494E+05,0.563780699012660407E+05,0.456949020902710618E+04
0.154821428709849985E-01,0.728775437886110467E+03,0.363893321151661786E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.636519714606170850E+00,0.267419871401039122E+00,0.552724785441956628E+05,0.554567049405867729E+05,0.558252572705417406E+05,0.561937999607749516E+05,0.563780176313542906E+05,0.456981791262561092E+04
0.160443204532139498E-01,0.455705508365951061E+03,0.624734763969620799E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.465788267018286850E+00,0.503980104284439179E+00,0.552724780489054319E+05,0.554567284738775052E+05,0.558252881531311650E+05,0.561938058553778756E+05,0.563780872264786594E+05,0.457033938297692112E+04
0.152020516335790602E-01,0.655279120954962536E+03,0.398921051513694003E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.577730617062059970E+00,0.675852992320572610E+00,0.552725090878097035E+05,0.554567424996603004E+05,0.558253198927361082E+05,0.561938314065575469E+05,0.563780351265723148E+05,0.457055114998085446E+04
0.173992354551378223E-01,0.362156661873767177E+03,0.690686207779646510E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.326343183252075564E+00,0.891722186101370662E+00,0.552724688042276248E+05,0.554567408574287401E+05,0.558253073410560828E+05,0.561937726908645127E+05,0.563780261231702243E+05,0.457114458736286542E+04
0.161181900995498867E-01,0.261531948754543464E+03,0.734726986363546497E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.936149703904210706E+00,0.210794666871294556E+00,0.552724972897981206E+05,0.554567472885156749E+05,0.558253037526429835E+05,0.561937589072301198E+05,0.563780277704180771E+05,0.457115367951377357E+04
0.196275672255022508E-01,0.115280086975444746E+03,0.896468013452623280E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.181572037526090191E+00,0.744597115960020650E+00,0.552725305245971103E+05,0.554567660953385202E+05,0.558253052619717419E+05,0.561937694804851344E+05,0.563780367952317756E+05,0.457181909154877576E+04
0.152477426726361671E-01,0.542071298978559753E+03,0.543190691943092996E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.502847338484865070E+00,0.544284934608984527E+00,0.552724673934527673E+05,0.554567714064736501E+05,0.558252723901023128E+05,0.561937764629782396E+05,0.563780549396916686E+05,0.457240965667261844E+04
0.152710489718026129E-01,0.655783328289388237E+03,0.423562503350261077E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.922850936982665182E+00,0.138716070481365999E+00,0.552725203197909577E+05,0.554567526047008869E+05,0.558253171220729564E+05,0.561938213091658909E+05,0.563780494828954252E+05,0.457246463945315463E+04
0.161419877740199662E-01,0.508648924650185279E+03,0.682412544820190425E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.735199786225961271E-01,0.794609561505623008E+00,0.552724879846593103E+05,0.554567511414056717E+05,0.558252848442987452E+05,0.561937369626590662E+05,0.563780524516985970E+05,0.457246798410542124E+04
0.163249213700873870E-01,0.684682203195963893E+03,0.535710102651314579E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.982291723649656889E+00,0.201356815309954112E+00,0.552724729596951365E+05,0.554567683691649872E+05,0.558253114497098868E+05,0.561938007338493771E+05,0.563780572230377293E+05,0.457252391402854937E+04
0.170513236443978686E-01,0.265938069680906494E+03,0.723608430454097284E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.909154677016378754E+00,0.517694064216005501E+00,0.552724770146468654E+05,0.554567629020156455E+05,0.558252831763192662E+05,0.561938148390713177E+05,0.563780645790277922E+05,0.457272527974899367E+04
0.168270840674827477E-01,0.788348596531683597E+03,0.277737154469154424E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.373836811997871499E+00,0.361820202415946202E+00,0.552724574848607299E+05,0.554567433138512424E+05,0.558252641552656860E+05,0.561937947758880255E+05,0.563780292064564564E+05,0.457273185795324116E+04
0.168253548736712957E-01,0.869990148716763542E+03,0.365505460955195205E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.849113619713356749E+00,0.225082445459990343E+00,0.552724766207659995E+05,0.554567365823516375E+05,0.558252869419470226E+05,0.561938004344022484E+05,0.563780202406726894E+05,0.457300813687702976E+04
0.150061092684759829E-01,0.965121182321277047E+03,0.154843794556657588E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.576641656247669721E+00,0.613918943134870387E+00,0.552725343690887166E+05,0.554567380298583084E+05,0.558252742440218353E+05,0.561938092114135288E+05,0.563780516857746115E+05,0.457315791421269296E+04
0.155660671740142000E-01,0.728832318917033035E+03,0.359770873616351239E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.647468041901850033E+00,0.480282117141534515E+00,0.552725341572417165E+05,0.554567425488397057E+05,0.558252626425655471E+05,0.561937810952483851E+05,0.563780202250389557E+05,0.457329641958085722E+04
0.145661161047489982E-01,0.115355176169629772E+04,0.214139009187387874E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.541809325253095997E+00,0.164947689212009696E+00,0.552725145843015707E+05,0.554567587198647088E+05,0.558252884071332155E+05,0.561938115016181546E+05,0.563780737351345233E+05,0.457336870603845273E+04
0.168241392244220037E-01,0.943814295680489863E+03,0.293066773160440108E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.488812464765548613E-01,0.488030012130309609E+00,0.552724968074396020E+05,0.554567264383287184E+05,0.558253219403273251E+05,0.561938072205443677E+05,0.563780387504715109E+05,0.457339331896299427E+04
0.161120755694548271E-01,0.596863285698073582E+03,0.524978174070288572E+00,0.184261168999999995E+03,0.558252718059999970E+05,0.465224655293087319E+00,0.277444311853637660E+00,0.552724979438921728E+05,0.554567918776953884E+05,0.558252400113930707E+05,0.561937916931664586E+05,0.563780401006880129E+05,0.457349022894409427E+04
