seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_likelihood
0.218108296394348145E-01,0.650571994986483827E+06,0.475576519966125488E+00,0.373417985999999985E+03,0.559267900720000034E+05,0.612347006797790527E+00,0.355899512767791748E+00,0.551798241498342541E+05,0.563007580708269161E+05,0.383538469758182771E+03
0.398799121379852295E+00,0.400797003685288155E+04,0.137647604942321777E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.658663392066955566E+00,0.346033096313476562E+00,0.551791093076339748E+05,0.563005179340843242E+05,0.383773424671239525E+03
0.162042915821075439E+00,0.377473350742343694E+01,0.281445741653442383E+00,0.373417985999999985E+03,0.559267900720000034E+05,0.223210453987121582E+00,0.882683992385864258E-01,0.551805355058780697E+05,0.563002461279634517E+05,0.383920467812516449E+03
0.852005898952484131E+00,0.230165971106033030E+05,0.147719824314117432E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.836380243301391602E+00,0.869404137134552002E+00,0.551809306958786037E+05,0.562996874543432277E+05,0.384234076493505086E+03
0.394540607929229736E+00,0.280445861301508383E+06,0.138273370265960693E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.412191689014434814E+00,0.496480584144592285E+00,0.551801285691133526E+05,0.562993659362796825E+05,0.384253791509860775E+03
0.311228632926940918E-01,0.117449593413462039E+01,0.898455262184143066E+00,0.373417985999999985E+03,0.559267900720000034E+05,0.932856976985931396E+00,0.378830075263977051E+00,0.551809068206420925E+05,0.563005853418115657E+05,0.384280384638824842E+03
0.712541103363037109E+00,0.218196009010403422E+02,0.167646420001983643E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.840369284152984619E+00,0.953929543495178223E+00,0.551808597011438396E+05,0.562994909787181896E+05,0.384385839254721930E+03
0.415565788745880127E+00,0.253535574915505102E+06,0.588099241256713867E+00,0.373417985999999985E+03,0.559267900720000034E+05,0.349946022033691406E+00,0.222776234149932861E+00,0.551803389861455944E+05,0.562992769765857738E+05,0.384399593259634912E+03
0.539053499698638916E+00,0.159397588475721141E+01,0.153068697452545166E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.998133718967437744E+00,0.180987238883972168E+00,0.551792241701952007E+05,0.562999563899044078E+05,0.384422931470462800E+03
0.641656696796417236E+00,0.179266602903873377E+03,0.139693963527679443E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.777041256427764893E+00,0.898540854454040527E+00,0.551791097469202068E+05,0.563011587406400722E+05,0.384438889620153134E+03
0.483189225196838379E-01,0.994879377578209585E+02,0.548334002494812012E+00,0.373417985999999985E+03,0.559267900720000034E+05,0.441102921962738037E+00,0.609389781951904297E+00,0.551789792621007946E+05,0.563011593105796856E+05,0.384441552386534738E+03
0.200740277767181396E+00,0.408779901220463501E+03,0.178108811378479004E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.778931975364685059E+00,0.851609706878662109E-01,0.551789885508886364E+05,0.562997255119089168E+05,0.384441662028820929E+03
0.195881843566894531E+00,0.534503964263886786E+02,0.162850809097290039E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.105034172534942627E+00,0.464166760444641113E+00,0.551800085977188137E+05,0.563009572345022243E+05,0.384441662028820929E+03
0.219547629356384277E+00,0.245291922247802613E+05,0.853561162948608398E+00,0.373417985999999985E+03,0.559267900720000034E+05,0.286874234676361084E+00,0.377497553825378418E+00,0.551805595697036770E+05,0.563009856367115062E+05,0.384441662028820929E+03
0.268737256526947021E+00,0.698475247200977319E+05,0.134038329124450684E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.745035409927368164E-01,0.562996447086334229E+00,0.551805977582803753E+05,0.563005024321083110E+05,0.384441662028820929E+03
0.529954850673675537E+00,0.109029677460286344E+06,0.112026357650756836E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.671283602714538574E+00,0.465536773204803467E+00,0.551792384343019512E+05,0.563008397239450496E+05,0.384441662028820929E+03
0.209194421768188477E-02,0.264687133124460502E+03,0.127755820751190186E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.371392369270324707E-01,0.534579396247863770E+00,0.551791155979505565E+05,0.562996821073297542E+05,0.384441662028820929E+03
0.275919437408447266E-01,0.106852251826508793E+01,0.183481538295745850E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.976560592651367188E+00,0.739196419715881348E+00,0.551807446948162105E+05,0.563002120274309200E+05,0.384441662028820929E+03
0.802537798881530762E-01,0.364265913220039605E+01,0.123167264461517334E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.550876855850219727E+00,0.459355890750885010E+00,0.551797771205774334E+05,0.562998955878023189E+05,0.384441662028820929E+03
0.290545284748077393E+00,0.314989546823907494E+04,0.185200953483581543E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.494002759456634521E+00,0.915240347385406494E+00,0.551806117200723675E+05,0.563011807807687801E+05,0.384441662028820929E+03
0.340852737426757812E-01,0.624714685146809206E+05,0.134486663341522217E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.388878285884857178E+00,0.151823639869689941E+00,0.551798795004955318E+05,0.563004293955568355E+05,0.384441662028820929E+03
0.339085102081298828E+00,0.204576332511193177E+06,0.901313304901123047E+00,0.373417985999999985E+03,0.559267900720000034E+05,0.598842382431030273E+00,0.401228606700897217E+00,0.551794446303716686E+05,0.562994232441190761E+05,0.384441662028820929E+03
0.807700634002685547E+00,0.326515002703316495E+05,0.173204612731933594E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.744657278060913086E+00,0.334703564643859863E+00,0.551809324931970623E+05,0.563009646892551464E+05,0.384441662028820929E+03
0.123469233512878418E-01,0.116322682971544737E+04,0.194476819038391113E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.179691433906555176E+00,0.800701498985290527E+00,0.551794948764911678E+05,0.563006871818307918E+05,0.384441662028820929E+03
0.558176577091217041E+00,0.137133177469070397E+05,0.152553999423980713E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.641854763031005859E+00,0.560042083263397217E+00,0.551792154528966930E+05,0.562993024177555126E+05,0.384441662028820929E+03
0.502444505691528320E-01,0.124012223334444294E+06,0.148136854171752930E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.763434529304504395E+00,0.451651573181152344E+00,0.551793172657362011E+05,0.562994489426616710E+05,0.384441662028820929E+03
0.723703324794769287E+00,0.197725457318161875E+04,0.197824561595916748E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.860879480838775635E+00,0.311015427112579346E+00,0.551797950579992321E+05,0.563000528656248134E+05,0.384441662028820929E+03
0.419619679450988770E-01,0.513170664337133258E+04,0.600112557411193848E+00,0.373417985999999985E+03,0.559267900720000034E+05,0.683983922004699707E+00,0.804547071456909180E+00,0.551806481544843700E+05,0.563009841748479885E+05,0.384441662028820929E+03
0.346125662326812744E+00,0.975336992615721954E+01,0.153497397899627686E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.849332511425018311E+00,0.383941888809204102E+00,0.551792642239204433E+05,0.563008677453998607E+05,0.384441662028820929E+03
0.149237453937530518E+00,0.296850561796737951E+06,0.106350231170654297E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.527175784111022949E+00,0.335767745971679688E+00,0.551803667244783428E+05,0.563008055878881496E+05,0.384441662028820929E+03
0.394091010093688965E-01,0.186462088262337761E+04,0.135059773921966553E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.914416670799255371E+00,0.669780671596527100E+00,0.551794758530727413E+05,0.563008621805910152E+05,0.384441662028820929E+03
0.704891562461853027E+00,0.527081259348493950E+04,0.502386927604675293E+00,0.373417985999999985E+03,0.559267900720000034E+05,0.476239919662475586E-01,0.419648885726928711E-01,0.551808994687667873E+05,0.562994034739736599E+05,0.384441662028820929E+03
0.442024350166320801E+00,0.104822445496541761E+02,0.148956167697906494E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.366835534572601318E+00,0.314420342445373535E+00,0.551801936397424724E+05,0.562998745011095089E+05,0.384441662028820929E+03
0.690245270729064941E+00,0.428118760650681622E+03,0.169050455093383789E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.726848959922790527E+00,0.749258875846862793E+00,0.551805375226608303E+05,0.563006098897460979E+05,0.384441662028820929E+03
0.938398480415344238E+00,0.677283495497814612E+06,0.192010045051574707E+00,0.373417985999999985E+03,0.559267900720000034E+05,0.411945939064025879E+00,0.651407957077026367E+00,0.551807355867496517E+05,0.563010658706430477E+05,0.384441662028820929E+03
0.474815547466278076E+00,0.552945208844995010E+06,0.371042132377624512E+00,0.373417985999999985E+03,0.559267900720000034E+05,0.929919719696044922E+00,0.623204469680786133E+00,0.551792549742332485E+05,0.563011496495012325E+05,0.384441662028820929E+03
0.541585743427276611E+00,0.918597436012946273E+05,0.187871634960174561E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.291042566299438477E+00,0.918749928474426270E+00,0.551797985396257427E+05,0.562999121084217113E+05,0.384441662028820929E+03
0.812864363193511963E+00,0.670575750771890512E+03,0.184847044944763184E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.425017774105072021E+00,0.221287429332733154E+00,0.551806215031019237E+05,0.563006269804243129E+05,0.384441662028820929E+03
0.756053686141967773E+00,0.823906065039752983E+06,0.197585093975067139E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.671895265579223633E+00,0.832786500453948975E+00,0.551803609169593838E+05,0.563003118193153423E+05,0.384441662028820929E+03
0.356542646884918213E+00,0.150971509238025814E+06,0.197627913951873779E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.875754356384277344E-01,0.894652843475341797E+00,0.551793036342731502E+05,0.563008393430713695E+05,0.384441662028820929E+03
0.294804573059082031E-01,0.218765370157650318E+01,0.190398073196411133E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.441534996032714844E+00,0.392644941806793213E+00,0.551794817814699200E+05,0.562997394895557445E+05,0.384441662028820929E+03
0.138437092304229736E+00,0.398379164595452684E+01,0.114086389541625977E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.487420380115509033E+00,0.537073552608489990E+00,0.551804485590330150E+05,0.562999224746231121E+05,0.384441662028820929E+03
0.771813988685607910E+00,0.377084589808779187E+06,0.119622790813446045E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.151164770126342773E+00,0.215383946895599365E+00,0.551792443748584774E+05,0.562995250471834224E+05,0.384441662028820929E+03
0.539933800697326660E+00,0.219130771711680078E+06,0.642318367958068848E+00,0.373417985999999985E+03,0.559267900720000034E+05,0.523747205734252930E-01,0.494743585586547852E+00,0.551793809745183971E+05,0.562996538679603618E+05,0.384441662028820929E+03
0.435749232769012451E+00,0.190354308756762602E+01,0.151971137523651123E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.464848399162292480E+00,0.273962795734405518E+00,0.551797896591297176E+05,0.562996578217748684E+05,0.384441662028820929E+03
0.111956119537353516E+00,0.448953307784900630E+03,0.144662106037139893E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.567104101181030273E+00,0.394065141677856445E+00,0.551790045314899471E+05,0.563004164433483165E+05,0.384441662028820929E+03
0.891718924045562744E+00,0.363699327016800584E+06,0.128346490859985352E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.722595989704132080E+00,0.899711608886718750E+00,0.551794398730865505E+05,0.562995320760015529E+05,0.384441662028820929E+03
0.199224710464477539E+00,0.379771709669179807E+06,0.190863323211669922E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.763450860977172852E-01,0.486816823482513428E+00,0.551809295455089596E+05,0.563000505778793377E+05,0.384441662028820929E+03
0.459473311901092529E+00,0.592075071011499040E+04,0.199915552139282227E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.804006218910217285E+00,0.941359519958496094E+00,0.551800473667255428E+05,0.563004541535381359E+05,0.384441662028820929E+03
0.264289617538452148E+00,0.155918553347022968E+02,0.195375514030456543E+01,0.373417985999999985E+03,0.559267900720000034E+05,0.484956204891204834E+00,0.198559522628784180E+00,0.551802075801960018E+05,0.563000842945579570E+05,0.384441662028820929E+03
