seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.722208288282722571E-01,0.258380190253633657E+03,0.672011205172394654E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.245069285256115349E+00,0.508338461871580827E+00,0.551671440758058816E+05,0.554079494192830389E+05,0.556487183304733844E+05,0.558895533804704828E+05,0.561303460123590048E+05,0.563711201547695309E+05,0.147692762343119848E+05
0.681114234305049832E-01,0.541897983915379314E+03,0.305816432947949080E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.444291966668467930E+00,0.312174335698993444E+00,0.551671394793634609E+05,0.554079481191776722E+05,0.556487204603956779E+05,0.558895508087987400E+05,0.561303328247565223E+05,0.563711333774591185E+05,0.147775105970472669E+05
0.677540435353030934E-01,0.451973864766516499E+03,0.405720902059031330E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.782210773173461660E+00,0.142896796987886571E+00,0.551671411357150646E+05,0.554079486032134155E+05,0.556487271066038884E+05,0.558895499087392163E+05,0.561303428580529362E+05,0.563711417866629927E+05,0.147779557291675828E+05
0.669273337200169544E-01,0.531225682024160051E+03,0.219969588147643280E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.619815448047400963E+00,0.185982735557866152E+00,0.551671433014179929E+05,0.554079470039621883E+05,0.556487207101711974E+05,0.558895521047307266E+05,0.561303364959188621E+05,0.563711307751107815E+05,0.147785166841783303E+05
0.727963933537851410E-01,0.280949524766974264E+03,0.654982884844810598E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.149132209698819379E+00,0.942060031305073764E+00,0.551671363566117943E+05,0.554079459421116189E+05,0.556487257532939038E+05,0.558895458746461736E+05,0.561303406362047317E+05,0.563711411123085054E+05,0.147791285671024543E+05
0.703080696291412399E-01,0.422517766216639757E+03,0.496261160615840913E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.239731736844914944E+00,0.431762480436691742E+00,0.551671422495770021E+05,0.554079420631096218E+05,0.556487240123733500E+05,0.558895425909967089E+05,0.561303364877287022E+05,0.563711351549843021E+05,0.147794326649047962E+05
0.715952203747322879E-01,0.296505563721913006E+03,0.625397423136009989E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.320134923055236498E+00,0.568096627405249355E+00,0.551671458357603406E+05,0.554079535416762592E+05,0.556487151413107131E+05,0.558895431954393644E+05,0.561303463681449502E+05,0.563711337547186849E+05,0.147797179111150781E+05
0.738839442063464746E-01,0.253943311720025633E+03,0.688448703234139092E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.229174199730146466E+00,0.786819761884170799E+00,0.551671407029618713E+05,0.554079491676008838E+05,0.556487282949073997E+05,0.558895516801308913E+05,0.561303408223596052E+05,0.563711381498721312E+05,0.147798353652342103E+05
0.693821821522778853E-01,0.315658604542099170E+03,0.586192158721194123E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.546211677411656771E+00,0.960024808718640266E-01,0.551671452395923989E+05,0.554079461002375465E+05,0.556487295142898365E+05,0.558895452173867452E+05,0.561303404871133971E+05,0.563711380467187410E+05,0.147801203889755398E+05
0.733500084298406990E-01,0.291876307900497977E+03,0.649699776344241031E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.205581333861837245E+00,0.958966216206070698E+00,0.551671393773984964E+05,0.554079482759841339E+05,0.556487176736352267E+05,0.558895463209073059E+05,0.561303459276527792E+05,0.563711280479381894E+05,0.147802450329804469E+05
0.673986117825084025E-01,0.506998419684460259E+03,0.300175678794551981E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.603445530049514067E+00,0.237816693973565502E+00,0.551671475153189676E+05,0.554079406485947475E+05,0.556487206679869487E+05,0.558895474318214037E+05,0.561303379477708950E+05,0.563711249621505776E+05,0.147802672196915973E+05
0.662599362503762668E-01,0.556375227074574354E+03,0.153312024175540629E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.938610910487362893E+00,0.131047119620362446E+00,0.551671413197775692E+05,0.554079454243280998E+05,0.556487216936423574E+05,0.558895477805645278E+05,0.561303412181307503E+05,0.563711436639229287E+05,0.147803050794879109E+05
0.676112353065626975E-01,0.411537641093531704E+03,0.443414682902622925E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.849735576722260300E+00,0.411889182537781423E-01,0.551671417064016277E+05,0.554079434651868578E+05,0.556487225103041346E+05,0.558895507654514076E+05,0.561303316401849443E+05,0.563711270297459268E+05,0.147803965425531696E+05
0.703091755354842279E-01,0.306342007774660544E+03,0.595755725791904833E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.583547588870508394E+00,0.163125348460539915E+00,0.551671406195977252E+05,0.554079431270653513E+05,0.556487270940988019E+05,0.558895545910513683E+05,0.561303385394925717E+05,0.563711294055938342E+05,0.147804313707702076E+05
0.677626781416894169E-01,0.421152606521530629E+03,0.451956260000863419E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.806114800079806293E+00,0.121231703888944276E+00,0.551671445999120915E+05,0.554079397738286352E+05,0.556487247920589798E+05,0.558895476948989672E+05,0.561303332869956284E+05,0.563711309726086620E+05,0.147805798035545104E+05
0.704894575839389720E-01,0.405645895650432180E+03,0.512880278052694538E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.245719445074770115E+00,0.575838533022489663E+00,0.551671404050997226E+05,0.554079468372393603E+05,0.556487178265039402E+05,0.558895479236913670E+05,0.561303360664451975E+05,0.563711249971488578E+05,0.147807052955465606E+05
0.659308446946387516E-01,0.557027800487552099E+03,0.164385362647097466E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.726629856304497168E+00,0.168003095667299540E+00,0.551671441639361656E+05,0.554079409136077738E+05,0.556487217439262167E+05,0.558895452380838105E+05,0.561303447044126442E+05,0.563711336296607187E+05,0.147807744508143278E+05
0.708128176562702188E-01,0.298606567772984931E+03,0.613835066365101989E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.393676756500685010E+00,0.302428332153010626E+00,0.551671404121068917E+05,0.554079543202735949E+05,0.556487183282406113E+05,0.558895456990162056E+05,0.561303382553307165E+05,0.563711263525878458E+05,0.147811530871413543E+05
0.676512041120574947E-01,0.424901251001393518E+03,0.444926702890966252E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.848190431988935178E+00,0.802818757304600700E-01,0.551671473799959713E+05,0.554079534639972262E+05,0.556487253203293003E+05,0.558895462161852556E+05,0.561303405742081959E+05,0.563711342448181313E+05,0.147811716193673474E+05
0.684068939415270472E-01,0.432332796429376344E+03,0.437669325397327502E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.490885929261320797E+00,0.387267998362528010E+00,0.551671426445338220E+05,0.554079408613914420E+05,0.556487155128742961E+05,0.558895532144558383E+05,0.561303376282529789E+05,0.563711340798707170E+05,0.147812765304018376E+05
0.690433403170014476E-01,0.353485464584948772E+03,0.525783930852796622E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.736980938697365251E+00,0.404418446504178283E-01,0.551671451306141826E+05,0.554079527450224705E+05,0.556487223707902449E+05,0.558895451484407895E+05,0.561303435859161764E+05,0.563711306702208603E+05,0.147813171181586895E+05
0.685563409735093221E-01,0.365890136278453440E+03,0.514839196096874452E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.715171430970489963E+00,0.153979751027446154E+00,0.551671410636729779E+05,0.554079461800330682E+05,0.556487148341208886E+05,0.558895447496852357E+05,0.561303328722217993E+05,0.563711267568730909E+05,0.147813234774804423E+05
0.694585735136928617E-01,0.358657323284290271E+03,0.531685641426641098E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.411077576781033960E+00,0.532774583133856727E+00,0.551671405509849792E+05,0.554079489084512388E+05,0.556487179341859010E+05,0.558895472342385547E+05,0.561303436859227877E+05,0.563711296215866678E+05,0.147813552400363569E+05
0.699684635505296582E-01,0.359118555100442279E+03,0.548917731906543804E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.423833387819566365E+00,0.187663865471142194E+00,0.551671411586140457E+05,0.554079476072162288E+05,0.556487138790562385E+05,0.558895458002900123E+05,0.561303318767199744E+05,0.563711345266866047E+05,0.147814288623881566E+05
0.662450273151657665E-01,0.510776982987710255E+03,0.274739652993034156E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.864344276369104825E+00,0.183026657071081733E+00,0.551671447271334473E+05,0.554079479577715611E+05,0.556487265708575651E+05,0.558895430583631605E+05,0.561303399268677967E+05,0.563711414164229573E+05,0.147814964659069356E+05
0.723083843528286169E-01,0.250960520244755799E+03,0.667802463032498905E+00,0.240800607000000014E+03,0.556487425230000008E+05,0.296643185850387292E+00,0.516755359501738898E+00,0.551671422360995930E+05,0.554079464237264183E+05,0.556487182096855249E+05,0.558895434571593214E+05,0.561303435472268102E+05,0.563711296736610748E+05,0.147814994350939833E+05
