seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.807515116558138978E-02,0.181269734067913504E+02,0.155522041759978580E+00,0.849344779999999986E+02,0.556703666939999966E+05,0.466751408827614955E+00,0.162320174607121254E+00,0.550766075126643336E+05,0.552463508580733615E+05,0.554162441701984862E+05,0.555845553336340308E+05,0.557559723187497075E+05,0.561803281177938770E+05,0.563504164582218873E+05,0.933387388992671367E+04
0.102181727351640297E-01,0.315136459538998981E+01,0.842532276240788525E+00,0.849344779999999986E+02,0.556703666939999966E+05,0.406531150003342834E+00,0.554672647899179361E+00,0.550766289521112776E+05,0.552461985267650380E+05,0.554160832366445175E+05,0.555849433881258883E+05,0.557559855433225312E+05,0.561803586602432188E+05,0.563504664082206582E+05,0.933389049300351144E+04
0.923304067097708778E-02,0.215531420067744257E+02,0.448364697388373645E+00,0.849344779999999986E+02,0.556703666939999966E+05,0.679527657212548319E-01,0.174015444686290155E+00,0.550767604543112975E+05,0.552462060608410102E+05,0.554160886248807292E+05,0.555848682845460571E+05,0.557558876528514666E+05,0.561802195214500025E+05,0.563502484218238387E+05,0.933475535597215821E+04
0.121312174336754095E-01,0.304807277637479146E+01,0.798234132619755399E+00,0.849344779999999986E+02,0.556703666939999966E+05,0.677076593493263212E+00,0.430115870978770909E+00,0.550767399572473078E+05,0.552464928767550446E+05,0.554161366719968428E+05,0.555848158350799495E+05,0.557559758467524080E+05,0.561803166661311043E+05,0.563505150421703365E+05,0.933494885903132490E+04
0.944548930039970647E-02,0.401273024612055984E+01,0.758618952119086587E+00,0.849344779999999986E+02,0.556703666939999966E+05,0.858000734018186884E+00,0.209858351212603961E+00,0.550767037751370008E+05,0.552462880753562058E+05,0.554162104043317086E+05,0.555847619254946258E+05,0.557560165987776418E+05,0.561801223252154668E+05,0.563506343507648999E+05,0.933494895416082909E+04
0.790479223835093524E-02,0.160081528765890546E+02,0.164629364780810278E+00,0.849344779999999986E+02,0.556703666939999966E+05,0.796336760377452046E+00,0.137758000563943175E-01,0.550768186488022402E+05,0.552463019777213049E+05,0.554163489489516433E+05,0.555848255630274216E+05,0.557561625654090312E+05,0.561801059821875824E+05,0.563504189071149740E+05,0.933522792196919545E+04
0.904359149814880359E-02,0.263770995800506327E+02,0.344919021964933429E-02,0.849344779999999986E+02,0.556703666939999966E+05,0.426267307651081451E+00,0.832479325974713635E+00,0.550766374996605591E+05,0.552462586618526038E+05,0.554160293712845087E+05,0.555849170656991846E+05,0.557554984723823945E+05,0.561802531845265621E+05,0.563503750787512326E+05,0.933528886908984532E+04
0.874190563542649908E-02,0.110277530673029602E+02,0.232353215308773259E+00,0.849344779999999986E+02,0.556703666939999966E+05,0.760652350182981496E+00,0.504049547668164677E+00,0.550767893752048258E+05,0.552463197479952214E+05,0.554162559371983807E+05,0.555848361871830348E+05,0.557559639478946119E+05,0.561803457407005772E+05,0.563498647743792535E+05,0.933531665871550285E+04
0.944707836246889282E-02,0.248317816102210891E+02,0.221949529451525324E+00,0.849344779999999986E+02,0.556703666939999966E+05,0.383708002378703006E+00,0.781459421918201847E-03,0.550768047322486818E+05,0.552462903119482362E+05,0.554161533375282670E+05,0.555848092271463247E+05,0.557556850348442313E+05,0.561803989251825042E+05,0.563500384396073714E+05,0.933548120317699431E+04
0.105511543559942619E-01,0.148721540103042891E+02,0.452553873291372366E+00,0.849344779999999986E+02,0.556703666939999966E+05,0.579481157104958067E+00,0.582138624774526728E-01,0.550767948743244488E+05,0.552464975838956452E+05,0.554162901521500244E+05,0.555848692018268266E+05,0.557557735411859758E+05,0.561802845270758335E+05,0.563503919814401888E+05,0.933553822645338187E+04
0.924167609953806778E-02,0.753035394389419110E+01,0.629484619535835788E+00,0.849344779999999986E+02,0.556703666939999966E+05,0.961108835041321163E+00,0.121651611369146401E+00,0.550767739119731996E+05,0.552462028488253854E+05,0.554161272684203432E+05,0.555849159485608470E+05,0.557561968186731392E+05,0.561802107392644539E+05,0.563503794289211801E+05,0.933595629703524355E+04
0.941788417337447760E-02,0.230693228887651625E+01,0.830056327817853878E+00,0.849344779999999986E+02,0.556703666939999966E+05,0.813331943171736960E+00,0.181240359741849710E+00,0.550767169463848622E+05,0.552462580233701301E+05,0.554162720768163126E+05,0.555850779399360399E+05,0.557560041593981587E+05,0.561803165421203230E+05,0.563505144645939654E+05,0.933600897859385805E+04
0.806752029290537173E-02,0.140241214551768802E+02,0.285487375035641922E+00,0.849344779999999986E+02,0.556703666939999966E+05,0.884631299539446525E+00,0.660751660473252039E-01,0.550767802196694684E+05,0.552463927204033535E+05,0.554163281077529537E+05,0.555850028853268304E+05,0.557559667825164215E+05,0.561802514279814568E+05,0.563506213484925756E+05,0.933601787897448230E+04
0.790822325198303581E-02,0.110865497821138437E+02,0.330556623294087804E+00,0.849344779999999986E+02,0.556703666939999966E+05,0.920455707230239284E+00,0.572410525649635127E+00,0.550768145338255563E+05,0.552463102178954505E+05,0.554160851146970963E+05,0.555848776564035506E+05,0.557560885063472160E+05,0.561801258184180915E+05,0.563502939395475260E+05,0.933602093180023985E+04
0.887279476222905227E-02,0.217487554904679889E+02,0.175591076119558320E+00,0.849344779999999986E+02,0.556703666939999966E+05,0.730748570200619119E+00,0.255693155528116778E+00,0.550768176666378786E+05,0.552464596619555887E+05,0.554159939170676516E+05,0.555850051476332010E+05,0.557559881852352119E+05,0.561803086727989139E+05,0.563504398788410763E+05,0.933605097556993860E+04
