seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_likelihood
0.805200521545409997E+00,0.526526166751814458E+03,0.175908397191516563E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.945524503728849219E+00,0.169218980448765488E+00,0.555004548117673694E+05,0.562385965341668343E+05,0.941021018315187030E+04
0.438058419981818437E+00,0.234097967395817648E+03,0.139928451825900524E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.724853597669997352E+00,0.523484121121388091E+00,0.555004411285092719E+05,0.562386070992564491E+05,0.941023999029988772E+04
0.544100912889710145E-01,0.535375191803761822E+03,0.983260083894120340E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.425418260722546626E+00,0.599011000029372020E+00,0.555004401162084832E+05,0.562385767066955377E+05,0.941026538687958964E+04
0.791443204366333641E+00,0.150952605807272874E+03,0.176772088239883640E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.134748996999701609E+00,0.276023846755021507E+00,0.555004522931503889E+05,0.562386159574122939E+05,0.941027510723904561E+04
0.291026282420641047E+00,0.339658236266154518E+03,0.125107722647726116E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.363748161925149083E+00,0.233656652837379797E+00,0.555004549521697627E+05,0.562385784031345320E+05,0.941030297361095290E+04
0.299169524664356784E-01,0.302058280237003346E+05,0.456961020017157216E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.261328575567766841E+00,0.423518591039531600E+00,0.555004703749157925E+05,0.562385966331300224E+05,0.941035557122782484E+04
0.263713253581291329E+00,0.243418558653140877E+03,0.122376080417554678E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.396514716725573424E+00,0.630586210012437087E+00,0.555004368404034176E+05,0.562386071317840542E+05,0.941036683023666410E+04
0.269550133355087734E-01,0.200226683516837802E+05,0.250229586848417451E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.661291811612088720E+00,0.685883291968168551E+00,0.555004527281553892E+05,0.562386126347360623E+05,0.941036838316113426E+04
0.260084583490670998E-01,0.237424855711486525E+05,0.121863725925861033E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.389240536148567851E+00,0.947546699416305427E+00,0.555004696085644537E+05,0.562386123397676711E+05,0.941036898669933726E+04
0.302907180761964878E-01,0.242523164959146779E+05,0.361364518477947816E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.910521979605129483E+00,0.263540021803358004E+00,0.555004572850424665E+05,0.562385764438370243E+05,0.941038391544426850E+04
0.278759679562492063E-01,0.903050303116207215E+04,0.607743821397906614E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.158991686652466963E+00,0.235922289699314752E+00,0.555004556486764341E+05,0.562385929109724893E+05,0.941038695235413616E+04
0.317412319026111611E-01,0.248776893227994115E+05,0.452410412403696560E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.323841702838044643E+00,0.177624436446003314E+00,0.555004445219719346E+05,0.562385789373644220E+05,0.941039350547222784E+04
0.718022448123209756E-01,0.463029002142417028E+03,0.986845743378063522E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.932864060169937948E+00,0.764184484286108412E+00,0.555004650811730608E+05,0.562386020697943459E+05,0.941040572103391605E+04
0.322243559143457203E-01,0.233032476748701047E+05,0.454921774696055492E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.737878778021566317E+00,0.224150019233262027E+00,0.555004633098074410E+05,0.562385857883289427E+05,0.941041538892222889E+04
0.356509644402513079E-01,0.157574303528758483E+05,0.734788149319317907E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.287680725125639580E+00,0.971297892970633958E+00,0.555004673129641014E+05,0.562385994279000952E+05,0.941041662070846360E+04
0.329654886315228074E-01,0.260930586522298181E+05,0.387877189125397315E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.480418156913876182E+00,0.362559202847816051E-01,0.555004788056795369E+05,0.562385794899340253E+05,0.941042723528140777E+04
0.923822856784906471E-01,0.213923219446212613E+03,0.104706440884725471E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.118146826672305652E+00,0.683969653877179895E+00,0.555004445000257401E+05,0.562386081831095216E+05,0.941044406587032063E+04
0.296151233640300049E+00,0.223202026396523166E+03,0.125102832238795170E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.693428999409696156E+00,0.269702249304003883E+00,0.555004513313532734E+05,0.562385922183404909E+05,0.941046021324387402E+04
0.980478843158078955E-01,0.267604252365067111E+03,0.104708857301674385E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.306798552821698156E+00,0.665160392491955132E+00,0.555004504307593888E+05,0.562386141588708560E+05,0.941047279271643856E+04
0.691765580605334107E+00,0.788181653971675246E+03,0.163968100855752708E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.869662643787718959E+00,0.904891256943402000E+00,0.555004464251933096E+05,0.562386044530259678E+05,0.941047287255125775E+04
0.309015766040974492E-01,0.103770113627765313E+05,0.727193748525790662E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.236918719458111382E+00,0.118036000143805955E+00,0.555004820423002602E+05,0.562385720684350817E+05,0.941051667083926077E+04
0.309902259945313042E-01,0.144201902560430190E+05,0.272785317112135994E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.737087252467045095E+00,0.348830887289586777E+00,0.555004539930667524E+05,0.562385905569234383E+05,0.941053680219901798E+04
0.240435733780053867E+00,0.366295170178101500E+03,0.120598700517791912E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.616948972321054584E-01,0.529060435514822736E+00,0.555004409531609708E+05,0.562385941636270727E+05,0.941053829146869248E+04
0.348416629563555458E+00,0.505276083839108765E+03,0.129792512520056791E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.718429022515696625E+00,0.818391664858013068E+00,0.555004491244412347E+05,0.562386201319687680E+05,0.941055721543613254E+04
0.374054343730277405E+00,0.432009393840861890E+03,0.134248060163544336E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.105629209863138646E+00,0.806740397219251754E-01,0.555004480751305964E+05,0.562385967895143913E+05,0.941056039227830479E+04
0.716927506867809511E-01,0.845046314815578285E+03,0.973797633298277177E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.962943178012542145E+00,0.812701771960654296E+00,0.555004478445961577E+05,0.562385771342101361E+05,0.941056093017239255E+04
0.961358056807235961E+00,0.394763501352343269E+03,0.193164460922074022E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.637069069388639941E+00,0.277245607033800440E-01,0.555004655251428994E+05,0.562386028104949219E+05,0.941056664791980074E+04
0.286310981531917898E-01,0.653268365668099614E+04,0.698358996017222067E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.615954667744232798E+00,0.760334551145955606E+00,0.555004630509341223E+05,0.562385990886394356E+05,0.941057666067800164E+04
0.964045038880711469E-01,0.241306329130004912E+03,0.104281663852672257E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.454272463523747505E+00,0.493966789031704934E+00,0.555004629811246268E+05,0.562385890133872308E+05,0.941063151490030214E+04
0.279446184782635443E-01,0.894901847084508336E+04,0.638525175589456206E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.531535832145310416E+00,0.843000274252667769E+00,0.555004598990097074E+05,0.562385803668034860E+05,0.941064598518646744E+04
0.603766986662232275E+00,0.239474865411580396E+03,0.157688891523419494E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.170805715642177169E+00,0.744497622846880813E+00,0.555004554952103354E+05,0.562386224493031477E+05,0.941064852064264414E+04
0.328070561578504283E-01,0.719586146894901503E+04,0.750853869977353927E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.422399063620644610E+00,0.804838078147854019E+00,0.555004765996008136E+05,0.562386154515833332E+05,0.941067074622515065E+04
0.273223941340589652E-01,0.331583394463904187E+05,0.118268680081030780E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.760672527855286273E+00,0.452514871854513778E+00,0.555004426845427879E+05,0.562385908541395329E+05,0.941068858655555232E+04
0.292241780495818004E+00,0.436116353800627280E+03,0.125238941824293759E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.561630247386409986E+00,0.379572152880339575E+00,0.555004397732429716E+05,0.562385982687350697E+05,0.941069445343705229E+04
0.998426020642624090E+00,0.502474022148075960E+03,0.194791163269830925E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.903244464642458000E+00,0.861553220555922539E+00,0.555004688857018045E+05,0.562386017959382152E+05,0.941069854828860844E+04
0.381396766604438081E-01,0.169629276729197068E+04,0.952674541815863973E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.716108959762357944E-01,0.725540524551191779E+00,0.555004630157957290E+05,0.562386021562145252E+05,0.941070037027862782E+04
0.463558070707082021E-01,0.409482823867257684E+04,0.857140430923499785E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.740039376370125401E+00,0.995387403626728950E+00,0.555004523272372171E+05,0.562386064211319535E+05,0.941071599811108536E+04
0.283138497283779572E-01,0.254286898213899549E+05,0.363606017250796137E-01,0.369079152000000022E+03,0.558695496039999998E+05,0.317003668655174431E+00,0.581658150493237769E+00,0.555004802465282773E+05,0.562386122833743648E+05,0.941072340523334060E+04
0.222535577867177203E+00,0.507262057708125155E+03,0.117045941945873078E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.869872321883791710E+00,0.459760486743119201E+00,0.555004629412735740E+05,0.562385992086512197E+05,0.941078730360344343E+04
0.962840089581029179E+00,0.391045817254224289E+03,0.192679935792329649E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.742908630029495698E+00,0.259984796908248383E+00,0.555004737163326281E+05,0.562386068958769683E+05,0.941079437211829645E+04
0.852324562170231198E-01,0.296055838988965547E+03,0.103922945799943456E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.278611543947430762E+00,0.112336854097229807E+00,0.555004537075877306E+05,0.562385723549220420E+05,0.941080810859171470E+04
0.284589233444628269E-01,0.247110953351961725E+05,0.344171744047580441E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.264351569078478177E+00,0.619480705508172025E+00,0.555004363987675024E+05,0.562385941364955070E+05,0.941080978137274360E+04
0.404871967232024940E-01,0.480783044252051423E+04,0.847346542514903378E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.776642367153967617E+00,0.701982651052911022E+00,0.555004684552057661E+05,0.562386104140604803E+05,0.941082375636144934E+04
0.613097175962207808E+00,0.289942330205472786E+03,0.158392832368588077E+01,0.369079152000000022E+03,0.558695496039999998E+05,0.239424035659757173E+00,0.767422845269614240E+00,0.555004597723350453E+05,0.562386198034847839E+05,0.941083919241334297E+04
0.333568850611564577E-01,0.165805798410462671E+04,0.921790163399949347E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.320782415437352419E+00,0.237892622070174586E+00,0.555004834796293508E+05,0.562386049456497567E+05,0.941084130462293251E+04
0.319502190377442125E-01,0.319547340468167240E+05,0.540656423372539496E+00,0.369079152000000022E+03,0.558695496039999998E+05,0.362176113223517782E+00,0.438629381319715461E+00,0.555004503121030575E+05,0.562385957341539470E+05,0.941084992473790044E+04
