seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.415455095191245780E-01,0.297973291964131658E+04,0.399036620141277443E+00,0.213256699999999995E+03,0.557409084000000003E+05,0.529960594232008586E+00,0.937615801682158190E+00,0.551011392599350438E+05,0.553144008895752850E+05,0.555276466776530870E+05,0.557408932969631569E+05,0.559541968236489629E+05,0.561674549548253490E+05,0.563806810998635337E+05,0.110165229667966032E+05
0.429047499614243280E-01,0.303188254977272118E+04,0.389873977363300483E+00,0.213256699999999995E+03,0.557409084000000003E+05,0.600233632715606813E+00,0.584152106819139094E+00,0.551011417497561488E+05,0.553144003915716094E+05,0.555276648259005451E+05,0.557409083914398943E+05,0.559542224921650923E+05,0.561674305403982653E+05,0.563806823040744566E+05,0.110195808819635513E+05
0.476554272936863255E-01,0.410981967186422935E+03,0.885297634644240050E+00,0.213256699999999995E+03,0.557409084000000003E+05,0.221567471292856893E+00,0.183331491486355275E-01,0.551011321671287078E+05,0.553143860470093423E+05,0.555276466995876253E+05,0.557408821178888611E+05,0.559542217717974781E+05,0.561674288430727829E+05,0.563806739662297477E+05,0.110207881128005865E+05
0.464508225064562755E-01,0.647982943376337516E+03,0.805058160704021031E+00,0.213256699999999995E+03,0.557409084000000003E+05,0.968737320155626858E+00,0.173284453302534863E+00,0.551011461935781044E+05,0.553144001903757598E+05,0.555276558552540591E+05,0.557408879036729486E+05,0.559541888651428380E+05,0.561674330061761793E+05,0.563807007258273006E+05,0.110216920118685866E+05
0.490283134032973231E-01,0.494948844285133191E+03,0.884230107784313546E+00,0.213256699999999995E+03,0.557409084000000003E+05,0.234881747586908801E+00,0.195595808452101255E+00,0.551011285642973453E+05,0.553143961720024454E+05,0.555276617664188670E+05,0.557409069148432245E+05,0.559542395053669898E+05,0.561674366640556691E+05,0.563806922174546198E+05,0.110218010608664918E+05
0.421544782225786382E-01,0.229034574588835903E+04,0.502891469395542856E+00,0.213256699999999995E+03,0.557409084000000003E+05,0.741084968784085141E+00,0.317817363947824394E+00,0.551011099581740200E+05,0.553144029349482807E+05,0.555276617027099273E+05,0.557408978000457573E+05,0.559542143866635670E+05,0.561674213898737216E+05,0.563806857662243056E+05,0.110230005814561937E+05
0.409752908035283456E-01,0.232677253042640359E+04,0.461015339558841664E+00,0.213256699999999995E+03,0.557409084000000003E+05,0.692306149908982205E+00,0.296828262108232488E+00,0.551011175704818888E+05,0.553144053706167615E+05,0.555276481674981769E+05,0.557409082312727187E+05,0.559541802150695439E+05,0.561674454763038812E+05,0.563806912724594658E+05,0.110231199188219598E+05
0.530564997245873693E-01,0.470180564905334052E+03,0.856486779955819122E+00,0.213256699999999995E+03,0.557409084000000003E+05,0.927465566208852232E+00,0.527768394227492665E+00,0.551011261722620475E+05,0.553143877136356605E+05,0.555276391793877410E+05,0.557408963558647592E+05,0.559542138776082502E+05,0.561674209290248982E+05,0.563806744731244034E+05,0.110232912067987036E+05
0.422734742593471810E-01,0.219100314508811289E+04,0.502483603358160558E+00,0.213256699999999995E+03,0.557409084000000003E+05,0.964058817964407622E+00,0.223378586401077384E+00,0.551011387167048961E+05,0.553143913131561276E+05,0.555276592405441843E+05,0.557409195281372595E+05,0.559542203677742509E+05,0.561674340291655535E+05,0.563806929807529596E+05,0.110233781108271814E+05
0.512728403264172405E-01,0.425785020269483880E+03,0.861062750373625452E+00,0.213256699999999995E+03,0.557409084000000003E+05,0.838312420329111907E+00,0.422748962345690704E+00,0.551011285041570445E+05,0.553143897169771008E+05,0.555276736949312181E+05,0.557408941910458743E+05,0.559541789075329434E+05,0.561674314687406222E+05,0.563806765564849775E+05,0.110235500473542743E+05
0.559271647273896291E-01,0.346991499424887024E+03,0.907363580241136058E+00,0.213256699999999995E+03,0.557409084000000003E+05,0.606262236691074152E+00,0.446490927782333069E+00,0.551011205559640002E+05,0.553143801531638674E+05,0.555276469522339612E+05,0.557409037690334881E+05,0.559542109946546479E+05,0.561674293758565327E+05,0.563806771626386399E+05,0.110236104256865983E+05
0.426532686864504740E-01,0.211899388496905294E+04,0.571215234074829659E+00,0.213256699999999995E+03,0.557409084000000003E+05,0.716137752342214551E+00,0.652737731033618429E+00,0.551011194046646633E+05,0.553144058087192534E+05,0.555276602494221952E+05,0.557409196461568135E+05,0.559541791010444285E+05,0.561674364997983939E+05,0.563806902032509752E+05,0.110237072504745101E+05
0.440440081279524775E-01,0.198436084302975860E+04,0.592242239522354774E+00,0.213256699999999995E+03,0.557409084000000003E+05,0.791480673371014021E+00,0.275984729553454933E+00,0.551011468434440976E+05,0.553144028206706425E+05,0.555276517387288477E+05,0.557409038181391297E+05,0.559542036035753554E+05,0.561674357921522533E+05,0.563806698372300380E+05,0.110238376026212209E+05
0.483604870378141968E-01,0.758635383567689132E+03,0.799109956445764880E+00,0.213256699999999995E+03,0.557409084000000003E+05,0.966145540346140752E+00,0.382011256227165974E+00,0.551011456122968957E+05,0.553143951467469378E+05,0.555276594364684497E+05,0.557409235412224152E+05,0.559541913935204357E+05,0.561674418777985848E+05,0.563806733141414079E+05,0.110239592759704028E+05
0.437507624962419073E-01,0.189431094403362044E+04,0.601104131341744341E+00,0.213256699999999995E+03,0.557409084000000003E+05,0.366538216503680681E+00,0.910350496043411117E+00,0.551011398969721777E+05,0.553144057257660970E+05,0.555276634853536016E+05,0.557409073765813228E+05,0.559542011007414912E+05,0.561674355354966538E+05,0.563806675767674969E+05,0.110240708660956261E+05
0.417269176033706196E-01,0.327203051627582408E+04,0.286862010235608700E+00,0.213256699999999995E+03,0.557409084000000003E+05,0.715270465724405446E+00,0.273564271130149583E+00,0.551011213642670773E+05,0.553143976981817614E+05,0.555276690868445294E+05,0.557408907291754367E+05,0.559542107437135564E+05,0.561674307095381082E+05,0.563806859778088401E+05,0.110241474748793335E+05
0.460709574962405999E-01,0.551741494047316678E+03,0.850680778419655281E+00,0.213256699999999995E+03,0.557409084000000003E+05,0.404258265001529948E+00,0.680409446829739837E-02,0.551011349218610630E+05,0.553143992711904793E+05,0.555276618461828766E+05,0.557408911450081359E+05,0.559542099478639793E+05,0.561674267657945966E+05,0.563806695286369795E+05,0.110243047734296033E+05
