seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_likelihood
0.862110316753387451E+00,0.590919880932160959E+05,0.183346652984619141E+01,0.348962400000000002E+03,0.557157886999999973E+05,0.799230992794036865E+00,0.422049045562744141E+00,0.550188065312446561E+05,0.553673673736799246E+05,0.557165391727840397E+05,0.564127864585885982E+05,0.192193620748168382E+04
0.952288210391998291E+00,0.287296538118097089E+03,0.195016837120056152E+01,0.348962400000000002E+03,0.557157886999999973E+05,0.393645763397216797E-01,0.576032698154449463E+00,0.550171222241462674E+05,0.553668190421808249E+05,0.557163222857868168E+05,0.564146726300487499E+05,0.192430119817104082E+04
0.826522648334503174E+00,0.605250248714537292E+03,0.185652375221252441E+01,0.348962400000000002E+03,0.557157886999999973E+05,0.164878249168395996E+00,0.516051650047302246E+00,0.550187819550575223E+05,0.553666279331195838E+05,0.557158480730211231E+05,0.564142020264635066E+05,0.192438409111666147E+04
0.771938562393188477E-01,0.751548499719885440E+05,0.125744211673736572E+01,0.348962400000000002E+03,0.557157886999999973E+05,0.727181732654571533E+00,0.294653594493865967E+00,0.550176458406986203E+05,0.553670674123514182E+05,0.557162037154590580E+05,0.564145543043384532E+05,0.192438409111666147E+04
0.407427906990051270E+00,0.260066897831221588E+01,0.183568871021270752E+01,0.348962400000000002E+03,0.557157886999999973E+05,0.759584307670593262E+00,0.669384777545928955E+00,0.550180017837823834E+05,0.553662758892524726E+05,0.557164889717256519E+05,0.564143069506654720E+05,0.192438409111666147E+04
0.518003225326538086E+00,0.632428514888670605E+02,0.192608082294464111E+01,0.348962400000000002E+03,0.557157886999999973E+05,0.997083842754364014E+00,0.934099793434143066E+00,0.550180502385438886E+05,0.553672232314098364E+05,0.557159424492275211E+05,0.564135762402782420E+05,0.192438409111666147E+04
0.687014400959014893E+00,0.444100561513128832E+04,0.185691702365875244E+01,0.348962400000000002E+03,0.557157886999999973E+05,0.823851823806762695E+00,0.544789910316467285E+00,0.550176433110774960E+05,0.553675756263483054E+05,0.557163967660819981E+05,0.564136951682338695E+05,0.192438409111666147E+04
0.264112591743469238E+00,0.152244707751623332E+01,0.164923703670501709E+01,0.348962400000000002E+03,0.557157886999999973E+05,0.336275041103363037E+00,0.634767174720764160E+00,0.550180020992101636E+05,0.553675803173530585E+05,0.557157288186704609E+05,0.564144777004489879E+05,0.192438409111666147E+04
0.726133167743682861E+00,0.371567705833869979E+03,0.199788916110992432E+01,0.348962400000000002E+03,0.557157886999999973E+05,0.379513323307037354E+00,0.615425646305084229E+00,0.550175654113830533E+05,0.553666271011579520E+05,0.557166155351554844E+05,0.564143153671989421E+05,0.192438409111666147E+04
0.486062645912170410E+00,0.184403383597439813E+03,0.168806660175323486E+01,0.348962400000000002E+03,0.557157886999999973E+05,0.598779916763305664E+00,0.177808344364166260E+00,0.550181009212078061E+05,0.553659415215003974E+05,0.557167134215986225E+05,0.564143694621095638E+05,0.192438409111666147E+04
