seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.165114421401960088E-01,0.101022651607171119E+05,0.510065049648720237E+00,0.235419319000000002E+03,0.558463128569999972E+05,0.843942648037928289E+00,0.634281625437282059E+00,0.553755323379410111E+05,0.558464305381184167E+05,0.560820349730356829E+05,0.599109649454533496E+03
0.248947524389758063E+00,0.291607060390478255E+05,0.120180738026052603E+01,0.235419319000000002E+03,0.558463128569999972E+05,0.346429121151209218E+00,0.748029649926558876E-01,0.553755225750469181E+05,0.558458461749094713E+05,0.560821222544892371E+05,0.600073843120455535E+03
0.388794232077339041E+00,0.951199786056508174E+03,0.134959739446932714E+01,0.235419319000000002E+03,0.558463128569999972E+05,0.673429667552953415E+00,0.778679346880470358E+00,0.553754217711725578E+05,0.558466802224205603E+05,0.560823889607298988E+05,0.601302854603184528E+03
0.240933823244299308E-01,0.234477288390397123E+06,0.238875721254203033E+00,0.235419319000000002E+03,0.558463128569999972E+05,0.626786039582986843E+00,0.171814693767094073E+00,0.553754169043252841E+05,0.558457399326156956E+05,0.560827274417195149E+05,0.601322643226410378E+03
0.361319489815607117E-01,0.444425587203059811E+06,0.171488204114268461E+00,0.235419319000000002E+03,0.558463128569999972E+05,0.296401491367567049E+00,0.711922275859025566E+00,0.553747710037236830E+05,0.558463415340721185E+05,0.560810108300124775E+05,0.602511386195411546E+03
0.133129722869602563E+00,0.226893838106003619E+06,0.105996097136408274E+01,0.235419319000000002E+03,0.558463128569999972E+05,0.452032501607294801E+00,0.261466000348948568E+00,0.553754421485007697E+05,0.558468388679154014E+05,0.560823600348481923E+05,0.603764390754574379E+03
0.334502175806896049E-01,0.188496779524646088E+06,0.702956285446487028E+00,0.235419319000000002E+03,0.558463128569999972E+05,0.623237468638555780E+00,0.583544221976460165E+00,0.553754420781442386E+05,0.558455492391659354E+05,0.560821107038392656E+05,0.604429980112391490E+03
0.273756073803038569E+00,0.348967508620361997E+02,0.122446131275995218E+01,0.235419319000000002E+03,0.558463128569999972E+05,0.828279051210118133E+00,0.788009635335353842E+00,0.553755231778864472E+05,0.558471295464632494E+05,0.560818256981907834E+05,0.604661049275724167E+03
0.251915811642349552E+00,0.273253913074621960E+04,0.122915237143120692E+01,0.235419319000000002E+03,0.558463128569999972E+05,0.219509317583412411E+00,0.838735770156077587E+00,0.553754844898097726E+05,0.558463291715853484E+05,0.560817618874766995E+05,0.605249327475377982E+03
0.312243800722285976E-01,0.314234076645261994E+05,0.145057295323533425E+00,0.235419319000000002E+03,0.558463128569999972E+05,0.608255224575914522E+00,0.582933490877961979E+00,0.553754991333915023E+05,0.558458377746233673E+05,0.560821544085774949E+05,0.605394545076741906E+03
