seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.191082271496286829E-01,0.929710565671797667E+04,0.543645981158791258E+00,0.219910202999999996E+03,0.556022553160000025E+05,0.253283108354830810E+00,0.877193030485974523E+00,0.551623909722396711E+05,0.556021899834592186E+05,0.562619960046223641E+05,0.934409472395790908E+04
0.218748416650323893E-01,0.409104575949681112E+04,0.756353059537458017E+00,0.219910202999999996E+03,0.556022553160000025E+05,0.251820361811419147E+00,0.178282722403462657E+00,0.551623732982558358E+05,0.556021930948580193E+05,0.562619908929096709E+05,0.934495511034837546E+04
0.195033011621814134E+00,0.136696831492022312E+03,0.115511100310421422E+01,0.219910202999999996E+03,0.556022553160000025E+05,0.841709442302639999E+00,0.816458357790004197E+00,0.551616527191089117E+05,0.556022311645843365E+05,0.562620366538843300E+05,0.934574688142638661E+04
0.244148171400133313E+00,0.322372628650177205E+03,0.121604638250258112E+01,0.219910202999999996E+03,0.556022553160000025E+05,0.505885582707047532E+00,0.986552668689978041E+00,0.551623851653994934E+05,0.556021999404534945E+05,0.562620566646996012E+05,0.934590285148209841E+04
0.222677859771017554E-01,0.141766542275157849E+04,0.823553289422313539E+00,0.219910202999999996E+03,0.556022553160000025E+05,0.866551332742074520E+00,0.102881414807381472E+00,0.551623749536754767E+05,0.556022197356879478E+05,0.562619909945647887E+05,0.934592745799225122E+04
0.685170381707293163E+00,0.163209003111491370E+03,0.165235009265731647E+01,0.219910202999999996E+03,0.556022553160000025E+05,0.817222488210549103E+00,0.335640687188117126E+00,0.551623941362539263E+05,0.556022345141872720E+05,0.562620532548189949E+05,0.934592827098132693E+04
0.191821458847971325E-01,0.670531390920836020E+04,0.671813772942302267E+00,0.219910202999999996E+03,0.556022553160000025E+05,0.703798843932199936E+00,0.279439374893686365E+00,0.551624184170930457E+05,0.556022429437833343E+05,0.562620508877631801E+05,0.934603749518778022E+04
0.646829844230242701E+00,0.649169628916122150E+02,0.162574632266214891E+01,0.219910202999999996E+03,0.556022553160000025E+05,0.333086946246078486E+00,0.396876280235378187E+00,0.551624462992631088E+05,0.556022102068274471E+05,0.562619944979749271E+05,0.934616460311960691E+04
0.358081108050732011E+00,0.196560839422107207E+02,0.134353677932430315E+01,0.219910202999999996E+03,0.556022553160000025E+05,0.369687735421607294E-01,0.167881584399727259E-01,0.551624253870730900E+05,0.556022153804941263E+05,0.562619811984843618E+05,0.934669534337655750E+04
0.982372628986986629E+00,0.132732265877837222E+03,0.194167027633859468E+01,0.219910202999999996E+03,0.556022553160000025E+05,0.916444428251755427E+00,0.994271230004251660E+00,0.551624563678267150E+05,0.556022281173498923E+05,0.562620115765709488E+05,0.934670426106330524E+04
0.244990269380454158E-01,0.239666890058605077E+04,0.786278663085323126E+00,0.219910202999999996E+03,0.556022553160000025E+05,0.673195392973538254E+00,0.109579146597038171E+00,0.551623990081060183E+05,0.556022111593474983E+05,0.562619897945772973E+05,0.934671564885701991E+04
0.229468099654860924E-01,0.423210810645034962E+04,0.721611000239134048E+00,0.219910202999999996E+03,0.556022553160000025E+05,0.531962293769263073E+00,0.521305249172598906E+00,0.551624413107975997E+05,0.556022097986486478E+05,0.562620562607857282E+05,0.934682580625312403E+04
0.493775080752572093E+00,0.135805758888423753E+03,0.146315314131307495E+01,0.219910202999999996E+03,0.556022553160000025E+05,0.853257122966723069E+00,0.330713405160367291E+00,0.551623937206043047E+05,0.556022491870661906E+05,0.562620760020098314E+05,0.934701692013692445E+04
0.338982479852432406E+00,0.131492405594564070E+04,0.130212180672992828E+01,0.219910202999999996E+03,0.556022553160000025E+05,0.677990193691858756E+00,0.886406472274506307E+00,0.551624069975960447E+05,0.556022396987168977E+05,0.562620436670643758E+05,0.934707047693145614E+04
0.475021069490314141E+00,0.654322012156921602E+02,0.145715104600617962E+01,0.219910202999999996E+03,0.556022553160000025E+05,0.334601706428459378E+00,0.589932828729547554E+00,0.551624628829815556E+05,0.556022272701957554E+05,0.562620425465919907E+05,0.934709243508037071E+04
