seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.168002459221216274E-01,0.182547049475580866E+04,0.556118113189805641E+00,0.215967824000000007E+03,0.557522357120000015E+05,0.458696844746954713E+00,0.386919336656889934E+00,0.551043929563129423E+05,0.553203034190183607E+05,0.555362585275639212E+05,0.557522781213030903E+05,0.559682314125161283E+05,0.561841657413746652E+05,0.564000621153170869E+05,0.440549681182869699E+04
0.178152955898013658E-01,0.393361816148057778E+04,0.534126830476148520E-01,0.215967824000000007E+03,0.557522357120000015E+05,0.223274603898565932E+00,0.898739681225820597E+00,0.551043379433077498E+05,0.553202817491409369E+05,0.555362478338105866E+05,0.557522310171319841E+05,0.559682151871628448E+05,0.561841831216137434E+05,0.564000672473164377E+05,0.440677946414790222E+04
0.167837512280537109E-01,0.220535783300994854E+04,0.435196806463561292E+00,0.215967824000000007E+03,0.557522357120000015E+05,0.869914355682253504E+00,0.443336002435031629E+00,0.551043337663791099E+05,0.553202903300108446E+05,0.555362649961645366E+05,0.557522926360497659E+05,0.559682283907119636E+05,0.561841772028292835E+05,0.564000537194256904E+05,0.440771739690993672E+04
0.158837066342742556E-01,0.248901485595283611E+04,0.322841893344585074E+00,0.215967824000000007E+03,0.557522357120000015E+05,0.807257256525416467E+00,0.423048670413793904E+00,0.551043726757717959E+05,0.553203137730406306E+05,0.555362738185455746E+05,0.557522498026127214E+05,0.559682452623530480E+05,0.561841499412132980E+05,0.564000423862428142E+05,0.440812158394308153E+04
0.167821483242685913E-01,0.278570833728220714E+04,0.325213258253149506E+00,0.215967824000000007E+03,0.557522357120000015E+05,0.247976828967141988E+00,0.784982928717868123E+00,0.551043963329904655E+05,0.553202712670109468E+05,0.555362592277858712E+05,0.557522287340404000E+05,0.559682038368732319E+05,0.561841762971033604E+05,0.564000429253118637E+05,0.440887713007851562E+04
0.158447112548680269E-01,0.314511903172500297E+04,0.651832990242113136E-01,0.215967824000000007E+03,0.557522357120000015E+05,0.792450928870283122E+00,0.673629199229206832E+00,0.551043645347646743E+05,0.553202701053047422E+05,0.555362588275066155E+05,0.557522621809173215E+05,0.559682372771734663E+05,0.561841699922977568E+05,0.564000557794993583E+05,0.440903685931503333E+04
0.205649035901683055E-01,0.393425165735601183E+03,0.878564386880915760E+00,0.215967824000000007E+03,0.557522357120000015E+05,0.344428234517780152E+00,0.434248581500381148E+00,0.551043234199704748E+05,0.553202913747675266E+05,0.555362580833304528E+05,0.557522472804019926E+05,0.559682292593050952E+05,0.561841736550115165E+05,0.564000946379903544E+05,0.440959746489900408E+04
0.162886101046784762E-01,0.341267388857366359E+04,0.630074012583230758E-01,0.215967824000000007E+03,0.557522357120000015E+05,0.870395469738139194E+00,0.231901587650851310E+00,0.551043847977199257E+05,0.553202716305186259E+05,0.555362689250505791E+05,0.557522528930313929E+05,0.559682511067176893E+05,0.561841849833933447E+05,0.564000443725025325E+05,0.441010330591734419E+04
0.158666929308238606E-01,0.227166926090764628E+04,0.491153000223291114E+00,0.215967824000000007E+03,0.557522357120000015E+05,0.816507476608945515E+00,0.247442241453921241E+00,0.551043675009153667E+05,0.553202824261288406E+05,0.555362673316987130E+05,0.557522749178477898E+05,0.559682217012726687E+05,0.561841731765817822E+05,0.564000664834992785E+05,0.441012160144468635E+04
0.175726798522634169E-01,0.498338594146142896E+04,0.270253461249728155E+00,0.215967824000000007E+03,0.557522357120000015E+05,0.460395538639406174E-01,0.763921893998281365E+00,0.551043630106548735E+05,0.553203167207779406E+05,0.555362462404776015E+05,0.557522421740021164E+05,0.559682378772771117E+05,0.561841661045348737E+05,0.564000552131305885E+05,0.441029007766365339E+04
