seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.128746628761291504E-01,0.335245140727380476E+04,0.810013651847839355E+00,0.153520953999999989E+03,0.555748586720000021E+05,0.212653577327728271E+00,0.224951088428497314E+00,0.551152028005281099E+05,0.552685559527903242E+05,0.555743357763062231E+05,0.558811197039595427E+05,0.563431525554977343E+05,0.157264230066839013E+04
0.270295679569244385E+00,0.209269650155866490E+06,0.124657297134399414E+01,0.153520953999999989E+03,0.555748586720000021E+05,0.786466121673583984E+00,0.524211704730987549E+00,0.551144108059564242E+05,0.552670178425341292E+05,0.555749933407078497E+05,0.558825956412068190E+05,0.563431241600833819E+05,0.157411873374053607E+04
0.325447320938110352E+00,0.318655580433956175E+04,0.127796864509582520E+01,0.153520953999999989E+03,0.555748586720000021E+05,0.430113196372985840E+00,0.262190043926239014E+00,0.551147339196363100E+05,0.552680391705065413E+05,0.555756339033613913E+05,0.558812242805472197E+05,0.563432050929389879E+05,0.157428198413025234E+04
0.933534920215606689E+00,0.156422370608482470E+04,0.192820107936859131E+01,0.153520953999999989E+03,0.555748586720000021E+05,0.123616933822631836E+00,0.141783654689788818E+00,0.551133687851586947E+05,0.552680860320358915E+05,0.555740711724529974E+05,0.558823790394774260E+05,0.563418356104217455E+05,0.157492150445374568E+04
0.352507352828979492E+00,0.846225410191795709E+04,0.118114101886749268E+01,0.153520953999999989E+03,0.555748586720000021E+05,0.833046495914459229E+00,0.204537808895111084E+00,0.551136287704864153E+05,0.552669146664171858E+05,0.555742933805952780E+05,0.558820516750326933E+05,0.563434471868596956E+05,0.157495988510606367E+04
0.891772329807281494E+00,0.158487988039729389E+05,0.188768851757049561E+01,0.153520953999999989E+03,0.555748586720000021E+05,0.571662843227386475E+00,0.920177757740020752E+00,0.551134569627204546E+05,0.552671296108990355E+05,0.555756386208306067E+05,0.558825613558998884E+05,0.563415940052591250E+05,0.157503715640205996E+04
0.819957256317138672E-02,0.357586476061895041E+03,0.357276320457458496E+00,0.153520953999999989E+03,0.555748586720000021E+05,0.395963132381439209E+00,0.250050723552703857E+00,0.551151428550639757E+05,0.552675788530140562E+05,0.555749327771435492E+05,0.558820360680332960E+05,0.563416492234788820E+05,0.157520275169179899E+04
0.852293848991394043E+00,0.124117588006888191E+01,0.185095477104187012E+01,0.153520953999999989E+03,0.555748586720000021E+05,0.226610720157623291E+00,0.743843197822570801E+00,0.551135690251746782E+05,0.552671578633814497E+05,0.555756372575531714E+05,0.558816747248879255E+05,0.563430852917753145E+05,0.157522051764061939E+04
0.938957929611206055E-02,0.636975788093955140E+06,0.574006915092468262E+00,0.153520953999999989E+03,0.555748586720000021E+05,0.494298338890075684E-01,0.429064571857452393E+00,0.551148399218478808E+05,0.552671630615025206E+05,0.555753341599474661E+05,0.558826649488917174E+05,0.563414737395368502E+05,0.157526510515389941E+04
0.113292932510375977E-01,0.138297112395689403E+01,0.133993148803710938E+00,0.153520953999999989E+03,0.555748586720000021E+05,0.840634226799011230E+00,0.198851764202117920E+00,0.551144962003389010E+05,0.552685967923432036E+05,0.555755239878664725E+05,0.558823842950573744E+05,0.563425646499715731E+05,0.157528407220875624E+04
0.460278987884521484E-02,0.295516767475650295E+04,0.979953646659851074E+00,0.153520953999999989E+03,0.555748586720000021E+05,0.395126521587371826E+00,0.340390503406524658E+00,0.551142862968602785E+05,0.552685279034405394E+05,0.555755929254065268E+05,0.558823629444351973E+05,0.563417715440116808E+05,0.157528908582515373E+04
0.576134681701660156E+00,0.172561142109219305E+06,0.157267475128173828E+01,0.153520953999999989E+03,0.555748586720000021E+05,0.927397787570953369E+00,0.794348537921905518E+00,0.551147093870797762E+05,0.552680770148068113E+05,0.555756186842690222E+05,0.558823724877348723E+05,0.563416641013942644E+05,0.157531957540728649E+04
