seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.294884443283081055E+00,0.160734037832279775E+02,0.137304532527923584E+01,0.357411363999999992E+03,0.558591921280000024E+05,0.361060917377471924E+00,0.700197696685791016E+00,0.555013321457071943E+05,0.558596870323989206E+05,0.562168340556405965E+05,0.803507291482137362E+03
0.126428544521331787E+00,0.632823045756148645E+03,0.113099300861358643E+01,0.357411363999999992E+03,0.558591921280000024E+05,0.330945849418640137E-01,0.316889047622680664E+00,0.555021465766592664E+05,0.558592696420523935E+05,0.562160598743938390E+05,0.803507291482137362E+03
0.196932673454284668E+00,0.464465610253510677E+05,0.150363922119140625E+01,0.357411363999999992E+03,0.558591921280000024E+05,0.163243353366851807E+00,0.514473855495452881E+00,0.555017246204777402E+05,0.558584516020390802E+05,0.562156149667285863E+05,0.803507291482137362E+03
0.203179121017456055E-01,0.206166813967039016E+05,0.126210570335388184E+01,0.357411363999999992E+03,0.558591921280000024E+05,0.260090529918670654E+00,0.856445729732513428E+00,0.555011578800841016E+05,0.558583792197081857E+05,0.562166802302383367E+05,0.803507291482137362E+03
0.305583417415618896E+00,0.107638825724980052E+06,0.116159284114837646E+01,0.357411363999999992E+03,0.558591921280000024E+05,0.496938586235046387E+00,0.932314753532409668E+00,0.555009809110327406E+05,0.558585974811885171E+05,0.562159059822343770E+05,0.803507291482137362E+03
0.306177735328674316E-01,0.190360422135971841E+01,0.136985051631927490E+01,0.357411363999999992E+03,0.558591921280000024E+05,0.832533717155456543E+00,0.538007199764251709E+00,0.555017280093594236E+05,0.558590096786591821E+05,0.562158402716897908E+05,0.803507291482137362E+03
0.242393732070922852E+00,0.125750015455001689E+06,0.167589652538299561E+01,0.357411363999999992E+03,0.558591921280000024E+05,0.325771927833557129E+00,0.926344096660614014E+00,0.555027689713402433E+05,0.558583378608796411E+05,0.562162572872423116E+05,0.803507291482137362E+03
0.435687899589538574E-01,0.208730216385958847E+05,0.153965020179748535E+01,0.357411363999999992E+03,0.558591921280000024E+05,0.830485820770263672E+00,0.588725388050079346E+00,0.555026959772272749E+05,0.558598776954982095E+05,0.562172103839897100E+05,0.803507291482137362E+03
0.773511290550231934E+00,0.644223396644701643E+04,0.189769268035888672E+01,0.357411363999999992E+03,0.558591921280000024E+05,0.440783262252807617E+00,0.880877554416656494E+00,0.555023049671812696E+05,0.558589464538667016E+05,0.562174553584836904E+05,0.803507291482137362E+03
0.249870479106903076E+00,0.114834667717157281E+05,0.157111370563507080E+01,0.357411363999999992E+03,0.558591921280000024E+05,0.438647329807281494E+00,0.785387992858886719E+00,0.555016021695299787E+05,0.558592649828765207E+05,0.562166674495719853E+05,0.803507291482137362E+03
0.192990899085998535E+00,0.428282136440939939E+04,0.199205696582794189E+01,0.357411363999999992E+03,0.558591921280000024E+05,0.888840436935424805E+00,0.309669256210327148E+00,0.555016299792690916E+05,0.558589459978911691E+05,0.562158176206134740E+05,0.803507291482137362E+03
0.498103141784667969E+00,0.549121701726275423E+05,0.120699584484100342E+01,0.357411363999999992E+03,0.558591921280000024E+05,0.795686125755310059E+00,0.773908495903015137E+00,0.555026311090155286E+05,0.558601542182538324E+05,0.562174609352134648E+05,0.803507291482137362E+03
0.655282735824584961E+00,0.140545484322999759E+01,0.186994361877441406E+01,0.357411363999999992E+03,0.558591921280000024E+05,0.617103040218353271E+00,0.730187833309173584E+00,0.555018292393847150E+05,0.558601235622737222E+05,0.562160225939535085E+05,0.803507291482137362E+03
