seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.323389533745558205E-01,0.160421395938893547E+05,0.245339801877878572E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.435672522660213224E+00,0.444668652572451639E+00,0.551885369490834419E+05,0.553812313356507366E+05,0.555738739738190852E+05,0.557665593334255973E+05,0.561519070260153458E+05,0.563445249026529418E+05,0.553345577009284534E+04
0.336027780628900125E-01,0.669841343274265910E+04,0.610186514982360317E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.937082424375577538E+00,0.143424346075100739E+00,0.551885356582043314E+05,0.553812183046833306E+05,0.555738767905226996E+05,0.557665424865156820E+05,0.561519042124106491E+05,0.563445342194732148E+05,0.553408788461971017E+04
0.383645640342908656E-01,0.220494733048414901E+04,0.828583104993109720E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.446408183338372733E+00,0.963675977120712624E+00,0.551885489787179104E+05,0.553812178785734650E+05,0.555738936459264150E+05,0.557665852721735064E+05,0.561518736823985892E+05,0.563445347315827748E+05,0.553482428813816750E+04
0.467070104939353026E-01,0.623608305963784233E+03,0.917596845008668116E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.884555818956368367E+00,0.756339166391169160E+00,0.551885249932103470E+05,0.553812220432399190E+05,0.555738805155317459E+05,0.557665685067824816E+05,0.561518816811508732E+05,0.563445390388973537E+05,0.553513501116891621E+04
0.282478290509504404E-01,0.100202857741163825E+05,0.248117146884487660E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.630734445326856963E+00,0.821619602892219247E+00,0.551885344390203827E+05,0.553812304707495423E+05,0.555738802805835658E+05,0.557665584427939830E+05,0.561519079681013172E+05,0.563445279526949453E+05,0.553611947507347213E+04
0.323490408154652187E-01,0.149022705947543054E+05,0.164608238440522248E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.142422907968485474E+00,0.808678911431448322E+00,0.551885384135749409E+05,0.553812164698456763E+05,0.555739196597929113E+05,0.557665420389506617E+05,0.561518813210552471E+05,0.563445327349000290E+05,0.553648003044795860E+04
0.323073189866257063E-01,0.823146177248329150E+04,0.611920635708160687E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.250652754070525674E+00,0.326828453867771485E+00,0.551885418321928446E+05,0.553812110442753765E+05,0.555738971805425317E+05,0.557665835023287000E+05,0.561518867134125394E+05,0.563445447187851969E+05,0.553650573112365055E+04
0.994584765459560094E+00,0.162127948331912762E+03,0.197107233830337569E+01,0.192674700000000001E+03,0.557665699999999997E+05,0.475164016910699094E-01,0.526078183759406293E+00,0.551885335393233763E+05,0.553812149729885205E+05,0.555739133751410118E+05,0.557665489303307841E+05,0.561518799940753815E+05,0.563445305988891778E+05,0.553665854131032029E+04
0.276626332138349244E-01,0.102858191653767808E+05,0.131876929585035274E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.854647131237470048E+00,0.535719735147762943E+00,0.551885544675379570E+05,0.553812167626999144E+05,0.555739030923503160E+05,0.557665678908240516E+05,0.561518644339679086E+05,0.563445254831061102E+05,0.553685786014978476E+04
0.521419858252523127E+00,0.163526739428402038E+03,0.149108933702503865E+01,0.192674700000000001E+03,0.557665699999999997E+05,0.204370842316896006E+00,0.957790268074019568E+00,0.551885346708602374E+05,0.553812238029114014E+05,0.555739020539543635E+05,0.557665660004626116E+05,0.561518927176691286E+05,0.563445447800109541E+05,0.553698866662319597E+04
0.312124685908648780E-01,0.794310211499882735E+04,0.494985266534115842E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.748833752496580241E+00,0.162223449948329879E+00,0.551885336101766443E+05,0.553812293897714990E+05,0.555739085209665864E+05,0.557665363070853709E+05,0.561518721327419553E+05,0.563445151638674506E+05,0.553721040650592386E+04
0.307394526596899940E-01,0.153087163020259904E+05,0.540477722708796321E-01,0.192674700000000001E+03,0.557665699999999997E+05,0.814019412591964420E+00,0.128449614967564213E+00,0.551885309068704373E+05,0.553812206067510342E+05,0.555739115440208916E+05,0.557665394309307812E+05,0.561519005900423363E+05,0.563445218850053934E+05,0.553733012094707919E+04
0.335667844721476774E-01,0.410106605803392085E+04,0.679227336208431898E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.889930907631739987E+00,0.450622231667422768E+00,0.551885330242371710E+05,0.553812130870083711E+05,0.555738773611690631E+05,0.557665616503822821E+05,0.561518846785135684E+05,0.563445290195533671E+05,0.553733238004089071E+04
0.795306661219702504E+00,0.169100439583500474E+03,0.176902451969865404E+01,0.192674700000000001E+03,0.557665699999999997E+05,0.162259416744060803E+00,0.559996426212683932E-01,0.551885444121013279E+05,0.553812116820848751E+05,0.555738861868130261E+05,0.557665650078818071E+05,0.561518943646467887E+05,0.563445249781213861E+05,0.553736811428106375E+04
0.288617948002762963E-01,0.113579642663455506E+05,0.870659447738535569E-01,0.192674700000000001E+03,0.557665699999999997E+05,0.915415657979015918E+00,0.133843256788590076E+00,0.551885393329559447E+05,0.553812265880177147E+05,0.555738912285209954E+05,0.557665551460737261E+05,0.561519035195096367E+05,0.563445149649053274E+05,0.553753369672487952E+04
0.281991288450206025E-01,0.131271580191145204E+05,0.127113831261188220E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.594843765474307951E+00,0.452992680657736346E+00,0.551885455475165072E+05,0.553812093778683193E+05,0.555738967381103575E+05,0.557665517404875718E+05,0.561518772975160900E+05,0.563445400512770502E+05,0.553755165628426676E+04
0.332633638115478816E-01,0.213494905948545929E+05,0.364519152518479772E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.233308831898625287E-01,0.938065213602891856E+00,0.551885457163504543E+05,0.553812192079764645E+05,0.555739146834088970E+05,0.557665583254749436E+05,0.561518899295007650E+05,0.563445294531694162E+05,0.553762952662323823E+04
0.317043812282488194E-01,0.149289441861665800E+05,0.666023595879362967E-01,0.192674700000000001E+03,0.557665699999999997E+05,0.121044436013093948E+00,0.157311354099434683E-01,0.551885535072066778E+05,0.553812166173787700E+05,0.555739220120454338E+05,0.557665519848918630E+05,0.561518859390467842E+05,0.563445249504248204E+05,0.553763438582733033E+04
0.311027908811413595E-01,0.121000717819517740E+05,0.274477225651900303E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.339263595641652760E+00,0.355638277434534800E+00,0.551885226976591002E+05,0.553812146176961178E+05,0.555738983486399811E+05,0.557665506948032489E+05,0.561518652436547636E+05,0.563445417294885774E+05,0.553771706428971083E+04
0.280906164064959017E-01,0.101089646971100956E+05,0.306763484630537320E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.471437815040463060E+00,0.913146194886748086E+00,0.551885492908428787E+05,0.553812161572794794E+05,0.555738866346642972E+05,0.557665552914664659E+05,0.561518850903325001E+05,0.563445232592093089E+05,0.553779823550068704E+04
0.310465403482657401E-01,0.534058924029648279E+04,0.651626053617315626E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.513262656556556229E+00,0.253570370082254359E+00,0.551885515244894268E+05,0.553812086658798216E+05,0.555738912354244821E+05,0.557665504241498420E+05,0.561518865160369387E+05,0.563445289695847750E+05,0.553781473637430918E+04
0.568395293136783497E+00,0.230463818811606870E+03,0.152241599830734375E+01,0.192674700000000001E+03,0.557665699999999997E+05,0.781008396535811333E+00,0.658956014720499139E+00,0.551885332101656386E+05,0.553812256341607354E+05,0.555738918416186716E+05,0.557665681869005057E+05,0.561518911591767173E+05,0.563445327177920553E+05,0.553786656637703345E+04
0.343482002097334205E-01,0.151996515798008113E+05,0.261576715839094809E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.160958120594834303E+00,0.807970019474244516E-01,0.551885328321224733E+05,0.553812256184914950E+05,0.555738778847899084E+05,0.557665560396719156E+05,0.561518901110485967E+05,0.563445297392094217E+05,0.553802736954523425E+04
0.291648690440616948E-01,0.121278250878551062E+05,0.206178201520269916E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.384974142552836240E+00,0.880889804639756413E+00,0.551885384880880229E+05,0.553812245309076970E+05,0.555738967778328661E+05,0.557665314842819207E+05,0.561518897338133029E+05,0.563445274532932599E+05,0.553807058669607522E+04
0.817329002209263439E-01,0.234580169508883301E+03,0.103115155718846352E+01,0.192674700000000001E+03,0.557665699999999997E+05,0.150599866398752225E+00,0.980270722147180584E+00,0.551885364250293132E+05,0.553812090103612936E+05,0.555739017759415074E+05,0.557665578229425519E+05,0.561518879573849699E+05,0.563445353602859032E+05,0.553808643755092544E+04
0.321977185842099931E-01,0.784770621164612567E+04,0.539710193747174771E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.991599550324623991E+00,0.355017425449423996E+00,0.551885437689724640E+05,0.553812232289533058E+05,0.555738694096849576E+05,0.557665447830976627E+05,0.561518897688650904E+05,0.563445355432353535E+05,0.553809462814992912E+04
0.305449497584724117E-01,0.865500735462526063E+04,0.399122710519621504E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.760957503320239370E+00,0.579755091522996424E+00,0.551885517299057683E+05,0.553812352622393519E+05,0.555739113048131258E+05,0.557665658856411683E+05,0.561518802084036506E+05,0.563445194929840291E+05,0.553817478990664404E+04
0.330784747721610747E-01,0.630370621980264605E+04,0.640370397683228232E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.374848316065334586E+00,0.209273800059853798E+00,0.551885275853678613E+05,0.553812317181577237E+05,0.555738980568639745E+05,0.557665678945051404E+05,0.561518937149304402E+05,0.563445105936404507E+05,0.553818889118108928E+04
0.279859972447076277E-01,0.117529819925040047E+05,0.452806950470825628E-01,0.192674700000000001E+03,0.557665699999999997E+05,0.761153200063988344E+00,0.707757908388298995E+00,0.551885552749195631E+05,0.553812326610652162E+05,0.555738990376755391E+05,0.557665725458125598E+05,0.561518726239144380E+05,0.563445326120935788E+05,0.553826434088670612E+04
0.308160225338427116E-01,0.103310980744176813E+05,0.318966357815114121E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.426587798469311275E+00,0.961973054846202436E+00,0.551885422738398483E+05,0.553812133614065606E+05,0.555739181173610996E+05,0.557665598667890954E+05,0.561518846527528876E+05,0.563445200686632816E+05,0.553830211091986894E+04
0.315033730355393227E-01,0.761091794389146889E+04,0.656424846324959677E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.880001896953002405E-01,0.565712472347012843E-01,0.551885311148745677E+05,0.553812418713554725E+05,0.555738923852824591E+05,0.557665502242638613E+05,0.561518929379966357E+05,0.563445332935858678E+05,0.553834499127460640E+04
0.313981617435068541E-01,0.148498177611511201E+05,0.229117901298980131E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.710642338649429939E+00,0.457483529486579776E+00,0.551885610030911048E+05,0.553812249402359448E+05,0.555738856385994004E+05,0.557665496278427672E+05,0.561518949293821206E+05,0.563445447993452326E+05,0.553839101362830206E+04
0.329613917538628398E-01,0.252567684913182757E+04,0.851463229260089105E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.538891082885099709E-01,0.168876975096980436E+00,0.551885174661077617E+05,0.553812226913982668E+05,0.555738797438288602E+05,0.557665555927210007E+05,0.561518815223652273E+05,0.563445381177082381E+05,0.553842264423842880E+04
0.339995066087222103E-01,0.751465035165307199E+04,0.676594043301675607E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.114816865863099152E+00,0.683876063303057502E+00,0.551885358729057480E+05,0.553812264133381323E+05,0.555739014568247585E+05,0.557665538962416467E+05,0.561519023980560742E+05,0.563445091413592236E+05,0.553845004420366968E+04
0.341170336396353427E-01,0.705220177635266646E+04,0.673975868275421997E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.764216418665803893E-01,0.403208468168831588E-01,0.551885140802203823E+05,0.553812116744063533E+05,0.555739023290537589E+05,0.557665495159258353E+05,0.561518944389978133E+05,0.563445359752533986E+05,0.553848886820647203E+04
0.347817093033100030E-01,0.136952287909795523E+05,0.449796898132564682E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.151494733181554431E+00,0.166804032352755316E+00,0.551885329662569566E+05,0.553812240864492051E+05,0.555738908761941493E+05,0.557665543215266807E+05,0.561519061949816460E+05,0.563445360953611016E+05,0.553861867369955144E+04
0.323568731844997293E-01,0.385522085219841210E+04,0.721236113453416539E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.993511532583730261E+00,0.281876258809225511E+00,0.551885608300893218E+05,0.553812316960266180E+05,0.555738918173626880E+05,0.557665423584667515E+05,0.561518884916061506E+05,0.563445318734667017E+05,0.553862875413127495E+04
0.327074520418513884E-01,0.128293913922222673E+05,0.321921805269115902E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.628037689057064918E-01,0.704617206381345618E+00,0.551885235816219283E+05,0.553812177734709039E+05,0.555738821110246790E+05,0.557665637226261024E+05,0.561518884209232492E+05,0.563445357091031765E+05,0.553863490535881192E+04
0.289310689487752501E-01,0.103173773404823824E+05,0.223061390599334275E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.678611172912887972E+00,0.762159276963417454E+00,0.551885336990165451E+05,0.553812157745541990E+05,0.555738992713366024E+05,0.557665568274335019E+05,0.561518613763822941E+05,0.563445377173400557E+05,0.553868104047013094E+04
0.350943375521678702E-01,0.501908774768514832E+04,0.714804653567792658E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.653737679082159517E+00,0.186633310681103032E+00,0.551885425009656465E+05,0.553812188403805849E+05,0.555738734904146477E+05,0.557665645126625750E+05,0.561518911946788212E+05,0.563445260417508398E+05,0.553872055782458483E+04
0.405747967556857048E-01,0.124818139968734317E+04,0.915368525109326203E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.447314045640138602E+00,0.789253180797383491E+00,0.551885550352594873E+05,0.553812188124102686E+05,0.555738909078121287E+05,0.557665622844442551E+05,0.561518669605075920E+05,0.563445473841030180E+05,0.553874797486309399E+04
0.338707015887124638E-01,0.120791390739314866E+05,0.538950798971337464E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.844980490030368681E-01,0.438365411797608850E+00,0.551885521476370996E+05,0.553812244430456849E+05,0.555738827735327868E+05,0.557665752387136599E+05,0.561518976669914264E+05,0.563445425390700038E+05,0.553875903179296165E+04
0.320943400314746968E-01,0.887839546292917112E+04,0.472213643184182130E+00,0.192674700000000001E+03,0.557665699999999997E+05,0.625920729752057925E+00,0.659466134145801464E+00,0.551885438230790678E+05,0.553812294289031415E+05,0.555738900105803623E+05,0.557665509810322401E+05,0.561519086425783462E+05,0.563445220483990488E+05,0.553888848709720605E+04
0.309007577347867220E-01,0.193026855077464243E+05,0.442709029081896563E-01,0.192674700000000001E+03,0.557665699999999997E+05,0.750004345243375004E+00,0.139517374068277078E+00,0.551885463572609515E+05,0.553811998280329353E+05,0.555738950588953085E+05,0.557665569165138222E+05,0.561518922196815693E+05,0.563445291893830945E+05,0.553889746196914530E+04
