seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.152232270539832570E+00,0.174723446957281521E+04,0.811298233108682987E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.708918018412232676E+00,0.287881854937185495E-01,0.550414302167341230E+05,0.552773971115232052E+05,0.555133788074639451E+05,0.557493915781385876E+05,0.559854216020175081E+05,0.562213950975788612E+05,0.147569428129845237E+05
0.154526843826985366E+00,0.185246191925477910E+04,0.807260702107463368E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.576508041594015697E+00,0.328834415013314063E+00,0.550414307824818534E+05,0.552773970481988290E+05,0.555133808870085413E+05,0.557493920585527303E+05,0.559854245775059098E+05,0.562213960771525672E+05,0.147571246598294074E+05
0.155508152573320096E+00,0.180661095795942151E+04,0.821464574756639365E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.366586509376818970E+00,0.407753941700728151E+00,0.550414316676182134E+05,0.552773981969937886E+05,0.555133790759594413E+05,0.557493914942770934E+05,0.559854221479373518E+05,0.562213917704774649E+05,0.147572579593383507E+05
0.153972226032009024E+00,0.193116859584456734E+04,0.824951993105801584E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.136871958388121717E+00,0.803543232974679111E+00,0.550414318819044347E+05,0.552773996097796262E+05,0.555133784477184818E+05,0.557493916047668099E+05,0.559854234590404376E+05,0.562213953448829197E+05,0.147582166816955996E+05
0.151811091890437899E+00,0.174578435046956110E+04,0.812042885347299959E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.749453669309615544E+00,0.415384090042441624E-02,0.550414319262392892E+05,0.552773984522948958E+05,0.555133809656495578E+05,0.557493910336446133E+05,0.559854214178015682E+05,0.562213953971402880E+05,0.147586647726724277E+05
0.152164105955013340E+00,0.178199964630707859E+04,0.808628456350300007E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.609608943432414119E+00,0.169827143415057447E+00,0.550414304659196496E+05,0.552773983289046882E+05,0.555133792019828688E+05,0.557493929170937627E+05,0.559854223497480853E+05,0.562213937661802411E+05,0.147588719408799716E+05
0.152664879029647954E+00,0.194875341239124396E+04,0.803333232688071996E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.416248355559963978E+00,0.415106056774201482E+00,0.550414327091909872E+05,0.552773969963803684E+05,0.555133785153059653E+05,0.557493903965683712E+05,0.559854227659558164E+05,0.562213939671121916E+05,0.147590068964902766E+05
0.154211612653212760E+00,0.188672652928638149E+04,0.822683386086290325E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.157177277770584684E+00,0.898434596709118072E+00,0.550414316666541490E+05,0.552773971372209780E+05,0.555133798924587973E+05,0.557493898719352073E+05,0.559854247456541707E+05,0.562213918762284520E+05,0.147591476633760303E+05
0.157083180956082286E+00,0.216336438339433835E+04,0.785374059879280995E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.398320916971560413E+00,0.875265870709358684E+00,0.550414304534485491E+05,0.552773980132539145E+05,0.555133790648653739E+05,0.557493898485853642E+05,0.559854246388532920E+05,0.562213948374643442E+05,0.147591837055775231E+05
0.152585296492239925E+00,0.174074706844220805E+04,0.830896958897608839E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.285295122088227326E+00,0.444275226659241393E-01,0.550414326411724614E+05,0.552773974953058205E+05,0.555133809720835852E+05,0.557493915226221798E+05,0.559854235549519944E+05,0.562213940026034034E+05,0.147594669292017225E+05
0.153214377323820317E+00,0.189533139587310939E+04,0.826158906412291616E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.183308118289182531E+00,0.516669853144114954E+00,0.550414323499985258E+05,0.552773984157282539E+05,0.555133798428990995E+05,0.557493893397664506E+05,0.559854248555368395E+05,0.562213946834210874E+05,0.147594772807677236E+05
0.157531898071280846E+00,0.185614807415424934E+04,0.823053651781004092E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.225278622358006914E+00,0.921916869320585697E+00,0.550414325878977907E+05,0.552773987164564533E+05,0.555133802297363218E+05,0.557493906268849314E+05,0.559854254024312540E+05,0.562213947335304838E+05,0.147596440613846444E+05
0.152431580207483625E+00,0.174214491738405673E+04,0.841356532674310875E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.745277620220727022E-01,0.782829369361929484E+00,0.550414325201688698E+05,0.552773987070274379E+05,0.555133809241457129E+05,0.557493906668746786E+05,0.559854230398893997E+05,0.562213940828001578E+05,0.147596609100605438E+05
0.154606248661725815E+00,0.185992056756251645E+04,0.816829235256484543E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.305880295443920258E+00,0.597098277770165664E+00,0.550414299121662407E+05,0.552773963197976191E+05,0.555133794742393366E+05,0.557493917332360943E+05,0.559854234674713589E+05,0.562213935476496554E+05,0.147597929136845760E+05
0.154011961823942140E+00,0.184894591551856547E+04,0.801763825489257509E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.641925885738773294E+00,0.299791489443115455E+00,0.550414299034342621E+05,0.552773974224247650E+05,0.555133805816821696E+05,0.557493925179898724E+05,0.559854221114172324E+05,0.562213944901487557E+05,0.147599527683971155E+05
0.153256763140510704E+00,0.188260684502294430E+04,0.817235818782151013E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.302440824526919894E+00,0.348605372726649709E+00,0.550414311172761300E+05,0.552774000651655660E+05,0.555133793584846571E+05,0.557493908650173325E+05,0.559854221094730456E+05,0.562213932150958572E+05,0.147601155074582912E+05
0.151687870616836140E+00,0.177648264257695200E+04,0.827516326340131836E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.230594222225756595E+00,0.268364596971135405E+00,0.550414317431406016E+05,0.552773977336809985E+05,0.555133813277718509E+05,0.557493911655490156E+05,0.559854251177034384E+05,0.562213929398653709E+05,0.147601310175036760E+05
0.154917566776665905E+00,0.187279617291600857E+04,0.826492435023412630E+00,0.235974240000000009E+03,0.555133765799999965E+05,0.220471723873883141E+00,0.548573220701593423E+00,0.550414311464126658E+05,0.552773971604161416E+05,0.555133803748621285E+05,0.557493908329433762E+05,0.559854214626436951E+05,0.562213946309625535E+05,0.147603253734128684E+05
