seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_likelihood
0.546572610409837401E+00,0.789319699662917085E+01,0.151277440265490326E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.860407959507307640E+00,0.540800444495755150E+00,0.550938413284213093E+05,0.554335345267789453E+05,0.557733488008617205E+05,0.561128078905893999E+05,0.127276255811504743E+05
0.202872690480998263E-01,0.240833215588923792E+03,0.485487834010135622E+00,0.339633783999999991E+03,0.557732232680000016E+05,0.726227381700405350E+00,0.340873474024766476E+00,0.550937738622641191E+05,0.554334611225594563E+05,0.557734757814733312E+05,0.561128495147985232E+05,0.127287135882936382E+05
0.252998223749502545E-01,0.235178604796864832E+01,0.978910819885875250E+00,0.339633783999999991E+03,0.557732232680000016E+05,0.779394601987467017E-01,0.854095625505341793E+00,0.550937998679796219E+05,0.554334248014651748E+05,0.557734964754398388E+05,0.561129748512785227E+05,0.127288327315369042E+05
0.530867807038066908E+00,0.335695255539322268E+01,0.150613262346310961E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.584745262898279439E+00,0.179045681353988267E+00,0.550936937817258950E+05,0.554333533742656946E+05,0.557733939259481267E+05,0.561129261961882949E+05,0.127298642895844387E+05
0.362440304993900342E+00,0.179199030653903923E+01,0.133578144149550226E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.617042110468555061E+00,0.297572503819460210E+00,0.550937272337897011E+05,0.554333474976538782E+05,0.557732557232604886E+05,0.561128540396290045E+05,0.127299366566316312E+05
0.202190487614589236E-01,0.172769881950834559E+03,0.582957036117250360E+00,0.339633783999999991E+03,0.557732232680000016E+05,0.872254766933516223E+00,0.459353102498159138E+00,0.550936930751955078E+05,0.554333761611419395E+05,0.557732904374900027E+05,0.561128490663863995E+05,0.127301006637669343E+05
0.192124365234287858E+00,0.191139574082031105E+01,0.117072197607056250E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.156412908812366636E+00,0.613836820230885483E+00,0.550937261588074980E+05,0.554334603237662668E+05,0.557732027039399618E+05,0.561130252322566012E+05,0.127301013160356651E+05
0.857092365198837136E+00,0.187815340333732439E+01,0.184006740923516188E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.336148238529479726E+00,0.222892693994966279E+00,0.550936446963289127E+05,0.554334319411720571E+05,0.557732071721201282E+05,0.561129141604998949E+05,0.127302574460936412E+05
0.421517600773696821E+00,0.121655226186705678E+01,0.140324567760745178E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.269497627220559310E+00,0.187002468762318234E-01,0.550937657479878253E+05,0.554333840223371226E+05,0.557732618042390895E+05,0.561128136017344150E+05,0.127303160040560997E+05
0.798044553842423787E+00,0.206962310404939265E+01,0.177685742392122870E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.538912824689523284E+00,0.518707097590899058E+00,0.550937656298700022E+05,0.554335309424390944E+05,0.557732582016908564E+05,0.561129354829419317E+05,0.127303573381206115E+05
0.198234643474528259E-01,0.390984817065605739E+03,0.171518841669556499E-01,0.339633783999999991E+03,0.557732232680000016E+05,0.811180250915629841E+00,0.347947623811376117E+00,0.550937671264386372E+05,0.554334461559890042E+05,0.557733226422441512E+05,0.561127702509561350E+05,0.127303799482011436E+05
0.306850072420957742E+00,0.178826999172423591E+02,0.124549667398534614E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.914672565460579401E+00,0.987405370740657262E+00,0.550938864055723534E+05,0.554334375051716634E+05,0.557733271829073856E+05,0.561128861152627069E+05,0.127304652684818629E+05
0.261493195615577732E-01,0.273972234332002927E+03,0.731754344571055260E+00,0.339633783999999991E+03,0.557732232680000016E+05,0.798098300626050250E+00,0.895548272452409422E+00,0.550938168213331010E+05,0.554334328319944689E+05,0.557732423890836217E+05,0.561129402167563967E+05,0.127306339706593681E+05
0.284005343053386150E+00,0.347242400574079069E+01,0.124903367772245333E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.684156953977949289E+00,0.795067241297568783E+00,0.550937847542355521E+05,0.554333349028486482E+05,0.557733746016976947E+05,0.561128886247529954E+05,0.127308095895269144E+05
0.194790141436137453E-01,0.270099322469221249E+03,0.412155042594986754E+00,0.339633783999999991E+03,0.557732232680000016E+05,0.957798380262993465E+00,0.155439122744076730E+00,0.550937500881690357E+05,0.554333612881767549E+05,0.557734578597232467E+05,0.561129418288502493E+05,0.127309817536233440E+05
0.493636258624013446E+00,0.414913685667327492E+01,0.146723203432145288E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.704439758078608147E+00,0.112072953026805117E+00,0.550937468522343988E+05,0.554333272769854302E+05,0.557732971131816594E+05,0.561128600995589877E+05,0.127310102962067922E+05
0.473939094060692401E+00,0.558454364242576862E+01,0.143487533269074352E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.897525906977912014E+00,0.726593335781055338E+00,0.550938143012220025E+05,0.554333568135244204E+05,0.557733093260065725E+05,0.561130191602757986E+05,0.127312801717167004E+05
0.959715907167372539E+00,0.228555071353209094E+01,0.194059597940414941E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.506200501015865889E+00,0.860673332922625156E+00,0.550937922918172844E+05,0.554333890250586264E+05,0.557734216842033857E+05,0.561130310268640023E+05,0.127313238624321893E+05
0.669588923408618419E+00,0.299326577229352209E+01,0.164937863217312319E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.361327072313203879E+00,0.625444258733351521E+00,0.550937597215062706E+05,0.554334907004717606E+05,0.557734566528432697E+05,0.561129141331030769E+05,0.127313366911099311E+05
0.350022504306311613E-01,0.672052462438351483E+01,0.972308562075984040E+00,0.339633783999999991E+03,0.557732232680000016E+05,0.683484931337464352E+00,0.842238760316955104E+00,0.550937898250718863E+05,0.554334753130267272E+05,0.557732655701064432E+05,0.561129562714104322E+05,0.127313522712467402E+05
0.303440147153358375E+00,0.121319068844856948E+01,0.128594678630432901E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.157835909994799954E-01,0.687363114039968082E+00,0.550937164742077439E+05,0.554333177969513417E+05,0.557733526116848152E+05,0.561128643718064995E+05,0.127313566475918378E+05
0.193716636522270023E-01,0.135328280227401535E+03,0.209307862796542593E+00,0.339633783999999991E+03,0.557732232680000016E+05,0.705970505034744455E+00,0.476677276434955610E+00,0.550936008029966106E+05,0.554334423497016760E+05,0.557734268226623026E+05,0.561129927325451936E+05,0.127313810667323105E+05
0.571411249275837196E+00,0.575158088039872961E+01,0.154564252592872187E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.616274588101556442E+00,0.307058545828805152E+00,0.550939246828929026E+05,0.554334157639823097E+05,0.557733020270771085E+05,0.561128790872197642E+05,0.127313919522647866E+05
0.492601873034285931E+00,0.162278775031131506E+01,0.147329136084652901E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.256248440202308692E+00,0.123502911159027270E+00,0.550937147770493757E+05,0.554334926523341855E+05,0.557733112706721731E+05,0.561130513311532050E+05,0.127313949625977366E+05
0.260909006401444710E+00,0.256252097933943546E+01,0.123013276748278377E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.742519391018889641E+00,0.474030780293101112E-01,0.550936521107594599E+05,0.554333562470705729E+05,0.557733234019107113E+05,0.561128601412892167E+05,0.127314113183158934E+05
0.571214728754551149E+00,0.131950529208809986E+01,0.155090360656800730E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.507024272489425720E+00,0.793766531844376733E+00,0.550937537363415540E+05,0.554334371347870328E+05,0.557732809798552116E+05,0.561129441865727058E+05,0.127314376616113550E+05
0.211947659710667105E-01,0.231985791816806113E+03,0.333817797494883717E+00,0.339633783999999991E+03,0.557732232680000016E+05,0.480407393094626656E+00,0.695498921563583838E+00,0.550936926802377347E+05,0.554333746920025515E+05,0.557734478538639742E+05,0.561128991386018606E+05,0.127315412904494333E+05
0.821155882636120715E+00,0.560918749474532863E+01,0.178753431636766580E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.899532079095051507E+00,0.797307292263381595E+00,0.550937812565657441E+05,0.554334635885318930E+05,0.557734265037716323E+05,0.561128587311952651E+05,0.127315778589168167E+05
0.213516696151426037E-01,0.830298262384520598E+02,0.754132637744547973E+00,0.339633783999999991E+03,0.557732232680000016E+05,0.114419754175955499E+00,0.226999506004995188E+00,0.550937868670992466E+05,0.554334050674969913E+05,0.557734087245583651E+05,0.561129684974089250E+05,0.127315885609252509E+05
0.600421642375183140E+00,0.227554367714405714E+01,0.158248704130474005E+01,0.339633783999999991E+03,0.557732232680000016E+05,0.317063681075723136E+00,0.827415688299445451E+00,0.550937209473652401E+05,0.554334871057930504E+05,0.557731921309914469E+05,0.561128766022398413E+05,0.127316431896520880E+05
