seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.378356879277887137E+00,0.400514647049058325E+01,0.136711638797775992E+01,0.961669839999999994E+02,0.557370064619999976E+05,0.704335389872370210E+00,0.335560496540652731E+00,0.549684906578916489E+05,0.553514859166110327E+05,0.557364590823250983E+05,0.560254319952491642E+05,0.564107313385814487E+05,0.116418127961466416E+04
0.176036062120874769E-01,0.327819979374882041E+04,0.807361065210512319E+00,0.961669839999999994E+02,0.557370064619999976E+05,0.731233206468315022E+00,0.128789370749711390E+00,0.549676920328658962E+05,0.553532425975176011E+05,0.557374418459753433E+05,0.560255062378162911E+05,0.564093365494170866E+05,0.116792424366757336E+04
0.109017467972921028E+00,0.184132841176666595E+02,0.109949746263846548E+01,0.961669839999999994E+02,0.557370064619999976E+05,0.634895459174579235E-01,0.839734883163788748E+00,0.549684061805639431E+05,0.553523072815859341E+05,0.557370790715535113E+05,0.560254386197126951E+05,0.564092673098807863E+05,0.117100934808914781E+04
0.497018348576564795E+00,0.224857557093950255E+02,0.148334921090302241E+01,0.961669839999999994E+02,0.557370064619999976E+05,0.814288364489517691E+00,0.528295726253550257E+00,0.549676504416470852E+05,0.553522152375140722E+05,0.557369389752318530E+05,0.560255371267190931E+05,0.564100841351100753E+05,0.117105757142710331E+04
0.652151307622003795E+00,0.111276720637211195E+02,0.164169566954973756E+01,0.961669839999999994E+02,0.557370064619999976E+05,0.638706315042989914E+00,0.935388319172925975E+00,0.549681833851669362E+05,0.553514987522665833E+05,0.557370366065920098E+05,0.560254471499765423E+05,0.564100771395802949E+05,0.117125057427459319E+04
0.151899592387854214E-01,0.895231402589924642E+03,0.641079344453193700E+00,0.961669839999999994E+02,0.557370064619999976E+05,0.549669789548298260E+00,0.834024967773191017E+00,0.549675741758773584E+05,0.553515628497402577E+05,0.557370523708118635E+05,0.560255882234813471E+05,0.564096972712572169E+05,0.117147336467260993E+04
0.401446010210897430E+00,0.130350302473686828E+02,0.139145765561560952E+01,0.961669839999999994E+02,0.557370064619999976E+05,0.123149362964094677E+00,0.629553225376508818E+00,0.549676225768364966E+05,0.553533267730888183E+05,0.557375037542151622E+05,0.560254160247129694E+05,0.564097096120226270E+05,0.117165436498468443E+04
0.999907149292067143E+00,0.423830308255628097E+03,0.198078256059715652E+01,0.961669839999999994E+02,0.557370064619999976E+05,0.661226458967178798E+00,0.585230365656677409E+00,0.549671836835265058E+05,0.553523633812420303E+05,0.557363230485409367E+05,0.560254527883199553E+05,0.564095310819626102E+05,0.117175815034352809E+04
0.248982630552293888E+00,0.117367649388101913E+02,0.123279331175305473E+01,0.961669839999999994E+02,0.557370064619999976E+05,0.717953752821998026E+00,0.302782738706853516E+00,0.549676108896520163E+05,0.553515807398110555E+05,0.557370177285063983E+05,0.560259812672929984E+05,0.564094660184312161E+05,0.117185602858420339E+04
0.984797175922939722E-01,0.980790219352335235E+01,0.107582057500107986E+01,0.961669839999999994E+02,0.557370064619999976E+05,0.706131134106709690E+00,0.550348918585468305E+00,0.549670781722061438E+05,0.553522646448785017E+05,0.557379982388080534E+05,0.560254863809350063E+05,0.564107423305683624E+05,0.117213312322875413E+04
0.925902446071080076E+00,0.128698070630857888E+02,0.191941984386575437E+01,0.961669839999999994E+02,0.557370064619999976E+05,0.667309263690005622E-01,0.447496639968665622E+00,0.549675675769288209E+05,0.553529929575712158E+05,0.557371173974772100E+05,0.560255058327855513E+05,0.564095433359894669E+05,0.117231867621300012E+04
0.917869470998841780E-01,0.272120279728962355E+01,0.107029706515006517E+01,0.961669839999999994E+02,0.557370064619999976E+05,0.654021111015573475E+00,0.353434560451571900E+00,0.549676383695054756E+05,0.553516303660435660E+05,0.557361789033442765E+05,0.560254535317436603E+05,0.564094772727977688E+05,0.117232735076433096E+04
0.886623509844040703E+00,0.144144938195324777E+02,0.187341365231324719E+01,0.961669839999999994E+02,0.557370064619999976E+05,0.860675675987760291E+00,0.234007324854298399E+00,0.549676207352435085E+05,0.553524035270215027E+05,0.557365222152821152E+05,0.560255508855706867E+05,0.564107002594428195E+05,0.117255014466299440E+04
0.350172097524471260E+00,0.121777796260114251E+02,0.133284314256113579E+01,0.961669839999999994E+02,0.557370064619999976E+05,0.227588761200746226E+00,0.766957997021498583E+00,0.549676317866788086E+05,0.553516012171247348E+05,0.557364134231359130E+05,0.560254620425252360E+05,0.564106126931506660E+05,0.117282506294174482E+04
0.817456039128681589E+00,0.115098805069707211E+03,0.179216110843164045E+01,0.961669839999999994E+02,0.557370064619999976E+05,0.866720323728048636E+00,0.447334270572496806E+00,0.549676167586653683E+05,0.553517041216841535E+05,0.557365706350120381E+05,0.560254806271960406E+05,0.564096789687647761E+05,0.117319657444117706E+04
0.180915184186217458E-01,0.519773473906058371E+04,0.899221688005027886E+00,0.961669839999999994E+02,0.557370064619999976E+05,0.716478323092435532E+00,0.753412598953773216E-01,0.549676837890512325E+05,0.553519704455744213E+05,0.557369972742118116E+05,0.560254920006230750E+05,0.564097270664393800E+05,0.117322691464655622E+04
0.599933188213910618E+00,0.633253246511182624E+03,0.156893148470274379E+01,0.961669839999999994E+02,0.557370064619999976E+05,0.996114649245847583E+00,0.547130097339452282E+00,0.549668037788744041E+05,0.553523323603623285E+05,0.557364471397423258E+05,0.560254689351461202E+05,0.564106154919789042E+05,0.117322848520266484E+04
0.140943941121348913E-01,0.386738821695998240E+03,0.880632719293990451E+00,0.961669839999999994E+02,0.557370064619999976E+05,0.591101774132339219E+00,0.457393203585212793E+00,0.549675863152018646E+05,0.553523005268900961E+05,0.557367029913490405E+05,0.560255118155092496E+05,0.564106272598774740E+05,0.117325794258435758E+04
0.506994057394224540E+00,0.133357833494137253E+04,0.148687042740436914E+01,0.961669839999999994E+02,0.557370064619999976E+05,0.842981403225322334E+00,0.692794859787788875E+00,0.549675420737376699E+05,0.553523168722463815E+05,0.557370322757599497E+05,0.560254676468076505E+05,0.564105484391216596E+05,0.117331447576054165E+04
0.918990542607589722E+00,0.607207906183007218E+01,0.190549642633568017E+01,0.961669839999999994E+02,0.557370064619999976E+05,0.671064095545621297E+00,0.946392093700538672E+00,0.549677349434404969E+05,0.553523083737613852E+05,0.557375498138642433E+05,0.560255213896801142E+05,0.564110870960356551E+05,0.117331771209314002E+04
0.333960837329300486E+00,0.388114100611683241E+02,0.131325460597396981E+01,0.961669839999999994E+02,0.557370064619999976E+05,0.648381816389903221E+00,0.578344128013345449E+00,0.549675960107306091E+05,0.553532964381948259E+05,0.557374026667930739E+05,0.560254810589983535E+05,0.564110803294994330E+05,0.117340006308694660E+04
