seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.362732440982791102E-01,0.190206395158230123E+03,0.879858675089898123E+00,0.101110506000000001E+03,0.555540747090000004E+05,0.279255896662882142E+00,0.353762403947205151E+00,0.550485265851274089E+05,0.551495924619235520E+05,0.552507790814844993E+05,0.554529666340293843E+05,0.557562698256129370E+05,0.558574183202882632E+05,0.561607326224133867E+05,0.403019356367224191E+04
0.288509040783017125E-01,0.909894978487293997E+03,0.483241681820511082E+00,0.101110506000000001E+03,0.555540747090000004E+05,0.767240724848101352E+00,0.626164252021714551E+00,0.550485233713329508E+05,0.551495967400285663E+05,0.552507281334146537E+05,0.554529066155199398E+05,0.557563049598967045E+05,0.558574420433640553E+05,0.561607349804136320E+05,0.403222552701878794E+04
0.355755609168543555E-01,0.175550146377549453E+03,0.901514878998929459E+00,0.101110506000000001E+03,0.555540747090000004E+05,0.352180068925424528E+00,0.171837279879963167E+00,0.550484995197084500E+05,0.551496014852745066E+05,0.552507761627160435E+05,0.554529656487194297E+05,0.557563207910513665E+05,0.558574214404214435E+05,0.561607686523937373E+05,0.403250272842841241E+04
0.399960041581361100E-01,0.208429043712280276E+03,0.859251224941610658E+00,0.101110506000000001E+03,0.555540747090000004E+05,0.836613023696282210E+00,0.638318387393215114E+00,0.550485388443278789E+05,0.551496233487850041E+05,0.552507360887641771E+05,0.554529675486560227E+05,0.557563039525839704E+05,0.558574231634059761E+05,0.561607883847641933E+05,0.403293130520899922E+04
0.303743640133140903E-01,0.144355774047399359E+04,0.182735731966442827E+00,0.101110506000000001E+03,0.555540747090000004E+05,0.237961208605883545E+00,0.461063922714276708E+00,0.550484900367333612E+05,0.551496035104663752E+05,0.552507451466296479E+05,0.554529266191482748E+05,0.557562988354063782E+05,0.558574148383991705E+05,0.561607524469837663E+05,0.403297810479126565E+04
0.387599949485207679E-01,0.101317754911966802E+03,0.936844421177748465E+00,0.101110506000000001E+03,0.555540747090000004E+05,0.334995265887185534E+00,0.770254773866733244E+00,0.550484945352148425E+05,0.551495733576250641E+05,0.552507411756789224E+05,0.554529979698457028E+05,0.557563091525628333E+05,0.558574227318265839E+05,0.561607437854092786E+05,0.403348685197695249E+04
0.309981866410969087E-01,0.109338540231210345E+04,0.616377608479138139E+00,0.101110506000000001E+03,0.555540747090000004E+05,0.142921545741861999E-01,0.629744529033875011E+00,0.550485169301467249E+05,0.551495805441333068E+05,0.552507466694577743E+05,0.554529600473821774E+05,0.557562827013446295E+05,0.558574169137417848E+05,0.561607891298678878E+05,0.403393570646490116E+04
0.359361857477221922E-01,0.148737769847849677E+03,0.910799148906996647E+00,0.101110506000000001E+03,0.555540747090000004E+05,0.230798140335088775E+00,0.470132468346020849E+00,0.550485564572480871E+05,0.551496161661939404E+05,0.552507724385343972E+05,0.554529681271016598E+05,0.557563013541803375E+05,0.558574180946788256E+05,0.561607321270837128E+05,0.403409177576942329E+04
0.288551053963024516E-01,0.145088228403536823E+04,0.241760692571663174E-01,0.101110506000000001E+03,0.555540747090000004E+05,0.532112171761062958E+00,0.406597219453014136E+00,0.550485195116985342E+05,0.551496257339573931E+05,0.552507311860441623E+05,0.554529927778900383E+05,0.557563102757990491E+05,0.558574116101839245E+05,0.561607812931990193E+05,0.403412994060834444E+04
0.293564968836968476E-01,0.170505765237298874E+04,0.120317525094160733E-01,0.101110506000000001E+03,0.555540747090000004E+05,0.788410813772524532E+00,0.736312234930799892E-01,0.550485030369992746E+05,0.551496494691196931E+05,0.552507406188847235E+05,0.554529808545406995E+05,0.557563179574190872E+05,0.558574058330930129E+05,0.561607382058753283E+05,0.403416222137965178E+04
0.306247533776159882E-01,0.848460981121669988E+03,0.558859417314423679E+00,0.101110506000000001E+03,0.555540747090000004E+05,0.888294352647632457E+00,0.903555292126727694E+00,0.550485057022897599E+05,0.551495947644740518E+05,0.552507317975107435E+05,0.554529484836231568E+05,0.557562731802575072E+05,0.558574139621249778E+05,0.561607562967786944E+05,0.403418232076341428E+04
0.263049397228061546E-01,0.125666913550447657E+04,0.212034312553126270E+00,0.101110506000000001E+03,0.555540747090000004E+05,0.843232510948603298E+00,0.838749825644481972E+00,0.550484891512202012E+05,0.551495940751071757E+05,0.552507256285527692E+05,0.554529733340550447E+05,0.557562832618761022E+05,0.558574106856386352E+05,0.561607526467968710E+05,0.403424568934505805E+04
0.333183705561125310E-01,0.100120801292621354E+04,0.585529192462598602E+00,0.101110506000000001E+03,0.555540747090000004E+05,0.996413316459235782E-01,0.860450896665711507E+00,0.550485411264438517E+05,0.551496190029542195E+05,0.552507334336037457E+05,0.554529860841226473E+05,0.557563036002962253E+05,0.558574200578147793E+05,0.561607670425813340E+05,0.403441819400906479E+04
0.291330940788601077E-01,0.163790313207869713E+04,0.222345869549864759E-01,0.101110506000000001E+03,0.555540747090000004E+05,0.680809545948785400E+00,0.212194347438942416E+00,0.550485066969089748E+05,0.551495908466072506E+05,0.552507641034931585E+05,0.554529072382556406E+05,0.557563061750069319E+05,0.558574165241413139E+05,0.561607331765415802E+05,0.403457524692682364E+04
0.305823771385827954E-01,0.614540852542729567E+03,0.746764467745809735E+00,0.101110506000000001E+03,0.555540747090000004E+05,0.758337486468107613E+00,0.599435798404015091E-01,0.550485297772305639E+05,0.551496094550880662E+05,0.552507330489292654E+05,0.554529602142435615E+05,0.557562929119697874E+05,0.558574384786052397E+05,0.561607340580735399E+05,0.403478635559688882E+04
0.311847445270230610E-01,0.122066021964578658E+04,0.520079970264441527E+00,0.101110506000000001E+03,0.555540747090000004E+05,0.185071352642085379E+00,0.502287392575458846E+00,0.550485016849060339E+05,0.551495907101606645E+05,0.552506949535433450E+05,0.554529729914226555E+05,0.557563126719537177E+05,0.558574305235319262E+05,0.561607635922866684E+05,0.403500888108438357E+04
0.302675599954870707E-01,0.601356852702339324E+03,0.646688374868993554E+00,0.101110506000000001E+03,0.555540747090000004E+05,0.776229875323185214E+00,0.384570006081346727E+00,0.550485212122483717E+05,0.551496098034808092E+05,0.552507526820805360E+05,0.554529806645470599E+05,0.557563253669529950E+05,0.558574322577072162E+05,0.561607618190486392E+05,0.403502438725886168E+04
0.289445457231490635E-01,0.184586317948888586E+04,0.166373489734283564E+00,0.101110506000000001E+03,0.555540747090000004E+05,0.510651813846815017E+00,0.611241916684743036E+00,0.550485190372445068E+05,0.551496325497138751E+05,0.552507482883876946E+05,0.554529568382180441E+05,0.557562874867927021E+05,0.558574342724180751E+05,0.561607695952106733E+05,0.403509765836511815E+04
