seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.687267739904965258E+00,0.423932323669706435E+01,0.167772847892043231E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.420914129618198185E+00,0.148076095276407665E+00,0.549646488241328261E+05,0.551339947106920226E+05,0.553019371926576787E+05,0.554722172645076134E+05,0.558095899905237457E+05,0.559783087236983847E+05,0.561455533176560639E+05,0.229576472773756404E+04
0.233233988973934825E+00,0.956379329774198617E+01,0.121927500861475835E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.943864382643790245E+00,0.324206666697571255E-01,0.549661853788889130E+05,0.551348252686754058E+05,0.553039005005088038E+05,0.554722542838785012E+05,0.558096109726174982E+05,0.559771397920591116E+05,0.561454502756095681E+05,0.229580307069987111E+04
0.363510691287540433E+00,0.346865236417315472E+02,0.134991284118656907E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.717813621142672220E+00,0.376575624108786922E+00,0.549659295891819493E+05,0.551348193641195176E+05,0.553029760092494471E+05,0.554723650194891743E+05,0.558097561949732990E+05,0.559774463342560630E+05,0.561456397889948857E+05,0.229727655700489140E+04
0.294378092121618473E+00,0.477274515515303577E+02,0.127169006704950305E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.730481552243829046E+00,0.976351797735641624E+00,0.549655020682753893E+05,0.551348794684337263E+05,0.553036817349912453E+05,0.554709931122507405E+05,0.558097125914174321E+05,0.559769670657356037E+05,0.561472114532088744E+05,0.229891800530642695E+04
0.478816464802933814E-01,0.520411940411808871E+01,0.103278421004368348E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.675307514699241551E-01,0.672961185561657627E+00,0.549647532223188318E+05,0.551347422824015594E+05,0.553037738087153848E+05,0.554709751865553044E+05,0.558096502353691103E+05,0.559776504131675611E+05,0.561456318127683771E+05,0.229904923094808692E+04
0.653025666964561768E+00,0.223596215564921685E+01,0.164625690932929358E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.128271352446096415E+00,0.158869030552208579E+00,0.549664926626289089E+05,0.551337315725791486E+05,0.553021331353880960E+05,0.554709999681518384E+05,0.558096381497141410E+05,0.559784310944746176E+05,0.561453909030965151E+05,0.229937029056360734E+04
0.138535844469097530E+00,0.262834771261527216E+02,0.112080224993126709E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.670846073641200302E+00,0.814266832329300194E+00,0.549662424499691988E+05,0.551337067754634409E+05,0.553021512641646914E+05,0.554724824652298776E+05,0.558097180798232439E+05,0.559783043552008530E+05,0.561462204956762725E+05,0.229974605705144677E+04
0.688446773481842106E-01,0.357801247823247159E+01,0.105352524586339213E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.273075352550676997E+00,0.341799259018618740E+00,0.549657024707345990E+05,0.551349164496070225E+05,0.553038858263986040E+05,0.554725396956877012E+05,0.558095788644698914E+05,0.559768436199511052E+05,0.561456530785137074E+05,0.229996093658444352E+04
0.984708288531730092E+00,0.317120074003776722E+02,0.197070106424711344E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.790795855482253729E+00,0.809610286037534127E-01,0.549664939260262909E+05,0.551349614341254564E+05,0.553021229042021005E+05,0.554707865289948822E+05,0.558097275805731188E+05,0.559775366198464471E+05,0.561455699362328451E+05,0.230002579665922212E+04
0.278288096706164445E+00,0.148797614967152891E+01,0.126733917933915796E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.677457941387819340E+00,0.603156184556291830E+00,0.549647483882505840E+05,0.551349395804875749E+05,0.553037199791188541E+05,0.554721231331993040E+05,0.558096664654075212E+05,0.559783534050472881E+05,0.561471083424294702E+05,0.230026034463820179E+04
0.963102539796247714E+00,0.260004225576662273E+01,0.195482691257933117E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.392429491460877633E+00,0.936756457535223852E+00,0.549657590775213175E+05,0.551348528080924007E+05,0.553027118879071058E+05,0.554722186693123731E+05,0.558096403539694074E+05,0.559771275071064811E+05,0.561456405310605041E+05,0.230026140848749355E+04
0.562113677418869750E+00,0.100098021059732591E+02,0.155138728459369446E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.372663313622075110E+00,0.556746591272619273E+00,0.549655317274292102E+05,0.551348625221827315E+05,0.553021254867959578E+05,0.554725451964351523E+05,0.558096829984397118E+05,0.559772629383053863E+05,0.561464634308611712E+05,0.230042263258775120E+04
0.899406321299659695E+00,0.176472957000677511E+02,0.189358074507445928E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.233944314385359578E-01,0.203290848939775420E+00,0.549654597954494238E+05,0.551338010005096585E+05,0.553035424540079985E+05,0.554720134079806812E+05,0.558097042164422674E+05,0.559783687242892629E+05,0.561462480981812987E+05,0.230048117819469280E+04
0.573459827471034078E+00,0.253278368310385860E+01,0.156372831314615857E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.884905244849358841E-01,0.849510158090244438E+00,0.549657075746620249E+05,0.551335787109503581E+05,0.553037745024174073E+05,0.554707665319694861E+05,0.558097105293164786E+05,0.559769942298882015E+05,0.561455778741957474E+05,0.230074434849912950E+04
0.469972843185803846E+00,0.598618258468997944E+01,0.146014769806000833E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.555152953890626910E+00,0.525967650013849486E+00,0.549664410253275782E+05,0.551339786766761827E+05,0.553021671721479506E+05,0.554707456630154775E+05,0.558097084174782212E+05,0.559784416789957904E+05,0.561455958309275738E+05,0.230084597399033055E+04
0.249084777412177771E+00,0.783878802761889748E+01,0.123558977144752680E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.645268936630988610E+00,0.545793326936847345E+00,0.549663988166042036E+05,0.551348689350847562E+05,0.553022503314623682E+05,0.554710163467637758E+05,0.558096731597993639E+05,0.559776436346294577E+05,0.561466213306399222E+05,0.230085051333556476E+04
0.796654699977713432E+00,0.111556836324426598E+02,0.178644575818556084E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.570001935717767805E+00,0.395955972634970732E+00,0.549665012131122348E+05,0.551339743520326374E+05,0.553028630525111148E+05,0.554725495944048962E+05,0.558097414467971248E+05,0.559767816040679172E+05,0.561455081566888621E+05,0.230088326446651354E+04
0.281849032412187561E+00,0.470017694137713704E+01,0.126916486004279783E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.749332238396002048E+00,0.317938091333226480E+00,0.549648550721125503E+05,0.551341509335632363E+05,0.553030268370445119E+05,0.554709948527100642E+05,0.558096300444937879E+05,0.559783729478922833E+05,0.561465196965984578E+05,0.230093345009064342E+04
0.445135446169603391E-01,0.191977531609148215E+02,0.100849430478626756E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.983628472723007241E+00,0.703527304475592086E+00,0.549659684574972052E+05,0.551333961004600424E+05,0.553022290428395499E+05,0.554721533861479838E+05,0.558097347729231187E+05,0.559783021718603195E+05,0.561456084453849180E+05,0.230108971789027646E+04
0.809610905040662465E+00,0.614625733895781856E+01,0.179896130118540465E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.462896719916009836E+00,0.941891362556742218E+00,0.549663534842600202E+05,0.551349414911599742E+05,0.553036794938534076E+05,0.554721723224925299E+05,0.558096565947688359E+05,0.559777726287867408E+05,0.561465249184065688E+05,0.230114109621527223E+04
0.613070587181646975E+00,0.450456176901107597E+01,0.160443183063320682E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.408924947435694741E+00,0.715984973528678847E+00,0.549647966150872162E+05,0.551339925030274608E+05,0.553035572612106553E+05,0.554722161866000242E+05,0.558096709820899341E+05,0.559783976550859588E+05,0.561465862164138962E+05,0.230123192569237472E+04
0.331128602458626853E+00,0.179043736541754051E+01,0.132505152043040542E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.312026761990017276E+00,0.331207967974095852E+00,0.549662472830628249E+05,0.551348787114261067E+05,0.553029526391051768E+05,0.554723095150237059E+05,0.558096809490385276E+05,0.559782396665542547E+05,0.561456014767146626E+05,0.230143611733924308E+04
0.292460165667868421E+00,0.318200509311686863E+01,0.128356751845056016E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.165673892488449243E+00,0.107978964395844756E+00,0.549656819483965737E+05,0.551349793450085344E+05,0.553028390171697247E+05,0.554706775930582735E+05,0.558095806923875425E+05,0.559769906103177054E+05,0.561455387681930588E+05,0.230145396602686196E+04
0.478521801463757446E+00,0.550529355616316280E+02,0.145833268807804717E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.930129385502158845E+00,0.571496275309368196E+00,0.549664455616555351E+05,0.551347844344030600E+05,0.553038834234439346E+05,0.554724927149560390E+05,0.558096115732309700E+05,0.559783480757705183E+05,0.561470137361165980E+05,0.230145793228754610E+04
0.841772521237348914E+00,0.186910051691694967E+02,0.183651669928358130E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.408139510013060883E-01,0.449790626382895020E+00,0.549658691231707999E+05,0.551350049167288234E+05,0.553029433599566473E+05,0.554721230856124457E+05,0.558097002972512637E+05,0.559783039393891377E+05,0.561468497915282642E+05,0.230153068470086964E+04
0.834435531832867783E+00,0.405058326814680658E+01,0.182151051269640551E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.709539919001005548E+00,0.636600489319110618E+00,0.549664567628060031E+05,0.551339469586169944E+05,0.553029454313591268E+05,0.554707886091603214E+05,0.558097042702097824E+05,0.559766909523959985E+05,0.561456763924531624E+05,0.230153453321274401E+04
0.919654807161022103E+00,0.224642393464556100E+02,0.190340064381214469E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.781872592444418091E+00,0.141265370654054423E+00,0.549661725371202920E+05,0.551337828062606932E+05,0.553020840030223480E+05,0.554709136028275534E+05,0.558096297901618527E+05,0.559770725892269038E+05,0.561455175077198728E+05,0.230155133256886029E+04
0.325483465978004372E+00,0.418573352091093227E+02,0.131324778057646507E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.597127961384625539E+00,0.780360868680594844E+00,0.549660983176613445E+05,0.551348471460339861E+05,0.553035230791224385E+05,0.554719026763901711E+05,0.558097720240463459E+05,0.559783814377878080E+05,0.561454541348236235E+05,0.230170273974680458E+04
0.788830746448407893E+00,0.566060800180323831E+01,0.178209860869847980E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.340467371968112609E+00,0.761928596260196822E+00,0.549658196573878959E+05,0.551333066448259269E+05,0.553028967871519126E+05,0.554724630106886689E+05,0.558096298060206464E+05,0.559783314493124126E+05,0.561463028781140601E+05,0.230175900746329444E+04
0.794901607826368983E+00,0.815952862311723521E+02,0.177159504150266534E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.924569188855627999E+00,0.882596689835972170E+00,0.549653957834408793E+05,0.551342455716753684E+05,0.553029462866362519E+05,0.554723653014977754E+05,0.558097108024853151E+05,0.559772838235462041E+05,0.561454875951204085E+05,0.230179980783508063E+04
0.376639917216728126E+00,0.104224023236360033E+02,0.136723947328291717E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.322841607789038698E+00,0.904555301717771099E+00,0.549656026747550932E+05,0.551340218401635429E+05,0.553037005204683810E+05,0.554724223816273225E+05,0.558096728013910979E+05,0.559783197166794271E+05,0.561462955782636200E+05,0.230180847113939672E+04
0.534159204889533487E-01,0.245674162385797018E+03,0.102338364327932307E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.626434759380914641E+00,0.903614223857090115E+00,0.549657972293380299E+05,0.551334837406608058E+05,0.553035211358616507E+05,0.554723631001561880E+05,0.558096938920464236E+05,0.559783740806302885E+05,0.561455775620069398E+05,0.230183523424672876E+04
0.635895390741231470E+00,0.964050401162417891E+01,0.162410772518069435E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.509001560858582502E+00,0.514318539036925718E-01,0.549663048057963533E+05,0.551335501261069585E+05,0.553036701393812473E+05,0.554710379157299831E+05,0.558096351834031448E+05,0.559775405898875906E+05,0.561455823643234617E+05,0.230191072488153759E+04
0.454969446070740913E+00,0.149343397600621621E+02,0.143594223938440813E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.887042123188764409E+00,0.832854611559646907E+00,0.549647436335508319E+05,0.551349479719554074E+05,0.553038121062317150E+05,0.554721536581023975E+05,0.558097417336005674E+05,0.559772929716873768E+05,0.561455040242010291E+05,0.230192129458686895E+04
0.260176704788651868E-01,0.566806269836731413E+01,0.100825156752386036E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.417067264694481799E+00,0.470408380343338983E+00,0.549660680157370371E+05,0.551334266486029592E+05,0.553029425315145490E+05,0.554712892704625629E+05,0.558096621585831235E+05,0.559784219707412485E+05,0.561455972979344078E+05,0.230192947970053137E+04
0.837753947709670710E+00,0.318983667023346218E+01,0.183074582667483798E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.657448823724261222E-01,0.664118554210444079E+00,0.549657266248473461E+05,0.551348460109062289E+05,0.553028973317696946E+05,0.554725843050746844E+05,0.558096223584191684E+05,0.559771249025275465E+05,0.561471216510258455E+05,0.230199964319789751E+04
0.527350264241085220E+00,0.436089942081794675E+02,0.150288026222504723E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.862009221313106977E+00,0.772073925661251215E+00,0.549662912935505374E+05,0.551334416661488576E+05,0.553019554946230710E+05,0.554724331156628832E+05,0.558096863788812771E+05,0.559783092035858499E+05,0.561466473558463549E+05,0.230206103888750158E+04
0.604801460741624108E+00,0.657541456665084745E+01,0.158708790260948640E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.963636273180173419E+00,0.410491349056405608E+00,0.549656292546738550E+05,0.551337041198117149E+05,0.553037769053583179E+05,0.554708627599167157E+05,0.558096662290086824E+05,0.559767429189552422E+05,0.561455934121957835E+05,0.230210004764818405E+04
0.714548388457677097E+00,0.191921209545505533E+02,0.170424870640919313E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.492643453582277735E+00,0.708753464117845566E+00,0.549658897746815273E+05,0.551341556802708728E+05,0.553028189989146631E+05,0.554720245221170480E+05,0.558097155202040303E+05,0.559783559920270272E+05,0.561464211605812307E+05,0.230217143279583070E+04
0.734912861203048884E+00,0.923325618575686207E+02,0.172017919987538237E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.574046408032801714E+00,0.633448508062981364E+00,0.549658228082806163E+05,0.551335930089069661E+05,0.553035848026273161E+05,0.554719683368309197E+05,0.558096805722163772E+05,0.559783486033771260E+05,0.561466768436704078E+05,0.230217323133187710E+04
0.822913579139301965E+00,0.404874688228679247E+01,0.181109255996624907E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.579077619137838506E+00,0.766612308815100785E+00,0.549647261103861674E+05,0.551349271231677994E+05,0.553036140885739369E+05,0.554709152685692534E+05,0.558096711554651411E+05,0.559770137527974948E+05,0.561456498985560829E+05,0.230219576989869347E+04
0.684375194766230988E+00,0.128186832713899808E+02,0.167599626558042614E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.234924754765240107E+00,0.796611222137943109E+00,0.549656360732522371E+05,0.551349341571150289E+05,0.553035032644020175E+05,0.554722550208045432E+05,0.558096508059742264E+05,0.559766104939964061E+05,0.561455078578395551E+05,0.230221781771310134E+04
0.879086514163456179E+00,0.886555501229816301E+01,0.186949894487120027E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.584517397667109195E+00,0.905457007719416146E-01,0.549650823591476219E+05,0.551341641705834336E+05,0.553029248884564950E+05,0.554724651466974392E+05,0.558096202342564575E+05,0.559783528521593835E+05,0.561454348087282197E+05,0.230222914029990079E+04
0.306813086199706542E+00,0.217219063640326437E+01,0.129735826412554944E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.235824077670831439E+00,0.181072582593590048E+00,0.549655147972254417E+05,0.551341439983239397E+05,0.553027860974110590E+05,0.554722745312494444E+05,0.558096605123014451E+05,0.559784527589593927E+05,0.561455882870623027E+05,0.230223531012130161E+04
0.215452829537964331E-01,0.265452250223763940E+03,0.976202606573156495E+00,0.168669348000000014E+03,0.554716022440000015E+05,0.943120544839476715E+00,0.365636447896502847E+00,0.549651101667540570E+05,0.551335576575607047E+05,0.553029480592768305E+05,0.554711981377452248E+05,0.558097127244827716E+05,0.559783404995158853E+05,0.561466859384248673E+05,0.230225179426530030E+04
0.637471561779864165E-01,0.369767127937249418E+01,0.104624095536105521E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.515502659693446885E+00,0.587232791776687080E+00,0.549661465425839633E+05,0.551349711468781024E+05,0.553030700821161445E+05,0.554709579735663356E+05,0.558096790450449771E+05,0.559783537777529855E+05,0.561463121616957069E+05,0.230227604525438937E+04
0.477537195267704329E+00,0.258600948349004618E+02,0.145616472875058034E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.853429248362808757E+00,0.804039263124316173E+00,0.549651267339493133E+05,0.551335400445120249E+05,0.553029066872948024E+05,0.554725164861183221E+05,0.558097400065608890E+05,0.559783774134126143E+05,0.561455022825944470E+05,0.230228102211149053E+04
0.264671751938774513E+00,0.342081275622423036E+02,0.124952045596856443E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.728375524836119004E+00,0.492863330718773585E+00,0.549648343995276809E+05,0.551348803116246127E+05,0.553025194274098321E+05,0.554710346001661674E+05,0.558096935240575040E+05,0.559783126174310382E+05,0.561464445873539298E+05,0.230240181107764829E+04
0.554727481530263189E+00,0.114411280156521453E+02,0.154411872359806446E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.685350922986553868E+00,0.260071031707162004E+00,0.549663966665853804E+05,0.551333312486397408E+05,0.553029285435158017E+05,0.554708570845384820E+05,0.558097321661808455E+05,0.559783269582255598E+05,0.561454011503652582E+05,0.230241854702626006E+04
0.736599445756627391E+00,0.173061171437518491E+01,0.172822164847333992E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.333176376803074603E+00,0.991955581770770700E+00,0.549662814953856650E+05,0.551335129299543914E+05,0.553029613303791848E+05,0.554720997286839192E+05,0.558096538795387169E+05,0.559773921495308823E+05,0.561455624129387652E+05,0.230243535258089651E+04
0.978476847428052965E+00,0.103456378675137763E+02,0.196478637925148991E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.749776302006570639E+00,0.492155778727356774E+00,0.549655576354998484E+05,0.551333390352241040E+05,0.553038240130120321E+05,0.554721636824911257E+05,0.558096571044166703E+05,0.559784602442431715E+05,0.561456185812001568E+05,0.230246437109992166E+04
0.498461823120806335E+00,0.249005095863886403E+02,0.148061818866706485E+01,0.168669348000000014E+03,0.554716022440000015E+05,0.850030192639916193E+00,0.721762908902378486E+00,0.549662672512626450E+05,0.551349913379783611E+05,0.553028382337332441E+05,0.554721738027543324E+05,0.558096482525191968E+05,0.559784444322552226E+05,0.561454831150831524E+05,0.230248175139960904E+04
