seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_likelihood
0.327921748161315918E+00,0.466023990813266042E+01,0.183441758155822754E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.530213713645935059E-01,0.135201930999755859E+00,0.552968844347177437E+05,0.555278837118518641E+05,0.557581734226312401E+05,0.562183033426755501E+05,0.391370494111394805E+03
0.616651952266693115E+00,0.230154536144956223E+01,0.157672452926635742E+01,0.230355041999999997E+03,0.557578460259999993E+05,0.591904342174530029E+00,0.876510858535766602E+00,0.552975282503543785E+05,0.555274939587486078E+05,0.557584035586681130E+05,0.562195105828994347E+05,0.392658112311140997E+03
0.268477797508239746E-01,0.196537356494055371E+04,0.365299224853515625E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.264349043369293213E+00,0.845463454723358154E+00,0.552974246623693398E+05,0.555275131258142283E+05,0.557584068613614800E+05,0.562177090075963570E+05,0.392724208465759318E+03
0.873984694480895996E-01,0.592561363170333966E+01,0.397172451019287109E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.603466212749481201E+00,0.437447488307952881E+00,0.552973523479877404E+05,0.555270558445823481E+05,0.557583835239972832E+05,0.562183675650113655E+05,0.393045175705786846E+03
0.309502065181732178E+00,0.408708881116513567E+03,0.102635669708251953E+01,0.230355041999999997E+03,0.557578460259999993E+05,0.134295046329498291E+00,0.710084438323974609E+00,0.552965825957237175E+05,0.555284792189967920E+05,0.557571649641361000E+05,0.562181321458571983E+05,0.393190190245905342E+03
0.449484348297119141E+00,0.565988513154042266E+03,0.117732024192810059E+01,0.230355041999999997E+03,0.557578460259999993E+05,0.337171971797943115E+00,0.954375624656677246E+00,0.552961527894912651E+05,0.555265256019008448E+05,0.557582394562330010E+05,0.562175870015376640E+05,0.393191496237512069E+03
0.121201515197753906E+00,0.340322661625567036E+03,0.512529969215393066E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.713321983814239502E+00,0.515171170234680176E+00,0.552965600633798531E+05,0.555281282083165934E+05,0.557583385034169914E+05,0.562178549960607124E+05,0.393273828203744756E+03
0.184320747852325439E+00,0.119721384365168282E+01,0.126659870147705078E-02,0.230355041999999997E+03,0.557578460259999993E+05,0.778469562530517578E+00,0.309642434120178223E+00,0.552973552403627327E+05,0.555273367636573603E+05,0.557584215832319023E+05,0.562186902760022713E+05,0.393292789452389002E+03
0.730970501899719238E+00,0.251074062840319948E+04,0.129761624336242676E+01,0.230355041999999997E+03,0.557578460259999993E+05,0.395215213298797607E+00,0.793277025222778320E-01,0.552978030467210701E+05,0.555267841265571406E+05,0.557570654751624825E+05,0.562189228303187920E+05,0.393707339311216117E+03
0.735102891921997070E-01,0.250319934048285875E+01,0.388297915458679199E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.801959693431854248E+00,0.339908421039581299E+00,0.552980180525957039E+05,0.555281050590646555E+05,0.557580935897197487E+05,0.562178250528329445E+05,0.393766068892399005E+03
0.166437625885009766E-01,0.338431331757214639E+04,0.519519090652465820E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.921837091445922852E-01,0.771390557289123535E+00,0.552969269725261620E+05,0.555265545761955073E+05,0.557578891560401680E+05,0.562177531121724678E+05,0.393779357653617808E+03
0.830523133277893066E+00,0.522598620112940360E+01,0.180407214164733887E+01,0.230355041999999997E+03,0.557578460259999993E+05,0.856009840965270996E+00,0.124093055725097656E+00,0.552962584625659874E+05,0.555269189440381815E+05,0.557583569474782707E+05,0.562183343081229759E+05,0.393825744536657396E+03
0.535477399826049805E-01,0.521544911781760675E+04,0.762506961822509766E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.477401852607727051E+00,0.870388388633728027E+00,0.552977326113162926E+05,0.555271306072843363E+05,0.557575538111295464E+05,0.562183060888999535E+05,0.393919723762140222E+03
0.287632942199707031E-01,0.327716749159726078E+03,0.427914619445800781E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.632258176803588867E+00,0.460009038448333740E+00,0.552980884999214104E+05,0.555274624750984003E+05,0.557569918288554909E+05,0.562181116146796776E+05,0.393920487753045563E+03
0.295945405960083008E+00,0.199892504219193142E+04,0.105798053741455078E+01,0.230355041999999997E+03,0.557578460259999993E+05,0.499304831027984619E+00,0.677947044372558594E+00,0.552976722983299187E+05,0.555271877549064448E+05,0.557584886196222069E+05,0.562189468040221764E+05,0.393992268785054193E+03
0.528010129928588867E-01,0.693563181318410482E+01,0.192918539047241211E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.995670497417449951E+00,0.967765271663665771E+00,0.552970905467449120E+05,0.555275396451127817E+05,0.557576177799072029E+05,0.562182217794412209E+05,0.394024293300956288E+03
0.189320981502532959E+00,0.310104966892380185E+01,0.136784553527832031E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.688183307647705078E-01,0.561141371726989746E-01,0.552969506149469307E+05,0.555284357408654978E+05,0.557571517716016533E+05,0.562193326997512413E+05,0.394125150621097873E+03
0.261766314506530762E-01,0.250729713183942522E+02,0.502773404121398926E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.848386347293853760E+00,0.303801655769348145E+00,0.552978725441871575E+05,0.555280949430835535E+05,0.557582032508220436E+05,0.562188733225816322E+05,0.394157401633467941E+03
0.131060361862182617E+00,0.571818937771677447E+05,0.207797408103942871E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.265503704547882080E+00,0.366744101047515869E+00,0.552973508720575264E+05,0.555271417067420771E+05,0.557585817870464089E+05,0.562189332487338615E+05,0.394197569579603055E+03
0.410007238388061523E-01,0.228450412916282408E+01,0.874079823493957520E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.369634151458740234E+00,0.868466675281524658E+00,0.552979555345951012E+05,0.555280404190194895E+05,0.557575582295026543E+05,0.562185472072118355E+05,0.394286886014807578E+03
0.771912276744842529E+00,0.687810596814294058E+03,0.322115421295166016E-02,0.230355041999999997E+03,0.557578460259999993E+05,0.953186631202697754E+00,0.344572484493255615E+00,0.552977889293609551E+05,0.555267925882709314E+05,0.557568597331609490E+05,0.562176562475913597E+05,0.394470529046369222E+03
0.582105040550231934E+00,0.324934896639035724E+05,0.156529688835144043E+01,0.230355041999999997E+03,0.557578460259999993E+05,0.514631092548370361E+00,0.808233320713043213E+00,0.552970657069860390E+05,0.555275381036174585E+05,0.557583024229373696E+05,0.562177882953637672E+05,0.394487787619870574E+03
0.719381988048553467E+00,0.192801317271342268E+05,0.552289366722106934E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.260465264320373535E+00,0.884347140789031982E+00,0.552968041942296913E+05,0.555270116489303400E+05,0.557587937801446678E+05,0.562189137098544670E+05,0.394488395639005944E+03
0.883105456829071045E+00,0.227021787190364421E+04,0.179358315467834473E+01,0.230355041999999997E+03,0.557578460259999993E+05,0.956974029541015625E-01,0.126355290412902832E-01,0.552968609740911415E+05,0.555271879344356348E+05,0.557573402739133599E+05,0.562182332445138527E+05,0.394489587903966253E+03
0.639035701751708984E-01,0.112254911009578073E+02,0.368238329887390137E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.391634702682495117E-01,0.782370984554290771E+00,0.552965060755191735E+05,0.555281712644470026E+05,0.557586811605062248E+05,0.562189997539275719E+05,0.394555198184842027E+03
0.164031982421875000E-01,0.633010673132250531E+03,0.732610821723937988E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.653331458568572998E+00,0.719009637832641602E+00,0.552974405182777336E+05,0.555266428430450251E+05,0.557577872769202950E+05,0.562192281278127266E+05,0.394591735909865179E+03
0.447184205055236816E+00,0.447776990675956476E+06,0.104909300804138184E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.397464156150817871E+00,0.392151772975921631E+00,0.552977041679798058E+05,0.555265593194139292E+05,0.557580461091365578E+05,0.562176876533979012E+05,0.394594913478923843E+03
0.952562868595123291E+00,0.219172338683922829E+01,0.194833707809448242E+01,0.230355041999999997E+03,0.557578460259999993E+05,0.831235051155090332E-01,0.473753154277801514E+00,0.552962452664552620E+05,0.555277431613576700E+05,0.557571267661418678E+05,0.562183740455859734E+05,0.394611501810949335E+03
0.155685544013977051E-01,0.587040004723713268E+06,0.163513660430908203E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.105649173259735107E+00,0.684558808803558350E+00,0.552962626103340081E+05,0.555280423217189600E+05,0.557580499277677300E+05,0.562185109009498192E+05,0.394650276608197657E+03
0.901931524276733398E-02,0.334493434703282946E+04,0.238209366798400879E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.685174465179443359E-01,0.142216265201568604E+00,0.552980428519426277E+05,0.555273088404310038E+05,0.557576304184760811E+05,0.562178340968841148E+05,0.394650423715254988E+03
0.137331843376159668E+00,0.904123049050596173E+01,0.111651527881622314E+01,0.230355041999999997E+03,0.557578460259999993E+05,0.715495765209197998E+00,0.250439047813415527E+00,0.552966453923164299E+05,0.555273662355315973E+05,0.557576645138826134E+05,0.562184277226680351E+05,0.394678720762365231E+03
0.103884935379028320E+00,0.987966355111068879E+03,0.101250302791595459E+01,0.230355041999999997E+03,0.557578460259999993E+05,0.548429012298583984E+00,0.763977169990539551E+00,0.552980970962224892E+05,0.555271046135795405E+05,0.557581915684308769E+05,0.562188067016357018E+05,0.394722682448664784E+03
0.295750498771667480E-01,0.368306240777795679E+02,0.171283006668090820E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.158922851085662842E+00,0.598076879978179932E+00,0.552972444220958641E+05,0.555281647364270975E+05,0.557580261201228859E+05,0.562195348301881386E+05,0.394723331997687012E+03
0.295750498771667480E-01,0.368306240777795679E+02,0.171283006668090820E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.158922851085662842E+00,0.598076879978179932E+00,0.552972444220958641E+05,0.555281647364270975E+05,0.557580261201228859E+05,0.562195348301881386E+05,0.394723331997687012E+03
0.335414409637451172E+00,0.194291187248349431E+02,0.129748296737670898E+01,0.230355041999999997E+03,0.557578460259999993E+05,0.589146494865417480E+00,0.583696722984313965E+00,0.552975303853927544E+05,0.555265193816793253E+05,0.557574122007455589E+05,0.562193270255082680E+05,0.394788604147917795E+03
0.190724074840545654E+00,0.170996994341771665E+04,0.117280948162078857E+01,0.230355041999999997E+03,0.557578460259999993E+05,0.402394533157348633E+00,0.404542505741119385E+00,0.552976024350105217E+05,0.555282085879218866E+05,0.557574058856334450E+05,0.562187096147292687E+05,0.394794947157071817E+03
0.172142207622528076E+00,0.169917861528672187E+01,0.321871042251586914E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.300589919090270996E+00,0.293223679065704346E+00,0.552976782274423531E+05,0.555270898847949793E+05,0.557578786845769646E+05,0.562184536032432152E+05,0.394800411644464361E+03
0.682485699653625488E-01,0.239931097829800200E+01,0.415066957473754883E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.309926569461822510E+00,0.654551982879638672E+00,0.552975624309955529E+05,0.555279975099933436E+05,0.557579213693704369E+05,0.562179243631118370E+05,0.394831097940484767E+03
0.460377931594848633E-01,0.481946042938723185E+01,0.426581144332885742E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.462911009788513184E+00,0.522797644138336182E+00,0.552975637495695046E+05,0.555266007548940470E+05,0.557574738618697884E+05,0.562177705430739952E+05,0.394846561112494214E+03
0.323869585990905762E-01,0.934832412397258850E+02,0.236257076263427734E+00,0.230355041999999997E+03,0.557578460259999993E+05,0.478562235832214355E+00,0.619582414627075195E+00,0.552974113478837899E+05,0.555277605591190149E+05,0.557576209576692345E+05,0.562187179223054482E+05,0.394897597631451447E+03
