seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.241404333386917164E-01,0.175052592740868045E+04,0.767970334024387524E+00,0.168809909000000005E+03,0.557196812560000035E+05,0.384125546235233817E+00,0.681366523397812229E+00,0.550444565044997071E+05,0.552132560905114660E+05,0.555508727804311056E+05,0.557196838267310741E+05,0.558885044634288497E+05,0.560572888755737804E+05,0.562261340426392999E+05,0.563949911214364838E+05,0.393122036186611240E+04
0.360665427091729773E+00,0.269437339667727080E+02,0.133560208155700333E+01,0.168809909000000005E+03,0.557196812560000035E+05,0.593606155116833456E+00,0.678120530205965216E-01,0.550444357324735902E+05,0.552132711186221277E+05,0.555508872193888601E+05,0.557196078355615537E+05,0.558885389045691700E+05,0.560573033298540395E+05,0.562261045539167681E+05,0.563949144845664341E+05,0.393151171403595526E+04
0.214609053687487596E-01,0.399629986436650870E+04,0.397787271320404923E+00,0.168809909000000005E+03,0.557196812560000035E+05,0.694240366895191752E+00,0.795029360089605008E+00,0.550444420950596104E+05,0.552132552930342499E+05,0.555508163048529968E+05,0.557196764632262057E+05,0.558884910100172492E+05,0.560572757280939913E+05,0.562261077633733075E+05,0.563949530847749484E+05,0.393334941481868827E+04
0.186256655008689327E-01,0.429993194301028871E+04,0.194553384052164047E+00,0.168809909000000005E+03,0.557196812560000035E+05,0.901289837542681771E+00,0.649384158785508592E+00,0.550444136287538713E+05,0.552132541893716261E+05,0.555508938663720473E+05,0.557196307700184916E+05,0.558885042138753197E+05,0.560572892038757855E+05,0.562261147083285105E+05,0.563949691559127750E+05,0.393342288461846056E+04
0.677791591287656314E+00,0.210787957083990207E+02,0.166062927741831956E+01,0.168809909000000005E+03,0.557196812560000035E+05,0.199370041991067531E+00,0.634251230085868478E+00,0.550444251171040960E+05,0.552132262972792669E+05,0.555509051724706369E+05,0.557196376698215099E+05,0.558885519587761373E+05,0.560572648592996484E+05,0.562260782768275603E+05,0.563949404708038710E+05,0.393377523644523990E+04
0.212376086101556012E-01,0.713893440508770709E+04,0.737177566333860751E-01,0.168809909000000005E+03,0.557196812560000035E+05,0.870131852716161669E+00,0.225945260004931037E+00,0.550444465659773632E+05,0.552132459523810685E+05,0.555508833342099097E+05,0.557195849248401719E+05,0.558884985183610261E+05,0.560572771182067809E+05,0.562261205800725438E+05,0.563949205200183715E+05,0.393384673461595685E+04
0.893428261772700849E+00,0.828242330980066583E+02,0.185756760766554030E+01,0.168809909000000005E+03,0.557196812560000035E+05,0.941846271316014727E+00,0.672136757867058066E+00,0.550444372552146961E+05,0.552132616283149182E+05,0.555508935775757127E+05,0.557196815171218477E+05,0.558885159843298679E+05,0.560573180941887622E+05,0.562261189570713905E+05,0.563949716622010092E+05,0.393386545705704975E+04
0.191841803514452257E-01,0.572704261183820927E+04,0.104729186090764259E+00,0.168809909000000005E+03,0.557196812560000035E+05,0.606416644750952805E+00,0.938026851646096560E+00,0.550444367700883522E+05,0.552132383632639903E+05,0.555508533140080544E+05,0.557196304379094436E+05,0.558885359869015374E+05,0.560572740526215275E+05,0.562261386974528505E+05,0.563949462014399178E+05,0.393407268127342923E+04
0.711802815277076562E+00,0.394244302328105860E+02,0.168252139087625041E+01,0.168809909000000005E+03,0.557196812560000035E+05,0.984959628475534643E+00,0.845285270404506489E-01,0.550444161971794165E+05,0.552132439631182933E+05,0.555508720888628086E+05,0.557196864496883500E+05,0.558885321146331698E+05,0.560572748239336797E+05,0.562261369193859646E+05,0.563949393157319355E+05,0.393440289858961296E+04
0.218193654684341112E-01,0.770002257525721416E+04,0.258308244448659519E+00,0.168809909000000005E+03,0.557196812560000035E+05,0.448664323356909811E+00,0.719945040025167571E+00,0.550444246265796610E+05,0.552132643070328631E+05,0.555508401774305094E+05,0.557196864355229118E+05,0.558885095695699638E+05,0.560572960753997468E+05,0.562261186889468881E+05,0.563949530126502214E+05,0.393441048680973745E+04
