seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.889132156590309974E+00,0.722151396987738980E+01,0.187109945283890888E+01,0.199670503999999994E+03,0.557632825159999993E+05,0.775341394448284427E+00,0.780150735367682646E+00,0.549645431340121722E+05,0.551643246615421594E+05,0.553638044603463495E+05,0.557633439624248495E+05,0.559628763167841680E+05,0.561624795167027842E+05,0.563624112409017762E+05,0.492722589182631145E+04
0.472489825329237445E+00,0.679195239237113935E+01,0.145218093315384444E+01,0.199670503999999994E+03,0.557632825159999993E+05,0.828077922425050073E+00,0.751335691750915857E+00,0.549644079574712523E+05,0.551643123860540873E+05,0.553638449546567354E+05,0.557632174033684132E+05,0.559629178410160748E+05,0.561625630919291434E+05,0.563622730328888210E+05,0.492732800425366895E+04
0.801967715510776835E+00,0.329394252261837872E+01,0.178901153720282569E+01,0.199670503999999994E+03,0.557632825159999993E+05,0.674224575025292316E+00,0.710699762004267876E+00,0.549645459980735832E+05,0.551643385757699871E+05,0.553638488072390319E+05,0.557633358699048767E+05,0.559627903630561705E+05,0.561626019850674566E+05,0.563623001333614884E+05,0.492737975197759170E+04
0.792277730394818525E+00,0.193185968681718356E+01,0.177836541572566587E+01,0.199670503999999994E+03,0.557632825159999993E+05,0.622480187020268971E+00,0.315890169112886310E+00,0.549645389286224017E+05,0.551642996668401247E+05,0.553638804931412524E+05,0.557633479636558186E+05,0.559628754839662579E+05,0.561625973282074556E+05,0.563623403367976862E+05,0.492795396312036610E+04
0.514340595736987538E+00,0.379359461069992854E+01,0.150272209080655683E+01,0.199670503999999994E+03,0.557632825159999993E+05,0.488833784877261757E+00,0.317764305917692391E+00,0.549646407389801243E+05,0.551643510447015797E+05,0.553638822181624419E+05,0.557632558491109230E+05,0.559628476498507953E+05,0.561625897217786478E+05,0.563622394226243778E+05,0.492804766575953272E+04
0.686607412211341472E+00,0.901707168708024476E+01,0.166973916837471981E+01,0.199670503999999994E+03,0.557632825159999993E+05,0.724510275098115830E+00,0.396864974717944130E+00,0.549645877681395141E+05,0.551643715649125079E+05,0.553639018005557009E+05,0.557632670778905886E+05,0.559628410714203783E+05,0.561625982372901271E+05,0.563621750727799736E+05,0.492816019181241973E+04
0.703110900633058700E+00,0.115573492523270414E+02,0.168903839097711339E+01,0.199670503999999994E+03,0.557632825159999993E+05,0.340142345941953139E+00,0.730885487860626348E+00,0.549646338255169394E+05,0.551642410109281773E+05,0.553639078269667953E+05,0.557633027075906211E+05,0.559628245063653521E+05,0.561626192728441747E+05,0.563624128963887924E+05,0.492833322349654554E+04
0.257477494659040795E+00,0.539219187231932118E+01,0.123806908375528479E+01,0.199670503999999994E+03,0.557632825159999993E+05,0.580556367959181308E+00,0.900355143174762951E+00,0.549645890846571419E+05,0.551642513103984456E+05,0.553638489126138884E+05,0.557632225115076653E+05,0.559629976232291301E+05,0.561626182922641383E+05,0.563623322435189984E+05,0.492871347139979298E+04
0.416295454213739535E+00,0.338707092131537069E+01,0.140251215404528318E+01,0.199670503999999994E+03,0.557632825159999993E+05,0.317022316167463458E+00,0.324520321811809620E+00,0.549645139059639769E+05,0.551642596385300058E+05,0.553637364128739137E+05,0.557632690572317806E+05,0.559629117011620256E+05,0.561625551532905665E+05,0.563622445849085489E+05,0.492881179307747425E+04
0.848402962783482484E+00,0.861360324636662433E+01,0.183394444937603796E+01,0.199670503999999994E+03,0.557632825159999993E+05,0.736013080799345354E+00,0.729340673461583489E+00,0.549645757930095642E+05,0.551642976588106540E+05,0.553637804427096635E+05,0.557632830686195957E+05,0.559628874880250369E+05,0.561625848121159652E+05,0.563622986713623905E+05,0.492885109177238064E+04
0.262658256141130031E+00,0.450805042920030896E+01,0.125104847606369551E+01,0.199670503999999994E+03,0.557632825159999993E+05,0.262899986548134679E+00,0.866088243176699857E+00,0.549645158022743635E+05,0.551642714868374096E+05,0.553639417037498497E+05,0.557632612799682174E+05,0.559628210758507921E+05,0.561626110527386700E+05,0.563623602641897742E+05,0.492888071033700635E+04
