seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_likelihood
0.130650401115417480E-01,0.550412847414301112E+02,0.337914586067199707E+00,0.346417390000000012E+03,0.552935650999999998E+05,0.613447666168212891E+00,0.540529489517211914E+00,0.552944076037860868E+05,0.104273475506124328E+04
0.117067694664001465E-01,0.352472097922978037E+03,0.129052639007568359E+00,0.346417390000000012E+03,0.552935650999999998E+05,0.412454783916473389E+00,0.398160994052886963E+00,0.552943767313219068E+05,0.104317432244345446E+04
0.801998078823089600E+00,0.310791030373692105E+06,0.176321864128112793E+01,0.346417390000000012E+03,0.552935650999999998E+05,0.844978690147399902E+00,0.102585554122924805E+00,0.552928251802183149E+05,0.104340680385351106E+04
0.885254144668579102E-02,0.551704908838186839E+03,0.739482164382934570E+00,0.346417390000000012E+03,0.552935650999999998E+05,0.581633329391479492E+00,0.191497921943664551E+00,0.552940404743410108E+05,0.104427808632867391E+04
0.165793299674987793E-01,0.817982337300720064E+04,0.429232954978942871E+00,0.346417390000000012E+03,0.552935650999999998E+05,0.665529549121856689E+00,0.983834683895111084E+00,0.552944950046993254E+05,0.104437992043188956E+04
0.120085597038269043E+00,0.950787561080100364E+06,0.103891539573669434E+01,0.346417390000000012E+03,0.552935650999999998E+05,0.429339349269866943E+00,0.904995322227478027E+00,0.552936728463626860E+05,0.104460890428747894E+04
0.807500898838043213E+00,0.128015937755437267E+04,0.179270386695861816E+01,0.346417390000000012E+03,0.552935650999999998E+05,0.211092233657836914E+00,0.547871887683868408E+00,0.552942236922241209E+05,0.104478045531726821E+04
0.185645163059234619E+00,0.991931170611745046E+02,0.115762424468994141E+01,0.346417390000000012E+03,0.552935650999999998E+05,0.562156677246093750E+00,0.188233852386474609E+00,0.552926744987226484E+05,0.104501151279600549E+04
0.258774280548095703E+00,0.269079652079569269E+04,0.124346399307250977E+01,0.346417390000000012E+03,0.552935650999999998E+05,0.363695919513702393E+00,0.630054056644439697E+00,0.552939669744230268E+05,0.104511468604993411E+04
0.179219841957092285E-01,0.217758274997733068E+06,0.993274450302124023E-01,0.346417390000000012E+03,0.552935650999999998E+05,0.917616724967956543E+00,0.697625637054443359E+00,0.552927010061002729E+05,0.104519662196383024E+04
