seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.770089618959860917E-01,0.215405742849501394E+04,0.838046973940461015E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.591707299381005303E+00,0.518191658783010989E+00,0.551513077232300930E+05,0.554964664745219998E+05,0.561867886585653687E+05,0.616760285969254073E+04
0.783524103718617887E-01,0.168819434089966239E+04,0.858917353113286541E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.859210287572801157E+00,0.236282629381390913E+00,0.551513044799301861E+05,0.554964679490124763E+05,0.561867868488465465E+05,0.616903411044600580E+04
0.769682876660493231E-01,0.185904624074223671E+04,0.871572302186434333E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.223277564141717205E+00,0.821754593005508904E+00,0.551513069930886923E+05,0.554964685617539872E+05,0.561867888213909318E+05,0.616910106457992424E+04
0.768962325761922971E-01,0.165580897036318675E+04,0.873228436888805803E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.638558595953453323E+00,0.535719231597624537E-01,0.551513084818877396E+05,0.554964674989241612E+05,0.561867894077785750E+05,0.616926564669067011E+04
0.780647776960519402E-01,0.182628434007126043E+04,0.849533732778420370E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.938779354088688400E+00,0.244851805723831972E+00,0.551513090215913617E+05,0.554964692841962678E+05,0.561867860490067033E+05,0.616936464295953192E+04
0.737175699140259766E-01,0.138948248365549398E+04,0.896988138712530803E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.119904792828960827E+00,0.182925033102897316E+00,0.551513053283045738E+05,0.554964688183697581E+05,0.561867863179655615E+05,0.616947683692187002E+04
0.740905372192058459E-01,0.217922887653496036E+04,0.834195942427746084E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.721351912708459553E+00,0.740224255042686019E-01,0.551513056936567082E+05,0.554964673865294317E+05,0.561867866845064200E+05,0.616960909564633857E+04
0.812725645158908494E-01,0.157776296436177881E+04,0.883105044098363545E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.355284973724520614E+00,0.788700944755500233E+00,0.551513068400509583E+05,0.554964686410569775E+05,0.561867881732698588E+05,0.616976040058125636E+04
0.763368109717594834E-01,0.159092560090926850E+04,0.869738429809588043E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.756714876060756270E+00,0.663066964246128605E-02,0.551513058443767732E+05,0.554964661751895546E+05,0.561867862677895537E+05,0.616983643784010837E+04
0.757996619502184776E-01,0.145186115715581809E+04,0.890308483183721133E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.297875070124092589E+00,0.176223487291096381E+00,0.551513063626428193E+05,0.554964680199716095E+05,0.561867845556026659E+05,0.616995003730741428E+04
0.814529417640251635E-01,0.187789412795164822E+04,0.866864338051477668E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.407914768175296760E+00,0.808009737259924643E+00,0.551513076098866877E+05,0.554964694381059599E+05,0.561867859819971709E+05,0.617002531283357530E+04
0.766072989357162726E-01,0.166609735387380465E+04,0.881653451851047709E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.242063322327508879E+00,0.617389186448900507E+00,0.551513076595830644E+05,0.554964668346623002E+05,0.561867893118553329E+05,0.617006400871619917E+04
0.768595036629125816E-01,0.253535212376078789E+04,0.814980794917921081E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.596896833495239032E+00,0.623223414299545198E+00,0.551513065250610744E+05,0.554964704935325935E+05,0.561867865513022116E+05,0.617018265316783618E+04
0.763540935799213172E-01,0.161297447011801819E+04,0.887281600299714701E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.164929653725775477E+00,0.885710682078002964E+00,0.551513076955564611E+05,0.554964701160659388E+05,0.561867891040638788E+05,0.617021075233497413E+04
0.786546405122622999E-01,0.200204309610181758E+04,0.839511263748953684E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.801672714210834192E+00,0.388951958120583974E+00,0.551513087104186052E+05,0.554964678598490864E+05,0.561867892079199955E+05,0.617034916797694950E+04
0.755632316474402072E-01,0.187230313100330386E+04,0.840725400462718930E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.972505787874440197E+00,0.157765338009300149E+00,0.551513069509153866E+05,0.554964697608266433E+05,0.561867895401486167E+05,0.617046269906589259E+04
0.764274535900874991E-01,0.202004126838957222E+04,0.841166253682428033E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.913374501394400240E+00,0.155595141303932927E+00,0.551513081278781319E+05,0.554964685820108352E+05,0.561867900381694053E+05,0.617060384912400787E+04
0.753516963693636327E-01,0.156882932378205146E+04,0.880385225575304409E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.364534410839941703E+00,0.216826972499678583E+00,0.551513083725445540E+05,0.554964698405604868E+05,0.561867875040308718E+05,0.617061692827658044E+04
0.758867853014158350E-01,0.140297241761509622E+04,0.891080912579036211E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.370610627596276554E+00,0.114975842046165970E-02,0.551513064097872411E+05,0.554964715050954546E+05,0.561867887763264225E+05,0.617063785062075112E+04
0.829185652812583635E-01,0.201210845639141439E+04,0.845348375899645177E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.548041238353372706E+00,0.934521923164492452E+00,0.551513054847295280E+05,0.554964684947348578E+05,0.561867884784157723E+05,0.617074241207452360E+04
0.741340557212862850E-01,0.254530043072016315E+04,0.801551546286163208E+00,0.345161299999999983E+03,0.554964680999999982E+05,0.986908453277756004E+00,0.249344402899087353E+00,0.551513075234390344E+05,0.554964704894955794E+05,0.561867895426836330E+05,0.617085804817969347E+04
