seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.327358874989418791E+00,0.159586275012566712E+05,0.125840864750081627E+01,0.290140252999999973E+03,0.557205310689999969E+05,0.129890232530105662E-01,0.411906492863480911E+00,0.551402531171824157E+05,0.554303920038157885E+05,0.557205304449325849E+05,0.560106700940968003E+05,0.563008090300355834E+05,0.112034101837782578E+04
0.741906742033186406E+00,0.255362158331786814E+05,0.166073320431915872E+01,0.290140252999999973E+03,0.557205310689999969E+05,0.522267514185471793E+00,0.885553744537974641E+00,0.551402527484493985E+05,0.554303899044554346E+05,0.557205335369395398E+05,0.560106717539426900E+05,0.563008129902250512E+05,0.112090699320180352E+04
0.708951824982118062E+00,0.378450257772677069E+05,0.161610685998279724E+01,0.290140252999999973E+03,0.557205310689999969E+05,0.816103712150163307E+00,0.183750453473261049E+00,0.551402513527322153E+05,0.554303894402995429E+05,0.557205298106492628E+05,0.560106712506984986E+05,0.563008127303214860E+05,0.112123186210085464E+04
0.913297021173535506E+00,0.241709396876099818E+05,0.184448635670506911E+01,0.290140252999999973E+03,0.557205310689999969E+05,0.328436509720254677E+00,0.550594444267069716E+00,0.551402507117397545E+05,0.554303883090267991E+05,0.557205314340173936E+05,0.560106718542368108E+05,0.563008145802396248E+05,0.112127751897428379E+04
0.642052682246072703E+00,0.315158483810777288E+05,0.154124439285723480E+01,0.290140252999999973E+03,0.557205310689999969E+05,0.842559349147747438E+00,0.648583692391708877E+00,0.551402483982294871E+05,0.554303897464277688E+05,0.557205291937498405E+05,0.560106710647531436E+05,0.563008127282384812E+05,0.112150597799747038E+04
0.590907394591750901E+00,0.306063903438891939E+05,0.148649667500443039E+01,0.290140252999999973E+03,0.557205310689999969E+05,0.786151482726678563E+00,0.809415327516464056E+00,0.551402499556624607E+05,0.554303900893324317E+05,0.557205296449326415E+05,0.560106713158094717E+05,0.563008149460067289E+05,0.112171897628347847E+04
0.247917229977701686E+00,0.257098290119693920E+05,0.114024152809387380E+01,0.290140252999999973E+03,0.557205310689999969E+05,0.682182270704097093E+00,0.337397637425531693E+00,0.551402504452066496E+05,0.554303921896142347E+05,0.557205278118108108E+05,0.560106694126039365E+05,0.563008134218298583E+05,0.112177857967783098E+04
0.335642367730078717E+00,0.234830041190633638E+05,0.123942913334272653E+01,0.290140252999999973E+03,0.557205310689999969E+05,0.600512312894110667E+00,0.565153744175613260E+00,0.551402525347592527E+05,0.554303881898029504E+05,0.557205322347055626E+05,0.560106720617393803E+05,0.563008133654722551E+05,0.112211244691919387E+04
0.828457562243876566E+00,0.211449233873807607E+05,0.176534079901194585E+01,0.290140252999999973E+03,0.557205310689999969E+05,0.188003619551998707E+00,0.893981017380168774E+00,0.551402505169170108E+05,0.554303913015042563E+05,0.557205327687826357E+05,0.560106711190679271E+05,0.563008143768620212E+05,0.112236353944366442E+04
0.248045191181486518E+00,0.270995476340695677E+05,0.112460271560941871E+01,0.290140252999999973E+03,0.557205310689999969E+05,0.948820995438955039E+00,0.466553302557574323E+00,0.551402525178204451E+05,0.554303874367532553E+05,0.557205318610056856E+05,0.560106697531496320E+05,0.563008132332340829E+05,0.112243723524921074E+04
0.729160831435524126E+00,0.304210837345887776E+05,0.165500329094794285E+01,0.290140252999999973E+03,0.557205310689999969E+05,0.321322652507013529E+00,0.500478975090562161E+00,0.551402538009624695E+05,0.554303911847864292E+05,0.557205291387399557E+05,0.560106717318147639E+05,0.563008118381694003E+05,0.112257142867974471E+04
0.180487507725296314E+00,0.233451972431540780E+05,0.107464214982687190E+01,0.290140252999999973E+03,0.557205310689999969E+05,0.459595986734302409E+00,0.288996083026728134E+00,0.551402544862037685E+05,0.554303911863337198E+05,0.557205316610395312E+05,0.560106698846765721E+05,0.563008130024223137E+05,0.112257668231016987E+04
0.821390513460794280E+00,0.494523269048262227E+05,0.170749789964135701E+01,0.290140252999999973E+03,0.557205310689999969E+05,0.786262313061513396E+00,0.994776050022683656E+00,0.551402540946245645E+05,0.554303917432582602E+05,0.557205295509701973E+05,0.560106721316911644E+05,0.563008108164496007E+05,0.112268959618941972E+04
0.592929338479877277E+00,0.248330323489990114E+05,0.151521058753286608E+01,0.290140252999999973E+03,0.557205310689999969E+05,0.332073789112753592E+00,0.792796077469763771E+00,0.551402499122275913E+05,0.554303933881601333E+05,0.557205295024585721E+05,0.560106724693250217E+05,0.563008114940254527E+05,0.112270702915749553E+04
0.494660650080817832E+00,0.333893282387446307E+05,0.137366542970459538E+01,0.290140252999999973E+03,0.557205310689999969E+05,0.789333066296123764E+00,0.988718849435958336E+00,0.551402511573402153E+05,0.554303894008926582E+05,0.557205314518684536E+05,0.560106729388976892E+05,0.563008142087128217E+05,0.112282458036111689E+04
0.598458035204339489E+00,0.252358764455510245E+05,0.152019112873382589E+01,0.290140252999999973E+03,0.557205310689999969E+05,0.418816572163230871E+00,0.334974949056466187E+00,0.551402544585608121E+05,0.554303900426199325E+05,0.557205285603346201E+05,0.560106705426732296E+05,0.563008133554728993E+05,0.112284523810298242E+04
0.106923602442672350E+00,0.367760085924605009E+05,0.965685625736524278E+00,0.290140252999999973E+03,0.557205310689999969E+05,0.679272663411573774E+00,0.693542939339690939E-01,0.551402512004475793E+05,0.554303899906544611E+05,0.557205309047341216E+05,0.560106723678605485E+05,0.563008137899556823E+05,0.112298001749724222E+04
