seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.250978827476501465E+00,0.126635929932723616E+04,0.147918379306793213E+01,0.318261118000000010E+03,0.557457019359999977E+05,0.831687510013580322E+00,0.781375169754028320E-02,0.551092795468399054E+05,0.554266753256799420E+05,0.557455889072352729E+05,0.560637659621821440E+05,0.563831709722319356E+05,0.164531591215176854E+04
0.587417125701904297E+00,0.165715076057015453E+06,0.181322157382965088E+01,0.318261118000000010E+03,0.557457019359999977E+05,0.750780701637268066E+00,0.827282309532165527E+00,0.551083782033750540E+05,0.554283521193744382E+05,0.557455858029061637E+05,0.560642137477980650E+05,0.563817014995852223E+05,0.164531591215176854E+04
0.508808910846710205E+00,0.493591147441520297E+06,0.168116617202758789E+01,0.318261118000000010E+03,0.557457019359999977E+05,0.766752004623413086E+00,0.958305537700653076E+00,0.551095214115211493E+05,0.554269815701724729E+05,0.557465304000312171E+05,0.560644886686192549E+05,0.563830986037293187E+05,0.164531591215176854E+04
0.481794893741607666E+00,0.471882732361209150E+03,0.152109622955322266E+01,0.318261118000000010E+03,0.557457019359999977E+05,0.811817824840545654E+00,0.224073886871337891E+00,0.551089718359539038E+05,0.554267225178958615E+05,0.557462063111001335E+05,0.560631994962082899E+05,0.563823273428717366E+05,0.164531591215176854E+04
0.613238096237182617E+00,0.305657862602467594E+04,0.192839467525482178E+01,0.318261118000000010E+03,0.557457019359999977E+05,0.610258877277374268E+00,0.540779769420623779E+00,0.551101528504917151E+05,0.554271960263730725E+05,0.557462351931268058E+05,0.560648196859942473E+05,0.563815014967957250E+05,0.164531591215176854E+04
0.145492792129516602E+00,0.226931261397276859E+06,0.121273279190063477E+01,0.318261118000000010E+03,0.557457019359999977E+05,0.216345071792602539E+00,0.856108486652374268E+00,0.551088827750513083E+05,0.554267206911327085E+05,0.557453758629494987E+05,0.560634435371743239E+05,0.563825550071039906E+05,0.164531591215176854E+04
0.234135270118713379E+00,0.359349428279940412E+04,0.186539328098297119E+01,0.318261118000000010E+03,0.557457019359999977E+05,0.446864068508148193E+00,0.281667709350585938E-01,0.551095465872118002E+05,0.554279341173650464E+05,0.557464801777535758E+05,0.560640591809140242E+05,0.563813659218588582E+05,0.164531591215176854E+04
0.588734805583953857E+00,0.128613355744213914E+04,0.160659015178680420E+01,0.318261118000000010E+03,0.557457019359999977E+05,0.509691655635833740E+00,0.452062487602233887E-01,0.551087554665634161E+05,0.554279169085504254E+05,0.557454566271239601E+05,0.560632946616993941E+05,0.563813116842547170E+05,0.164531591215176854E+04
0.174906671047210693E+00,0.327462365762212197E+06,0.153963863849639893E+01,0.318261118000000010E+03,0.557457019359999977E+05,0.563994586467742920E+00,0.505855202674865723E+00,0.551086041982004172E+05,0.554267805822374066E+05,0.557454281629258476E+05,0.560648447735892332E+05,0.563826157411375752E+05,0.164531591215176854E+04
0.731004774570465088E+00,0.188106245165505337E+01,0.190500378608703613E+01,0.318261118000000010E+03,0.557457019359999977E+05,0.413655102252960205E+00,0.807689905166625977E+00,0.551084159947463995E+05,0.554266183566333493E+05,0.557458521337443672E+05,0.560636344141350783E+05,0.563814939472714177E+05,0.164531591215176854E+04
