seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.885953777037427614E+00,0.285443411752564629E+02,0.186351831415420999E+01,0.175609000000000009E+03,0.557378039999999964E+05,0.846023759630800121E+00,0.267575949744395192E+00,0.550353384805295500E+05,0.552111441509983342E+05,0.553866093053358054E+05,0.557378403382017568E+05,0.559133947986023195E+05,0.560889692544680365E+05,0.562645545436012690E+05,0.108396565854601522E+05
0.984223091323058408E+00,0.296640978098370098E+02,0.197291973573220103E+01,0.175609000000000009E+03,0.557378039999999964E+05,0.139716117722843303E-01,0.493629785572865576E+00,0.550353839207608617E+05,0.552109245501786718E+05,0.553865786440787706E+05,0.557376697294882542E+05,0.559134567835669586E+05,0.560890087636780881E+05,0.562645798570292245E+05,0.108408481362161037E+05
0.185814143715599053E-01,0.134548521045072130E+04,0.503566400636410894E+00,0.175609000000000009E+03,0.557378039999999964E+05,0.423358903558101851E+00,0.336747802161744936E+00,0.550353872084479081E+05,0.552110054259360331E+05,0.553866740881418373E+05,0.557377572885453410E+05,0.559133651298248806E+05,0.560889512197096847E+05,0.562645668168857737E+05,0.108412528862345971E+05
0.279021849483001072E+00,0.301164041415421053E+02,0.124769405126203137E+01,0.175609000000000009E+03,0.557378039999999964E+05,0.784751886120402697E+00,0.579012439150440650E+00,0.550353265126633196E+05,0.552110678441451382E+05,0.553865511241055647E+05,0.557378020780531879E+05,0.559134227438289890E+05,0.560889124762163774E+05,0.562637776298624303E+05,0.108417710716718102E+05
0.403329834817808264E+00,0.169763946690641241E+02,0.138589797100515510E+01,0.175609000000000009E+03,0.557378039999999964E+05,0.342999824695168265E+00,0.544062417117076258E+00,0.550353243795301605E+05,0.552110339894274803E+05,0.553866472804954756E+05,0.557376813425255095E+05,0.559134331002139297E+05,0.560890398372394702E+05,0.562646156788195076E+05,0.108426160541206955E+05
0.172406215319085843E-01,0.258009199959656735E+04,0.405756932034918028E+00,0.175609000000000009E+03,0.557378039999999964E+05,0.226902007750616419E+00,0.199364316887651161E+00,0.550353523433606533E+05,0.552109940547333972E+05,0.553866749492021772E+05,0.557377973518982835E+05,0.559134297773184371E+05,0.560889577980691975E+05,0.562636770467338574E+05,0.108428228199875521E+05
0.743848484049274561E-01,0.297255528519450216E+02,0.104092257010813594E+01,0.175609000000000009E+03,0.557378039999999964E+05,0.466500993832582089E+00,0.169855905959225340E+00,0.550353966515867360E+05,0.552111048590936043E+05,0.553865716012694029E+05,0.557377665847888638E+05,0.559134439596690354E+05,0.560890780753021972E+05,0.562637849233946472E+05,0.108431465292889188E+05
0.180595070476415875E-01,0.209894784882774184E+04,0.496944583051437905E+00,0.175609000000000009E+03,0.557378039999999964E+05,0.398985338361165232E+00,0.650500612243603837E-01,0.550353980804825114E+05,0.552110224408228532E+05,0.553865628163586225E+05,0.557378189597043965E+05,0.559133777178251257E+05,0.560890136942255122E+05,0.562645733719342024E+05,0.108434586391719786E+05
0.783303940039809743E+00,0.122381429608333345E+02,0.176692891419508635E+01,0.175609000000000009E+03,0.557378039999999964E+05,0.363340072989102425E+00,0.611944328926686376E+00,0.550353955612205245E+05,0.552110197081133738E+05,0.553866507153006824E+05,0.557378165062500484E+05,0.559133567869142498E+05,0.560890165875143939E+05,0.562636951473693553E+05,0.108436465823112048E+05
0.596613171272259657E+00,0.238037826061066724E+02,0.157029643081822456E+01,0.175609000000000009E+03,0.557378039999999964E+05,0.779609220371993095E+00,0.147986902105972207E+00,0.550353962298816114E+05,0.552109527734865260E+05,0.553865877949516507E+05,0.557377910980447341E+05,0.559134397432445912E+05,0.560890076431711932E+05,0.562645935992177401E+05,0.108437309152921480E+05
