seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.706390356872938052E+00,0.508632696956760988E+01,0.168627928274378180E+01,0.160855245999999994E+03,0.554600839380000034E+05,0.721734567388036763E+00,0.852875742428965578E+00,0.549776512879149741E+05,0.551383903619983612E+05,0.552991736807917841E+05,0.556208451353684432E+05,0.559426067912491417E+05,0.561034322213219493E+05,0.415711174880051931E+04
0.878510090231238716E+00,0.709797508401030619E+01,0.186175523744528992E+01,0.160855245999999994E+03,0.554600839380000034E+05,0.508971841765244015E+00,0.162988549006396859E-01,0.549776091117939141E+05,0.551383665024456859E+05,0.552990890721459145E+05,0.556208832804046397E+05,0.559425450053767636E+05,0.561034893027319195E+05,0.416064515036178545E+04
0.197658513757496573E+00,0.121541395907632825E+02,0.117637310759632907E+01,0.160855245999999994E+03,0.554600839380000034E+05,0.292238660844159504E+00,0.688500113071587594E-01,0.549775941036858203E+05,0.551384118655158163E+05,0.552991790504569217E+05,0.556209687737863642E+05,0.559426273796052919E+05,0.561034486865387735E+05,0.416081434474591424E+04
0.791467662820348639E+00,0.614826070590713236E+01,0.177609391632692737E+01,0.160855245999999994E+03,0.554600839380000034E+05,0.309067745898616630E+00,0.852193104003079682E+00,0.549776715687218530E+05,0.551384309472698806E+05,0.552991826454855982E+05,0.556209372578219773E+05,0.559425743740033868E+05,0.561035749006498299E+05,0.416093759548592789E+04
0.571700012712042627E+00,0.416989012276484061E+01,0.155740017735163683E+01,0.160855245999999994E+03,0.554600839380000034E+05,0.110201927286963861E+00,0.639747970907943220E+00,0.549775818752695050E+05,0.551383866546108766E+05,0.552992613970996754E+05,0.556209264021108829E+05,0.559425888165744036E+05,0.561035572995600160E+05,0.416095867896708023E+04
0.203441460791069402E-01,0.860360838984662109E+03,0.614053333444086080E+00,0.160855245999999994E+03,0.554600839380000034E+05,0.704617147729927895E+00,0.610964862453612145E+00,0.549776752270599682E+05,0.551383802602003343E+05,0.552992084173957555E+05,0.556209162108539240E+05,0.559425944246375220E+05,0.561034132862729384E+05,0.416114636827049435E+04
0.199186889805713724E+00,0.873515715456407271E+01,0.117345596953802689E+01,0.160855245999999994E+03,0.554600839380000034E+05,0.675939291353065186E+00,0.606741436395672129E+00,0.549776161024087560E+05,0.551383941458020709E+05,0.552991228112750687E+05,0.556208283983642978E+05,0.559425833876813413E+05,0.561034994386535691E+05,0.416128373667913729E+04
0.187787438208463414E+00,0.140628320156651689E+02,0.115416976472672328E+01,0.160855245999999994E+03,0.554600839380000034E+05,0.913897224135286401E+00,0.422237828348249133E+00,0.549776750200278693E+05,0.551383786035190933E+05,0.552992354809020107E+05,0.556209036628608301E+05,0.559426353318844995E+05,0.561035628414863750E+05,0.416136598303858773E+04
0.491024097265356577E-01,0.155753221769228176E+02,0.101243970907554037E+01,0.160855245999999994E+03,0.554600839380000034E+05,0.425523652649655748E+00,0.927888212776249666E+00,0.549775689796590013E+05,0.551383645716800456E+05,0.552992490239618564E+05,0.556208312993406289E+05,0.559426402673832126E+05,0.561034421167706969E+05,0.416145869715742811E+04
0.814055610890176556E-01,0.116304619512102541E+02,0.102948624774026531E+01,0.160855245999999994E+03,0.554600839380000034E+05,0.933189959016165638E+00,0.727606336314533531E+00,0.549775798509261731E+05,0.551384167101711355E+05,0.552991145867454907E+05,0.556208750226942502E+05,0.559426367426837169E+05,0.561034392516401713E+05,0.416160970524532058E+04
0.551590549513739647E+00,0.485929938423634677E+01,0.153592493584545520E+01,0.160855245999999994E+03,0.554600839380000034E+05,0.338570691519831879E+00,0.692018387897949672E-01,0.549775950049178573E+05,0.551384073857560579E+05,0.552990853784854116E+05,0.556208686928059906E+05,0.559426436145406842E+05,0.561034997420471846E+05,0.416181427486679513E+04
0.438507806057001903E+00,0.907342303790252203E+01,0.140556067889391745E+01,0.160855245999999994E+03,0.554600839380000034E+05,0.883623502347300471E+00,0.832011576766961358E+00,0.549776547884882384E+05,0.551384027634805316E+05,0.552991835836835162E+05,0.556209638077021591E+05,0.559425854054618612E+05,0.561035567529059335E+05,0.416184689365733175E+04
0.924813043614786112E+00,0.321385505879693270E+02,0.190149930835719538E+01,0.160855245999999994E+03,0.554600839380000034E+05,0.748600117622548522E+00,0.716507277347370852E+00,0.549776409511773891E+05,0.551383199700759287E+05,0.552991650168787091E+05,0.556209026722055205E+05,0.559425913247247663E+05,0.561034707231455395E+05,0.416190655982059525E+04
0.813271656682873156E+00,0.171845853702381568E+02,0.178970453249105987E+01,0.160855245999999994E+03,0.554600839380000034E+05,0.711150005218426196E+00,0.490356135593252085E+00,0.549776637642936039E+05,0.551383971179653527E+05,0.552992468029850352E+05,0.556209382422925628E+05,0.559426088353383602E+05,0.561034537126962459E+05,0.416191036145217640E+04
0.147364149367495579E-01,0.108859351001926484E+04,0.109043743624349682E+00,0.160855245999999994E+03,0.554600839380000034E+05,0.771595659985889193E+00,0.961118261305479060E+00,0.549776206246479705E+05,0.551383517791893391E+05,0.552991340599731702E+05,0.556208980229582521E+05,0.559426602725759949E+05,0.561035101874426546E+05,0.416194898309055316E+04
0.485976312503654417E+00,0.130680001941183868E+02,0.145838375506418205E+01,0.160855245999999994E+03,0.554600839380000034E+05,0.935175043091860059E+00,0.359101148097431488E+00,0.549776575073820786E+05,0.551383873563834059E+05,0.552991522059639319E+05,0.556208781354128005E+05,0.559426992648870291E+05,0.561035112519615650E+05,0.416200721405769582E+04
0.339812915437663399E+00,0.122694338931007803E+02,0.128894389868268044E+01,0.160855245999999994E+03,0.554600839380000034E+05,0.973000668239820565E+00,0.941833446600999435E+00,0.549776637713992677E+05,0.551383915874523518E+05,0.552991523958609832E+05,0.556209626541422549E+05,0.559425878337446775E+05,0.561035449379496422E+05,0.416201498653417730E+04
0.507755008431722832E+00,0.977516004124447413E+01,0.148430915686271292E+01,0.160855245999999994E+03,0.554600839380000034E+05,0.739655348980810090E+00,0.111349601149327834E+00,0.549776551807989381E+05,0.551383592531766990E+05,0.552991381278728732E+05,0.556209031135952609E+05,0.559426486083312775E+05,0.561034081896580101E+05,0.416211025075075395E+04
0.185972694909764015E-01,0.128104085749590286E+04,0.400946577456422371E+00,0.160855245999999994E+03,0.554600839380000034E+05,0.577972869831732752E-01,0.100897179587452229E+00,0.549775725219329615E+05,0.551383724832934749E+05,0.552991945631557101E+05,0.556209333476946122E+05,0.559425942367069147E+05,0.561035569291305728E+05,0.416225591712024107E+04
0.820953233005871419E+00,0.899116265583711716E+01,0.180647103241182894E+01,0.160855245999999994E+03,0.554600839380000034E+05,0.324984418680910270E+00,0.477490199880886146E+00,0.549776577616933282E+05,0.551384255760707529E+05,0.552991388565739981E+05,0.556208836714106874E+05,0.559425659574262827E+05,0.561034559192556335E+05,0.416238061544301218E+04
