seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.940978972489951770E+00,0.201445625763970462E+02,0.193119525565235883E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.317015669937387945E+00,0.259975960047102717E+00,0.552557110948133486E+05,0.555864267406001309E+05,0.559171949058243845E+05,0.118026388231936198E+04
0.254375692315264468E+00,0.425502342768484496E+02,0.122646185937701424E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.933053355837436316E+00,0.533662951348430448E+00,0.552557419791126740E+05,0.555865244874773125E+05,0.559171949931468771E+05,0.118162292083806460E+04
0.143861641385216454E+00,0.466219752302391868E+02,0.111916177432450281E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.585918267903306256E+00,0.543151375773449407E+00,0.552557163998733231E+05,0.555865172449409802E+05,0.559171952294223884E+05,0.118179011357260515E+04
0.428178973364203366E-01,0.543975557427638634E+02,0.101077009537833162E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.598103544828783806E+00,0.714259308140893445E+00,0.552557740576147626E+05,0.555864761370893975E+05,0.559171365762211644E+05,0.118203740789674089E+04
0.196174342189820855E-01,0.998038630416177398E+03,0.899895931335785604E+00,0.330739628999999979E+03,0.555864474689999988E+05,0.761321666996123914E+00,0.720761147478218289E+00,0.552557397585331055E+05,0.555865152957396422E+05,0.559171618332978469E+05,0.118222961889909197E+04
0.231825474806946624E+00,0.970545770828758663E+02,0.121318502378151338E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.341211348123711733E+00,0.488405707402920053E+00,0.552557085337780518E+05,0.555865037879337178E+05,0.559172028773002094E+05,0.118261848269429925E+04
0.144302243338117302E-01,0.165438967970425074E+05,0.270554295376908040E-01,0.330739628999999979E+03,0.555864474689999988E+05,0.677778994784116323E-01,0.836378690912006229E+00,0.552557624903298201E+05,0.555864955285791220E+05,0.559171886812514276E+05,0.118282500363902386E+04
0.990685190207917232E+00,0.392488655538315498E+02,0.197599924212618094E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.605241909234310316E+00,0.817121529857176565E-01,0.552557503514880009E+05,0.555865082472842914E+05,0.559171493151135728E+05,0.118336903675471058E+04
0.928847768821428721E+00,0.111416228874622036E+03,0.190935674736249839E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.872902819538765473E+00,0.335654212987760270E+00,0.552557018071533239E+05,0.555864132789615251E+05,0.559171581024626721E+05,0.118337991394204778E+04
0.194707613843402572E+00,0.267362786639079559E+03,0.114088067559921247E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.937809421407133637E+00,0.988563594656853617E+00,0.552556846864484178E+05,0.555864783232683185E+05,0.559171737158414762E+05,0.118338606856841511E+04
0.157661257311340515E-01,0.345494662400679636E+04,0.775082030136038158E+00,0.330739628999999979E+03,0.555864474689999988E+05,0.316717398735105515E+00,0.758401096904861904E+00,0.552557049267865586E+05,0.555864586704115791E+05,0.559172065635942708E+05,0.118347312689427008E+04
0.448806680733450536E+00,0.171360050485250106E+02,0.143596303179435814E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.278464068422355437E+00,0.873814304214326820E+00,0.552557671775442868E+05,0.555864556321839191E+05,0.559172086449816852E+05,0.118356420936620793E+04
0.603529057271806724E+00,0.146659532261578036E+02,0.159297988144565195E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.153533248698794950E+00,0.117531833625730386E+00,0.552557092910579086E+05,0.555864466243537317E+05,0.559171595541171555E+05,0.118367370794552585E+04
0.898070655326918404E-01,0.190986504863704596E+03,0.106121785278894309E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.490007876463133929E+00,0.731575061247783931E+00,0.552557196991094170E+05,0.555864509226856899E+05,0.559171468988232227E+05,0.118388499078207656E+04
0.375500406314062174E+00,0.538841743798312294E+02,0.136228017188492712E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.188532752087131827E+00,0.258019289603232116E+00,0.552557091657142009E+05,0.555864904236328366E+05,0.559171432468501371E+05,0.118392309648519563E+04
0.150546865449870237E-01,0.128267966686150976E+05,0.405774111259120773E+00,0.330739628999999979E+03,0.555864474689999988E+05,0.264491177686495327E+00,0.307940188165385098E+00,0.552557441954127571E+05,0.555864511509164950E+05,0.559172090462366323E+05,0.118402177723249451E+04
0.297614273662566431E+00,0.171586534019447186E+03,0.126523778577057411E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.812915101911023341E+00,0.702423270113606057E+00,0.552557250764625715E+05,0.555864510010889062E+05,0.559171787868195970E+05,0.118404480643325428E+04
0.140526384774696256E-01,0.738824698732173874E+04,0.367080065972496095E+00,0.330739628999999979E+03,0.555864474689999988E+05,0.722347722215474164E+00,0.291587971362389620E+00,0.552557161550081000E+05,0.555864156166113753E+05,0.559171876415089937E+05,0.118416796599830059E+04
0.180823724820304184E-01,0.596209092457761744E+04,0.678770042921989281E+00,0.330739628999999979E+03,0.555864474689999988E+05,0.721092277758915712E+00,0.478839996978335958E+00,0.552557511435756169E+05,0.555864756467497355E+05,0.559171573085950076E+05,0.118418793729699655E+04
0.378936608737468900E-01,0.109612333108440666E+03,0.100839482875220243E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.274947268268791845E+00,0.223447379895387339E-02,0.552557259277477133E+05,0.555864451186023143E+05,0.559171346545817287E+05,0.118419555208337806E+04
0.157352671898400610E-01,0.952177283802059719E+04,0.162079891071736870E+00,0.330739628999999979E+03,0.555864474689999988E+05,0.866854342334811290E+00,0.867498062231355282E+00,0.552556968398558383E+05,0.555864853111557604E+05,0.559171934607187941E+05,0.118443767594713040E+04
0.226817023173344762E-01,0.145702183357996637E+04,0.881221248668969559E+00,0.330739628999999979E+03,0.555864474689999988E+05,0.939336379972060098E+00,0.340064766750545644E+00,0.552557398390408343E+05,0.555864336730241193E+05,0.559171573929539445E+05,0.118445060216095817E+04
0.160675378919159284E+00,0.249611108756005365E+03,0.111903051294177058E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.970852963157779913E+00,0.761024596694504951E+00,0.552557168124698946E+05,0.555864294553402069E+05,0.559171545220183034E+05,0.118445410720249242E+04
0.364112982009668296E+00,0.325727744188564756E+02,0.135338192688128300E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.180443452434102203E+00,0.767052990853753336E+00,0.552557202658350798E+05,0.555864298167234447E+05,0.559171731472911997E+05,0.118452112133166588E+04
0.221044387856042163E+00,0.672291147001163267E+02,0.120043622564201136E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.565873807932544270E+00,0.292984868315288138E+00,0.552557536637805024E+05,0.555864543644010482E+05,0.559172188061076959E+05,0.118455900343196822E+04
0.664586412326361287E+00,0.917169426797873371E+02,0.164442397109834837E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.879632373608517537E+00,0.420103875664764703E+00,0.552557003961944356E+05,0.555864349409680945E+05,0.559171512012249586E+05,0.118456485185862766E+04
0.664616875932050988E+00,0.278957109377998833E+02,0.165202059205220753E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.284892449754896859E+00,0.192350802225658868E+00,0.552557778468212200E+05,0.555864490235212652E+05,0.559171966032768250E+05,0.118460088654040169E+04
0.133978939640462241E-01,0.148030225913256600E+05,0.454356762669403044E-01,0.330739628999999979E+03,0.555864474689999988E+05,0.785807401824739626E+00,0.965431290772725159E+00,0.552557169051833989E+05,0.555864059610126642E+05,0.559171950277491560E+05,0.118463688343408671E+04
0.147939744332822143E+00,0.991078031378884248E+02,0.112465036790829820E+01,0.330739628999999979E+03,0.555864474689999988E+05,0.336541243932460044E+00,0.801782494800266199E+00,0.552557291834728312E+05,0.555864700175451144E+05,0.559172012076509491E+05,0.118467799225457111E+04
