seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.449407383038757213E+00,0.227792336655048766E+01,0.144080330431106063E+01,0.215616782000000001E+03,0.554949999640000024E+05,0.125631418769982239E+00,0.179185152318175417E+00,0.552793030806600800E+05,0.554948376453360106E+05,0.557106608886637987E+05,0.364121870310000395E+04
0.489401274244975829E-01,0.231542664765334072E+01,0.101326046159988103E+01,0.215616782000000001E+03,0.554949999640000024E+05,0.713444751169071800E+00,0.972259857506771130E+00,0.552793633180003017E+05,0.554948092051369094E+05,0.557104891480708684E+05,0.364323052210894866E+04
0.281150991003523698E+00,0.126459133334309581E+01,0.127149447833830465E+01,0.215616782000000001E+03,0.554949999640000024E+05,0.105655599207048728E+00,0.949671178729943000E+00,0.552792570673288719E+05,0.554949224901474809E+05,0.557106900113408556E+05,0.364369934846778096E+04
0.710832875165315015E+00,0.249019377494017169E+01,0.169885792948675207E+01,0.215616782000000001E+03,0.554949999640000024E+05,0.747729018416402269E+00,0.275932861445915223E+00,0.552793367758405948E+05,0.554950293765680690E+05,0.557105602944223647E+05,0.364395418951445436E+04
0.975997658855469963E+00,0.211096304719624817E+01,0.196173832064802323E+01,0.215616782000000001E+03,0.554949999640000024E+05,0.855442763881056223E+00,0.509872173459730016E+00,0.552790964699656834E+05,0.554949365045238010E+05,0.557106082784944738E+05,0.364406368504381953E+04
0.112247655245161660E-01,0.307588127151348203E+03,0.498103288383331788E+00,0.215616782000000001E+03,0.554949999640000024E+05,0.488873595136253614E+00,0.435137185512440072E+00,0.552792380170076722E+05,0.554949898877958767E+05,0.557104975686850667E+05,0.364418596089473476E+04
0.140716687136602184E-01,0.664410925227226983E+02,0.852628496569491245E+00,0.215616782000000001E+03,0.554949999640000024E+05,0.420222998914358756E-01,0.440590637760008230E+00,0.552794609869974083E+05,0.554949746880585371E+05,0.557105051126742837E+05,0.364422639366297153E+04
0.109238857362145905E-01,0.212192797409872924E+03,0.360423603604858256E+00,0.215616782000000001E+03,0.554949999640000024E+05,0.775008073187123614E+00,0.155286034537168733E-01,0.552795064249516654E+05,0.554947738025824074E+05,0.557104691737476314E+05,0.364425221037460869E+04
0.871109907999439881E+00,0.144487629443248200E+01,0.186287302254320974E+01,0.215616782000000001E+03,0.554949999640000024E+05,0.750416788506532983E-01,0.301899830875911601E+00,0.552792525221964679E+05,0.554948563978300008E+05,0.557106393064521326E+05,0.364476065712618083E+04
0.140890530861231631E-01,0.321823381512846652E+03,0.355676143533114386E+00,0.215616782000000001E+03,0.554949999640000024E+05,0.273991179430031706E+00,0.654610512385985666E+00,0.552793670533602199E+05,0.554947618463087638E+05,0.557105481017148049E+05,0.364494061410389440E+04
