seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_likelihood
0.192634109178411728E-01,0.607643087826903866E+03,0.355301836762500489E+00,0.326669502000000023E+03,0.554873871020000006E+05,0.503538968085720295E+00,0.549342259913943809E+00,0.551607173736215118E+05,0.558139919775361195E+05,0.260812023173405305E+04
0.419648333386406558E+00,0.663863110186135064E+01,0.139852178720981168E+01,0.326669502000000023E+03,0.554873871020000006E+05,0.544743424328961834E+00,0.314239590486761255E+00,0.551608649274142153E+05,0.558139527362292865E+05,0.260930639054971243E+04
0.186114376996624059E-01,0.202027721193528214E+04,0.354924881833727557E+00,0.326669502000000023E+03,0.554873871020000006E+05,0.370091115277412612E-02,0.762804023382906871E+00,0.551607902981567968E+05,0.558140785342469535E+05,0.260946497949245077E+04
0.372523184521623196E+00,0.111229586664303213E+02,0.135028394150331676E+01,0.326669502000000023E+03,0.554873871020000006E+05,0.485598837773284275E+00,0.707728938358321069E+00,0.551607394021482251E+05,0.558141479043618601E+05,0.260955719549341893E+04
0.384349248674416943E+00,0.128785338496700614E+02,0.136266567151794682E+01,0.326669502000000023E+03,0.554873871020000006E+05,0.398991144334323977E+00,0.727604968988978529E-01,0.551607202838874291E+05,0.558141094199802028E+05,0.260991611247405990E+04
0.597936631813673958E+00,0.129536482482085713E+01,0.158292855980230396E+01,0.326669502000000023E+03,0.554873871020000006E+05,0.100874694604466700E+00,0.500085603093414544E+00,0.551607730187425186E+05,0.558140410197675446E+05,0.261009015133758749E+04
0.159989705146034028E-01,0.593543018477260716E+03,0.561552917702350163E+00,0.326669502000000023E+03,0.554873871020000006E+05,0.695592977365485976E+00,0.416530557685681257E+00,0.551608386975251196E+05,0.558140915458444870E+05,0.261010560850712409E+04
0.181265220884425753E-01,0.190313717123659302E+03,0.415169872362238512E+00,0.326669502000000023E+03,0.554873871020000006E+05,0.907649056881516869E+00,0.644218713263508991E+00,0.551608205286083103E+05,0.558140090627212485E+05,0.261017237692252638E+04
0.158311798400508665E-01,0.123365904152026019E+03,0.447630892528305735E+00,0.326669502000000023E+03,0.554873871020000006E+05,0.967342335455272040E+00,0.506551555383350838E+00,0.551607827026651430E+05,0.558138732543378719E+05,0.261047064792455603E+04
0.771848502634106093E+00,0.115172127354968392E+02,0.175322069833952598E+01,0.326669502000000023E+03,0.554873871020000006E+05,0.550643888819755456E+00,0.450076212346367854E+00,0.551608681565605293E+05,0.558141219558151934E+05,0.261065771488126757E+04
0.905175060216057759E+00,0.179534831495655354E+02,0.187967066799493687E+01,0.326669502000000023E+03,0.554873871020000006E+05,0.693252868950177570E+00,0.996091981331486576E+00,0.551608736492853059E+05,0.558141311102594555E+05,0.261066450151694653E+04
0.393785140536423273E+00,0.103479013749176851E+01,0.137565370938516462E+01,0.326669502000000023E+03,0.554873871020000006E+05,0.328748949560884296E+00,0.382466272824569187E+00,0.551608664360253752E+05,0.558140715989503733E+05,0.261068055890344749E+04
