seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.753271100969844370E-01,0.162102262044768258E+04,0.650301765574227919E+00,0.715262199999999950E+02,0.556684244699999981E+05,0.346435377134060696E+00,0.620654985660631819E+00,0.550962164800601822E+05,0.551677398383138352E+05,0.552392701262464107E+05,0.555253687888530767E+05,0.555968949535255088E+05,0.558829945144803860E+05,0.562406259545527355E+05,0.563836723355420763E+05,0.675409088463124135E+04
0.716556390721684450E-01,0.240436380132679051E+04,0.465787645175400167E+00,0.715262199999999950E+02,0.556684244699999981E+05,0.778775527518088206E+00,0.188872706885213626E+00,0.550962198492904354E+05,0.551677374877975089E+05,0.552392666042290948E+05,0.555253709962849243E+05,0.555968944040198985E+05,0.558829961436876038E+05,0.562406233216341352E+05,0.563836710360196957E+05,0.675421192528754455E+04
0.706012533916420271E-01,0.350856323032705723E+04,0.130917233541717248E+00,0.715262199999999950E+02,0.556684244699999981E+05,0.319252069178475262E+00,0.474732793697123789E+00,0.550962205669018585E+05,0.551677388038844874E+05,0.552392666630770764E+05,0.555253710165171506E+05,0.555968949991495247E+05,0.558829950429446180E+05,0.562406251897880211E+05,0.563836723754871418E+05,0.675448560558023200E+04
0.721684129580656281E-01,0.286305259472764783E+04,0.406708732073872370E+00,0.715262199999999950E+02,0.556684244699999981E+05,0.333267404287559854E+00,0.456752348053474033E+00,0.550962181713157115E+05,0.551677399857413038E+05,0.552392716134539951E+05,0.555253691224435097E+05,0.555968943332025810E+05,0.558829960767310331E+05,0.562406203451366528E+05,0.563836695875262594E+05,0.675500454046718914E+04
0.721137002573743052E-01,0.283726776028165705E+04,0.384018910625097354E+00,0.715262199999999950E+02,0.556684244699999981E+05,0.457388150685981043E+00,0.147589068506487814E+00,0.550962175036747940E+05,0.551677408592108695E+05,0.552392682449844287E+05,0.555253662572600952E+05,0.555968931990759665E+05,0.558829964687029569E+05,0.562406213424027010E+05,0.563836728842618977E+05,0.675632590939664806E+04
0.707555630616902020E-01,0.353298797475863284E+04,0.523489477444549212E-01,0.715262199999999950E+02,0.556684244699999981E+05,0.432048805713000750E+00,0.304554928625605459E+00,0.550962161847219541E+05,0.551677377817256274E+05,0.552392658995567544E+05,0.555253668715144231E+05,0.555968978247124469E+05,0.558829949819361282E+05,0.562406231509656645E+05,0.563836745379093627E+05,0.675637533295890171E+04
0.725641318130846869E-01,0.190978742753399411E+04,0.573232998130027260E+00,0.715262199999999950E+02,0.556684244699999981E+05,0.778477320043835297E+00,0.804805988948839313E-01,0.550962175740552775E+05,0.551677440393806755E+05,0.552392676722198303E+05,0.555253715380075009E+05,0.555968985203339762E+05,0.558829961452698626E+05,0.562406237138451834E+05,0.563836727596319106E+05,0.675648397001596186E+04
0.689771757831626475E-01,0.327600632039475795E+04,0.163747098651212730E+00,0.715262199999999950E+02,0.556684244699999981E+05,0.917163283886160197E+00,0.155520202878259600E+00,0.550962158546512510E+05,0.551677386195459330E+05,0.552392671048523625E+05,0.555253732681376932E+05,0.555968942865225326E+05,0.558829979289627881E+05,0.562406215059069000E+05,0.563836732724640606E+05,0.675702393350919647E+04
0.706586492555840162E-01,0.254308315207820624E+04,0.418198009535191761E+00,0.715262199999999950E+02,0.556684244699999981E+05,0.738425961547365395E+00,0.315682442543264052E+00,0.550962184801205949E+05,0.551677404489124237E+05,0.552392692174652257E+05,0.555253713343191703E+05,0.555968954612592424E+05,0.558829967548431596E+05,0.562406205452404756E+05,0.563836717479601139E+05,0.675703947894865905E+04
0.743282464159466943E-01,0.199763873109839392E+04,0.590470423541874734E+00,0.715262199999999950E+02,0.556684244699999981E+05,0.336839353937589792E+00,0.211451198802972334E+00,0.550962136364940234E+05,0.551677419235579728E+05,0.552392683731607467E+05,0.555253677578111892E+05,0.555968951615546248E+05,0.558829963538389857E+05,0.562406247826765393E+05,0.563836727101837896E+05,0.675719401810965610E+04
0.686797762518715910E-01,0.326965109388302199E+04,0.575141629380606714E-01,0.715262199999999950E+02,0.556684244699999981E+05,0.959971280647674452E+00,0.158271295076661683E+00,0.550962178935624834E+05,0.551677408086040741E+05,0.552392649962216965E+05,0.555253685568488072E+05,0.555968935170571494E+05,0.558829964454332439E+05,0.562406234480669082E+05,0.563836769892360535E+05,0.675752934576040843E+04
0.706959755086433855E-01,0.292509220528648211E+04,0.339370789419660313E+00,0.715262199999999950E+02,0.556684244699999981E+05,0.655025891875561483E+00,0.295847522984627798E+00,0.550962196025839294E+05,0.551677435366885547E+05,0.552392650446605185E+05,0.555253691662995989E+05,0.555968950043207733E+05,0.558829972571365433E+05,0.562406220939678533E+05,0.563836746565371795E+05,0.675768488694703956E+04
0.757586252876503718E-01,0.188329184740394362E+04,0.622249024952416185E+00,0.715262199999999950E+02,0.556684244699999981E+05,0.163510158018103285E+00,0.790570040145693209E+00,0.550962170128841099E+05,0.551677397214642479E+05,0.552392667172700458E+05,0.555253707642110530E+05,0.555968982867376835E+05,0.558829991187319974E+05,0.562406226135027682E+05,0.563836739685046268E+05,0.675768604489298923E+04
0.726485383875548896E-01,0.254555080641167115E+04,0.468299681118940936E+00,0.715262199999999950E+02,0.556684244699999981E+05,0.562250818973108357E+00,0.718443222330387155E-01,0.550962145778299528E+05,0.551677419604450624E+05,0.552392680775275439E+05,0.555253691805845592E+05,0.555968959426165893E+05,0.558829972053804304E+05,0.562406177266759405E+05,0.563836733572099693E+05,0.675771878438082604E+04
0.734892833385004801E-01,0.215881033869581597E+04,0.549434218047092249E+00,0.715262199999999950E+02,0.556684244699999981E+05,0.356975827363969489E+00,0.347033311261699506E+00,0.550962183500169995E+05,0.551677404092093493E+05,0.552392687510928517E+05,0.555253663323141736E+05,0.555968925891601830E+05,0.558829951995639494E+05,0.562406244313393254E+05,0.563836720325822607E+05,0.675775427357714489E+04
0.712002461222100702E-01,0.240783570987981011E+04,0.451515600008242257E+00,0.715262199999999950E+02,0.556684244699999981E+05,0.921353005821310189E+00,0.127597933706168676E+00,0.550962161883204608E+05,0.551677416024507547E+05,0.552392678064560605E+05,0.555253714973126189E+05,0.555968962652211630E+05,0.558829946600987823E+05,0.562406251574297348E+05,0.563836768810179274E+05,0.675779512463795436E+04
0.754372394524431555E-01,0.174373180426409522E+04,0.639605819857207769E+00,0.715262199999999950E+02,0.556684244699999981E+05,0.295801758025338923E+00,0.394847258501733411E+00,0.550962154921192632E+05,0.551677424236773877E+05,0.552392721470112738E+05,0.555253695962363927E+05,0.555968956698462935E+05,0.558829996486584714E+05,0.562406212015679848E+05,0.563836732142121909E+05,0.675788143136542840E+04
0.767898351732568957E-01,0.134693857685878197E+04,0.710548678339518069E+00,0.715262199999999950E+02,0.556684244699999981E+05,0.176261639517654306E+00,0.678931337829891790E+00,0.550962173732682131E+05,0.551677410121003268E+05,0.552392668870901252E+05,0.555253685082828961E+05,0.555968950294017850E+05,0.558829943991513501E+05,0.562406262432247240E+05,0.563836726533520559E+05,0.675797212898628368E+04
0.698420044946123086E-01,0.340874166740734336E+04,0.693580446251752802E-01,0.715262199999999950E+02,0.556684244699999981E+05,0.476460554797146107E+00,0.429544666743172210E+00,0.550962167566517674E+05,0.551677419394136377E+05,0.552392668318379729E+05,0.555253712122518409E+05,0.555968956093050147E+05,0.558829967241993436E+05,0.562406257748876960E+05,0.563836730378060092E+05,0.675798894955027026E+04
0.733077926025847426E-01,0.289754012237992765E+04,0.424725795665074179E+00,0.715262199999999950E+02,0.556684244699999981E+05,0.167922354444919542E+00,0.907455760512783760E+00,0.550962182608541625E+05,0.551677439207995558E+05,0.552392657673030044E+05,0.555253704533613272E+05,0.555968976977960629E+05,0.558829947880538020E+05,0.562406203980283317E+05,0.563836743175477968E+05,0.675800306212315627E+04
