seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_likelihood
0.721889138221740723E+00,0.569045170553644930E+05,0.170906209945678711E+01,0.297783880000000011E+03,0.556619453599999979E+05,0.529693424701690674E+00,0.227832555770874023E+00,0.556625968003820017E+05,0.417876806284415943E+04
0.858837366104125977E-02,0.424628442628138873E+06,0.633381724357604980E+00,0.297783880000000011E+03,0.556619453599999979E+05,0.562867105007171631E+00,0.505150854587554932E+00,0.556620985775540903E+05,0.417886074460949112E+04
0.978410243988037109E-03,0.691116608203584974E+03,0.989053368568420410E+00,0.297783880000000011E+03,0.556619453599999979E+05,0.271185755729675293E+00,0.513651609420776367E+00,0.556628969697307184E+05,0.417891414400083613E+04
0.122907221317291260E+00,0.288464929904996461E+05,0.177592396736145020E+01,0.297783880000000011E+03,0.556619453599999979E+05,0.494394361972808838E+00,0.102019250392913818E+00,0.556613182334254816E+05,0.417891838950035708E+04
0.265607714653015137E+00,0.118691695272147246E+02,0.159645891189575195E+01,0.297783880000000011E+03,0.556619453599999979E+05,0.571946263313293457E+00,0.809251427650451660E+00,0.556618397977899149E+05,0.417891838950035708E+04
0.442975759506225586E-01,0.608881676359556234E+01,0.131653153896331787E+01,0.297783880000000011E+03,0.556619453599999979E+05,0.537577867507934570E-01,0.651624143123626709E+00,0.556610643380235269E+05,0.417891838950035708E+04
0.235314011573791504E+00,0.109949346090675476E+04,0.165692949295043945E+01,0.297783880000000011E+03,0.556619453599999979E+05,0.653252005577087402E+00,0.177274346351623535E-01,0.556614277101110056E+05,0.417891838950035708E+04
0.433624386787414551E+00,0.102494702198194573E+05,0.184576487541198730E+01,0.297783880000000011E+03,0.556619453599999979E+05,0.701698541641235352E+00,0.121647715568542480E+00,0.556612014874766901E+05,0.417891838950035708E+04
0.186955928802490234E-01,0.256628201543629109E+01,0.171715259552001953E+01,0.297783880000000011E+03,0.556619453599999979E+05,0.407640874385833740E+00,0.131093978881835938E+00,0.556622311050246790E+05,0.417891838950035708E+04
0.425232052803039551E+00,0.614974491962886095E+05,0.199264276027679443E+01,0.297783880000000011E+03,0.556619453599999979E+05,0.166530549526214600E+00,0.462762117385864258E-01,0.556627390856097772E+05,0.417891838950035708E+04
0.496994376182556152E+00,0.146438896447257594E+04,0.182553303241729736E+01,0.297783880000000011E+03,0.556619453599999979E+05,0.560881078243255615E+00,0.921601653099060059E-01,0.556627736447404459E+05,0.417891838950035708E+04
