seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.892453749288279682E-02,0.956920307968473161E+01,0.366661097486811249E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.111129091149994835E+00,0.239684683237617491E+00,0.549679530459504167E+05,0.552141725669736334E+05,0.553357559265976670E+05,0.554581770247921449E+05,0.555818357393122278E+05,0.557037895123709459E+05,0.560723560964816206E+05,0.561953810592270602E+05,0.120920281383051406E+05
0.949359348797464836E-02,0.389110054466740873E+01,0.523595623208416350E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.579267950220510475E+00,0.641199357273859238E+00,0.549685913963996718E+05,0.552145475110494299E+05,0.553360153818615290E+05,0.554582052972795136E+05,0.555815032444962271E+05,0.557036171887180753E+05,0.560729265364895691E+05,0.561955669519431613E+05,0.120925480664560073E+05
0.761782649926408609E-02,0.219037596308739353E+02,0.188733281040614792E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.929418433136968924E+00,0.445372919877454823E-01,0.549686289995693296E+05,0.552142540593023950E+05,0.553358643974563820E+05,0.554587007403182724E+05,0.555816699284310962E+05,0.557036046267974452E+05,0.560723485872588208E+05,0.561950240854746080E+05,0.120926348476777330E+05
0.113960808776631273E-01,0.922209755142967822E+02,0.532358504379789738E-01,0.122712982999999994E+03,0.555818607150000025E+05,0.297604145199477144E+00,0.621311748163919431E+00,0.549683641520798046E+05,0.552142815967368006E+05,0.553372563523904464E+05,0.554583715018002331E+05,0.555819105130665994E+05,0.557044245707463924E+05,0.560735865536134370E+05,0.561952332841100579E+05,0.120941603976055612E+05
0.856062741960333246E-02,0.680277276904442907E+01,0.396538553383253389E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.786770073186248808E+00,0.131857697630924139E-01,0.549679090094351486E+05,0.552143888106729864E+05,0.553355401291274538E+05,0.554588686769492706E+05,0.555826523765445163E+05,0.557041611671346254E+05,0.560733231658279547E+05,0.561963931142455694E+05,0.120943100519629679E+05
0.109487846488155061E-01,0.241995357222063745E+03,0.406607357062864147E-01,0.122712982999999994E+03,0.555818607150000025E+05,0.624327087880135134E+00,0.236660760188742936E+00,0.549681648677829944E+05,0.552138071236591786E+05,0.553354669987573798E+05,0.554588826857629683E+05,0.555818731156038193E+05,0.557036171156713244E+05,0.560734116284201009E+05,0.561959248052611438E+05,0.120960127661893621E+05
0.793545181362046922E-02,0.663680784383566191E+01,0.125414505881447091E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.736313245674932282E+00,0.745268152100346110E-01,0.549686969573821261E+05,0.552146506344146765E+05,0.553356718148477303E+05,0.554588415792874657E+05,0.555817074490343148E+05,0.557041114055754515E+05,0.560734097635018115E+05,0.561955686535803397E+05,0.120960683059159564E+05
0.109261111700224550E-01,0.110618693512983270E+02,0.825772738015767227E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.292576886821023230E+00,0.123301408900672649E+00,0.549684905352972200E+05,0.552139395926773577E+05,0.553359118009226659E+05,0.554592969098790563E+05,0.555818045900683646E+05,0.557037054582615456E+05,0.560725597692021402E+05,0.561957588654371357E+05,0.120963752972429083E+05
0.125803969812512805E-01,0.265934979400953786E+01,0.801894813347023949E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.949569342322569843E+00,0.818238570519167902E-01,0.549678817633052095E+05,0.552140403923376507E+05,0.553354498762935546E+05,0.554588349338224289E+05,0.555810793724262767E+05,0.557036409029034039E+05,0.560733273558484943E+05,0.561956631122422405E+05,0.120963995811795903E+05
0.792678786122213291E-02,0.501853668527244423E+01,0.329583996255175038E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.730378898597454418E+00,0.451665844326266330E+00,0.549682300077420514E+05,0.552146975594772157E+05,0.553356117188049029E+05,0.554583261301380408E+05,0.555810395553518247E+05,0.557039009624996906E+05,0.560735669221392600E+05,0.561955295327696876E+05,0.120968202866367774E+05
0.104733422252575870E-01,0.105805357095608699E+02,0.585553858735110788E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.755547812904211247E+00,0.337868635237257464E+00,0.549681040496085479E+05,0.552145388641589961E+05,0.553356690262751872E+05,0.554585960670471177E+05,0.555813893355136897E+05,0.557040540625683061E+05,0.560731527615539453E+05,0.561953278508074945E+05,0.120971375038945116E+05
0.123579562739213125E-01,0.663302262276124832E+01,0.276072175988529567E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.606037646467980640E+00,0.134841256505607937E+00,0.549680801861815926E+05,0.552144192445715016E+05,0.553355468806743011E+05,0.554585713082382063E+05,0.555820422486984899E+05,0.557039940500288358E+05,0.560732384583108142E+05,0.561951697809648758E+05,0.120972228815061953E+05
0.790140600013492823E-02,0.856469332562256547E+01,0.501073025731748542E-01,0.122712982999999994E+03,0.555818607150000025E+05,0.561513401742347318E+00,0.840263128083169386E+00,0.549682638067668377E+05,0.552145177595299756E+05,0.553355120763438317E+05,0.554584938555996705E+05,0.555813156115483289E+05,0.557041145102571390E+05,0.560726080946805014E+05,0.561958812898947363E+05,0.120973608693081424E+05
0.861758627950743802E-02,0.133698304627140740E+01,0.759318427232461124E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.874705283353671814E+00,0.165958817521601021E+00,0.549682999710159929E+05,0.552144140393934576E+05,0.553355814764108363E+05,0.554583474944827758E+05,0.555815536827666583E+05,0.557037191628153014E+05,0.560732646902521446E+05,0.561955228729831870E+05,0.120973734412507747E+05
0.111550567347178230E-01,0.180952536978132116E+03,0.393216222274747063E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.929216418986802073E+00,0.494160834483819700E+00,0.549685240301437952E+05,0.552140294178211552E+05,0.553372759242217362E+05,0.554593061483443598E+05,0.555809145948934965E+05,0.557038103360754321E+05,0.560736923600948794E+05,0.561957166244955733E+05,0.120983764199458856E+05
0.109121813375125994E-01,0.937263822859748359E+02,0.256077289684556952E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.630916915204685957E+00,0.936366665691593769E+00,0.549682271838993038E+05,0.552143082406775284E+05,0.553373854725761485E+05,0.554588496833062018E+05,0.555821782730603736E+05,0.557036254986533677E+05,0.560736204149762852E+05,0.561954270821952668E+05,0.120984336558539817E+05
0.138443756751359965E-01,0.380351859439761526E+02,0.734131538771979675E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.277210855797758116E+00,0.386289082328262035E+00,0.549685224717524470E+05,0.552140044500659860E+05,0.553373881240152186E+05,0.554584625141364522E+05,0.555818746486390446E+05,0.557045531850549887E+05,0.560733639659915134E+05,0.561956756398708458E+05,0.120985200438896427E+05
0.112637984530575656E-01,0.664363021802690241E+02,0.496550906507188972E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.512212499164700241E+00,0.309006165786709586E+00,0.549686773732713336E+05,0.552140146321925131E+05,0.553371942410384145E+05,0.554584169460102057E+05,0.555818551192823143E+05,0.557038321489275622E+05,0.560736725176978725E+05,0.561952695861759712E+05,0.120986121526473562E+05
0.106901339398505230E-01,0.167547433573882927E+02,0.746176384608503884E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.617881272911315671E+00,0.215282744577723895E+00,0.549684566584608838E+05,0.552144231715553396E+05,0.553373210828361262E+05,0.554588013416270696E+05,0.555820895020262687E+05,0.557037910089740617E+05,0.560734169455476440E+05,0.561958617344394079E+05,0.120994044737557397E+05
0.118581091510108830E-01,0.745300008816474531E+02,0.406701572866078054E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.712051011564655334E+00,0.752891304696263086E+00,0.549685988348405153E+05,0.552138934362058935E+05,0.553370631940861203E+05,0.554584530868427610E+05,0.555819602895002754E+05,0.557036278315994787E+05,0.560732161043759406E+05,0.561957719171185236E+05,0.120994801917207842E+05
0.126759597203141283E-01,0.890589535858870995E+01,0.731538022735522264E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.508323142057689026E+00,0.589555382425296370E+00,0.549686093773499451E+05,0.552141685795252270E+05,0.553373865662561948E+05,0.554585394573507947E+05,0.555815565135560246E+05,0.557038445439404240E+05,0.560727350371933790E+05,0.561955884526339069E+05,0.120995200410948564E+05
0.113128888459805982E-01,0.152880680365368775E+02,0.688805688454494636E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.592957967789720541E+00,0.263057017476907185E+00,0.549685882192721110E+05,0.552142680914556840E+05,0.553373926050491573E+05,0.554583268644878117E+05,0.555820009968953091E+05,0.557040366467189233E+05,0.560735734179271531E+05,0.561958131789267354E+05,0.120998847763684953E+05
0.125359863460648112E-01,0.130259960294722266E+02,0.674473621628053910E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.988542728119707781E+00,0.146168710924057810E-01,0.549684386778521075E+05,0.552142920898860393E+05,0.553373353413514997E+05,0.554587517553248617E+05,0.555816085809655342E+05,0.557039463203820851E+05,0.560736915030376695E+05,0.561957810005770516E+05,0.121000510943517747E+05
0.105428962666798964E-01,0.242879624702256747E+01,0.856724934500122215E+00,0.122712982999999994E+03,0.555818607150000025E+05,0.115360432073079958E+00,0.865823855603569226E+00,0.549679681997267544E+05,0.552142818302611850E+05,0.553373868329657125E+05,0.554587479496409433E+05,0.555816517741955904E+05,0.557036501917363930E+05,0.560733805716318675E+05,0.561952920662898468E+05,0.121001023637588387E+05
