seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.132449584265354279E-01,0.266487115165637523E+01,0.856737044731925135E+00,0.116170460000000006E+03,0.556193542700000035E+05,0.354578141314563222E+00,0.398871467971571525E+00,0.550387693565083609E+05,0.552711369246861213E+05,0.555038200235420300E+05,0.556200027910977878E+05,0.557354554456305050E+05,0.558511315018526002E+05,0.559671733471288244E+05,0.562007107470559276E+05,0.944879396351647483E+04
0.108074801495827450E-01,0.126789716798365770E+02,0.513677615571979107E+00,0.116170460000000006E+03,0.556193542700000035E+05,0.154417351974814127E+00,0.213513027045307002E+00,0.550380137472906790E+05,0.552715067953077378E+05,0.555039316873000644E+05,0.556202574189238585E+05,0.557355270732824356E+05,0.558513811965377245E+05,0.559675623209371042E+05,0.562007575651828956E+05,0.944923029634656086E+04
0.132788337173556734E-01,0.324050493503809776E+02,0.473674295570860715E+00,0.116170460000000006E+03,0.556193542700000035E+05,0.402857147820282480E+00,0.162458804397210443E+00,0.550380759229620744E+05,0.552711328031179582E+05,0.555035165416579548E+05,0.556201600149674123E+05,0.557359313339319415E+05,0.558512864729558642E+05,0.559670589631553084E+05,0.562002904354850398E+05,0.944936808840725280E+04
0.126386891190526478E-01,0.165389834172486783E+01,0.836642895972929845E+00,0.116170460000000006E+03,0.556193542700000035E+05,0.747688206179451309E+00,0.412759255296598737E+00,0.550375933052185719E+05,0.552710671776380041E+05,0.555037667433194438E+05,0.556202899171499230E+05,0.557360672572952026E+05,0.558515513364865328E+05,0.559674681763955014E+05,0.562005566196089276E+05,0.944942648462140278E+04
0.119755090035395945E-01,0.232022873814596906E+02,0.473802436064456843E-02,0.116170460000000006E+03,0.556193542700000035E+05,0.857711522732217513E+00,0.332946443712001550E+00,0.550390783494014904E+05,0.552710608869542848E+05,0.555037692341638467E+05,0.556199779402428831E+05,0.557356671735693599E+05,0.558509731163776305E+05,0.559670982717519146E+05,0.562001409354298739E+05,0.944972172716721798E+04
0.104920556741703429E-01,0.614670248482939829E+01,0.451979833777054474E+00,0.116170460000000006E+03,0.556193542700000035E+05,0.318759134547546230E+00,0.753296861938017592E+00,0.550381106403949743E+05,0.552714214587362221E+05,0.555040637396656603E+05,0.556201191484931114E+05,0.557356046094321428E+05,0.558513093179441130E+05,0.559673333037230259E+05,0.562003745154318094E+05,0.944976375455044217E+04
0.130977098704462454E-01,0.696974433925890509E+02,0.210450193377956507E+00,0.116170460000000006E+03,0.556193542700000035E+05,0.353911927348108724E+00,0.707176007625050618E+00,0.550381963893706707E+05,0.552715219896513881E+05,0.555041144119118690E+05,0.556200860732931251E+05,0.557355098665200421E+05,0.558512864826580553E+05,0.559669960117676965E+05,0.562005731044005734E+05,0.944998274461436631E+04
0.134453039622156149E-01,0.633033784252705232E+02,0.141400761645759099E+00,0.116170460000000006E+03,0.556193542700000035E+05,0.323365927648918361E+00,0.913400260740220626E+00,0.550393167447252999E+05,0.552710019559171924E+05,0.555038692416588310E+05,0.556197199588325166E+05,0.557360227312581046E+05,0.558511698667194214E+05,0.559669872822493926E+05,0.562001903112739383E+05,0.945005954603280406E+04
0.116515313755664370E-01,0.500955877402823901E+02,0.256946982811736668E+00,0.116170460000000006E+03,0.556193542700000035E+05,0.858731460201127450E+00,0.231156324578265598E+00,0.550390310287339307E+05,0.552712850829362505E+05,0.555038103370077952E+05,0.556195965653774620E+05,0.557357967056997659E+05,0.558511920630673922E+05,0.559669621253806108E+05,0.562002865698407695E+05,0.945013709712063974E+04
0.133952532965835348E-01,0.615885689206982700E+01,0.724035991510487476E+00,0.116170460000000006E+03,0.556193542700000035E+05,0.472098051823573728E+00,0.493620813481212284E-01,0.550376517011359465E+05,0.552712274065346719E+05,0.555040784538089065E+05,0.556199583294261829E+05,0.557355212007297378E+05,0.558519771911046482E+05,0.559674089932784846E+05,0.562005174867535752E+05,0.945017295450845268E+04
0.114448134592697714E-01,0.134919201682249241E+02,0.208141362109985628E+00,0.116170460000000006E+03,0.556193542700000035E+05,0.802876873914719624E+00,0.870298065669253607E+00,0.550376444192234485E+05,0.552710914144076014E+05,0.555034355982247434E+05,0.556201279958202431E+05,0.557358954277884113E+05,0.558510995593393018E+05,0.559670289070615981E+05,0.562003555409693945E+05,0.945022430780555806E+04
