seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.770460375860476110E+00,0.264358499472734509E+01,0.175322471784954748E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.947101636734670294E+00,0.660151886156909451E+00,0.550761940645687864E+05,0.553579412155409664E+05,0.554988909470959916E+05,0.557806069242599988E+05,0.559214426846030401E+05,0.560624504299666150E+05,0.562032364850404410E+05,0.563440640693507739E+05,0.700224463013439981E+04
0.110618774932121199E-01,0.330863771012216716E+03,0.655941335771253353E+00,0.140885622000000012E+03,0.557805598099999988E+05,0.699146367574136396E+00,0.534232275188906813E+00,0.550762239638880565E+05,0.553579955606516669E+05,0.554988325844574792E+05,0.557805756583320035E+05,0.559214363754432852E+05,0.560624064289001981E+05,0.562032292641767490E+05,0.563440425659655448E+05,0.700354751071833653E+04
0.115481230081797247E-01,0.538726894648812845E+03,0.670174249744226680E+00,0.140885622000000012E+03,0.557805598099999988E+05,0.664299979775863192E+00,0.246577172900597108E+00,0.550761669211754197E+05,0.553580086037487490E+05,0.554988491491085806E+05,0.557806440116981903E+05,0.559213872708692725E+05,0.560623134840788407E+05,0.562032088076166838E+05,0.563441118348973614E+05,0.700355839560443292E+04
0.538589522125560646E-01,0.545868101099631531E+01,0.101905916553667542E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.991310025088966373E+00,0.578177710818318369E+00,0.550761462193532861E+05,0.553579400554466411E+05,0.554988838163218461E+05,0.557806440817422408E+05,0.559214737650730895E+05,0.560623174219124121E+05,0.562032853394973572E+05,0.563440565250647269E+05,0.700402597570075795E+04
0.698146572067712801E+00,0.132999098642284985E+01,0.169076695829242118E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.292476606326660171E+00,0.640199392901179998E+00,0.550761563211637622E+05,0.553579913931490446E+05,0.554988250709187632E+05,0.557805563744044339E+05,0.559214759652607390E+05,0.560624376152932382E+05,0.562032529477886856E+05,0.563440768279917102E+05,0.700426893434437807E+04
0.104038477530781007E-01,0.459032693279680814E+03,0.410922399891871654E-01,0.140885622000000012E+03,0.557805598099999988E+05,0.860723906779643722E+00,0.860709235596116229E+00,0.550761260501547586E+05,0.553578984199422557E+05,0.554988609574337388E+05,0.557805348702678675E+05,0.559214562791714125E+05,0.560623745570381507E+05,0.562033151431220467E+05,0.563441601013005638E+05,0.700466712630604616E+04
0.164758592599720081E-01,0.151629429013952883E+02,0.963118600766608046E+00,0.140885622000000012E+03,0.557805598099999988E+05,0.748878436268536674E+00,0.191646830155705467E+00,0.550760884218445281E+05,0.553579407407740509E+05,0.554987876177680664E+05,0.557805403608254637E+05,0.559214771225474906E+05,0.560623321425009563E+05,0.562032423522674580E+05,0.563442241681473606E+05,0.700466850420893115E+04
0.760934931493141065E+00,0.174379436827249967E+01,0.175485638279114364E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.435639854082873895E-01,0.788862069507640817E+00,0.550761389608344907E+05,0.553579501150070064E+05,0.554988287378562381E+05,0.557806025039902670E+05,0.559214530752579012E+05,0.560623600719717288E+05,0.562032858596299266E+05,0.563440843920192565E+05,0.700526121826565941E+04
0.929562616385931517E+00,0.267194769250272923E+01,0.191611149197530017E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.876584387355487382E+00,0.463925811271264366E+00,0.550761366200846387E+05,0.553579235642296117E+05,0.554988617804967507E+05,0.557806494849742521E+05,0.559214148311056706E+05,0.560623234302362980E+05,0.562032595033073521E+05,0.563441538834796302E+05,0.700528182076615758E+04
0.681853626655231970E+00,0.108126212659064236E+01,0.167444215407411767E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.163691533084903834E+00,0.660361489592102502E+00,0.550761705513742490E+05,0.553579062334225018E+05,0.554988620120480846E+05,0.557804940135388460E+05,0.559214332912567115E+05,0.560623653411778287E+05,0.562032882035468938E+05,0.563441614455262825E+05,0.700532258460593130E+04
0.985205134474512745E+00,0.225229974716421211E+01,0.197378729873777514E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.774715766867549060E+00,0.990146678838319250E-01,0.550761563238716772E+05,0.553580105479145568E+05,0.554988426806910356E+05,0.557806242485240800E+05,0.559214068407418017E+05,0.560623991540585339E+05,0.562032094700900780E+05,0.563441451732593268E+05,0.700555544428148187E+04
0.118428170426416717E-01,0.230750567842380093E+03,0.609280444144622568E+00,0.140885622000000012E+03,0.557805598099999988E+05,0.611026080215511858E+00,0.990530518215169353E+00,0.550761036851857207E+05,0.553578138897369281E+05,0.554988126891631837E+05,0.557805595226443183E+05,0.559214284987743667E+05,0.560623931296816445E+05,0.562032213083884271E+05,0.563441344398220172E+05,0.700561756048832194E+04
0.184225910538900917E+00,0.460693726877516685E+01,0.115523109884333741E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.958383106903426096E+00,0.848396344451260442E+00,0.550761415493204040E+05,0.553580056069139537E+05,0.554988669988837355E+05,0.557806046432581134E+05,0.559214458167616176E+05,0.560623190686790767E+05,0.562032543001524245E+05,0.563440631334996870E+05,0.700566200382280113E+04
0.485213457329906062E+00,0.170138276020435320E+01,0.147711668740290025E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.119524028048902761E+00,0.583594789585188747E-01,0.550761091427111096E+05,0.553579296311161524E+05,0.554987750115190429E+05,0.557805225555023426E+05,0.559214350825660003E+05,0.560623806046410391E+05,0.562032620614189727E+05,0.563440993299977854E+05,0.700568832679716888E+04
0.855078399267412470E+00,0.223284314666078165E+01,0.184780272845039972E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.168613817906192842E+00,0.966587960448942130E+00,0.550760878581335128E+05,0.553579207833898836E+05,0.554988551420225849E+05,0.557804830240552183E+05,0.559214396890934149E+05,0.560623244383833298E+05,0.562032269446936043E+05,0.563440990906258594E+05,0.700576647372963998E+04
0.723201311600924490E+00,0.440326574060033149E+01,0.170587737052977051E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.893708984276988194E+00,0.607503949094067797E+00,0.550760648653569806E+05,0.553579793663062155E+05,0.554988404304818687E+05,0.557805705614593899E+05,0.559213937500913598E+05,0.560623321048500147E+05,0.562032607615590023E+05,0.563440964656137148E+05,0.700598479858469545E+04
0.742850992632623219E+00,0.154176141666540545E+01,0.173573091181617278E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.101858947532043345E+00,0.958803652865895417E+00,0.550762048617601540E+05,0.553578859657023932E+05,0.554988372604041506E+05,0.557806354393841902E+05,0.559214629137442244E+05,0.560623762157508390E+05,0.562032864486248800E+05,0.563440888073450405E+05,0.700605972140139602E+04
0.118680120010083059E+00,0.199976282647668535E+01,0.109950385179968024E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.890103178306712040E+00,0.194796329681408628E-01,0.550761162088163037E+05,0.553579551043061365E+05,0.554987949839987341E+05,0.557805317679676664E+05,0.559215227464688869E+05,0.560623967493333257E+05,0.562032314762797105E+05,0.563441487691022921E+05,0.700609524534350385E+04
0.127188261240391599E-01,0.130101810931741483E+03,0.846922570569932698E+00,0.140885622000000012E+03,0.557805598099999988E+05,0.733614165104627070E+00,0.523307465815054051E+00,0.550762515280604348E+05,0.553578929868340419E+05,0.554988208165603210E+05,0.557805637353802595E+05,0.559214673244453661E+05,0.560623890777765700E+05,0.562032219743864916E+05,0.563441122608013029E+05,0.700610021111744027E+04
0.470815261425439890E+00,0.100836625610210162E+01,0.146055072334550062E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.493529897509567828E+00,0.861788943618920444E+00,0.550761467763270339E+05,0.553579382011808775E+05,0.554988007291263493E+05,0.557806207067859214E+05,0.559214690666541283E+05,0.560623852807296571E+05,0.562032833395951675E+05,0.563441793752361555E+05,0.700617841529146699E+04
0.106382146529223690E-01,0.929540969492297108E+03,0.210041323075911279E+00,0.140885622000000012E+03,0.557805598099999988E+05,0.385696618267114821E+00,0.639029142020325680E+00,0.550762110459221221E+05,0.553578405477391061E+05,0.554988413435220282E+05,0.557805486722150599E+05,0.559213908833641253E+05,0.560623907241894485E+05,0.562032197986753308E+05,0.563441468754507732E+05,0.700618257173851089E+04
0.376089596712620600E+00,0.322315248882533201E+01,0.136170692731657716E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.661378325138595180E+00,0.932712657213159768E+00,0.550761391371845821E+05,0.553579293236548838E+05,0.554988888275002173E+05,0.557805943062670412E+05,0.559214338166958842E+05,0.560624280118431561E+05,0.562031792617826795E+05,0.563441133686410176E+05,0.700619652950628461E+04
0.105034768270233364E-01,0.533780113493189106E+03,0.403240680515759065E+00,0.140885622000000012E+03,0.557805598099999988E+05,0.795664491733951484E+00,0.625305279976240636E+00,0.550760702632413595E+05,0.553579535858891031E+05,0.554988758169365610E+05,0.557805562955603018E+05,0.559214001730763484E+05,0.560623222071702767E+05,0.562032297627452790E+05,0.563440644776353292E+05,0.700630802268069056E+04
0.449847147128064825E-01,0.766748729111117377E+01,0.100380867183546729E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.991668792465640880E+00,0.715209443341101703E+00,0.550760975263692526E+05,0.553579402964580731E+05,0.554988557397204349E+05,0.557806535798630866E+05,0.559214529315104301E+05,0.560623679957980494E+05,0.562031617330861991E+05,0.563441255098062175E+05,0.700635572879860683E+04
0.102850092757172662E-01,0.658823739010110103E+03,0.224672271302192500E+00,0.140885622000000012E+03,0.557805598099999988E+05,0.602625993772309854E+00,0.934124532944459518E+00,0.550761676079033568E+05,0.553578665707227265E+05,0.554988517209857891E+05,0.557805954909957291E+05,0.559215031038861634E+05,0.560623250191513580E+05,0.562031866481241741E+05,0.563440510859135684E+05,0.700637793904064620E+04
0.537667354408660869E+00,0.127103756368199972E+01,0.152856985510153054E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.449956151005530103E+00,0.314198632742365092E+00,0.550761327362014345E+05,0.553579512497510150E+05,0.554988570900951017E+05,0.557805850313571937E+05,0.559213981151602493E+05,0.560624390152835040E+05,0.562032176893821306E+05,0.563441288988017841E+05,0.700665952047699193E+04
0.118062424738834028E-01,0.887061751804077062E+03,0.171880071411738361E+00,0.140885622000000012E+03,0.557805598099999988E+05,0.456978441248517886E+00,0.439693951925437976E+00,0.550761039894946371E+05,0.553579730162802589E+05,0.554989244809066295E+05,0.557805494313991076E+05,0.559214219691645485E+05,0.560624211950118188E+05,0.562032331463020746E+05,0.563441307623247340E+05,0.700667514961237885E+04
0.179240645518417063E+00,0.262459192527473650E+01,0.115588432353704951E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.922974882919501471E+00,0.611432683616956574E+00,0.550761365174656094E+05,0.553579264897859975E+05,0.554988298062168469E+05,0.557805863941647840E+05,0.559214731407103391E+05,0.560624563069793730E+05,0.562031735930728828E+05,0.563441361904071528E+05,0.700673758886103860E+04
0.837259805571356597E+00,0.235767235242193651E+01,0.182777968926128098E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.492819775822909145E+00,0.949209317324071655E+00,0.550761514435569188E+05,0.553578918477843326E+05,0.554988482688936201E+05,0.557805980228242261E+05,0.559214901048327811E+05,0.560622837210785074E+05,0.562032719633465895E+05,0.563440782111133813E+05,0.700680875315459252E+04
0.100343746977887421E-01,0.420822164543074962E+03,0.392023110978248990E+00,0.140885622000000012E+03,0.557805598099999988E+05,0.977189149616728869E+00,0.532688609998513973E+00,0.550761187260858642E+05,0.553579021721902973E+05,0.554987746296611731E+05,0.557806034117468225E+05,0.559214392433652320E+05,0.560623818856185462E+05,0.562032010846633129E+05,0.563440726577905807E+05,0.700681457007817062E+04
0.606609548044081737E+00,0.213128267770255730E+01,0.159178543039193499E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.936823614902680180E+00,0.240455710157385538E+00,0.550761109755010548E+05,0.553579662354844477E+05,0.554987692012224288E+05,0.557805628106600197E+05,0.559214606823656795E+05,0.560623820962353493E+05,0.562032167478953052E+05,0.563441308347741797E+05,0.700684745510361699E+04
0.906272686185312870E+00,0.228400249534981681E+01,0.189399085897077057E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.741863526173352605E+00,0.711622510628259430E+00,0.550761466419500139E+05,0.553578749895644069E+05,0.554989023540161652E+05,0.557806241732647977E+05,0.559214167156862677E+05,0.560623839638767386E+05,0.562032360714634924E+05,0.563440860193318949E+05,0.700688728481287671E+04
0.181374157790312129E+00,0.185518360505619762E+01,0.116782554808562011E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.380271807869735079E+00,0.953641026906319883E-01,0.550760986308932115E+05,0.553578297694581779E+05,0.554988145099829198E+05,0.557806109368227917E+05,0.559214583757643195E+05,0.560623670925044498E+05,0.562032309373596654E+05,0.563441278555338722E+05,0.700689874131480974E+04
0.108039857346563621E-01,0.439973436889042546E+03,0.444635670779824521E+00,0.140885622000000012E+03,0.557805598099999988E+05,0.857311042227266396E+00,0.470351416678664258E+00,0.550761212328380789E+05,0.553578117466144176E+05,0.554987942338257344E+05,0.557805770077410634E+05,0.559214814773165563E+05,0.560624142442516822E+05,0.562032541098378497E+05,0.563441526998453119E+05,0.700753561521211395E+04
0.283637042840547693E+00,0.103010037509158381E+01,0.127581230972054804E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.631876647632612504E-01,0.513351451733463637E+00,0.550761431379957794E+05,0.553579496025443586E+05,0.554987657034529839E+05,0.557805889300134513E+05,0.559214690753920295E+05,0.560623283073131315E+05,0.562032599008811449E+05,0.563441392516354535E+05,0.700755892087153097E+04
0.166726350907492216E+00,0.103701697905815982E+01,0.115600968193683151E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.238602135144626637E+00,0.294243536082072321E+00,0.550761404248534600E+05,0.553579097283204246E+05,0.554989028052890862E+05,0.557805798183915613E+05,0.559214177476000259E+05,0.560624324763262848E+05,0.562031918575627133E+05,0.563441401006683445E+05,0.700756015289079096E+04
0.722812789262331723E+00,0.312794839341198383E+01,0.171274794454125412E+01,0.140885622000000012E+03,0.557805598099999988E+05,0.452757299278711611E+00,0.744203037231945363E+00,0.550761507660476782E+05,0.553578577769217809E+05,0.554988223418726120E+05,0.557805873960325698E+05,0.559213809944797831E+05,0.560623354724096280E+05,0.562032202692731444E+05,0.563441110121067832E+05,0.700757778503755162E+04
0.103431633911992664E-01,0.328947688250225269E+03,0.475525462797978304E+00,0.140885622000000012E+03,0.557805598099999988E+05,0.988080858371528925E+00,0.311071147247764801E+00,0.550761246739202761E+05,0.553579563610146288E+05,0.554988430305083748E+05,0.557805411503374125E+05,0.559214863620366450E+05,0.560624077486487658E+05,0.562032492985019708E+05,0.563441499954669198E+05,0.700765554448473449E+04
