seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_likelihood
0.132787314408358892E+00,0.375993737029111097E+01,0.111756448049075119E+01,0.454181060000000016E+02,0.561802617559999999E+05,0.102047577750343565E+00,0.812768607333799520E+00,0.561795059180818425E+05,0.562256504176514645E+05,0.906755706803605221E+03
0.276153038690712359E-01,0.366805896211859817E+03,0.818060316724849024E+00,0.454181060000000016E+02,0.561802617559999999E+05,0.808464697451483860E+00,0.828657034935073034E+00,0.561795478133152574E+05,0.562256194623281117E+05,0.906944332360166186E+03
0.339011367355363732E-01,0.128350059567080717E+02,0.995166997804705855E+00,0.454181060000000016E+02,0.561802617559999999E+05,0.304271441914491292E+00,0.101628817301896296E+00,0.561794791892371140E+05,0.562256706041747311E+05,0.908052459695378843E+03
0.992411397649653249E+00,0.159542604204120213E+02,0.197307269799300022E+01,0.454181060000000016E+02,0.561802617559999999E+05,0.625458982235419403E+00,0.609446460824129455E+00,0.561794771342219610E+05,0.562256665441383011E+05,0.908167475029528418E+03
0.507462712621210899E+00,0.117614009598507181E+02,0.149495209357158987E+01,0.454181060000000016E+02,0.561802617559999999E+05,0.306798443149574711E-01,0.549335161445299702E+00,0.561795024725878320E+05,0.562256766811983180E+05,0.908332789881906479E+03
0.185989682552701908E-01,0.494417387194432820E+03,0.592992520829029646E+00,0.454181060000000016E+02,0.561802617559999999E+05,0.539390495941612924E+00,0.511478587077955571E+00,0.561795119153176929E+05,0.562256577291098292E+05,0.908688040363717278E+03
0.246963468006372311E-01,0.484617035479666083E+04,0.341627686831618926E+00,0.454181060000000016E+02,0.561802617559999999E+05,0.945959803745938799E-01,0.162811399655903077E+00,0.561795281906260498E+05,0.562256663385587817E+05,0.908698474237008782E+03
0.877047518868037002E+00,0.547965136509053110E+02,0.184987240251652585E+01,0.454181060000000016E+02,0.561802617559999999E+05,0.771423547209138749E+00,0.747103030078719699E+00,0.561794973070140550E+05,0.562256415879269189E+05,0.908773388235278276E+03
0.208662072542816074E-01,0.582040521758209024E+03,0.581226691855611488E+00,0.454181060000000016E+02,0.561802617559999999E+05,0.897069810959570946E+00,0.817462977167270233E+00,0.561794915039102052E+05,0.562256693601456136E+05,0.908925288057496005E+03
0.451608775456393829E+00,0.898477007726084409E+01,0.143382621726195603E+01,0.454181060000000016E+02,0.561802617559999999E+05,0.233051193911474414E+00,0.149455177682932594E+00,0.561794875330994764E+05,0.562256385899200541E+05,0.909045628478505819E+03
