seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_likelihood
0.687932729721069336E+00,0.360415701966340384E+04,0.184938764572143555E+01,0.242482719000000003E+03,0.556851954380000025E+05,0.675595700740814209E+00,0.983471810817718506E+00,0.552007278296756776E+05,0.554427232804662199E+05,0.556857459408963114E+05,0.564121975662905897E+05,0.225788299276412863E+04
0.960764884948730469E-01,0.162519661665522932E+03,0.185603964328765869E+01,0.242482719000000003E+03,0.556851954380000025E+05,0.934319555759429932E+00,0.497118413448333740E+00,0.552003605845975908E+05,0.554429248294002027E+05,0.556845798991644770E+05,0.564121461870867934E+05,0.225788299276412863E+04
0.180268287658691406E+00,0.874583800382733461E+06,0.148987722396850586E+01,0.242482719000000003E+03,0.556851954380000025E+05,0.229671776294708252E+00,0.322572231292724609E+00,0.551998092280435594E+05,0.554418032946950407E+05,0.556856439758265406E+05,0.564119310579497542E+05,0.225788299276412863E+04
0.365616202354431152E+00,0.172352430732222024E+04,0.166167902946472168E+01,0.242482719000000003E+03,0.556851954380000025E+05,0.530359208583831787E+00,0.898106932640075684E+00,0.552007103991317781E+05,0.554419134161836118E+05,0.556854945273125559E+05,0.564129952658612456E+05,0.225788299276412863E+04
0.118639945983886719E+00,0.244714977193331436E+03,0.128604209423065186E+01,0.242482719000000003E+03,0.556851954380000025E+05,0.669010162353515625E+00,0.922109425067901611E+00,0.552010072785425218E+05,0.554435185578233213E+05,0.556844190401757151E+05,0.564117736737925734E+05,0.225788299276412863E+04
0.353102385997772217E+00,0.508784263660810865E+02,0.192623198032379150E+01,0.242482719000000003E+03,0.556851954380000025E+05,0.679621100425720215E+00,0.974503278732299805E+00,0.552011571150827440E+05,0.554423677466279478E+05,0.556847517415011316E+05,0.564121148196656432E+05,0.225788299276412863E+04
0.642952322959899902E-01,0.238803622107994397E+04,0.106184124946594238E+01,0.242482719000000003E+03,0.556851954380000025E+05,0.450589060783386230E+00,0.617269694805145264E+00,0.552003323539304765E+05,0.554420027563935728E+05,0.556851579639637857E+05,0.564124749978978361E+05,0.225790856619041597E+04
0.104373361448503593E-01,0.365387312844361389E+02,0.510092300750444760E+00,0.242482719000000003E+03,0.556851954380000025E+05,0.212881359580287893E+00,0.938772059316349883E+00,0.552007791208576600E+05,0.554431802532061847E+05,0.556848464625458146E+05,0.564122979590928226E+05,0.225795770349198710E+04
0.763633379052457317E+00,0.103233383328429196E+01,0.175631783653748985E+01,0.242482719000000003E+03,0.556851954380000025E+05,0.455917170847175479E+00,0.395197840515373211E+00,0.551998917676147612E+05,0.554431349391844851E+05,0.556849607789434158E+05,0.564127628923471493E+05,0.225812404417517746E+04
0.569013837253559251E+00,0.305904199598786732E+02,0.156226077851273004E+01,0.242482719000000003E+03,0.556851954380000025E+05,0.516711184800255019E+00,0.131537322369796039E+00,0.552007910354045889E+05,0.554418729920363767E+05,0.556852760406470479E+05,0.564135539788708556E+05,0.225840059726757454E+04
0.661206936609386176E-02,0.180014778156889270E+04,0.803426823750273411E+00,0.242482719000000003E+03,0.556851954380000025E+05,0.843672495665132582E+00,0.238171968407298429E+00,0.552002216098899880E+05,0.554428914089564496E+05,0.556851180130960856E+05,0.564117259860019985E+05,0.225983340449424031E+04
0.115341761330086338E-01,0.211340631943503382E+03,0.390572354972245406E+00,0.242482719000000003E+03,0.556851954380000025E+05,0.637116674598955712E+00,0.864259691233268623E+00,0.552000474944355228E+05,0.554428151905852137E+05,0.556844298760611346E+05,0.564124379651190829E+05,0.226046892511872784E+04
0.670367950217700459E+00,0.258514072437780938E+06,0.163771497912303321E+01,0.242482719000000003E+03,0.556851954380000025E+05,0.993062971920552040E+00,0.465220942211875821E+00,0.552006342664140248E+05,0.554435719756452672E+05,0.556856624823074162E+05,0.564121356189129656E+05,0.226055361699077866E+04
0.285069942474365234E-01,0.178907114459507488E+01,0.198093652725219727E+00,0.242482719000000003E+03,0.556851954380000025E+05,0.994777798652648926E+00,0.594221949577331543E+00,0.552005786896753343E+05,0.554426119188434095E+05,0.556852656686032205E+05,0.564126070463854994E+05,0.226160983798062671E+04
0.901945931036965964E+00,0.268438799021915884E+04,0.188612221579247619E+01,0.242482719000000003E+03,0.556851954380000025E+05,0.767740692381084666E+00,0.372569618681836523E+00,0.551992459208882574E+05,0.554437103623027506E+05,0.556852773453491609E+05,0.564130731866574060E+05,0.226196269631279893E+04
0.129245496584876624E-01,0.182265581317953206E+04,0.655232702861894722E+00,0.242482719000000003E+03,0.556851954380000025E+05,0.354324632403798315E-01,0.947597738439778903E+00,0.552006854642790640E+05,0.554428403569123111E+05,0.556853278240959698E+05,0.564125365416977875E+05,0.226284780737647816E+04
