seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.233723197704957281E+00,0.426047341720779400E+02,0.120422027433367007E+01,0.284727530999999999E+03,0.555445612620000029E+05,0.629193246597450462E+00,0.193093856727807878E-01,0.549750338663591174E+05,0.552599296964947425E+05,0.555446302285367346E+05,0.558287814720333699E+05,0.561139244870604525E+05,0.563986295128329366E+05,0.223529255096788256E+05
0.868848712097386566E+00,0.250461938167956149E+02,0.184987565476577442E+01,0.284727530999999999E+03,0.555445612620000029E+05,0.566900653697549828E+00,0.261024476378564518E+00,0.549750665105432709E+05,0.552598731121082965E+05,0.555446372502434533E+05,0.558293139274594942E+05,0.561140289152147598E+05,0.563986142407824518E+05,0.223540798240085569E+05
0.112519529872823043E+00,0.212076193414934373E+02,0.108123199014116644E+01,0.284727530999999999E+03,0.555445612620000029E+05,0.692831544122809340E+00,0.596635754870911139E-01,0.549750294695289776E+05,0.552598361605361424E+05,0.555446101604620053E+05,0.558288144294370286E+05,0.561139186042242800E+05,0.563986059112275907E+05,0.223572290892925812E+05
0.293739256070051080E+00,0.155196128329435989E+02,0.127708476308454233E+01,0.284727530999999999E+03,0.555445612620000029E+05,0.103379340216321530E+00,0.946145956182199988E+00,0.549749675108863739E+05,0.552598699462528821E+05,0.555446391535296279E+05,0.558287590344328637E+05,0.561139617859334903E+05,0.563986036097979013E+05,0.223573664614224399E+05
0.212023858873906824E-01,0.101707478621038024E+04,0.780020563964470948E+00,0.284727530999999999E+03,0.555445612620000029E+05,0.990173260452024473E+00,0.585803292670236231E+00,0.549750372860699863E+05,0.552598737747397245E+05,0.555446254339199440E+05,0.558292993140999752E+05,0.561139900913069578E+05,0.563986849548199243E+05,0.223579097600676541E+05
0.824640930422917640E+00,0.122345771629023744E+03,0.179095728788873032E+01,0.284727530999999999E+03,0.555445612620000029E+05,0.878267635363138899E+00,0.646803956991168327E+00,0.549750134481401183E+05,0.552598955225197133E+05,0.555446486564661900E+05,0.558288963303826458E+05,0.561139572299553329E+05,0.563985985989708788E+05,0.223579681199204315E+05
0.735304906857274898E+00,0.486467066792608307E+02,0.171557613266434128E+01,0.284727530999999999E+03,0.555445612620000029E+05,0.470320465346990735E+00,0.999070966770548852E+00,0.549750179115304418E+05,0.552598355760894556E+05,0.555446338851699547E+05,0.558288102321620827E+05,0.561139812073473076E+05,0.563985926329601789E+05,0.223582217661202340E+05
0.313398639855899053E+00,0.191354427486238095E+02,0.128871077080827012E+01,0.284727530999999999E+03,0.555445612620000029E+05,0.641199688209380336E+00,0.121554316253732614E+00,0.549750192343297604E+05,0.552598553939480553E+05,0.555446648629852571E+05,0.558288615495324557E+05,0.561139597944017005E+05,0.563985993479209283E+05,0.223583352229192642E+05
0.236459045530266476E-01,0.227494734209589865E+03,0.917960202008519799E+00,0.284727530999999999E+03,0.555445612620000029E+05,0.565336541627686207E+00,0.271001654838580908E+00,0.549749998610859111E+05,0.552599110043447217E+05,0.555446340118289445E+05,0.558293179824542822E+05,0.561140010199177486E+05,0.563985984233749405E+05,0.223586269904664259E+05
0.436167621707254094E+00,0.264864807067523742E+02,0.142050633857739195E+01,0.284727530999999999E+03,0.555445612620000029E+05,0.185816541933839841E+00,0.789453432512963515E+00,0.549750528082003584E+05,0.552598765111993489E+05,0.555446353063969364E+05,0.558292621774748986E+05,0.561139594379871778E+05,0.563986197260141853E+05,0.223586643088148048E+05
0.208314379865942347E-01,0.261563111854688486E+04,0.538386789780855524E+00,0.284727530999999999E+03,0.555445612620000029E+05,0.986796982309594561E+00,0.654091922643788459E+00,0.549750665937746962E+05,0.552598625048963077E+05,0.555446190914930921E+05,0.558292813336776089E+05,0.561139362970671282E+05,0.563986734508129230E+05,0.223588269802757022E+05
0.707282832380792925E+00,0.521817158247849235E+02,0.168163470573881035E+01,0.284727530999999999E+03,0.555445612620000029E+05,0.903813711042305346E+00,0.179287125781997818E-02,0.549750604829130098E+05,0.552598901388888044E+05,0.555446594944268363E+05,0.558292978968098687E+05,0.561139868567079466E+05,0.563986260844066855E+05,0.223589959117461876E+05
0.183679558523522843E-01,0.478051669987996866E+04,0.487491104177213308E+00,0.284727530999999999E+03,0.555445612620000029E+05,0.924232685342605498E+00,0.374655268166499758E-01,0.549750535784550157E+05,0.552598813124337612E+05,0.555446176332897157E+05,0.558292823921124436E+05,0.561139815413888791E+05,0.563986238845746047E+05,0.223590011974593071E+05
0.734355990421561078E+00,0.286134500060199564E+02,0.171249801944250302E+01,0.284727530999999999E+03,0.555445612620000029E+05,0.742050648077690611E+00,0.103422550105103178E+00,0.549750367797410145E+05,0.552599111342192919E+05,0.555446250961312908E+05,0.558292826569604367E+05,0.561139307080355065E+05,0.563986263047270477E+05,0.223592550682820911E+05
0.272253342564378109E+00,0.173903283380458475E+02,0.125491754608157802E+01,0.284727530999999999E+03,0.555445612620000029E+05,0.497263615982395726E-01,0.417147534595099789E+00,0.549749908721424945E+05,0.552598363833620169E+05,0.555446478859281269E+05,0.558292914564270031E+05,0.561138930991035668E+05,0.563986453578441797E+05,0.223593412153392055E+05
0.213757013277109525E-01,0.145096026701477876E+04,0.799959465417940718E+00,0.284727530999999999E+03,0.555445612620000029E+05,0.161797498934114103E+00,0.831223951576980147E+00,0.549750153471733938E+05,0.552598265264843430E+05,0.555446188631103505E+05,0.558292908962024667E+05,0.561139046356634790E+05,0.563985986841459235E+05,0.223595671824760102E+05
0.940019127368128399E-01,0.553721410346513068E+02,0.106227597732602042E+01,0.284727530999999999E+03,0.555445612620000029E+05,0.375638859023495308E+00,0.445371752417392242E+00,0.549749942215359624E+05,0.552598499664878327E+05,0.555446028649565415E+05,0.558292635449613808E+05,0.561139246974629932E+05,0.563986052446556059E+05,0.223598908088214412E+05
