seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.112208595549818199E+00,0.344403800302834225E+04,0.708271239445066203E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.333162583816643876E+00,0.594013853604809627E+00,0.562013791052681481E+05,0.562777741158519639E+05,0.563541505566785418E+05,0.218433650928305815E+04
0.100006022581654169E+00,0.516769151759454508E+04,0.444305446592209496E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.957059773559377991E+00,0.459308646695745670E+00,0.562013897310888860E+05,0.562777809223184158E+05,0.563541563136256736E+05,0.218443638084236136E+04
0.108728194012737700E+00,0.495119377185955091E+04,0.611159649320243470E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.175427289427985439E+00,0.384534346829853768E+00,0.562014025873459905E+05,0.562777715447589217E+05,0.563541482230170150E+05,0.218485810293899704E+04
0.968166116299083584E-01,0.886894472948439397E+04,0.233703877524648856E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.550079948882790992E+00,0.685417601704331636E+00,0.562014001513534167E+05,0.562777785911038154E+05,0.563541472904075999E+05,0.218560308009469827E+04
0.911866111664732387E-01,0.616904551759014794E+04,0.264979963997166057E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.602229899731738572E+00,0.974757611332361940E+00,0.562013844750177595E+05,0.562777783506084306E+05,0.563541492547389425E+05,0.218622825312729401E+04
0.996505227399157034E-01,0.947428434132272014E+04,0.163793726182878768E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.471305020517361672E+00,0.614006953321278165E-01,0.562013924584204142E+05,0.562777660933963052E+05,0.563541535541624835E+05,0.218636100076242201E+04
0.101155822642447199E+00,0.699667970075923859E+04,0.462788824261300413E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.202559850887805926E+00,0.579882848909209145E-01,0.562013894541525660E+05,0.562777680508081321E+05,0.563541433171974277E+05,0.218681641083450904E+04
0.101004739885560788E+00,0.791866408341510305E+04,0.241124401301888031E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.158126649895832749E+00,0.600478541450707226E+00,0.562013837650119603E+05,0.562777653507726136E+05,0.563541498268172436E+05,0.218691873088158900E+04
0.990231083093824765E-01,0.803055205602901333E+04,0.242421095269581166E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.149444233242694680E+00,0.828712538500316565E+00,0.562013909005881433E+05,0.562777866344825015E+05,0.563541491478284879E+05,0.218722352542788030E+04
0.102638804487639512E+00,0.950184419470305875E+04,0.175069177574155632E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.416487214459945632E+00,0.130778081287985654E+00,0.562013839454936460E+05,0.562777753785465757E+05,0.563541559180463737E+05,0.218743139866332604E+04
0.101688561324582344E+00,0.665711500170257841E+04,0.457052237719721866E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.295524528212007642E+00,0.319988826464954801E+00,0.562013802410190328E+05,0.562777773444435734E+05,0.563541441657642717E+05,0.218808613706671258E+04
0.101684300935221211E+00,0.868750700088507801E+04,0.332213212334003694E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.226322020903947374E+00,0.460074795573053474E+00,0.562013986478303123E+05,0.562777702411598075E+05,0.563541530840272462E+05,0.218810003674318341E+04
0.100717106181950317E+00,0.648500297570854218E+04,0.359608248277167086E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.517115470836062019E+00,0.368131216740461981E-01,0.562013841450852924E+05,0.562777767749920677E+05,0.563541432933802353E+05,0.218822952613645157E+04
0.107134735487103464E+00,0.506481817651577421E+04,0.602883586249575609E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.184975418543452480E+00,0.237471821912101616E+00,0.562013915932715536E+05,0.562777812857426616E+05,0.563541419840363014E+05,0.218835894149888827E+04
0.964803319175587676E-01,0.669226603653137317E+04,0.265876994921270537E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.657229009033138412E+00,0.847999567258334169E-01,0.562013920253067481E+05,0.562777819454690398E+05,0.563541468006640353E+05,0.218857872472860163E+04
0.109252490539850380E+00,0.155326035921249309E+04,0.856148489019168624E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.385226098852441065E-01,0.520530791346213051E+00,0.562013819150410709E+05,0.562777725973739289E+05,0.563541491971938958E+05,0.218861689527395265E+04
0.101085506191810240E+00,0.954723316668567531E+04,0.165233103822205081E-01,0.763774999999999977E+02,0.562777732000000033E+05,0.667647727298764426E+00,0.130406854641138575E+00,0.562013812042298159E+05,0.562777780063742175E+05,0.563541478786393855E+05,0.218866370587864276E+04
0.975561137252220767E-01,0.642076886216159801E+04,0.398601272148809194E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.293192874044675589E+00,0.108009908453396017E+00,0.562013844182887333E+05,0.562777732932928120E+05,0.563541466754355934E+05,0.218867460098733227E+04
0.987995975864566361E-01,0.515102808386088327E+04,0.386591312513492158E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.950939010575740262E+00,0.263798632379452225E+00,0.562013958409724000E+05,0.562777748101749021E+05,0.563541493027057732E+05,0.218872372089003784E+04
0.990520199981536759E-01,0.475703699321377735E+04,0.607852466287168935E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.499955586305669830E+00,0.156472392928745409E-01,0.562013909344013664E+05,0.562777739305892392E+05,0.563541535496705765E+05,0.218884758273196985E+04
0.106326878072987047E+00,0.277740553519261493E+04,0.717302390618694163E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.316766032373228923E+00,0.184247285548248013E+00,0.562013943499185625E+05,0.562777793599956713E+05,0.563541560149503712E+05,0.218891921263666700E+04
0.101239546931490149E+00,0.678839704052367506E+04,0.377184586818352763E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.194531569690626377E+00,0.690343672406817488E+00,0.562013935645194288E+05,0.562777810981480652E+05,0.563541546378156127E+05,0.218897591180984728E+04
0.103193750399603726E+00,0.773836255555372463E+04,0.409252197333978385E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.604636198595669638E+00,0.188978147228806848E+00,0.562013878240308914E+05,0.562777740712715458E+05,0.563541445315872625E+05,0.218905869723196884E+04
0.108799536846458295E+00,0.271429396988585177E+04,0.777964175945952352E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.297104456314757182E+00,0.589133809579756029E+00,0.562013941215252125E+05,0.562777792614674909E+05,0.563541480159695129E+05,0.218906695915676937E+04
0.989274735545351280E-01,0.780364416672265179E+04,0.187501632276084629E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.271328767544404770E+00,0.798956983322736791E+00,0.562013993647228563E+05,0.562777799479456735E+05,0.563541454670167077E+05,0.218907076884079834E+04
0.109898006494848419E+00,0.257054272663526399E+04,0.778966885681901422E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.494952999744739996E+00,0.103254001473966878E+00,0.562013953241151467E+05,0.562777835689603380E+05,0.563541525953157179E+05,0.218909027083308047E+04
0.101131895498483365E+00,0.700702436240073439E+04,0.405618833906974563E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.510011760430767666E-01,0.548084346674815093E+00,0.562013940638608983E+05,0.562777710225712799E+05,0.563541447168368031E+05,0.218914667478139017E+04
0.100521523938164686E+00,0.900417038545838477E+04,0.149872619418618319E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.106617180444427306E+00,0.700490430522328733E+00,0.562013820185414370E+05,0.562777744186501004E+05,0.563541435452832375E+05,0.218914742371676221E+04
0.100908072957976797E+00,0.365012257794369816E+04,0.562754244187847141E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.617057332953060755E+00,0.712110789396011468E+00,0.562014003061913900E+05,0.562777765618843550E+05,0.563541493123865730E+05,0.218918525344650971E+04
0.974013657842891789E-01,0.552896811162719041E+04,0.440276877699842639E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.802240593947071368E+00,0.533350673546961057E-01,0.562014016172105039E+05,0.562777739525100988E+05,0.563541488386944402E+05,0.218919086499766036E+04
0.966090688768714428E-01,0.739578549794329319E+04,0.330035192850998554E-01,0.763774999999999977E+02,0.562777732000000033E+05,0.397960516198256731E+00,0.542154390498631789E+00,0.562013842582294674E+05,0.562777698575581453E+05,0.563541519827041120E+05,0.218922970923574576E+04
0.101042417968007642E+00,0.457454088664232859E+04,0.601527052559543640E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.148308024295306460E-01,0.103703733547785559E+00,0.562013895592360059E+05,0.562777741801403172E+05,0.563541474290973347E+05,0.218923423919471588E+04
0.101798173631310135E+00,0.471454267279521628E+04,0.589432680300351342E+00,0.763774999999999977E+02,0.562777732000000033E+05,0.706869947819341427E+00,0.357726918301548402E+00,0.562013981619549522E+05,0.562777712677757954E+05,0.563541442352140803E+05,0.218924485463815836E+04
