seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_likelihood
0.182467699050903320E-02,0.609292959053776073E+01,0.247033476829528809E+00,0.186653999999999996E+03,0.553936880000000019E+05,0.819111824035644531E+00,0.116904854774475098E+00,0.550207261171388600E+05,0.553932996603612919E+05,0.555805524299068420E+05,0.557675765277824394E+05,0.504569889110881923E+04
0.135227382183074951E+00,0.144195042319152744E+05,0.192595541477203369E+01,0.186653999999999996E+03,0.553936880000000019E+05,0.454461932182312012E+00,0.156860768795013428E+00,0.550195786490488026E+05,0.553945659877424259E+05,0.555800838384551971E+05,0.557676805214366905E+05,0.504584229267500450E+04
0.656163036823272705E+00,0.332816337853914411E+04,0.196961724758148193E+01,0.186653999999999996E+03,0.553936880000000019E+05,0.626127898693084717E+00,0.696159660816192627E+00,0.550195702561187718E+05,0.553934093351726551E+05,0.555813137099666565E+05,0.557668979064903251E+05,0.504584229267500450E+04
0.290199816226959229E+00,0.609547558422075745E+05,0.174968862533569336E+01,0.186653999999999996E+03,0.553936880000000019E+05,0.612713098526000977E+00,0.927641808986663818E+00,0.550212094454812977E+05,0.553927051414613743E+05,0.555793551642818420E+05,0.557661397101364128E+05,0.504584229267500450E+04
0.533302128314971924E+00,0.404649408480327751E+06,0.173329329490661621E+01,0.186653999999999996E+03,0.553936880000000019E+05,0.265648365020751953E+00,0.815152883529663086E+00,0.550197971673059437E+05,0.553928176684741993E+05,0.555804778499526947E+05,0.557664970123252861E+05,0.504584229267500450E+04
0.193662643432617188E-01,0.112352013296926216E+05,0.150719523429870605E+01,0.186653999999999996E+03,0.553936880000000019E+05,0.886396348476409912E+00,0.335517883300781250E+00,0.550208352822113011E+05,0.553934431217079182E+05,0.555808901972694366E+05,0.557671572073183052E+05,0.504584229267500450E+04
0.524841785430908203E+00,0.866579228970656368E+04,0.167611873149871826E+01,0.186653999999999996E+03,0.553936880000000019E+05,0.502288699150085449E+00,0.512613832950592041E+00,0.550197648863840077E+05,0.553935465321903248E+05,0.555802544584197967E+05,0.557670416409454338E+05,0.504584229267500450E+04
0.406643986701965332E+00,0.221705363802865577E+05,0.189952754974365234E+01,0.186653999999999996E+03,0.553936880000000019E+05,0.619839131832122803E+00,0.660232543945312500E+00,0.550201084538745854E+05,0.553940723369483967E+05,0.555800931355876892E+05,0.557667683277807228E+05,0.504584229267500450E+04
0.942580103874206543E-01,0.727608804095987409E+02,0.145339310169219971E+01,0.186653999999999996E+03,0.553936880000000019E+05,0.985199987888336182E+00,0.508016109466552734E+00,0.550197833168554280E+05,0.553938924305801411E+05,0.555794205766839950E+05,0.557675364936075202E+05,0.504584229267500450E+04
0.569618940353393555E-01,0.905988496768994267E+01,0.137409090995788574E+01,0.186653999999999996E+03,0.553936880000000019E+05,0.233638167381286621E+00,0.985292196273803711E-01,0.550203346990394566E+05,0.553942412029867191E+05,0.555809133117122619E+05,0.557660615157566062E+05,0.504584229267500450E+04
0.188799023628234863E+00,0.524126992364112851E+02,0.153811681270599365E+01,0.186653999999999996E+03,0.553936880000000019E+05,0.404706478118896484E+00,0.301257550716400146E+00,0.550209820219325993E+05,0.553937769078378697E+05,0.555796594988031356E+05,0.557662368714294425E+05,0.504584229267500450E+04
0.643240034580230713E+00,0.455655075653358779E+02,0.175662708282470703E+01,0.186653999999999996E+03,0.553936880000000019E+05,0.815400063991546631E+00,0.264316976070404053E+00,0.550202328954982731E+05,0.553930257485275288E+05,0.555795782158298462E+05,0.557679566901407234E+05,0.504584229267500450E+04
0.121186196804046631E+00,0.527357377822364833E+04,0.164506435394287109E+01,0.186653999999999996E+03,0.553936880000000019E+05,0.406375288963317871E+00,0.261041283607482910E+00,0.550203112007427189E+05,0.553930491798286457E+05,0.555807861454410522E+05,0.557667433545074455E+05,0.504584229267500450E+04
0.206311941146850586E-01,0.554303767460835632E+06,0.137074100971221924E+01,0.186653999999999996E+03,0.553936880000000019E+05,0.129128694534301758E-01,0.902591645717620850E+00,0.550204508742141697E+05,0.553929085660343189E+05,0.555811804181261032E+05,0.557665912800512306E+05,0.504584229267500450E+04
0.137982368469238281E-01,0.296427969369748610E+03,0.140659236907958984E+01,0.186653999999999996E+03,0.553936880000000019E+05,0.950998604297637939E+00,0.351793110370635986E+00,0.550207292153882954E+05,0.553931996804838200E+05,0.555809049860162704E+05,0.557678416884622566E+05,0.504584229267500450E+04
