seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.977309711385572655E+00,0.378768813738032222E+02,0.194956499835311448E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.370139144881296789E+00,0.122974934534459159E-01,0.557325511259841442E+05,0.559070809866252457E+05,0.560814881040172768E+05,0.149461321869203789E+04
0.806864260390180443E-01,0.496065412317487144E+02,0.101202992953266313E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.235251943597061863E+00,0.232785238044965231E+00,0.557325544765623417E+05,0.559070599638787389E+05,0.560815034863656256E+05,0.149574789780203196E+04
0.430809521679196283E+00,0.202404312267945272E+02,0.139776868762441064E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.334072823089005655E+00,0.948197578285793652E+00,0.557324391689933182E+05,0.559069975436095265E+05,0.560815621122419761E+05,0.149602901787899350E+04
0.832671511852291824E+00,0.546415883074528850E+02,0.179210616780930687E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.693030809068946874E+00,0.938658516395004083E+00,0.557325640395906084E+05,0.559069901131264487E+05,0.560814811435959055E+05,0.149669802368356477E+04
0.741270843251042200E+00,0.262719722161812058E+03,0.168050145344992718E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.948403501063072474E+00,0.323612934948907083E+00,0.557325414927660313E+05,0.559069661072715608E+05,0.560814844039133095E+05,0.149745369197753803E+04
0.680096423374841191E-01,0.146260926693844766E+03,0.973743325016181882E+00,0.174510212999999993E+03,0.559070201349999988E+05,0.659952035396581649E+00,0.758554543786898572E+00,0.557324657767460158E+05,0.559070556361800773E+05,0.560814685093770386E+05,0.149748488535558067E+04
0.295945194470720485E+00,0.148059514952804363E+03,0.124338240324015104E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.688929701127504290E+00,0.130961988463435652E+00,0.557325089359835038E+05,0.559069513139116461E+05,0.560814567411677781E+05,0.149758271193372752E+04
0.352032075779510789E+00,0.508864336079122666E+02,0.131328471857265194E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.109914310991629419E+00,0.178518394548031201E+00,0.557325396473714645E+05,0.559070777588862620E+05,0.560814969938619324E+05,0.149765990383383200E+04
0.178890301652529671E+00,0.154197687984562570E+02,0.114090258170098280E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.230623344000887270E+00,0.493055136737277494E-01,0.557324938845991783E+05,0.559070506749534761E+05,0.560815134718479239E+05,0.149771712464434131E+04
0.799312046791584851E-01,0.263447196374800967E+02,0.103046460415052010E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.163402887286187709E+00,0.663235555328355431E+00,0.557324914154093567E+05,0.559069429581203658E+05,0.560815216064034394E+05,0.149789272159986081E+04
0.363404643508456887E-01,0.387633326493188406E+04,0.412103731434195875E+00,0.174510212999999993E+03,0.559070201349999988E+05,0.801985251217081752E+00,0.329951886922882964E+00,0.557325394334999510E+05,0.559069232302216114E+05,0.560815234766325084E+05,0.149796361681727922E+04
0.321664067861515898E-01,0.435866224371705994E+04,0.244999391403073093E-01,0.174510212999999993E+03,0.559070201349999988E+05,0.435671131285591054E-01,0.924067320598906949E+00,0.557324324761713287E+05,0.559070334203319799E+05,0.560815380677668145E+05,0.149803558283732332E+04
0.306887872052994878E-01,0.171809255734872636E+04,0.323328445261019559E+00,0.174510212999999993E+03,0.559070201349999988E+05,0.328866005904554004E+00,0.808001763775144211E+00,0.557324525086041103E+05,0.559069990488761250E+05,0.560815357586368773E+05,0.149807527045629399E+04
0.467712932151871430E+00,0.388571324629937891E+02,0.142160826545841945E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.775679422356726822E+00,0.151957279349979713E+00,0.557325879123777777E+05,0.559070345920951731E+05,0.560815235027532908E+05,0.149811845056146831E+04
0.498920772883597652E+00,0.945609517846819330E+02,0.145897460692915915E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.902841204207854436E-01,0.830344674885812983E+00,0.557324911973458002E+05,0.559070616170130234E+05,0.560815013237656603E+05,0.149825330686123084E+04
0.341805857693135318E+00,0.583198533012422686E+02,0.131033310712644457E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.398177177811477323E-01,0.130145901303207051E+00,0.557324757350137152E+05,0.559070525609815377E+05,0.560815758701843952E+05,0.149826583764964289E+04
0.934206086603037833E+00,0.458581916063575576E+02,0.190387107989564797E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.315895894971936819E+00,0.501076463844619790E+00,0.557324890040346727E+05,0.559069273602010217E+05,0.560815555214872293E+05,0.149828107087807598E+04
0.436468411070380702E+00,0.112150993443376478E+03,0.139224674732072851E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.605768053713778148E-01,0.320978487560057313E+00,0.557324985687125809E+05,0.559070008951890413E+05,0.560815436367824004E+05,0.149836767508358503E+04
0.355484566184926867E-01,0.239200216776892967E+04,0.264445373842448872E+00,0.174510212999999993E+03,0.559070201349999988E+05,0.421598702485300666E-01,0.379006045399430613E+00,0.557325366643412053E+05,0.559069658262639932E+05,0.560815384500976361E+05,0.149837136106314870E+04
0.190710673944445158E+00,0.861149968532416921E+02,0.115186575058550433E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.368176595744903676E-02,0.835833680613713215E+00,0.557324857837460877E+05,0.559069014291023195E+05,0.560815415773803907E+05,0.149839169788794788E+04
0.673589872752418661E+00,0.268346552803431223E+03,0.162112916774201365E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.681453525203930321E+00,0.764560334647748419E+00,0.557324856879725485E+05,0.559069314993792432E+05,0.560815620894127569E+05,0.149847518851618565E+04
0.385666534534342548E-01,0.421315518398428685E+04,0.355417560509697250E+00,0.174510212999999993E+03,0.559070201349999988E+05,0.664349991965573761E+00,0.516595787249452321E+00,0.557324930879845851E+05,0.559069670149644517E+05,0.560814818454418564E+05,0.149851024599313905E+04
0.374260474501828186E-01,0.235318983801957802E+04,0.483597610361342842E-01,0.174510212999999993E+03,0.559070201349999988E+05,0.398104015888893104E+00,0.195484479414214818E+00,0.557325600467543845E+05,0.559070179538516750E+05,0.560815338111968595E+05,0.149853888655720493E+04
0.428506783565134816E-01,0.556428680257669021E+04,0.449228187529633172E+00,0.174510212999999993E+03,0.559070201349999988E+05,0.872245369893399514E+00,0.216441973114214287E+00,0.557325124544904247E+05,0.559069980577761307E+05,0.560815610318545223E+05,0.149876737857797480E+04
0.695097961852121693E+00,0.113814867430306464E+03,0.165502298804373771E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.564086524957046032E+00,0.151786193988939222E+00,0.557324490152993312E+05,0.559070374735228543E+05,0.560815537653782740E+05,0.149886285483044276E+04
0.805266923357753517E+00,0.281874881773399544E+02,0.177389114559130889E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.350188124193631045E+00,0.444786383336651825E+00,0.557325131838325979E+05,0.559069636309281268E+05,0.560814787959983660E+05,0.149890268336683630E+04
0.108530590955801406E+00,0.444819145930086847E+03,0.102020669864714519E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.541854883403437015E+00,0.888090511399482585E+00,0.557324953470406181E+05,0.559070117627298678E+05,0.560814938056218525E+05,0.149898009535230858E+04
0.471699734670217086E+00,0.455098544792302064E+02,0.143028317917396830E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.425979247529436889E+00,0.615850544692941537E+00,0.557325240064661630E+05,0.559070566035748925E+05,0.560814707923889800E+05,0.149903274448342313E+04
0.418244343336334617E-01,0.201744087148250514E+03,0.872778914816523921E+00,0.174510212999999993E+03,0.559070201349999988E+05,0.988229624691952968E+00,0.274107685326322070E+00,0.557325438828187253E+05,0.559070323942112373E+05,0.560815764753780240E+05,0.149921683944858660E+04
0.429100476720113491E-01,0.107924117738176410E+05,0.542685138254844004E-01,0.174510212999999993E+03,0.559070201349999988E+05,0.119237912297319709E-01,0.232245778228368810E+00,0.557324829452888735E+05,0.559070210346175227E+05,0.560815808658903843E+05,0.149940663584463800E+04
0.510743728288029497E+00,0.806970824473691408E+02,0.144572876338119616E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.918919344413192785E+00,0.733322085243199973E+00,0.557324750715725822E+05,0.559070703482684767E+05,0.560815552467718953E+05,0.149944544365946035E+04
0.323598187538888665E-01,0.108510105955999325E+04,0.821480980653024218E+00,0.174510212999999993E+03,0.559070201349999988E+05,0.823859030072940368E-01,0.913153173950835284E+00,0.557324646707039210E+05,0.559069833211808873E+05,0.560815542203480145E+05,0.149945878827824708E+04
0.377873783850714434E-01,0.779341237119609832E+04,0.152475486887376693E+00,0.174510212999999993E+03,0.559070201349999988E+05,0.315653104035059862E+00,0.822124960068272070E+00,0.557324652511101594E+05,0.559069734895868532E+05,0.560815611131931291E+05,0.149949366072782777E+04
0.474641294568041022E-01,0.692774492958973269E+02,0.986537919525375839E+00,0.174510212999999993E+03,0.559070201349999988E+05,0.118862287416753615E+00,0.331646938865681473E+00,0.557325026552935669E+05,0.559070450127541772E+05,0.560815763565163579E+05,0.149958227805347042E+04
0.104646159698488880E+00,0.271983004017127428E+03,0.101357435871594070E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.949542857497424619E+00,0.272369570046192500E+00,0.557324750632383948E+05,0.559069588590072526E+05,0.560815564987642792E+05,0.149958718833266721E+04
0.714551095490700283E+00,0.102152661250368553E+03,0.167032257421978692E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.676784862935045028E+00,0.239981361456046149E+00,0.557324614179381533E+05,0.559070719912831555E+05,0.560815199941477840E+05,0.149960216226370903E+04
0.352693710716848574E+00,0.361275872681396493E+02,0.130385450877812392E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.689863486654548108E+00,0.743082558050736641E-01,0.557324420624078120E+05,0.559070188553198313E+05,0.560815318340499070E+05,0.149969450790640826E+04
0.703472409617923899E+00,0.119287920976283075E+03,0.166167399578658359E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.542097657184818948E+00,0.703532848769310215E+00,0.557325305290468386E+05,0.559070509429842496E+05,0.560814777272895662E+05,0.149970488093673498E+04
0.374618446890934015E-01,0.502904561899363671E+04,0.183241933917208888E+00,0.174510212999999993E+03,0.559070201349999988E+05,0.764029765042757103E+00,0.926923522443187542E+00,0.557325333708658218E+05,0.559069971183004673E+05,0.560815483325839887E+05,0.149972798727802956E+04
0.136920019522033448E+00,0.958241961206773425E+02,0.106659840674897888E+01,0.174510212999999993E+03,0.559070201349999988E+05,0.782588146866503243E+00,0.481887822878212579E+00,0.557324564910287954E+05,0.559070640747066209E+05,0.560815149534723896E+05,0.149976265853102905E+04
0.358346807920124147E-01,0.754960018166456848E+03,0.767642644245235428E+00,0.174510212999999993E+03,0.559070201349999988E+05,0.566901596436851896E+00,0.122903859842925442E+00,0.557325438406463800E+05,0.559070066071212204E+05,0.560814636507712421E+05,0.149976850469237206E+04
0.472950732567553739E-01,0.274752848688660197E+04,0.787611873362219939E+00,0.174510212999999993E+03,0.559070201349999988E+05,0.726448458573052541E-01,0.184333386057755344E+00,0.557325118135591547E+05,0.559070051947407119E+05,0.560815130393056752E+05,0.149980460544525840E+04
0.365401218475802717E-01,0.313836952422981631E+04,0.593195772465961446E+00,0.174510212999999993E+03,0.559070201349999988E+05,0.266884915858573268E+00,0.657471951119630083E+00,0.557324814324716790E+05,0.559069159282982291E+05,0.560815348299636462E+05,0.149988356942058545E+04
