seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.107925264829558207E+00,0.428820849700207873E+04,0.308618876599947467E+00,0.169503909999999991E+03,0.555704812299999976E+05,0.232498821994134852E+00,0.748565856179922218E+00,0.550619325301902936E+05,0.554010157637231168E+05,0.555705296897651788E+05,0.557400152745153391E+05,0.559094787709312368E+05,0.560789473600179772E+05,0.758315018161463740E+04
0.111419294886037426E+00,0.267620727375710476E+04,0.568065377611092104E+00,0.169503909999999991E+03,0.555704812299999976E+05,0.402780679346025239E+00,0.653352760759651985E+00,0.550619336173002885E+05,0.554010105855851725E+05,0.555705344067052065E+05,0.557400174671001660E+05,0.559094739578076405E+05,0.560789395014005931E+05,0.758317705693201606E+04
0.104732894462575499E+00,0.490844955143989955E+04,0.397032383203978975E-01,0.169503909999999991E+03,0.555704812299999976E+05,0.551751174827136093E+00,0.452547636810077702E+00,0.550619345374677941E+05,0.554010126611314772E+05,0.555705347252361316E+05,0.557400137124695248E+05,0.559094776241339277E+05,0.560789435557906909E+05,0.758333811816155685E+04
0.105758257205048695E+00,0.446697593321187560E+04,0.234566434410578339E+00,0.169503909999999991E+03,0.555704812299999976E+05,0.544053378538284060E+00,0.370314522754302933E+00,0.550619347310504527E+05,0.554010135912950136E+05,0.555705346456604020E+05,0.557400201152408990E+05,0.559094751135691113E+05,0.560789482060721566E+05,0.758375475871739400E+04
0.101003120306610586E+00,0.441696872070757217E+04,0.774949698045548641E-01,0.169503909999999991E+03,0.555704812299999976E+05,0.921962210264019588E+00,0.338784857236366033E+00,0.550619307780637682E+05,0.554010104410687854E+05,0.555705360135477022E+05,0.557400186102464868E+05,0.559094788448652398E+05,0.560789445707825726E+05,0.758376489809212035E+04
0.110818923220598553E+00,0.311416176460014503E+04,0.522878849625417641E+00,0.169503909999999991E+03,0.555704812299999976E+05,0.407845204540303374E+00,0.347669057982992136E+00,0.550619321550581808E+05,0.554010161851839148E+05,0.555705332965931666E+05,0.557400171602605333E+05,0.559094813148851099E+05,0.560789483642172418E+05,0.758379428715497488E+04
0.111081010781857253E+00,0.270240984412163016E+04,0.569644916020667247E+00,0.169503909999999991E+03,0.555704812299999976E+05,0.584856152706429655E+00,0.357080797221834279E+00,0.550619314135852983E+05,0.554010128039431293E+05,0.555705292062510998E+05,0.557400182253816529E+05,0.559094802745334091E+05,0.560789422171829865E+05,0.758380612052987817E+04
0.106511160668372865E+00,0.329895651305421097E+04,0.424024719526902349E+00,0.169503909999999991E+03,0.555704812299999976E+05,0.863156837234608232E+00,0.168151079393837277E+00,0.550619319302141812E+05,0.554010161746417434E+05,0.555705343014463215E+05,0.557400114535719549E+05,0.559094783725066300E+05,0.560789427030974548E+05,0.758386849206446823E+04
0.107840468316697677E+00,0.299364277584088450E+04,0.497818215790535756E+00,0.169503909999999991E+03,0.555704812299999976E+05,0.720295862254419106E+00,0.238512431249361001E+00,0.550619346897866635E+05,0.554010142692402296E+05,0.555705297903323954E+05,0.557400169261699411E+05,0.559094809145002509E+05,0.560789388091971268E+05,0.758423209935808154E+04
0.113379996198103433E+00,0.240076536430555825E+04,0.652352852539684669E+00,0.169503909999999991E+03,0.555704812299999976E+05,0.277608027010583125E+00,0.199937638844868898E+00,0.550619330383860215E+05,0.554010131876165324E+05,0.555705352948626387E+05,0.557400118266135396E+05,0.559094808406304001E+05,0.560789460700198106E+05,0.758427463487601926E+04
