seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_likelihood
0.610451236685158743E-01,0.730774712026926068E+03,0.367215110830762526E+00,0.230179066000000006E+03,0.555234152119999999E+05,0.276106575714649638E+00,0.316779967974883336E+00,0.550630522752254619E+05,0.552932326613368423E+05,0.559837762833445813E+05,0.562139724915753250E+05,0.606996626163635483E+04
0.605037507807765079E-01,0.851496219133837826E+03,0.259245086273640513E+00,0.230179066000000006E+03,0.555234152119999999E+05,0.194454502737950591E+00,0.508760376430347439E+00,0.550630515989809937E+05,0.552932386998219590E+05,0.559837839448862360E+05,0.562139624969286306E+05,0.607053469791106545E+04
0.591877252584069591E-01,0.920674432841955650E+03,0.522508995176423074E-01,0.230179066000000006E+03,0.555234152119999999E+05,0.509735388605649709E+00,0.219939334876999876E+00,0.550631008122532512E+05,0.552932350796716855E+05,0.559837732412297701E+05,0.562139591729011081E+05,0.607054429380166948E+04
0.642028975789387807E-01,0.594090640033472596E+03,0.542807697533459366E+00,0.230179066000000006E+03,0.555234152119999999E+05,0.268229701654838448E+00,0.319461749797652739E+00,0.550630844888373394E+05,0.552932291695820895E+05,0.559837747739707411E+05,0.562139543570261303E+05,0.607219620500946439E+04
0.635957085366124775E-01,0.961989049723013409E+03,0.244310534510090827E+00,0.230179066000000006E+03,0.555234152119999999E+05,0.772008861891460424E-01,0.477645108504300198E+00,0.550630911081559170E+05,0.552932303029197137E+05,0.559837678136901231E+05,0.562139501098869441E+05,0.607250611069313891E+04
0.619487828155758230E-01,0.858666538797055068E+03,0.242682423824426785E+00,0.230179066000000006E+03,0.555234152119999999E+05,0.345285353291856778E+00,0.209993749639023342E+00,0.550630661111060472E+05,0.552932391249953725E+05,0.559837766745376575E+05,0.562139536503326744E+05,0.607317176467523132E+04
0.622721368589785051E-01,0.969950217793335469E+03,0.185751113356855430E+00,0.230179066000000006E+03,0.555234152119999999E+05,0.121519507219870634E+00,0.262049316285920819E+00,0.550630883088955088E+05,0.552932291237320169E+05,0.559837635134192606E+05,0.562139464016839993E+05,0.607341673513755995E+04
0.606622732960496944E-01,0.773469211362549231E+03,0.397440779734742011E+00,0.230179066000000006E+03,0.555234152119999999E+05,0.309273608329533489E+00,0.844570769616714567E-01,0.550630511409668397E+05,0.552932390985568854E+05,0.559837842323902732E+05,0.562139582276904766E+05,0.607345351059835230E+04
0.582295962998749111E-01,0.924281708778331222E+03,0.458015060830248375E-02,0.230179066000000006E+03,0.555234152119999999E+05,0.654695521216649867E+00,0.233275549342815969E+00,0.550630577066758196E+05,0.552932287407292388E+05,0.559837601681126034E+05,0.562139539548195680E+05,0.607346509292165501E+04
0.597782935843609101E-01,0.930321307542624709E+03,0.280762425295419393E-01,0.230179066000000006E+03,0.555234152119999999E+05,0.170067431791221801E+00,0.817063364125361513E+00,0.550630698480217397E+05,0.552932390044070416E+05,0.559837676376917298E+05,0.562139655110258100E+05,0.607376806132955790E+04
0.612228223959889323E-01,0.106682976592028353E+04,0.750406053199355882E-01,0.230179066000000006E+03,0.555234152119999999E+05,0.174535847353393087E+00,0.431422405422072941E+00,0.550630516859735289E+05,0.552932277453402858E+05,0.559837624996812592E+05,0.562139494665168168E+05,0.607393039559853059E+04
0.608637852685246436E-01,0.858308032576858068E+03,0.273622897660363129E+00,0.230179066000000006E+03,0.555234152119999999E+05,0.369350562816930461E+00,0.880268621074025287E-01,0.550630731008653675E+05,0.552932230307599166E+05,0.559837636407070313E+05,0.562139558541237857E+05,0.607428240911179637E+04
0.631111315151879904E-01,0.688747714231656573E+03,0.513173507483711933E+00,0.230179066000000006E+03,0.555234152119999999E+05,0.805881941956543002E-01,0.336741441720330492E+00,0.550630498485764329E+05,0.552932311574092600E+05,0.559837656602662682E+05,0.562139640047622524E+05,0.607433334684092915E+04
0.658200146343105308E-01,0.365136112357862032E+03,0.713303064871969483E+00,0.230179066000000006E+03,0.555234152119999999E+05,0.219048814579390683E+00,0.171783380274359770E+00,0.550630663830097619E+05,0.552932340909707418E+05,0.559837741191956011E+05,0.562139554481375671E+05,0.607452356084169878E+04
0.631286328922277956E-01,0.945873988360945646E+03,0.292797204106851561E+00,0.230179066000000006E+03,0.555234152119999999E+05,0.566030715945278345E-01,0.554848819359489043E+00,0.550630734627841739E+05,0.552932287054623812E+05,0.559837721319693374E+05,0.562139594212723314E+05,0.607466991200806842E+04
0.608384617698342345E-01,0.927223087055974929E+03,0.223635532052412878E+00,0.230179066000000006E+03,0.555234152119999999E+05,0.152298120627111816E+00,0.452334633744800485E+00,0.550630807615960730E+05,0.552932385252206295E+05,0.559837708509972290E+05,0.562139614347218449E+05,0.607488747754841643E+04
0.631770060975799796E-01,0.813810050456859699E+03,0.381935057297040359E+00,0.230179066000000006E+03,0.555234152119999999E+05,0.268766994287074554E-01,0.469567461042550593E+00,0.550630525341028988E+05,0.552932410865177735E+05,0.559837704120123963E+05,0.562139609139470049E+05,0.607495552063830655E+04
0.621536690708237582E-01,0.852625355583360033E+03,0.290745609209658917E+00,0.230179066000000006E+03,0.555234152119999999E+05,0.272078400577023094E+00,0.314358146065897959E+00,0.550630818996602466E+05,0.552932276653020454E+05,0.559837662145471259E+05,0.562139560157756277E+05,0.607497833236170663E+04
0.608164359095011778E-01,0.920860256387327695E+03,0.197804134098763879E+00,0.230179066000000006E+03,0.555234152119999999E+05,0.196787703395301050E+00,0.622362691819180913E+00,0.550630911749910520E+05,0.552932261477962020E+05,0.559837746500925059E+05,0.562139520461019783E+05,0.607502620490336631E+04
