seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.178049206733703613E-01,0.495265330726148363E+03,0.132769942283630371E+00,0.146349593999999996E+03,0.557910791699999972E+05,0.183471918106079102E+00,0.644805550575256348E+00,0.550591282175743108E+05,0.553515010187649605E+05,0.554973871691280656E+05,0.556455207166755426E+05,0.557914482238406345E+05,0.560832178663189043E+05,0.562296733486856028E+05,0.563770451689000110E+05,0.139880908009669020E+05
0.619478106498718262E+00,0.357003721880145895E+04,0.159408652782440186E+01,0.146349593999999996E+03,0.557910791699999972E+05,0.532947123050689697E+00,0.248794913291931152E+00,0.550593734815084463E+05,0.553518716523671028E+05,0.554989377120786958E+05,0.556449309313380945E+05,0.557901514765137836E+05,0.560839233626300920E+05,0.562308452073539302E+05,0.563755673164362888E+05,0.139890172046224707E+05
0.152731418609619141E+00,0.226776771882502362E+06,0.175645446777343750E+01,0.146349593999999996E+03,0.557910791699999972E+05,0.183959722518920898E+00,0.249192178249359131E+00,0.550583567097150808E+05,0.553516500235819694E+05,0.554990874573046021E+05,0.556437728612506617E+05,0.557901531374568149E+05,0.560841845516140093E+05,0.562307398169244334E+05,0.563769999666447620E+05,0.139894351657695497E+05
0.527139842510223389E+00,0.882147611625249084E+01,0.171056616306304932E+01,0.146349593999999996E+03,0.557910791699999972E+05,0.260727643966674805E+00,0.141705453395843506E+00,0.550588723410331731E+05,0.553517454739832756E+05,0.554979743896776490E+05,0.556437414466226328E+05,0.557918664087170764E+05,0.560846408755952943E+05,0.562309218532050654E+05,0.563757592169280033E+05,0.139894351657695497E+05
0.301605105400085449E+00,0.307582181678376934E+02,0.195698678493499756E+01,0.146349593999999996E+03,0.557910791699999972E+05,0.306941032409667969E+00,0.278107523918151855E-01,0.550595953083002096E+05,0.553520205525183555E+05,0.554982193663173966E+05,0.556456383887613047E+05,0.557916378458851977E+05,0.560836521628076662E+05,0.562302902766669795E+05,0.563766247339482288E+05,0.139894351657695497E+05
0.573320031166076660E+00,0.183929612613377278E+06,0.170399391651153564E+01,0.146349593999999996E+03,0.557910791699999972E+05,0.520681202411651611E+00,0.349212884902954102E+00,0.550594767832719808E+05,0.553522569767260429E+05,0.554974452228599839E+05,0.556454834081018198E+05,0.557914571185225650E+05,0.560833245452816118E+05,0.562305077011788890E+05,0.563772672430510502E+05,0.139894351657695497E+05
0.570760548114776611E+00,0.526796030966125500E+03,0.170629191398620605E+01,0.146349593999999996E+03,0.557910791699999972E+05,0.235906183719635010E+00,0.616172552108764648E-01,0.550585568131172186E+05,0.553515239439034340E+05,0.554985019578987412E+05,0.556451216535651911E+05,0.557917681599969073E+05,0.560839813947851289E+05,0.562300014150346324E+05,0.563758263529772739E+05,0.139894351657695497E+05
0.107724428176879883E+00,0.801640296271722673E+04,0.149122035503387451E+01,0.146349593999999996E+03,0.557910791699999972E+05,0.107813358306884766E+00,0.597723603248596191E+00,0.550589135616981512E+05,0.553510312751555321E+05,0.554986949806267075E+05,0.556443540047490824E+05,0.557918044369334384E+05,0.560846319573099245E+05,0.562303862602914378E+05,0.563762514153952579E+05,0.139894351657695497E+05
0.226853430271148682E+00,0.131027153757426686E+04,0.127839517593383789E+01,0.146349593999999996E+03,0.557910791699999972E+05,0.208710908889770508E+00,0.877025961875915527E+00,0.550595850685798650E+05,0.553515793458247063E+05,0.554991274493986421E+05,0.556444690560186136E+05,0.557906258672589465E+05,0.560847607103759874E+05,0.562309510979856059E+05,0.563766942368979435E+05,0.139894351657695497E+05
0.606063425540924072E+00,0.912846177112958230E+02,0.191620624065399170E+01,0.146349593999999996E+03,0.557910791699999972E+05,0.636139512062072754E-01,0.189915835857391357E+00,0.550587972047292715E+05,0.553523305329108116E+05,0.554991560685688310E+05,0.556455951694333780E+05,0.557901258363837405E+05,0.560832586735660661E+05,0.562310271699632212E+05,0.563774720965857487E+05,0.139894351657695497E+05
0.399604439735412598E-01,0.147263942523453414E+06,0.104563033580780029E+01,0.146349593999999996E+03,0.557910791699999972E+05,0.883140027523040771E+00,0.768533527851104736E+00,0.550594056798183447E+05,0.553518075442337868E+05,0.554990859030538850E+05,0.556451419153297174E+05,0.557918089597338840E+05,0.560843917826587785E+05,0.562300803386176631E+05,0.563767347560162525E+05,0.139894351657695497E+05
0.661578357219696045E+00,0.557603961421201433E+02,0.188949179649353027E+01,0.146349593999999996E+03,0.557910791699999972E+05,0.257007300853729248E+00,0.535827457904815674E+00,0.550595746902191167E+05,0.553514143607640144E+05,0.554981266897970490E+05,0.556443313566529978E+05,0.557913575034255191E+05,0.560832804198438753E+05,0.562294779355729625E+05,0.563760349874730091E+05,0.139894351657695497E+05
0.997185707092285156E-04,0.211861047873096675E+01,0.158553183078765869E+01,0.146349593999999996E+03,0.557910791699999972E+05,0.222704350948333740E+00,0.702904939651489258E+00,0.550589211899005895E+05,0.553529423221373436E+05,0.554981899296099000E+05,0.556449537321412790E+05,0.557910355682486697E+05,0.560830263544494737E+05,0.562303678569997355E+05,0.563759688997502308E+05,0.139894351657695497E+05
0.139670073986053467E+00,0.549580559124253690E+06,0.156968545913696289E+01,0.146349593999999996E+03,0.557910791699999972E+05,0.507111489772796631E+00,0.341877162456512451E+00,0.550590455056392675E+05,0.553522278991961357E+05,0.554979200574213319E+05,0.556452916088187922E+05,0.557901663723105594E+05,0.560845687157089342E+05,0.562298442886079356E+05,0.563759526121849995E+05,0.139894351657695497E+05
0.647012710571289062E+00,0.647001751787584833E+01,0.189756429195404053E+01,0.146349593999999996E+03,0.557910791699999972E+05,0.990205943584442139E+00,0.422649681568145752E+00,0.550591296303236013E+05,0.553523604853176948E+05,0.554979891804510407E+05,0.556446625055158365E+05,0.557901424106473132E+05,0.560845337646181215E+05,0.562292694980109736E+05,0.563772244349951725E+05,0.139894351657695497E+05
