seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.299832928893134891E-01,0.298263562254433756E+01,0.100410615145529580E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.675023269209445109E+00,0.400331314974147368E+00,0.550835370433410426E+05,0.552382756962302301E+05,0.553926490229890042E+05,0.557019195668235989E+05,0.561658020532626906E+05,0.352136335670139488E+04
0.446257148400194120E-01,0.402313156746714196E+01,0.101799710093660489E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.489648789276066254E+00,0.827543893796773733E+00,0.550841600642065750E+05,0.552384430217764457E+05,0.553927040883891677E+05,0.557019854488548299E+05,0.561657697628280148E+05,0.352169875220064478E+04
0.168120531510227017E+00,0.317030889650911973E+01,0.115548014416520139E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.293165405751825814E+00,0.603467805951232394E+00,0.550834407079784214E+05,0.552383837365156287E+05,0.553927042143418585E+05,0.557020844181201901E+05,0.561656973905818013E+05,0.352350474997248693E+04
0.145666608376155485E-01,0.503442908761961348E+03,0.720890455234821648E+00,0.154603097999999989E+03,0.555473271939999977E+05,0.486108955299228596E+00,0.335674723846181911E+00,0.550834867309477049E+05,0.552381771848250501E+05,0.553927248204207062E+05,0.557018341151534551E+05,0.561657627039875442E+05,0.352356479290065727E+04
0.122575654511029690E-01,0.417871788362471364E+03,0.235641672376750932E+00,0.154603097999999989E+03,0.555473271939999977E+05,0.276041245068738894E+00,0.998931379426152288E+00,0.550834237167529209E+05,0.552382900055315258E+05,0.553926916340369207E+05,0.557020690551535517E+05,0.561656733671108741E+05,0.352384130012247988E+04
0.152416247193189504E-01,0.143066155142152934E+04,0.302350894352686028E+00,0.154603097999999989E+03,0.555473271939999977E+05,0.771455524883578936E+00,0.438696050134209037E+00,0.550840460152969172E+05,0.552382658583258963E+05,0.553927419250081002E+05,0.557020630541729479E+05,0.561657403847295500E+05,0.352430228550047013E+04
0.904781128027170700E+00,0.217249144140576345E+01,0.189721319210364636E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.184067669607011680E+00,0.953512808182597427E+00,0.550835171379605235E+05,0.552384465481924708E+05,0.553926392724366160E+05,0.557019334277329544E+05,0.561657075284377061E+05,0.352458598761249323E+04
0.872956771720327485E+00,0.110848652843996831E+01,0.186410467035302707E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.338014122059902444E+00,0.961599131075341562E+00,0.550834769019699379E+05,0.552381840796634424E+05,0.553926920732433937E+05,0.557019345073481818E+05,0.561658422894897885E+05,0.352487353385330789E+04
0.171913486634974397E-01,0.335177413278714596E+03,0.772049385998647808E+00,0.154603097999999989E+03,0.555473271939999977E+05,0.861214991612907599E+00,0.156848606151731879E+00,0.550834469479152758E+05,0.552384168415781387E+05,0.553926883529168408E+05,0.557018989820130155E+05,0.561657426820981782E+05,0.352499337852448389E+04
0.438660014954469379E+00,0.179064016254416458E+02,0.141105826133725576E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.846704298361028562E+00,0.854968606384606034E+00,0.550841410009927495E+05,0.552381187323650374E+05,0.553926703699663049E+05,0.557019736838346216E+05,0.561657259504940448E+05,0.352507752921492101E+04
0.139276735046221928E-01,0.182923315614378862E+04,0.213253256681364994E+00,0.154603097999999989E+03,0.555473271939999977E+05,0.397705531784539768E+00,0.442246741231421325E+00,0.550834853221357043E+05,0.552384011401019525E+05,0.553926671480201403E+05,0.557019939315767115E+05,0.561658223838456543E+05,0.352537133509366231E+04
0.140101198754267863E-01,0.817046817563464629E+03,0.639865872020895954E+00,0.154603097999999989E+03,0.555473271939999977E+05,0.408384059819600909E+00,0.958472055483685303E+00,0.550834643713640035E+05,0.552380756656310841E+05,0.553927152863077572E+05,0.557020395591383422E+05,0.561657983463907804E+05,0.352550484963827148E+04
0.614923241945517174E+00,0.792794820028808278E+01,0.159819469221259003E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.497470906776869337E+00,0.931888961118726655E+00,0.550834655685243997E+05,0.552382952674583139E+05,0.553927559554728941E+05,0.557019591540286492E+05,0.561657827333023306E+05,0.352567584902702492E+04
0.208207234547339748E+00,0.107968657168713955E+01,0.119762179766138255E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.551851576486797751E-01,0.338591015535903705E+00,0.550840966931587245E+05,0.552383053356843520E+05,0.553927728257845447E+05,0.557019440722180516E+05,0.561657151609318025E+05,0.352584869581436760E+04
0.722922491532911993E+00,0.845550174701164892E+01,0.170476346764987685E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.808774200896888451E+00,0.568278075664378601E+00,0.550834880164214046E+05,0.552381791742709829E+05,0.553926904666004702E+05,0.557018868323393763E+05,0.561656204796004386E+05,0.352621476974855159E+04
0.142635662096828111E-01,0.758744851783953663E+03,0.458826226304860196E+00,0.154603097999999989E+03,0.555473271939999977E+05,0.235032134733419773E+00,0.320555441314602285E+00,0.550835472887884825E+05,0.552382810731109494E+05,0.553926921908859003E+05,0.557020513986380829E+05,0.561658240596022370E+05,0.352623397234120966E+04
0.195446449262350261E-01,0.637526365526652512E+02,0.950806329645937698E+00,0.154603097999999989E+03,0.555473271939999977E+05,0.444217437482116950E+00,0.381215907548927313E+00,0.550834246095038325E+05,0.552381681274473594E+05,0.553927404146246990E+05,0.557020044277139168E+05,0.561656289865299987E+05,0.352625978206654963E+04
0.454595790429355273E+00,0.162062358469522039E+01,0.143977146500680364E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.561218718655964510E+00,0.623514978800225772E+00,0.550835549715751549E+05,0.552382632375841786E+05,0.553927634401731120E+05,0.557019737702738275E+05,0.561658375740961346E+05,0.352637954008282941E+04
0.766148840183936697E+00,0.432691647122305589E+01,0.174946579349427855E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.829194033196439917E+00,0.242591038200527881E+00,0.550841301609687944E+05,0.552381085049266330E+05,0.553926678912641728E+05,0.557019689884208710E+05,0.561657000856718660E+05,0.352662023525633867E+04
0.119843340889130168E-01,0.401827945255077168E+03,0.204910798963808927E+00,0.154603097999999989E+03,0.555473271939999977E+05,0.361318236882787081E+00,0.877148933253112828E+00,0.550836695364348489E+05,0.552382293324185084E+05,0.553926301277426173E+05,0.557019833861028164E+05,0.561657416319799740E+05,0.352670034219190075E+04
0.292209493357833805E+00,0.543364481018497703E+01,0.127866717181128764E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.328752708601010080E+00,0.778669670906123490E+00,0.550834651663281402E+05,0.552382884300644801E+05,0.553926293658620998E+05,0.557018963215660260E+05,0.561656881962709886E+05,0.352679015253451234E+04
0.151741313997455236E-01,0.355173346717696120E+03,0.517302616720032304E+00,0.154603097999999989E+03,0.555473271939999977E+05,0.647431145508340466E+00,0.612872156042611804E+00,0.550840387607196608E+05,0.552382601392909564E+05,0.553927165390604423E+05,0.557019697939446851E+05,0.561656411152673754E+05,0.352695798668235875E+04
0.934828344464965322E+00,0.286906510757908384E+01,0.192454140629477566E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.491983904166951813E+00,0.556955723982386242E+00,0.550840310563167513E+05,0.552382937799225838E+05,0.553926888922532817E+05,0.557019941857622543E+05,0.561656659420497526E+05,0.352707815104127258E+04
0.482129105050100204E+00,0.166449577012951266E+01,0.147128585472020412E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.394015394745500680E+00,0.878318779861929855E+00,0.550836187620646961E+05,0.552383027522447155E+05,0.553927127814784762E+05,0.557019256463750862E+05,0.561656422829070143E+05,0.352712534906911969E+04
0.256523702846561258E-01,0.199716054968680581E+02,0.989204747287716124E+00,0.154603097999999989E+03,0.555473271939999977E+05,0.709618810973206782E+00,0.731301910730958044E-01,0.550834724540664174E+05,0.552382896451469278E+05,0.553927280848987866E+05,0.557019081209380092E+05,0.561657001479103128E+05,0.352713478168917027E+04
0.887432067117177814E+00,0.297547671889637488E+01,0.187581913600841532E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.402534241954891459E+00,0.327781471296408500E+00,0.550836301550909848E+05,0.552382123914500698E+05,0.553927512603568830E+05,0.557019525352142664E+05,0.561656441482050068E+05,0.352732826754799680E+04
0.804307723970856925E+00,0.170429914061037779E+01,0.179356009094721314E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.285855251005743660E+00,0.739788741755498136E+00,0.550834882554912911E+05,0.552383368509620486E+05,0.553927216226644159E+05,0.557019212227115786E+05,0.561657803153655768E+05,0.352735822741515040E+04
0.109508368273139201E+00,0.174587919108291678E+01,0.109433754187665544E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.194422853608542751E+00,0.515891209125124983E+00,0.550835650528171682E+05,0.552382908705015434E+05,0.553925739039281907E+05,0.557019898920705309E+05,0.561656951565012932E+05,0.352737682914437846E+04
0.897708032275917778E+00,0.207494454175767551E+02,0.187934761720707311E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.718437619867004162E+00,0.502803698580922553E+00,0.550834824697474105E+05,0.552381498698902651E+05,0.553927196785959022E+05,0.557019796871533690E+05,0.561657755637544760E+05,0.352741580078133757E+04
0.115987541417031742E+00,0.147151300476661753E+02,0.109522664700972516E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.437670066582893091E+00,0.149577530313594637E+00,0.550834313977671554E+05,0.552381751979441033E+05,0.553926934238083777E+05,0.557020240737449567E+05,0.561656692731635267E+05,0.352745841017441944E+04
0.122711462820862174E-01,0.169616805537112282E+04,0.267406973497896806E-01,0.154603097999999989E+03,0.555473271939999977E+05,0.625024098013548413E+00,0.219991059109554243E+00,0.550834817068021512E+05,0.552382446821239355E+05,0.553927914488666574E+05,0.557020218702375205E+05,0.561657325466006951E+05,0.352747107090579630E+04
0.521243498902659974E+00,0.173131835173417148E+01,0.150704989570025538E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.649387153342419587E+00,0.826049138614285750E+00,0.550836270531065966E+05,0.552381434728999739E+05,0.553927441207397424E+05,0.557019726293357598E+05,0.561657248983505851E+05,0.352753885323933719E+04
0.383410512886181373E-01,0.207762928660309454E+01,0.100928544081824811E+01,0.154603097999999989E+03,0.555473271939999977E+05,0.536882121373135623E+00,0.706039108124425718E+00,0.550835784522833928E+05,0.552383335065097126E+05,0.553926804305798578E+05,0.557019998382970080E+05,0.561657560795411773E+05,0.352755489966113873E+04
