seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_likelihood
0.217992783725697373E-01,0.119013457665152913E+03,0.961266562494347609E+00,0.207769151999999991E+03,0.554729611040000018E+05,0.744440292817498017E+00,0.139776865347738560E+00,0.550573236771830634E+05,0.552660348006143613E+05,0.556806915523040152E+05,0.560962298199497600E+05,0.339793766753400632E+05
0.398352672784612616E+00,0.445061052158957011E+02,0.138745121226213741E+01,0.207769151999999991E+03,0.554729611040000018E+05,0.464283239186519536E-01,0.105634777868981442E+00,0.550574119565790097E+05,0.552658420686123573E+05,0.556806558366180907E+05,0.560962891022915719E+05,0.339803340312940782E+05
0.995746062182005648E-01,0.254078157104202234E+02,0.107444084103977233E+01,0.207769151999999991E+03,0.554729611040000018E+05,0.274983694756304242E+00,0.932412196588642161E+00,0.550573973084095123E+05,0.552659516470318486E+05,0.556806840417831845E+05,0.560963010836892645E+05,0.339828158924137751E+05
0.535548684331847991E+00,0.223730962659778569E+02,0.152178810660551544E+01,0.207769151999999991E+03,0.554729611040000018E+05,0.342432924209928602E+00,0.256074165534783460E+00,0.550573720705235100E+05,0.552651853860060437E+05,0.556806520234924610E+05,0.560962665086679917E+05,0.339828743485074156E+05
0.479263968425649944E+00,0.269356431992564609E+02,0.146299724455322555E+01,0.207769151999999991E+03,0.554729611040000018E+05,0.204677791676739440E+00,0.384597230954263070E+00,0.550573617881013561E+05,0.552659878264291328E+05,0.556806328076023201E+05,0.560962575737199586E+05,0.339832379246013952E+05
0.144028170629801645E-01,0.431268108542180380E+04,0.966833941967394639E-02,0.207769151999999991E+03,0.554729611040000018E+05,0.202589278190284883E+00,0.370247914417783874E+00,0.550573527328326818E+05,0.552657817367737443E+05,0.556807025180315904E+05,0.560962581698138965E+05,0.339833398551857754E+05
0.155831007725207270E-01,0.205273751273075368E+04,0.154102040050881350E+00,0.207769151999999991E+03,0.554729611040000018E+05,0.447202718175270741E+00,0.797446971976659286E-01,0.550573456868953945E+05,0.552659187667129154E+05,0.556806044135699558E+05,0.560963072434638161E+05,0.339833866932554520E+05
0.780010658662392609E+00,0.275841055103011890E+01,0.177204652959731357E+01,0.207769151999999991E+03,0.554729611040000018E+05,0.394782639736189073E-01,0.789325384904992822E+00,0.550573901285201355E+05,0.552659483844243150E+05,0.556806384368242507E+05,0.560962616138790399E+05,0.339833870281614363E+05
0.351837671371424965E-01,0.690079801938988737E+02,0.982207456778473209E+00,0.207769151999999991E+03,0.554729611040000018E+05,0.944472495088108488E+00,0.615072255501031728E+00,0.550573708366187857E+05,0.552657802902619442E+05,0.556806671591097838E+05,0.560963033077865912E+05,0.339834106959009368E+05
0.216837805851313820E+00,0.124652731943881392E+02,0.119481468813496150E+01,0.207769151999999991E+03,0.554729611040000018E+05,0.512674680826604834E+00,0.191033583633274967E+00,0.550573477880384453E+05,0.552659584163840409E+05,0.556806581379115232E+05,0.560961938222880781E+05,0.339835447482331292E+05
