seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.886316792523181469E-02,0.166148831109198412E+02,0.545420305453667598E+00,0.149237617999999998E+03,0.557473401400000002E+05,0.910089469805846707E+00,0.134767250093784957E+00,0.551505329259441860E+05,0.552990059355631820E+05,0.555986225868258844E+05,0.561951760760587058E+05,0.563445670257810489E+05,0.695515152432542163E+04
0.986652571420060069E-02,0.509262976084532770E+01,0.821756256191269602E-01,0.149237617999999998E+03,0.557473401400000002E+05,0.535772275262859976E+00,0.530005343076286439E+00,0.551501721811353418E+05,0.552999220846301250E+05,0.555976542137858560E+05,0.561947196084725074E+05,0.563434291356556496E+05,0.695696531013806543E+04
0.166672609718513283E-01,0.924250841317875370E+03,0.973185362929221143E-01,0.149237617999999998E+03,0.557473401400000002E+05,0.503651869545156949E-01,0.687919675543213982E+00,0.551502430749819541E+05,0.553000554424491202E+05,0.555989958360440796E+05,0.561953160800399419E+05,0.563437862760173739E+05,0.695878665460654520E+04
0.393096531103590108E+00,0.128693732810821548E+01,0.137273282219848802E+01,0.149237617999999998E+03,0.557473401400000002E+05,0.958947514513000976E+00,0.213999008922489520E+00,0.551502319997732411E+05,0.552998316780012028E+05,0.555990297277999998E+05,0.561954796827487880E+05,0.563435166741610446E+05,0.695946778284461561E+04
0.102689084259901496E-01,0.446046583586162004E+01,0.450338832823956481E+00,0.149237617999999998E+03,0.557473401400000002E+05,0.955662168680282975E+00,0.845245085573723354E+00,0.551503380858416785E+05,0.552997964884765970E+05,0.555988727004740795E+05,0.561945633325606104E+05,0.563438554243070612E+05,0.696013551240312154E+04
0.155061048260707150E-01,0.297069328949060996E+02,0.677237894027572840E+00,0.149237617999999998E+03,0.557473401400000002E+05,0.383415619096991400E+00,0.808975276646569513E-01,0.551504541049028485E+05,0.552994910139200438E+05,0.555988919843989352E+05,0.561960043398314301E+05,0.563435169195931594E+05,0.696018907751356710E+04
0.108260529261286001E-01,0.170747432437172613E+02,0.431738312788771450E+00,0.149237617999999998E+03,0.557473401400000002E+05,0.794747235851241407E+00,0.863296182661437372E+00,0.551503950357476933E+05,0.553000993712509007E+05,0.555989664290260916E+05,0.561951122891989726E+05,0.563442636758115041E+05,0.696052930566871510E+04
0.159307828191724218E-01,0.151373665285254795E+02,0.411374383128230603E+00,0.149237617999999998E+03,0.557473401400000002E+05,0.357417552771245373E+00,0.616517244528696939E+00,0.551503925872504042E+05,0.552992690955445287E+05,0.555986918222408422E+05,0.561955314173536462E+05,0.563442786525327610E+05,0.696114010025935568E+04
0.153422728994105639E-01,0.222514871979570517E+01,0.723871985775698779E+00,0.149237617999999998E+03,0.557473401400000002E+05,0.941269376960282456E+00,0.704621183490052871E+00,0.551503371035305172E+05,0.552998917385317473E+05,0.555974503916334725E+05,0.561954774892398054E+05,0.563452608827397926E+05,0.696116245014296783E+04
0.158436989190068669E-01,0.129021181332192896E+02,0.568543624344656107E+00,0.149237617999999998E+03,0.557473401400000002E+05,0.753263387582552846E+00,0.654820719719349298E+00,0.551507272344325538E+05,0.552995555687206870E+05,0.555971829700134767E+05,0.561956794908567826E+05,0.563443549366573643E+05,0.696117947101186110E+04
