seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.976867853173204737E-01,0.182199168524612378E+04,0.104687981413941755E+01,0.125413432000000000E+03,0.556556916829999973E+05,0.157858975509366561E+00,0.220616937417129795E-01,0.550286191464946023E+05,0.551540404087739371E+05,0.554048761964178630E+05,0.555302714515444095E+05,0.557811138071281021E+05,0.559065214000530395E+05,0.561573478216596632E+05,0.562827551222756010E+05,0.687076533531755376E+04
0.343774318332751364E-01,0.108600391158044076E+06,0.468185649788508629E+00,0.125413432000000000E+03,0.556556916829999973E+05,0.394405245237684554E+00,0.418450295856330090E+00,0.550286258310552003E+05,0.551540373350249429E+05,0.554048705596399086E+05,0.555302822450172753E+05,0.557810932696126620E+05,0.559065126890985193E+05,0.561573451026949697E+05,0.562827516272951398E+05,0.687380985019423315E+04
0.353015429100572639E-01,0.466335097371058728E+05,0.684439175491151186E+00,0.125413432000000000E+03,0.556556916829999973E+05,0.850712232107498689E+00,0.658313675896601391E+00,0.550286294294866020E+05,0.551540467935656125E+05,0.554048708207221789E+05,0.555302798357225183E+05,0.557811120131576099E+05,0.559065157766225166E+05,0.561573539052480992E+05,0.562827412872234854E+05,0.687504005405520547E+04
0.300822387039227979E+00,0.190085027167460998E+04,0.125061833984855331E+01,0.125413432000000000E+03,0.556556916829999973E+05,0.755460782973585876E+00,0.341457901192213087E+00,0.550286314166431621E+05,0.551540401054923132E+05,0.554048635458361605E+05,0.555302749275995884E+05,0.557811019025456553E+05,0.559065238481558190E+05,0.561573466892984579E+05,0.562827429269186614E+05,0.687508460648103028E+04
0.363010147852845355E+00,0.255665369668155518E+04,0.131515526649969883E+01,0.125413432000000000E+03,0.556556916829999973E+05,0.681226217853972305E+00,0.616894161687576437E-01,0.550286291160058900E+05,0.551540378320367890E+05,0.554048645179477026E+05,0.555302813191583118E+05,0.557811048284348290E+05,0.559065245643096860E+05,0.561573549763187839E+05,0.562827497877665155E+05,0.687510677802321334E+04
0.548031106667753787E+00,0.328861972761758261E+04,0.148242573472692585E+01,0.125413432000000000E+03,0.556556916829999973E+05,0.895692653385949056E+00,0.913587182453122537E+00,0.550286292879197354E+05,0.551540386948972955E+05,0.554048637627363278E+05,0.555302722017588094E+05,0.557810942123052300E+05,0.559065191711705920E+05,0.561573538028505500E+05,0.562827520713689009E+05,0.687556174609057598E+04
0.354313428041973730E-01,0.501039596799121136E+05,0.577656534691409873E+00,0.125413432000000000E+03,0.556556916829999973E+05,0.532092610798638455E+00,0.999588717516705638E+00,0.550286221170386198E+05,0.551540386499679735E+05,0.554048569086033531E+05,0.555302762914256236E+05,0.557810984814530602E+05,0.559065240934604444E+05,0.561573611625162230E+05,0.562827533019510083E+05,0.687562373205061886E+04
0.661837368681308824E+00,0.248961404199937397E+04,0.161784041647984833E+01,0.125413432000000000E+03,0.556556916829999973E+05,0.800562279997068305E+00,0.139606596873824845E+00,0.550286312219891261E+05,0.551540447158191600E+05,0.554048678554130020E+05,0.555302826865211900E+05,0.557811076719260309E+05,0.559065165889430718E+05,0.561573563244950274E+05,0.562827579834009666E+05,0.687565810207191498E+04
0.335026816093526095E-01,0.144704959138694743E+06,0.108993787383166521E+00,0.125413432000000000E+03,0.556556916829999973E+05,0.512877005867491187E+00,0.531600075089525559E+00,0.550286261513020727E+05,0.551540395271932211E+05,0.554048652934245329E+05,0.555302718717973548E+05,0.557811014355742009E+05,0.559065280148822276E+05,0.561573556765758694E+05,0.562827443585446890E+05,0.687622437633431946E+04
0.341933880328853315E-01,0.791065855674915365E+05,0.559307742869464830E+00,0.125413432000000000E+03,0.556556916829999973E+05,0.782443063664115424E+00,0.106192052327958794E+00,0.550286230080766254E+05,0.551540433748816358E+05,0.554048634392619133E+05,0.555302957825101985E+05,0.557811048274382483E+05,0.559065266910306891E+05,0.561573509050549983E+05,0.562827454939286690E+05,0.687666717651269209E+04
0.320400895952209427E-01,0.105633641801897320E+06,0.299996066018151708E+00,0.125413432000000000E+03,0.556556916829999973E+05,0.677566742238919884E+00,0.323537360943013719E+00,0.550286193554887432E+05,0.551540416386812576E+05,0.554048635434157477E+05,0.555302835877258331E+05,0.557811007119501446E+05,0.559065120189181689E+05,0.561573554010896405E+05,0.562827396093577918E+05,0.687677846796746235E+04
