seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_likelihood
0.157209771404612952E+00,0.199625147219532639E+01,0.113695669001059696E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.250086271308037011E+00,0.572654960023010862E+00,0.560629554930646482E+05,0.369861109932091222E+04
0.661821093258186388E+00,0.290175748754141161E+01,0.164038286254506649E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.734220168895259651E+00,0.235474993282454692E+00,0.560629382018414690E+05,0.369861233498573984E+04
0.677664470918074580E+00,0.196828851565212348E+01,0.165875259118276208E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.642183930102590339E+00,0.687835498447951443E+00,0.560630113597119707E+05,0.369867327187652063E+04
0.953727812293820754E+00,0.370810197701549082E+01,0.193093082764794266E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.974542991747842979E+00,0.567295769640676628E-01,0.560629307048892006E+05,0.369867523969541071E+04
0.944985416737175510E+00,0.148727359679852178E+01,0.193447552006129309E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.583920050882530961E-01,0.425440220297771884E-01,0.560629305010705502E+05,0.369871039181302876E+04
0.176006789090632255E-01,0.302555199429617858E+03,0.412320514100828872E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.279620349267625967E+00,0.824947140520821742E+00,0.560629076448815540E+05,0.369875421933507732E+04
0.141308130794605327E-01,0.183325091605257370E+03,0.224407957465853430E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.825217444805021794E+00,0.491125807820209259E+00,0.560628623323780776E+05,0.369877929872195909E+04
0.969337305383514813E+00,0.141071722303453284E+01,0.194533450077493830E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.985008917944596551E+00,0.491070503975680750E+00,0.560629112703671926E+05,0.369878205330770925E+04
0.150418582001909162E+00,0.187776261644858145E+01,0.112531402123572732E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.575100655021427265E+00,0.629651871985778322E+00,0.560630092508834714E+05,0.369879133513956003E+04
0.160468941305988225E-01,0.110749775198998833E+03,0.437539105848777865E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.825149901281826303E+00,0.672945242426574386E+00,0.560629604275851889E+05,0.369879744220636348E+04
0.506579325721203566E+00,0.103530043584546605E+01,0.149094163268270630E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.292893683442779107E+00,0.876394955707542000E+00,0.560629024206721224E+05,0.369888601854191347E+04
0.820888733273258397E+00,0.100569545289782369E+01,0.181139886809306305E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.135711730675650726E-02,0.969420528086900379E+00,0.560629085019455306E+05,0.369890833642904909E+04
0.648590897446273074E+00,0.171765784459452275E+01,0.162699690702324506E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.706335212069844731E+00,0.403701242791892623E+00,0.560629432655723795E+05,0.369897087629790076E+04
0.361056534000148810E+00,0.135322740260916308E+01,0.133632678599471388E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.960806349125817860E+00,0.804865036133146361E-01,0.560628834646525938E+05,0.369903551045165932E+04
0.484986643255783667E-01,0.112836019373785468E+01,0.102228361676182944E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.373686609961131788E+00,0.224005395119398154E+00,0.560629683004591643E+05,0.369905789688844470E+04
0.287412068773754914E+00,0.256842335624924267E+01,0.126098280548005448E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.932831317983557895E+00,0.116794997849865689E+00,0.560629703601874717E+05,0.369910307767880204E+04
0.942783157421894780E+00,0.115664043236963865E+01,0.192885832172980964E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.285721740398178436E+00,0.655558076458356065E+00,0.560629373576638463E+05,0.369911441108321924E+04
0.897812495255833731E+00,0.138698458531294366E+01,0.187928443949709068E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.639335327021368749E+00,0.583412036025858782E+00,0.560629120922358925E+05,0.369913488566994329E+04
0.782804534299863741E+00,0.128576279322214293E+01,0.176874574364579340E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.303622432596005076E+00,0.315543177950544318E+00,0.560629995190343179E+05,0.369919136406935831E+04
0.889004690566755573E+00,0.106538717160077701E+01,0.187303462430097878E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.672563668684920013E+00,0.169278577182308626E+00,0.560629774692239444E+05,0.369937860977806031E+04
0.361318489844044632E+00,0.105615264706738543E+01,0.134340904476238587E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.574745977452687851E+00,0.695028696408760416E+00,0.560629066376894189E+05,0.369941587844529658E+04
0.139495711714356305E-01,0.321795730308445854E+03,0.472674805200980000E-01,0.265749852999999973E+03,0.560630302119999978E+05,0.670201561784768307E+00,0.813248664378594666E+00,0.560629494297320343E+05,0.369946273653707522E+04
0.336049194205261872E-01,0.113811351263084983E+02,0.959308643696171970E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.712746093381805723E+00,0.976589985759998336E+00,0.560629582143368389E+05,0.369948050821623929E+04
0.475878763827408902E+00,0.106040842200000718E+01,0.145585418483087370E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.682060328687794759E+00,0.986635790279216329E+00,0.560629151369813917E+05,0.369949109487999613E+04
0.502232565150931842E+00,0.105811765542616931E+01,0.147786543342752319E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.891558922297793877E+00,0.476844575539653315E+00,0.560629491778410011E+05,0.369951487522589196E+04
0.535582592454639239E+00,0.246260946426873728E+01,0.151084766304814178E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.902443682477380937E+00,0.463778447716195974E+00,0.560629148396555902E+05,0.369952466313228979E+04
0.280151268049745716E+00,0.188236707940100412E+01,0.126094709878992206E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.375038322501336396E+00,0.472054040621247228E+00,0.560629464335373996E+05,0.369953246420111373E+04
0.583778705286125632E+00,0.322299251087716998E+01,0.155755109837896999E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.863808758675885691E+00,0.729537391479394670E+00,0.560629901788420757E+05,0.369959102850450017E+04
0.189531739110387586E-01,0.623675844468156626E+02,0.716471400556861870E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.581787297202014386E+00,0.236839321388990359E+00,0.560629037872153858E+05,0.369960873689661184E+04
0.236264223918011523E+00,0.174590119026606705E+01,0.121275242644938275E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.562635884262416841E+00,0.167167014440115808E+00,0.560629340367529076E+05,0.369961729343023217E+04
0.652953604699365586E+00,0.203277970105099470E+01,0.163764306846253205E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.435929710111151947E+00,0.863114963872854690E+00,0.560629600686532140E+05,0.369966577133241026E+04
0.143201993657881194E+00,0.156555469019016047E+01,0.112434919788060173E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.148005226201857132E+00,0.962092669367600295E+00,0.560629876553746362E+05,0.369967143671631402E+04
0.852179936222471568E+00,0.141781328165721954E+01,0.183685124425314017E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.643779517760550757E+00,0.120596135823965184E-01,0.560629437526127731E+05,0.369967622470480455E+04
0.549406412312440695E+00,0.143820829055480259E+01,0.152666365574539475E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.727814421475757811E+00,0.958226721256977609E+00,0.560629871348273009E+05,0.369968135604559939E+04
0.887496605328918498E+00,0.133474151158088539E+01,0.186852160919661991E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.739486482605385853E+00,0.285132547635991752E-01,0.560629471490916985E+05,0.369971206330055520E+04
0.930359659866073052E+00,0.132125430803799349E+01,0.191593822708630834E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.553109037470956522E+00,0.591805626552780240E+00,0.560629709680784654E+05,0.369972998797337459E+04
0.878170167191652307E+00,0.180226699233497878E+01,0.186294308512822604E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.555912428051428043E+00,0.548734962396711268E+00,0.560629805903169981E+05,0.369974091201421379E+04
0.152793633747939049E-01,0.232320973245623662E+03,0.712919084877697701E-01,0.265749852999999973E+03,0.560630302119999978E+05,0.266746771988871478E+00,0.158723199002812065E+00,0.560628750527930461E+05,0.369975216325581732E+04
0.167737220106134122E+00,0.201917148385780054E+01,0.113165712391505879E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.875544706910284742E+00,0.852538716667773366E+00,0.560629874792955088E+05,0.369980563499871732E+04
0.145454666996615543E-01,0.312760093052511024E+03,0.221294941570729820E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.632966100755367078E+00,0.387496031660385709E+00,0.560629263176188906E+05,0.369981470951108349E+04
0.509476218989640905E+00,0.183907950263829023E+01,0.148802325246842027E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.727785273009263989E+00,0.875300831358279824E-02,0.560629142527370059E+05,0.369982023510490308E+04
0.450947693388745074E+00,0.185862499754490185E+01,0.143405118699249545E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.462921505933161170E+00,0.680919896564717964E+00,0.560629629511959502E+05,0.369982069749072161E+04
0.131065190639081286E+00,0.114185588013568706E+01,0.110183080849922699E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.679881397196425707E+00,0.956646545550094318E+00,0.560629666424944517E+05,0.369982407493659503E+04
0.182151986291150016E-01,0.233493724408997309E+03,0.389242114481722912E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.948216090650533028E+00,0.494436739885522614E-01,0.560629098473960257E+05,0.369983699522675397E+04
0.159456210620856978E-01,0.979916034688100552E+02,0.626702217384556226E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.857771501651315660E+00,0.619000829886393933E+00,0.560629812204801274E+05,0.369983975832717260E+04
0.141038333884601578E-01,0.264551486794470406E+03,0.226951725600473275E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.443276540643164574E+00,0.886049683315278891E+00,0.560629494945273836E+05,0.369984446200661841E+04
0.605965288173770822E+00,0.147774090513634548E+01,0.158761637784417231E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.615456980104725160E+00,0.889011180636418819E+00,0.560628882051512483E+05,0.369985852071465888E+04
0.156864695066602250E+00,0.158979967468733130E+01,0.113572718528881800E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.324177708860172054E+00,0.508034955844752001E+00,0.560629947644643762E+05,0.369986194749108108E+04
0.286804708672495412E+00,0.129353172781106140E+01,0.127133787938887277E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.223337290768899965E+00,0.921406098737058477E+00,0.560629924471032864E+05,0.369987022829171292E+04
0.383531973362798762E+00,0.143394390921221460E+01,0.136893705305743030E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.136181484428157112E+00,0.871716449517246472E+00,0.560629741273947147E+05,0.369988061955101693E+04
0.615533407441105185E+00,0.186364204638500830E+01,0.159984348830663392E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.372297784207711424E+00,0.565367500610738927E+00,0.560629328813661996E+05,0.369991422322736616E+04
0.624181378411826082E+00,0.180403453703279282E+01,0.159614913265745018E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.937682972580038632E+00,0.716816055326733204E+00,0.560629796735343261E+05,0.369992970636715745E+04
0.332352853864259432E-01,0.265250682539142391E+01,0.979785617473356907E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.877396111329125872E+00,0.264695186663128523E+00,0.560629469609297739E+05,0.369993499720773343E+04
0.681687455872401538E+00,0.250709515000606897E+01,0.166356020518563774E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.609959716405683694E+00,0.383708950686308059E+00,0.560629643983771821E+05,0.370004056899800980E+04
0.905350580762297685E+00,0.434321749383431399E+01,0.187764055118885342E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.831806248675610371E+00,0.898282259983735565E+00,0.560629206140582683E+05,0.370004501282353976E+04
0.166253948867336222E-01,0.332781255301119074E+03,0.252806197801168475E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.275850501723455266E-01,0.778039092778865404E+00,0.560629745809019878E+05,0.370015069969997785E+04
0.237592743055171848E-01,0.261306350720809100E+01,0.987315045548058490E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.299172895244378789E+00,0.708016370782005633E+00,0.560629276803446191E+05,0.370017509634624457E+04
0.614218612134965897E-01,0.165199062337355884E+01,0.102985037524387946E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.710067884136970751E+00,0.196896685113579412E+00,0.560629165003873350E+05,0.370020093880096010E+04
0.167572187653005703E-01,0.205990204091964955E+03,0.214304743169771829E-02,0.265749852999999973E+03,0.560630302119999978E+05,0.332374108200208518E+00,0.265569131706496486E+00,0.560629040850111778E+05,0.370021221008668999E+04
0.894618772977842924E-01,0.184820644941839562E+01,0.104833788687278151E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.947374783762901518E+00,0.406444194232031430E+00,0.560629283932991239E+05,0.370021345850001489E+04
0.166907123733201282E-01,0.972192515309121461E+02,0.686217244601125209E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.905657775413758359E+00,0.774178534863323775E+00,0.560629745820374737E+05,0.370021409746980771E+04
0.523165831139020043E+00,0.186656392102330226E+01,0.150706234450018117E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.341268892276599234E+00,0.939563645241087042E+00,0.560629529513335074E+05,0.370021504272937000E+04
0.241573076676805665E+00,0.225843012741822546E+01,0.121241257340957875E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.764080102896453006E+00,0.994598954983434314E+00,0.560629812591006557E+05,0.370021776793559729E+04
0.797194732082049828E+00,0.161193454608947517E+01,0.177158312846227739E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.903545444154130961E+00,0.705949152743106101E+00,0.560629241645978327E+05,0.370023956573043233E+04
0.170024926989655149E-01,0.173590708471421237E+03,0.509472732482001534E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.617465939479558301E+00,0.111244144689166935E+00,0.560628908503803978E+05,0.370024302433058529E+04
0.589548803457236148E+00,0.150221901557446014E+01,0.157512510469347333E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.206077107300635054E+00,0.484674789831255726E+00,0.560629663864896211E+05,0.370024611388831272E+04
0.165781284379857355E-01,0.851213775015945231E+02,0.683203953811261311E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.430391078248984593E+00,0.693977981860493864E+00,0.560629567444571585E+05,0.370029517946773467E+04
0.601007242548334819E+00,0.131272719622972156E+01,0.158736003484067090E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.274756324431103538E+00,0.947888491676162404E+00,0.560629098379119969E+05,0.370030701452273934E+04
0.150317484571662312E-01,0.118839725441599043E+03,0.311233801037067381E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.614174220075921373E+00,0.856237095673035853E+00,0.560628870650351237E+05,0.370032436045798931E+04
0.839146178636762330E+00,0.127634091046743325E+01,0.182736467562800953E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.714994410097418709E-01,0.676421289367920120E+00,0.560629249067401688E+05,0.370032639522658155E+04
0.990177528316137090E-01,0.135762094893317853E+01,0.107689454511574789E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.299046327514916221E+00,0.266705286528425983E-01,0.560629937335410359E+05,0.370039161128399883E+04
0.854169946915873113E-01,0.213287697089796202E+01,0.105410676484430166E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.616530143140818332E+00,0.132157461668357470E-01,0.560629287254277006E+05,0.370039761398788596E+04
0.432106973456960419E+00,0.119052455365204635E+01,0.141502814493082174E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.516758626341371374E+00,0.213225697915731538E+00,0.560629899494505007E+05,0.370040221865474905E+04
0.241523458828896039E-01,0.540671012974777376E+01,0.964113544249467935E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.651105948151248781E+00,0.855442054384785933E+00,0.560629102460430440E+05,0.370041387039672281E+04
0.718462067306046892E+00,0.181788254156263718E+01,0.170204269959871834E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.470544030514386591E+00,0.305201413446667680E+00,0.560629160523975661E+05,0.370042592365944802E+04
0.674133605750351639E+00,0.104208017929378083E+01,0.166185603476910204E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.182216775048833657E+00,0.294231174027752507E+00,0.560629944751934672E+05,0.370043059398086916E+04
0.733561466618716573E+00,0.185985732558506811E+01,0.170772743186773557E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.883535144981236420E+00,0.826931389375725634E+00,0.560629339157164650E+05,0.370043173741383089E+04
0.884848554572741808E+00,0.264343847410696142E+01,0.186258668435811514E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.814349953846980279E+00,0.605413434313322063E+00,0.560629936427211796E+05,0.370043608744670655E+04
0.190185018048121615E-01,0.592165060628385262E+02,0.757398509818365095E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.368048316741523440E+00,0.290717912556854863E+00,0.560628631518185284E+05,0.370043927835761951E+04
0.565229157793168402E+00,0.165700077111247523E+01,0.154350600547770300E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.809480571000225524E+00,0.345488752440786639E+00,0.560629929770321178E+05,0.370044113492729684E+04
0.556461756409131092E+00,0.122128590839060269E+01,0.154217573742408853E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.215213470904726367E+00,0.160430724356943943E+00,0.560629098734106738E+05,0.370044190149671431E+04
0.199106147041456863E-01,0.133715342921285412E+03,0.665768843899136487E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.965145322356060209E+00,0.669676314718646415E+00,0.560629553479783426E+05,0.370045011191074263E+04
0.630069774975910324E+00,0.273724376996436680E+01,0.160681613066837703E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.850478120427493045E+00,0.180681578300684764E+00,0.560629585766385353E+05,0.370045987090516610E+04
0.121553017289714835E+00,0.105169127706486054E+01,0.110097821026934728E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.402652207251459671E+00,0.950500617490856903E+00,0.560629513599247730E+05,0.370046344624213543E+04
0.591011502206038819E+00,0.193786161419480818E+01,0.157348645092730255E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.504391148353151908E+00,0.487653250925711657E+00,0.560629271671943789E+05,0.370046458209017692E+04
0.397674157806348794E+00,0.107897996493003134E+01,0.137554864477991345E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.851909908622084155E+00,0.246576312598250053E+00,0.560629141180099105E+05,0.370047470349999912E+04
0.261412554984811918E+00,0.241459979884027121E+01,0.123428192583822449E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.726812657699468012E+00,0.757271124190884493E+00,0.560629205765991646E+05,0.370048212988504565E+04
0.143361083898372321E-01,0.143618488830093355E+03,0.192251489327704472E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.804732714537352289E+00,0.415591056212416099E+00,0.560628777586071301E+05,0.370048445736047961E+04
0.410774501318677709E+00,0.201356721928282267E+01,0.137357919009399665E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.993873665002163675E+00,0.781171060596584588E+00,0.560629035124490692E+05,0.370048492928448286E+04
0.272455237040923670E+00,0.123574496899877651E+01,0.125328722176524243E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.441306564384318922E+00,0.707261465566762393E+00,0.560629937091074826E+05,0.370049003856112267E+04
0.965063189795569265E+00,0.151374543899571368E+01,0.195112762412247309E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.491431081341393627E+00,0.654150922452868544E+00,0.560629691340384816E+05,0.370049051371590031E+04
0.161303198700958217E+00,0.123360951588188095E+01,0.113006898129426725E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.836239936079116286E+00,0.616465695730069485E+00,0.560629619859444938E+05,0.370049568527125666E+04
0.338941132952275626E+00,0.138794974078103794E+01,0.131622766100349353E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.753748500756338036E+00,0.562444950528790955E+00,0.560629830890300218E+05,0.370049706353146848E+04
0.178697041688572547E-01,0.300866719630231273E+03,0.321481706049452642E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.891299848537923434E+00,0.182104264938588778E+00,0.560629191244233371E+05,0.370049984975667940E+04
0.103801477873209994E+00,0.200001656138479822E+01,0.105849862881381340E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.956567494470472179E+00,0.694400980845990445E+00,0.560629137577714282E+05,0.370050743079939093E+04
0.481976348214043060E+00,0.187332647007895181E+01,0.146259083063207274E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.538012753250421527E+00,0.938103454728717367E+00,0.560629118591172810E+05,0.370052074020391137E+04
0.176471726674891534E-01,0.234249560894120009E+03,0.259655992695963789E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.725794951771373431E+00,0.558381687745940214E+00,0.560629276589167566E+05,0.370054692135172900E+04
0.417618652194183537E+00,0.160177980575246037E+01,0.139754213875532352E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.631385328550803204E+00,0.587505712315743334E+00,0.560629035379660854E+05,0.370055174321893264E+04
0.188822082318020307E+00,0.159552211431033553E+01,0.117032014529487904E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.256430192506305943E+00,0.730650773813920851E+00,0.560629648680333194E+05,0.370058417471549365E+04
0.410027752479618035E+00,0.161194588512322978E+01,0.139232473379309174E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.502052418954399782E+00,0.405155938541056249E+00,0.560629821684861890E+05,0.370058478071336958E+04
0.761781997589206616E+00,0.116168167751167228E+01,0.174900942740753940E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.348151612415984746E+00,0.973972918906785501E+00,0.560629132644296697E+05,0.370060153020673897E+04
0.530677985963853849E-01,0.219642398466458566E+01,0.101235303819473010E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.731839939354832492E+00,0.607418782703643134E+00,0.560629866813498084E+05,0.370061974634797934E+04
0.724373804197875781E+00,0.373904139470756247E+01,0.169676131296022192E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.835229173139216963E+00,0.831938670406388914E+00,0.560629763649026645E+05,0.370063436206094866E+04
0.789382900436032542E+00,0.144088102056778378E+01,0.177024987117682708E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.777679720556654019E+00,0.437486578103158996E+00,0.560629749994559606E+05,0.370066694453785749E+04
0.720119254378656759E+00,0.136135436368248208E+01,0.170757159847230344E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.133685071417045442E+00,0.501798077795618580E+00,0.560629839662121522E+05,0.370067178957658689E+04
0.190154545581946270E-01,0.486712308433310099E+02,0.779867164873760843E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.361413604748420936E+00,0.263381761410292591E-01,0.560628835643804778E+05,0.370067236295511248E+04
0.502328711225643709E+00,0.153579995881938047E+01,0.148371752247276278E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.507729482315312564E+00,0.975585291283227352E+00,0.560629024790699987E+05,0.370067455704212261E+04
0.430630200188058698E+00,0.114166824293109315E+01,0.140891634300741186E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.647637418957046629E+00,0.934129585568960419E+00,0.560629551324089553E+05,0.370068094997315802E+04
0.393483032140456823E+00,0.211002020652098521E+01,0.136794119470436648E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.967219546236690375E+00,0.221053764740747533E+00,0.560629598796782011E+05,0.370068528955757120E+04
0.422809053051422246E+00,0.134690509390782376E+01,0.140820689208269156E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.147189900708216082E+00,0.349608325150144950E+00,0.560629547605263433E+05,0.370069501534404299E+04
0.756223001493480651E-01,0.191570881272878091E+01,0.104233760116759755E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.898669798183811319E+00,0.287210838504608386E-01,0.560629660688162694E+05,0.370069793870776812E+04
0.568809821562741069E+00,0.139731258284351223E+01,0.155137381075119607E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.620923877123249923E+00,0.742914758597648217E+00,0.560629459252615343E+05,0.370069959146898327E+04
0.129744599446043912E+00,0.105970849361777275E+01,0.110281381253630006E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.802682378568163268E+00,0.982323245744101958E-01,0.560629149246137968E+05,0.370070351424530600E+04
0.484121005178600294E+00,0.114833768066550368E+01,0.146327111907219631E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.868157491471043374E+00,0.614996848294774578E-01,0.560629665477775488E+05,0.370070953217461465E+04
0.178726117122423554E-01,0.305829350469931285E+02,0.857217614416636131E+00,0.265749852999999973E+03,0.560630302119999978E+05,0.328762340415862775E+00,0.691811098318024897E+00,0.560629077862662889E+05,0.370072193873731067E+04
0.344139685693119202E-01,0.104107276801310134E+01,0.100685869325643496E+01,0.265749852999999973E+03,0.560630302119999978E+05,0.169546337907178768E+00,0.718593930408511078E-01,0.560629096005064348E+05,0.370075967479149222E+04
