seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.119827648816525547E-01,0.166666047200034086E+03,0.106997121140608983E+00,0.385292329999999993E+03,0.556588272300000026E+05,0.119475817712437385E+00,0.550397733590728189E+00,0.552733381597324769E+05,0.556590081411424690E+05,0.560440138670803135E+05,0.446941548617369790E+04
0.117191941784212550E+00,0.124746076175373743E+01,0.109278712187466098E+01,0.385292329999999993E+03,0.556588272300000026E+05,0.937248609378534492E+00,0.648535146300983634E+00,0.552736202130171587E+05,0.556589098218313666E+05,0.560441297125097190E+05,0.447149501717924704E+04
0.107527924165930835E-01,0.377033184555414323E+03,0.369066071618083802E+00,0.385292329999999993E+03,0.556588272300000026E+05,0.273067085851629199E+00,0.939306004251309057E+00,0.552735762048186225E+05,0.556589157318619764E+05,0.560441629488464896E+05,0.447212817293736407E+04
0.756237140244806622E-01,0.271691798994783973E+01,0.105761286489277828E+01,0.385292329999999993E+03,0.556588272300000026E+05,0.490272442096998218E+00,0.212298445775446792E+00,0.552734426226834184E+05,0.556588099323911083E+05,0.560439719475497623E+05,0.447227861279317676E+04
0.709087642280811004E+00,0.225295034407778250E+01,0.168761609694507930E+01,0.385292329999999993E+03,0.556588272300000026E+05,0.995464698474830656E+00,0.368052273310497502E+00,0.552734659618796795E+05,0.556589352499844244E+05,0.560440795517312945E+05,0.447285288461244636E+04
0.610295797901509118E+00,0.165162735246146131E+01,0.159655399442177592E+01,0.385292329999999993E+03,0.556588272300000026E+05,0.818036024748074686E+00,0.259803378054758727E+00,0.552736359518625177E+05,0.556590601902795242E+05,0.560439531358315144E+05,0.447299566751446037E+04
0.444536801196391995E+00,0.194350482779645839E+01,0.142535310532167725E+01,0.385292329999999993E+03,0.556588272300000026E+05,0.826671978751509995E+00,0.974151847597201193E+00,0.552736723533851764E+05,0.556591296463711042E+05,0.560440837504305237E+05,0.447338353900401762E+04
0.116905031456689124E-01,0.781654903776673819E+02,0.585790849770373323E+00,0.385292329999999993E+03,0.556588272300000026E+05,0.898199844851507945E+00,0.221140462559742318E+00,0.552736223374688707E+05,0.556591555615339166E+05,0.560440878329225961E+05,0.447391952246782785E+04
0.144952873271975979E-01,0.812032738371841788E+03,0.442616438693186134E-01,0.385292329999999993E+03,0.556588272300000026E+05,0.553644517534887179E-02,0.185767560058582831E+00,0.552735093128968219E+05,0.556589695114115893E+05,0.560440089094386421E+05,0.447429389519539473E+04
0.932974129370648719E+00,0.588905161171479019E+01,0.191297984037388757E+01,0.385292329999999993E+03,0.556588272300000026E+05,0.855826956054857146E+00,0.977630732194662122E+00,0.552735835940919133E+05,0.556587666083802469E+05,0.560440417565681491E+05,0.447431599413746153E+04
