seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.405146020102887874E-01,0.185208356684542878E+03,0.273564123611897470E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.561136741077595813E+00,0.907807572577633837E-01,0.550789799817900494E+05,0.552991255304918814E+05,0.555192571342751617E+05,0.559595240351485627E+05,0.563997702692007369E+05,0.791884354069439996E+04
0.418430798813307983E-01,0.137239234823141146E+03,0.540245086013269149E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.213424056807902329E+00,0.426227440426895754E+00,0.550789635810961918E+05,0.552991203534262677E+05,0.555192582062802976E+05,0.559595280957453724E+05,0.563997704988584228E+05,0.791934577339543739E+04
0.414617577621729447E-01,0.117990423317355877E+03,0.575941128236119648E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.383164562520183161E+00,0.296940585732559603E+00,0.550789683618927884E+05,0.552991205790269742E+05,0.555192614278528272E+05,0.559595101029758807E+05,0.563997690822354998E+05,0.791998221294658561E+04
0.403319612976536443E-01,0.203819119895569202E+03,0.214707516228793305E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.210721826029376003E+00,0.556146106277965457E+00,0.550789739553449544E+05,0.552991171760924481E+05,0.555192649117196197E+05,0.559595223710629361E+05,0.563997765415973627E+05,0.792040558006762240E+04
0.411895978265398172E-01,0.204975299670024242E+03,0.253925312802780412E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.133553176282623753E+00,0.327080444254174429E+00,0.550789654155519238E+05,0.552991171819744923E+05,0.555192569600322895E+05,0.559595167829737402E+05,0.563997684595721876E+05,0.792088575120688347E+04
0.408549064332964090E-01,0.200263402747374499E+03,0.263335036351391605E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.257681535413161578E+00,0.318053865628240395E+00,0.550789702607183717E+05,0.552991257336286726E+05,0.555192676279593506E+05,0.559595125122634417E+05,0.563997653122337142E+05,0.792190995024262793E+04
0.403772024561644474E-01,0.198697124838926641E+03,0.204260664950932591E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.254256697714287161E+00,0.440712647057048212E+00,0.550789802584500940E+05,0.552991137300524570E+05,0.555192592944388962E+05,0.559595172863576663E+05,0.563997665229108898E+05,0.792202231437693536E+04
0.403829487468318135E-01,0.198165666775518247E+03,0.269382809757542419E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.134450680536171541E+00,0.698486007583154822E+00,0.550789711059447800E+05,0.552991204609826309E+05,0.555192600600880178E+05,0.559595160213453637E+05,0.563997609454253907E+05,0.792251122727849452E+04
0.408918387092910285E-01,0.151501274961815966E+03,0.457469955835901665E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.287543205122130552E+00,0.493747761608188285E+00,0.550789794358662111E+05,0.552991163183898752E+05,0.555192643682644484E+05,0.559595188424178195E+05,0.563997656249281936E+05,0.792270549724019202E+04
0.420294777995891891E-01,0.137623439427350831E+03,0.526748711350312537E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.153407957290172092E+00,0.570320632208163314E+00,0.550789771606659851E+05,0.552991161337071462E+05,0.555192602978266877E+05,0.559595244555837635E+05,0.563997706739575297E+05,0.792273704408784852E+04
0.425035769240828185E-01,0.969379449058832421E+02,0.649109731828669489E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.275448826413872805E+00,0.396439718067335911E+00,0.550789767664882602E+05,0.552991177474147917E+05,0.555192621760655747E+05,0.559595199144842118E+05,0.563997699754954447E+05,0.792295799435137542E+04
0.401081213073668924E-01,0.210692079516234770E+03,0.463101935693562977E-01,0.220130022999999994E+03,0.557393790979999976E+05,0.287259953451815819E+00,0.474501086954804252E+00,0.550789751041787604E+05,0.552991214223568968E+05,0.555192600060283221E+05,0.559595134245300505E+05,0.563997674771280726E+05,0.792307360231942494E+04
0.400170277229525279E-01,0.189177534798752163E+03,0.255182702815687112E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.623238473537239268E+00,0.821774339527790443E-01,0.550789689233355748E+05,0.552991242844326043E+05,0.555192637223407510E+05,0.559595103958379405E+05,0.563997651600655372E+05,0.792313173002123494E+04
0.402379860670665709E-01,0.207300118830644465E+03,0.197087552002908034E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.466208327075859130E+00,0.111904214727366363E+00,0.550789685843017432E+05,0.552991175819340060E+05,0.555192669726516106E+05,0.559595287891174739E+05,0.563997672976786343E+05,0.792316095697723995E+04
0.399575236033186260E-01,0.186142086729061845E+03,0.245763676443506912E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.640785457134856129E+00,0.550503967014323026E-01,0.550789803963473532E+05,0.552991170398607064E+05,0.555192604774739302E+05,0.559595051476634544E+05,0.563997665520003866E+05,0.792327601080845398E+04
0.397123789727923879E-01,0.215458950940629364E+03,0.283171644250251216E-01,0.220130022999999994E+03,0.557393790979999976E+05,0.440572184354137031E+00,0.294717407579510371E+00,0.550789747311448373E+05,0.552991262526222999E+05,0.555192593824508294E+05,0.559595153102469776E+05,0.563997720560930975E+05,0.792347593356458401E+04
0.405168972440696426E-01,0.214786299758894074E+03,0.106334053613692331E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.151292715375912046E+00,0.617501868807388998E+00,0.550789843052766082E+05,0.552991172207173659E+05,0.555192553347383291E+05,0.559595205301996393E+05,0.563997640614013944E+05,0.792353095005631349E+04
0.406263180947413899E-01,0.221907306781977127E+03,0.141806878287131427E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.212644696257282523E+00,0.361613549696638670E+00,0.550789638114634145E+05,0.552991173696634942E+05,0.555192612186852784E+05,0.559595235422156984E+05,0.563997662155270082E+05,0.792356461795546329E+04
0.408424122021039324E-01,0.211218152951523791E+03,0.398468260936641477E-01,0.220130022999999994E+03,0.557393790979999976E+05,0.391834023592552039E+00,0.331493142293827342E-01,0.550789793692752937E+05,0.552991216876254985E+05,0.555192613486964474E+05,0.559595124767574671E+05,0.563997661056784709E+05,0.792362963193330597E+04
0.404860582253058210E-01,0.189829742982523982E+03,0.267549319715173817E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.371019596944612340E+00,0.695297195657030714E-01,0.550789802553888294E+05,0.552991228276485490E+05,0.555192521190782645E+05,0.559595185357484515E+05,0.563997689583917600E+05,0.792364502775584606E+04
0.397469281851957970E-01,0.208504109370554630E+03,0.215917852542215176E-01,0.220130022999999994E+03,0.557393790979999976E+05,0.362361817193472768E+00,0.313920769506216835E+00,0.550789803263456779E+05,0.552991209387765339E+05,0.555192611636787769E+05,0.559595171497593619E+05,0.563997662855810777E+05,0.792382638679373758E+04
0.399722802433697330E-01,0.205184175300097024E+03,0.164268435176284172E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.587413078249313769E+00,0.574034912630268304E-01,0.550789783465985602E+05,0.552991247070520112E+05,0.555192564819434701E+05,0.559595235097486002E+05,0.563997617966609687E+05,0.792393782400232067E+04
0.407138471690529982E-01,0.204399120611914498E+03,0.206516970712635695E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.420477832342153190E+00,0.180477176662462407E+00,0.550789780392886096E+05,0.552991195633932657E+05,0.555192619136165667E+05,0.559595264823184771E+05,0.563997724266397781E+05,0.792398457210254765E+04
0.405586496794012527E-01,0.216725927123928955E+03,0.880732547878806601E-02,0.220130022999999994E+03,0.557393790979999976E+05,0.371734523737894174E+00,0.252151242856447855E+00,0.550789660640489528E+05,0.552991180173784014E+05,0.555192627888070565E+05,0.559595209512108195E+05,0.563997675503832215E+05,0.792399664861058136E+04
0.397126931859530519E-01,0.211221435076177499E+03,0.181362611555909194E-01,0.220130022999999994E+03,0.557393790979999976E+05,0.666311347842388657E+00,0.114839577806091220E+00,0.550789792455022325E+05,0.552991221393383094E+05,0.555192594755654136E+05,0.559595137166367858E+05,0.563997615549305337E+05,0.792403727395928308E+04
0.398176871889132020E-01,0.202939204188982018E+03,0.141156799456981980E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.790211440191743497E+00,0.804453486783298921E-01,0.550789785425258815E+05,0.552991208221280976E+05,0.555192568796529958E+05,0.559595119708613856E+05,0.563997701132000366E+05,0.792417229947639407E+04
0.412300099554383237E-01,0.202171584276176503E+03,0.232674823021704863E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.288545169934726564E+00,0.535795710831438385E-01,0.550789745218451935E+05,0.552991166457997388E+05,0.555192594339668794E+05,0.559595132489761309E+05,0.563997635204193139E+05,0.792422411250775167E+04
0.403085230484264492E-01,0.210994273608393513E+03,0.284055754274161638E-01,0.220130022999999994E+03,0.557393790979999976E+05,0.398657766961004023E+00,0.473404436518257837E-01,0.550789778930232496E+05,0.552991183081808049E+05,0.555192577718706671E+05,0.559595127784400538E+05,0.563997751981565671E+05,0.792439559018908312E+04
0.404829209067920359E-01,0.180208732693800044E+03,0.354495844488809331E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.511743069867409250E+00,0.390307794570528277E-01,0.550789774438645545E+05,0.552991227081640172E+05,0.555192598923703626E+05,0.559595145600843171E+05,0.563997655229885859E+05,0.792446066221692763E+04
0.409329832663141782E-01,0.193551744146067307E+03,0.267062815911086382E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.225593451178804916E+00,0.447634907745499466E+00,0.550789719712376173E+05,0.552991155978569805E+05,0.555192612591833313E+05,0.559595174461595961E+05,0.563997667167694090E+05,0.792446730460230083E+04
0.406202013817490368E-01,0.199440818937042280E+03,0.283425064681033956E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.275990679740903411E+00,0.143006862844913596E+00,0.550789713355413915E+05,0.552991253861366276E+05,0.555192584064207549E+05,0.559595192754623931E+05,0.563997628975016778E+05,0.792451228855842874E+04
0.403737623185023223E-01,0.215097030655653811E+03,0.447097033703671362E-01,0.220130022999999994E+03,0.557393790979999976E+05,0.411539656254500286E+00,0.132188332569258493E+00,0.550789819532912879E+05,0.552991227758892128E+05,0.555192517946343360E+05,0.559595093820482798E+05,0.563997711359071618E+05,0.792451851606237051E+04
0.410480184329285389E-01,0.164684985036324491E+03,0.416742732362488433E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.252520989433682286E+00,0.545615891631351824E+00,0.550789756757395662E+05,0.552991200124841271E+05,0.555192531733537835E+05,0.559595125431070046E+05,0.563997700193678029E+05,0.792467902801442960E+04
0.412940192369839962E-01,0.173385236462903379E+03,0.399253054203439761E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.114878112217057377E+00,0.696744280812359063E+00,0.550789769159520074E+05,0.552991211416658043E+05,0.555192665043770030E+05,0.559595143091309437E+05,0.563997631300657449E+05,0.792472001766695303E+04
0.404022551671614147E-01,0.213612644656223353E+03,0.181148979368259050E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.252715383244205061E+00,0.187247020220642463E+00,0.550789739456013631E+05,0.552991228604822318E+05,0.555192558005719984E+05,0.559595179302495817E+05,0.563997725626213360E+05,0.792479024152037073E+04
0.398897741238225315E-01,0.213635036528815732E+03,0.865696800010405942E-01,0.220130022999999994E+03,0.557393790979999976E+05,0.229164564507866236E+00,0.413210830149566610E+00,0.550789771266746538E+05,0.552991252038008097E+05,0.555192598656873888E+05,0.559595188556868525E+05,0.563997675510804402E+05,0.792479690543815104E+04
0.398807704913168096E-01,0.205506092127250866E+03,0.433484840960765561E-01,0.220130022999999994E+03,0.557393790979999976E+05,0.592329172610696730E+00,0.113896961123953908E+00,0.550789829864333515E+05,0.552991180889036041E+05,0.555192561266543125E+05,0.559595146971738213E+05,0.563997630461065128E+05,0.792481124175104287E+04
0.403807459615682166E-01,0.187482312707599135E+03,0.302613017912858884E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.239754202292717100E+00,0.406525408701417568E+00,0.550789802974813138E+05,0.552991203921942215E+05,0.555192676730179519E+05,0.559595185988027224E+05,0.563997669671947588E+05,0.792492106892134416E+04
0.405538573058385407E-01,0.177546227510737594E+03,0.357423249275969301E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.491862707329698612E+00,0.125074401277166999E-01,0.550789630071341526E+05,0.552991185264067608E+05,0.555192566850894946E+05,0.559595237557602304E+05,0.563997699024780086E+05,0.792503400678121670E+04
0.408135350632460037E-01,0.194097816972333248E+03,0.292672576262132944E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.263913400714664181E+00,0.145752824856425017E+00,0.550789701832973224E+05,0.552991150884877352E+05,0.555192582748417117E+05,0.559595172256770820E+05,0.563997612842945382E+05,0.792506057467087612E+04
0.400876687265654397E-01,0.219823684979828045E+03,0.493755466323007527E-01,0.220130022999999994E+03,0.557393790979999976E+05,0.174462719723172899E+00,0.577900439674355004E+00,0.550789704529978626E+05,0.552991205349600277E+05,0.555192521049365387E+05,0.559595202276176278E+05,0.563997668879319826E+05,0.792506950682725346E+04
0.401294040150576986E-01,0.170451344517881665E+03,0.355890171455321924E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.561818308218474671E+00,0.109875588288448178E+00,0.550789774476516759E+05,0.552991221213283279E+05,0.555192621616383403E+05,0.559595243985678899E+05,0.563997678080455444E+05,0.792512922156583681E+04
0.403767574679408520E-01,0.155761952056264334E+03,0.437902159534527879E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.468636463608711584E+00,0.893127325449898091E-01,0.550789787574388538E+05,0.552991174965729588E+05,0.555192636325872809E+05,0.559595197604176283E+05,0.563997652588278434E+05,0.792513219592269979E+04
0.400884362338439146E-01,0.212543297599162656E+03,0.339404516364784845E-01,0.220130022999999994E+03,0.557393790979999976E+05,0.291969659230533973E+00,0.178601229232557751E+00,0.550789837891681309E+05,0.552991184688960275E+05,0.555192595918676307E+05,0.559595152124934757E+05,0.563997664406563126E+05,0.792513819676535695E+04
0.414236103556006319E-01,0.144589569233211023E+03,0.490831803409176148E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.170283224989444093E+00,0.348120602160432724E+00,0.550789768839262615E+05,0.552991216962760227E+05,0.555192557967529938E+05,0.559595197292693410E+05,0.563997649197880673E+05,0.792518664026764509E+04
0.400604057896633142E-01,0.193977448965249835E+03,0.244040713943882159E+00,0.220130022999999994E+03,0.557393790979999976E+05,0.442447686271189577E+00,0.244453408180289405E+00,0.550789793757374791E+05,0.552991149399934366E+05,0.555192554814250907E+05,0.559595189443940908E+05,0.563997737840662230E+05,0.792524191485376923E+04
