seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_likelihood
0.641839051918337344E+00,0.857065530468247871E+01,0.161794324428364678E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.338009702695716341E+00,0.477989261252617759E+00,0.551532100583686042E+05,0.553909511658371703E+05,0.556288241021394570E+05,0.558664761692806569E+05,0.561044909578393635E+05,0.563423524918903786E+05,0.168982756735316689E+05
0.673574684470920948E+00,0.980646713183941721E+01,0.163379808248977976E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.891238059854519205E+00,0.714140396530804633E+00,0.551532559458784235E+05,0.553908996332025563E+05,0.556286938876342683E+05,0.558664050652320875E+05,0.561044884835879202E+05,0.563424467237791832E+05,0.168985312221633139E+05
0.891119704388062761E+00,0.906723164159089912E+01,0.186740335417917480E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.485237829846760615E+00,0.816818037220811810E+00,0.551532319764524364E+05,0.553910126380695365E+05,0.556287987606072857E+05,0.558664834359429151E+05,0.561044214735782734E+05,0.563423487590812147E+05,0.168985697149321641E+05
0.595100325663879270E-01,0.887584379240300336E+01,0.990957149663568404E+00,0.237817910000000012E+03,0.556288168200000000E+05,0.893415741169884314E+00,0.784331295991720578E+00,0.551532649536757672E+05,0.553910155393242821E+05,0.556287757894800961E+05,0.558664077988577119E+05,0.561044816619658304E+05,0.563424320290058313E+05,0.169001453833910055E+05
0.986186849190252235E+00,0.713105945779801775E+01,0.195464208047739851E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.926487640483477204E+00,0.135043280451311587E+00,0.551532306211576215E+05,0.553909691022497136E+05,0.556287461247301981E+05,0.558664823089665515E+05,0.561044967417569715E+05,0.563423215121979374E+05,0.169009514464282947E+05
0.237687943177125771E+00,0.301459124476952844E+01,0.121517598007206140E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.133556196854149239E+00,0.982612557015074550E+00,0.551531634154636122E+05,0.553910027578726804E+05,0.556287645945380209E+05,0.558664529636756997E+05,0.561045298248765539E+05,0.563423061672411350E+05,0.169010566175545391E+05
0.500731003279973053E-01,0.411713389005026276E+01,0.101360296456236498E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.522054410903351682E-01,0.235448485641423400E+00,0.551532422496744402E+05,0.553909846166011630E+05,0.556286558200776999E+05,0.558664466178673392E+05,0.561045116915347826E+05,0.563423557148262917E+05,0.169012806783938358E+05
0.421437743232232542E+00,0.275091391406915875E+01,0.139634917068833930E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.425099855363621715E+00,0.908268911679125823E+00,0.551532271878264146E+05,0.553909546915111132E+05,0.556287233819246394E+05,0.558664174108593725E+05,0.561045283420409032E+05,0.563424578485130842E+05,0.169013735822414747E+05
0.496321047227136880E+00,0.954357144831171844E+01,0.146952634546796457E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.512196446941707961E+00,0.458198846906423485E+00,0.551532189860354702E+05,0.553909928984047947E+05,0.556287315736704477E+05,0.558663915397321107E+05,0.561045166003910635E+05,0.563423153956670358E+05,0.169014278322283899E+05
0.729330520219094391E+00,0.958046639400342315E+01,0.169425195711530097E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.791165876816501856E+00,0.878704086590274325E+00,0.551532156751134389E+05,0.553908933405920397E+05,0.556288011406132064E+05,0.558664451624099020E+05,0.561045763307291709E+05,0.563423937298035235E+05,0.169016055710076325E+05
0.685526116878538011E-01,0.665766365141591887E+01,0.102469128040547885E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.444269720682374192E+00,0.468468200167766413E+00,0.551532409352308896E+05,0.553910156267665807E+05,0.556288059186033206E+05,0.558664611468066578E+05,0.561045171302567614E+05,0.563422921683215609E+05,0.169017404019166715E+05
0.425972468632515477E+00,0.572822585444916577E+01,0.139668515950625172E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.602411629655193237E+00,0.463237421245957126E+00,0.551531904612719809E+05,0.553909914434751045E+05,0.556287472301282833E+05,0.558664402748152861E+05,0.561044963877299597E+05,0.563422785647101118E+05,0.169017571245013314E+05
0.485733885289652667E+00,0.457175754638269893E+01,0.146275871076194641E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.325596125530301983E+00,0.257115790568814562E+00,0.551532586020574381E+05,0.553909139220108918E+05,0.556287421321315196E+05,0.558664530352220390E+05,0.561045801692797249E+05,0.563424131583365888E+05,0.169018920762378548E+05
0.593838968296360847E+00,0.558821709038792935E+01,0.156189594519979025E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.776528319512404086E+00,0.809579756103776194E+00,0.551532045605836465E+05,0.553910007869067194E+05,0.556287563663564069E+05,0.558664102895454416E+05,0.561044723454965642E+05,0.563423991007289587E+05,0.169019550656242063E+05
0.645212329796845174E+00,0.284220671403569280E+01,0.163003449415342749E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.114391220003102340E-01,0.869507516158423588E+00,0.551532036233148756E+05,0.553910527520734104E+05,0.556288044761775891E+05,0.558664360278220847E+05,0.561045327837292207E+05,0.563424165147384047E+05,0.169022342430869212E+05
0.376079618320544651E+00,0.418752572956664171E+01,0.134821648960406670E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.516458531866132220E+00,0.457864029756784086E+00,0.551532091161153585E+05,0.553909743910009201E+05,0.556288027381521970E+05,0.558663689158989073E+05,0.561045355828011161E+05,0.563423527801337623E+05,0.169023827993347004E+05
0.497729661962646397E+00,0.705116647149806219E+01,0.145483743087681083E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.948024274020810576E+00,0.689051085326701895E+00,0.551531497740322884E+05,0.553909827778374965E+05,0.556287541184211659E+05,0.558663976512217341E+05,0.561045468458584073E+05,0.563423563975315483E+05,0.169024412947199780E+05
0.845618390437442025E-01,0.675954665529732779E+01,0.103297926452689071E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.770578401816745640E+00,0.709200537169587641E+00,0.551531920537758269E+05,0.553909594631617874E+05,0.556287546955812140E+05,0.558664500104796098E+05,0.561044377390034424E+05,0.563424330362370965E+05,0.169025024687531950E+05
0.179240713189541073E+00,0.331014680101533187E+01,0.115000006906241481E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.364434994839717530E+00,0.185659308317465715E+00,0.551532857383465380E+05,0.553909435679295493E+05,0.556287907319527658E+05,0.558663890727105463E+05,0.561044734726530733E+05,0.563423846880290512E+05,0.169025682774672241E+05
0.509603019347800057E+00,0.566448009159186761E+01,0.147970063114744943E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.648623525836613091E+00,0.134959182289931950E+00,0.551532653937530922E+05,0.553909393030159918E+05,0.556288039023349120E+05,0.558664400323151567E+05,0.561044632327416184E+05,0.563423922888582820E+05,0.169025867680436022E+05
0.788133659621969906E+00,0.750702186868573396E+01,0.176351552428949243E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.413572667708246522E+00,0.412109565290266697E-01,0.551532516671201738E+05,0.553909521686996377E+05,0.556287686659856408E+05,0.558664038532761115E+05,0.561044698020559154E+05,0.563423857883101082E+05,0.169026083477000429E+05
0.816225233152227281E+00,0.122990791963945352E+02,0.178089536599076292E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.909390764701992094E+00,0.532411517470011253E+00,0.551531632435761057E+05,0.553909949065610999E+05,0.556287609819399731E+05,0.558664149872397102E+05,0.561045650025342911E+05,0.563424124171839139E+05,0.169026975695775545E+05
0.872968033115252506E+00,0.106795547367276313E+02,0.183913332713558120E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.861682577180761577E+00,0.303427060250345271E+00,0.551532127871455959E+05,0.553909381091854520E+05,0.556287781226405423E+05,0.558664204643169796E+05,0.561044754017675441E+05,0.563423841393886905E+05,0.169027190504869177E+05
0.363259515707438252E+00,0.511572333460119211E+01,0.132767941465763606E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.953720178557895037E+00,0.780419649854085101E-01,0.551532336718546867E+05,0.553909241705324166E+05,0.556287361991145081E+05,0.558664478163855529E+05,0.561045546207347070E+05,0.563423050014433757E+05,0.169027703275958775E+05
0.482030712266868944E+00,0.843327832072348116E+01,0.145867077755069063E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.218812795193516235E+00,0.442361447941738928E+00,0.551532249314218789E+05,0.553909835366156476E+05,0.556287693201890579E+05,0.558664485322782566E+05,0.561044775790729618E+05,0.563423498254889128E+05,0.169028064842105705E+05
0.924363679510581848E+00,0.570242587856679695E+01,0.189957893070659578E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.593774591525729534E+00,0.695619092750423107E+00,0.551532571750101779E+05,0.553909653458110770E+05,0.556287397728203214E+05,0.558663954645430131E+05,0.561045289477883489E+05,0.563424702928128172E+05,0.169028493731476919E+05
0.375740010570131289E+00,0.512667492338114528E+01,0.134889314321966935E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.529196242464900712E+00,0.115907224292397720E+00,0.551532741077664541E+05,0.553910124623997981E+05,0.556287428616988836E+05,0.558663943822939545E+05,0.561044487396065597E+05,0.563424071582885808E+05,0.169028992592151881E+05
0.918193158212010307E+00,0.441414978844462347E+01,0.189984279650471932E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.259573048750189439E+00,0.989553208249136063E+00,0.551533119338060642E+05,0.553909717529032205E+05,0.556287741726108579E+05,0.558664108425758532E+05,0.561045488142239774E+05,0.563423863022351870E+05,0.169029149498931984E+05
0.821551094757982270E+00,0.369084250439555150E+01,0.180199763992991024E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.366896242249169446E+00,0.441152448412498677E+00,0.551532341255444408E+05,0.553909792605662878E+05,0.556286788177985873E+05,0.558664294146498505E+05,0.561045238521193314E+05,0.563423780786491188E+05,0.169029676736684414E+05
0.698716886414305294E+00,0.970032086700683571E+01,0.165987239900567674E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.953066445114559624E+00,0.445493288093578688E+00,0.551532706742800001E+05,0.553910298269687046E+05,0.556287668936953123E+05,0.558663964107911379E+05,0.561044984372628314E+05,0.563423571827372289E+05,0.169029736095150984E+05
0.346914931755082978E+00,0.651389204170922209E+01,0.131334674129453899E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.708902744090478931E+00,0.683982669298418000E+00,0.551532365986601581E+05,0.553909222346532115E+05,0.556287997826954379E+05,0.558664733493429449E+05,0.561044715889908912E+05,0.563424220123653140E+05,0.169029964137389688E+05
0.634344150613651903E+00,0.664031025539591369E+01,0.161011892834910331E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.422074884957067520E+00,0.799731918799729047E+00,0.551532886667480780E+05,0.553910384693640299E+05,0.556288195053694944E+05,0.558664242034223789E+05,0.561044970421408216E+05,0.563423748539658554E+05,0.169032343897538813E+05
0.207499895470464636E-01,0.432454024612858007E+03,0.322057732660077478E+00,0.237817910000000012E+03,0.556288168200000000E+05,0.897264288778411356E+00,0.969259331075717046E+00,0.551531958721903065E+05,0.553909605648435609E+05,0.556287674410767431E+05,0.558664110674644253E+05,0.561045212551465156E+05,0.563422881110510571E+05,0.169032427999744541E+05
0.135445726516142811E+00,0.484466484687885846E+01,0.108592264702723940E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.999342219542080135E+00,0.402250671075877253E+00,0.551532213074673928E+05,0.553909356981315723E+05,0.556287790785004181E+05,0.558664114865083466E+05,0.561045249661440102E+05,0.563423430439305594E+05,0.169032464205276774E+05
0.332156270372356344E+00,0.394977364777771678E+01,0.130596367296444682E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.505611960602830313E+00,0.312843064535120341E+00,0.551532264748146845E+05,0.553910267789927675E+05,0.556287442249656233E+05,0.558664754437284355E+05,0.561045081590724512E+05,0.563424114265017124E+05,0.169033035459384591E+05
0.705328267909094531E+00,0.928533802347022430E+01,0.166296680306692646E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.844953215364944055E+00,0.982453233079049859E+00,0.551531972777239935E+05,0.553910630351197397E+05,0.556287052148919756E+05,0.558664428591605101E+05,0.561045021337083381E+05,0.563424191881197621E+05,0.169033407383447920E+05
0.609795014467183649E+00,0.946371572464586563E+01,0.157064462742304967E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.970772670062205689E+00,0.582223792319160993E+00,0.551532282528968790E+05,0.553909934102982297E+05,0.556288096998755209E+05,0.558664524427571159E+05,0.561045703494405025E+05,0.563424024463563328E+05,0.169033591202245043E+05
0.898500178899284352E+00,0.112856331101399601E+02,0.187331972516307599E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.495363115470920434E+00,0.924806111417849297E+00,0.551532031664183087E+05,0.553909818040442187E+05,0.556288360826792778E+05,0.558663823672654034E+05,0.561045173599356858E+05,0.563423675438688224E+05,0.169033936431593611E+05
0.839885382810183767E+00,0.990152856535916825E+01,0.180807720304596686E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.760025465214841600E+00,0.484911657095441817E+00,0.551531916199882253E+05,0.553910117407272555E+05,0.556287963365789983E+05,0.558663898924441819E+05,0.561044826219665556E+05,0.563423563265393896E+05,0.169034227106198086E+05
0.446323631801297860E+00,0.122368328889542077E+02,0.140680920351000038E+01,0.237817910000000012E+03,0.556288168200000000E+05,0.792385970118285710E+00,0.776992532902150645E+00,0.551532100008350026E+05,0.553909791484657690E+05,0.556288232846068713E+05,0.558663846638917603E+05,0.561044464571909848E+05,0.563423818490704143E+05,0.169034562680477975E+05
