seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.204596308809281147E-01,0.155435214518188047E+03,0.676073398189685038E+00,0.309245999999999981E+03,0.552784300000000003E+05,0.415042202379719227E+00,0.456275821478595633E+00,0.549692047115572059E+05,0.552786395303668178E+05,0.555879323726779839E+05,0.436268799659773049E+04
0.806750063291312602E+00,0.236851452514563077E+01,0.178654675144861130E+01,0.309245999999999981E+03,0.552784300000000003E+05,0.748910723931757061E+00,0.737631154918141574E+00,0.549692813604333496E+05,0.552782911290223929E+05,0.555879216892842815E+05,0.436268907576933452E+04
0.493793781789526737E-01,0.388895935282676097E+01,0.990578625117298106E+00,0.309245999999999981E+03,0.552784300000000003E+05,0.898083053030494738E+00,0.762061906642916731E+00,0.549693289552493879E+05,0.552785696658627203E+05,0.555879159725457794E+05,0.436277697029568390E+04
0.359644838302714154E+00,0.384783615316315508E+01,0.133778051619334803E+01,0.309245999999999981E+03,0.552784300000000003E+05,0.508042658157287552E+00,0.469670612450063030E+00,0.549691963616617722E+05,0.552782782393831440E+05,0.555878257680244351E+05,0.436317273828500765E+04
0.202315178299011487E-01,0.135069786464412005E+03,0.677409505212161145E+00,0.309245999999999981E+03,0.552784300000000003E+05,0.236660670275532559E+00,0.978961348061076153E+00,0.549691055873318764E+05,0.552785269607498631E+05,0.555878630410667174E+05,0.436322349728483641E+04
0.195863061692280946E-01,0.508286598176263880E+02,0.744367425822807904E+00,0.309245999999999981E+03,0.552784300000000003E+05,0.722435067775414441E+00,0.712214062550070581E+00,0.549691395701889196E+05,0.552783758077350285E+05,0.555879579710562539E+05,0.436331834656469891E+04
0.166382985599773069E-01,0.177258329409189258E+03,0.298096198514483657E+00,0.309245999999999981E+03,0.552784300000000003E+05,0.704192903766272860E+00,0.650704314761819558E+00,0.549691751160352069E+05,0.552786553898949351E+05,0.555879178932281793E+05,0.436337078827012647E+04
0.183054082627544315E-01,0.258433068775477011E+03,0.635788195818975055E+00,0.309245999999999981E+03,0.552784300000000003E+05,0.252376096265503003E+00,0.787629983041108539E+00,0.549691941355525341E+05,0.552782741681799671E+05,0.555878871900619270E+05,0.436355912982471091E+04
0.897312832186149101E+00,0.325464944364706676E+01,0.186211414557930999E+01,0.309245999999999981E+03,0.552784300000000003E+05,0.961426726384672414E+00,0.788973866384870659E+00,0.549692625340936647E+05,0.552785859065188488E+05,0.555879487908237352E+05,0.436359346512453158E+04
0.915086868860137015E+00,0.358515831534021956E+01,0.189893128731066940E+01,0.309245999999999981E+03,0.552784300000000003E+05,0.470845697081025139E+00,0.403404241215809978E+00,0.549691269760586074E+05,0.552783683425784038E+05,0.555879164107866236E+05,0.436371737161334113E+04
