seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.590319029974287646E+00,0.103662355423504060E+01,0.155270399427173578E+01,0.116301224000000005E+03,0.558154375779999973E+05,0.962191137286749765E+00,0.528307223800795089E+00,0.555819717424080518E+05,0.556998484275332958E+05,0.561634647002264464E+05,0.444901874923960349E+04
0.214812645676333881E-01,0.158655888627579511E+02,0.272670302261582898E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.298389809478713741E+00,0.323512016710377825E+00,0.555819317555183443E+05,0.556998093429147411E+05,0.561638350382162462E+05,0.445285780106642505E+04
0.221363973067693794E-01,0.171492927257715309E+02,0.179011979890064371E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.337560108041378149E+00,0.252733691835754171E+00,0.555818729572485754E+05,0.556995602018446589E+05,0.561633542128507397E+05,0.445291536720860768E+04
0.255514667651545249E-01,0.323279242606233241E+01,0.767157899071435834E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.587350873801349205E+00,0.892306505917593751E+00,0.555820751078452813E+05,0.556996320273114907E+05,0.561638178203508796E+05,0.445300839717073632E+04
0.203388721041233879E-01,0.868133260424930064E+01,0.494732303584384692E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.604165657485383825E-01,0.517892904675995913E+00,0.555818429327752019E+05,0.556993777416359080E+05,0.561637542650919859E+05,0.445318327984933057E+04
0.235532775750391596E-01,0.467098265961795622E+01,0.609725031094416670E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.798709994996917083E+00,0.960977411072926224E+00,0.555819141417879000E+05,0.556999145449410862E+05,0.561634674388780913E+05,0.445342934784306362E+04
0.217892891588193117E-01,0.137970538826212152E+02,0.422398842138485664E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.655990232565469178E+00,0.648213343463922786E+00,0.555820208127360311E+05,0.556998923594610023E+05,0.561636327923134086E+05,0.445344935424968844E+04
0.831133593155039874E+00,0.112888857271275911E+01,0.178881974712480685E+01,0.116301224000000005E+03,0.558154375779999973E+05,0.883513248676234930E+00,0.832522019929030743E+00,0.555820404988818846E+05,0.556997789661621355E+05,0.561634330196048977E+05,0.445356535305863781E+04
0.207189368984350385E-01,0.143597040039511850E+02,0.322222127159128791E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.769587556180404864E+00,0.812813346466599563E-03,0.555819311320441921E+05,0.556997897924847930E+05,0.561638017983662503E+05,0.445373061018443514E+04
0.243001551299483302E-01,0.530225043235169213E+01,0.672668602814814331E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.841015927193120461E+00,0.526979440554521880E-01,0.555818518873959401E+05,0.556995507617947515E+05,0.561638794923852111E+05,0.445407299731609055E+04
0.248921094037146060E-01,0.670706989034165435E+01,0.716876213420499564E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.485306152588091066E+00,0.946934565133313644E+00,0.555818613504439345E+05,0.556996364921315835E+05,0.561638982679083565E+05,0.445435330697370318E+04
0.251058879047380348E-01,0.228073757273181776E+01,0.875260976166264970E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.835918465245410025E+00,0.392112917031242680E+00,0.555819618234134177E+05,0.556997255637696944E+05,0.561634661404497019E+05,0.445445608830797573E+04
0.234677778348925149E-01,0.989222932234701524E+01,0.410303382190160271E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.481240790473040914E+00,0.882188456913822860E+00,0.555819041789212934E+05,0.556996923212838738E+05,0.561634172407393708E+05,0.445464827437379881E+04
0.240935890697021593E-01,0.180472234496214323E+01,0.813032799772940629E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.271965194628848383E+00,0.956463485625128618E+00,0.555821216595158476E+05,0.556993994070060362E+05,0.561636581003955580E+05,0.445471685021487974E+04
0.240245161810069517E-01,0.179447277305716639E+02,0.547110460206290505E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.624598195007270651E+00,0.360460137266080671E+00,0.555819354230108511E+05,0.556998274446704600E+05,0.561634316625645370E+05,0.445484131769436681E+04
0.215397740932454194E-01,0.211035561192154582E+02,0.120035573391815309E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.744693490052643625E-01,0.887779552088150514E+00,0.555819697142036748E+05,0.556996436790384105E+05,0.561636509244045592E+05,0.445492361882475507E+04
0.244781404753259164E-01,0.350098756362517216E+01,0.688401679078710416E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.194857618183322784E+00,0.688759740148192745E+00,0.555819492962071090E+05,0.556994185377831818E+05,0.561638198842456331E+05,0.445494818670160839E+04
0.258735679242142781E-01,0.166573446775121212E+02,0.728086299530054104E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.435439167244507819E+00,0.369635884570269468E+00,0.555818601646219468E+05,0.556998221953159882E+05,0.561635843406773347E+05,0.445498900185711864E+04
0.262963581563551430E-01,0.810729284711928422E+01,0.743808477878503460E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.757970723354921549E+00,0.843604683454544507E-01,0.555818946686347845E+05,0.556996423698916187E+05,0.561637420411562780E+05,0.445500275247409536E+04
0.193348872836447208E-01,0.250122924163113396E+02,0.566062878459757599E-01,0.116301224000000005E+03,0.558154375779999973E+05,0.873428835340484322E+00,0.942797521451500198E+00,0.555820578075035228E+05,0.556997374698462299E+05,0.561636647622196615E+05,0.445504407432782500E+04
0.206649068038518915E-01,0.663420329625562299E+01,0.118351117129082528E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.306197603811148023E+00,0.329432955944012507E+00,0.555820099800723328E+05,0.556994579493832498E+05,0.561635579171616700E+05,0.445507061039715427E+04
0.235704460418299511E-01,0.152032590900950186E+02,0.435009162940977634E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.535021372257872052E+00,0.646850002500016119E+00,0.555819306846656254E+05,0.556998508147077155E+05,0.561635138715758731E+05,0.445510929451184984E+04
0.216924307120403212E-01,0.724137738998014235E+01,0.638708515018609924E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.684844005729854155E+00,0.504958760526495687E+00,0.555820379070255076E+05,0.556997770518197503E+05,0.561635821212655719E+05,0.445522514419238632E+04
0.203585507422940661E-01,0.663606190363749704E+01,0.610013997760544657E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.669554471507516347E+00,0.752593560973411124E+00,0.555818923313445266E+05,0.556995396931577125E+05,0.561637567004180164E+05,0.445523690199507018E+04
0.212048672006565318E-01,0.260097903437185209E+02,0.186249669126675649E+00,0.116301224000000005E+03,0.558154375779999973E+05,0.482978577893467598E+00,0.250463206744968581E+00,0.555819125556891959E+05,0.556996630151356876E+05,0.561637297552228920E+05,0.445526237017036419E+04
