seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_likelihood
0.172797122179361544E-01,0.139244707626612490E+04,0.125794108880235789E+00,0.723822040000000015E+02,0.558810914679999987E+05,0.568866668121149832E+00,0.323973727752576601E+00,0.555191855676782216E+05,0.556639578788095023E+05,0.557363298548698149E+05,0.558810774534717639E+05,0.560258401858327197E+05,0.560982679075047199E+05,0.562430028285419685E+05,0.535341431553420625E+04
0.183770308865478481E-01,0.128741525350854749E+04,0.144089753008730087E+00,0.723822040000000015E+02,0.558810914679999987E+05,0.834586154934241820E+00,0.105169249137876397E+00,0.555191778422542047E+05,0.556639520068257480E+05,0.557363114527972721E+05,0.558810894726771076E+05,0.560258215883749217E+05,0.560982447152623208E+05,0.562430161282638946E+05,0.535571883866617918E+04
0.187931650759882128E-01,0.114989090222279356E+04,0.418978717791546940E+00,0.723822040000000015E+02,0.558810914679999987E+05,0.345270540325198882E+00,0.383355572579048676E+00,0.555191805128148117E+05,0.556639477933295930E+05,0.557363274966391182E+05,0.558810979107526291E+05,0.560258296670259369E+05,0.560982344565378662E+05,0.562430067458218036E+05,0.535699164078923604E+04
0.198671593424927899E-01,0.314770679951932891E+03,0.775683488198643856E+00,0.723822040000000015E+02,0.558810914679999987E+05,0.512363476728265321E+00,0.424169549061157170E+00,0.555191744937512485E+05,0.556639585224674956E+05,0.557363223808739422E+05,0.558810935897802919E+05,0.560258493599163558E+05,0.560982590685912219E+05,0.562429866304157331E+05,0.535747232910239927E+04
0.206249569186127794E-01,0.257918882779643354E+03,0.838297824551083148E+00,0.723822040000000015E+02,0.558810914679999987E+05,0.227503664967378560E+00,0.255079763503601564E+00,0.555191803117009113E+05,0.556639541301752470E+05,0.557363094486209156E+05,0.558810989718380006E+05,0.560258424496783482E+05,0.560982540999976918E+05,0.562430173738118247E+05,0.535841922073612022E+04
0.183360121854516042E-01,0.130514624203160656E+04,0.276102182365019835E-01,0.723822040000000015E+02,0.558810914679999987E+05,0.412073205296889622E+00,0.241605778286601014E+00,0.555191826488098959E+05,0.556639577043321187E+05,0.557363100934166505E+05,0.558810917174243368E+05,0.560258238456214240E+05,0.560982432231034400E+05,0.562429946759819431E+05,0.535852896509326456E+04
0.205306171268871303E-01,0.238333289803668379E+03,0.825073916588281775E+00,0.723822040000000015E+02,0.558810914679999987E+05,0.436273785320773155E+00,0.472191596650284096E+00,0.555191784600102328E+05,0.556639543273361633E+05,0.557363152733058960E+05,0.558810880399456073E+05,0.560258406257475945E+05,0.560982352985232646E+05,0.562430195053992065E+05,0.535856391497012919E+04
0.192367996422513204E-01,0.288622301387891127E+03,0.800796026134712902E+00,0.723822040000000015E+02,0.558810914679999987E+05,0.709481446924939418E-01,0.176151774169957115E+00,0.555191751829710120E+05,0.556639542418158162E+05,0.557363307588199605E+05,0.558810932957852492E+05,0.560258616534828543E+05,0.560982314411038533E+05,0.562430093367025329E+05,0.535859939853499782E+04
0.198228471153303887E-01,0.281013105371707638E+03,0.822342847054664650E+00,0.723822040000000015E+02,0.558810914679999987E+05,0.198612381363896556E+00,0.826928558669347558E+00,0.555191807183076162E+05,0.556639521425194034E+05,0.557363106748689752E+05,0.558810847179763005E+05,0.560258474963292610E+05,0.560982761446136064E+05,0.562430179368899553E+05,0.535864090333773402E+04
0.186982755791348931E-01,0.140932625790862312E+04,0.173268261464824463E+00,0.723822040000000015E+02,0.558810914679999987E+05,0.176612890984536419E+00,0.512896418958567968E+00,0.555191631679794882E+05,0.556639567951408462E+05,0.557363161914991797E+05,0.558810843001035391E+05,0.560258392860705280E+05,0.560982332801440425E+05,0.562430096951874730E+05,0.535865537378504359E+04
