seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_likelihood
0.859479726658270327E+00,0.425698838397314205E+03,0.182957422879798348E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.977098988092109266E+00,0.711174512798326219E+00,0.549719433591155102E+05,0.552678730262397075E+05,0.558597645643333235E+05,0.561557560428747893E+05,0.189082150877526055E+04
0.898021307325723606E+00,0.273686785819306465E+03,0.187234412496350200E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.911708512195819831E+00,0.525017751140014144E+00,0.549719331383810859E+05,0.552678787428202486E+05,0.558597778893493669E+05,0.561557208980414289E+05,0.189096093931329096E+04
0.194092975028506663E-01,0.392854271156341201E+05,0.239989072885664727E-01,0.295957613999999978E+03,0.555638434479999996E+05,0.333009378913124265E+00,0.725823719586165872E+00,0.549719288798428679E+05,0.552679238973234751E+05,0.558597868725352237E+05,0.561557456974512825E+05,0.189105490005169941E+04
0.114638193649998402E+00,0.184394064572626348E+03,0.108543769767857712E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.723384048830313597E+00,0.129835137058464417E+00,0.549719151462524242E+05,0.552679110054148405E+05,0.558598153410177620E+05,0.561557629842348833E+05,0.189107852930814715E+04
0.699965158556006162E+00,0.175989892956320915E+03,0.168023777971035115E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.574487150664658830E+00,0.329510777874312100E+00,0.549719269228380654E+05,0.552678977589293281E+05,0.558597713236400232E+05,0.561557814376041133E+05,0.189163013862617345E+04
0.882938198808845276E+00,0.103034378186303414E+03,0.187079700771619395E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.131211869316765123E+00,0.525639933330008802E+00,0.549719099839367191E+05,0.552679052494571733E+05,0.558597874481769977E+05,0.561557844559709265E+05,0.189210388078616097E+04
0.663053184218621361E+00,0.315747574742450979E+03,0.164482452989336703E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.482125549954075527E+00,0.388401757101232259E+00,0.549718961238156771E+05,0.552679110129888286E+05,0.558597931881759869E+05,0.561557640534848470E+05,0.189218039690172782E+04
0.196406973963312199E-01,0.362502123838297775E+05,0.412214554351773010E+00,0.295957613999999978E+03,0.555638434479999996E+05,0.735154592463033857E-01,0.925776833967689172E+00,0.549719077545412292E+05,0.552678612449866341E+05,0.558597860479453229E+05,0.561557419723921485E+05,0.189218638081571135E+04
0.221116719240708783E-01,0.547294854823243986E+04,0.881478460326289848E+00,0.295957613999999978E+03,0.555638434479999996E+05,0.308905820536079012E+00,0.584700736773523300E+00,0.549719105488300847E+05,0.552679154933746613E+05,0.558597812119797600E+05,0.561557434983502390E+05,0.189227622115853728E+04
0.596925111190255570E-01,0.605167654520227984E+03,0.101602510675568825E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.774136385429687657E+00,0.951568774372539214E-02,0.549719140328399953E+05,0.552678601872024810E+05,0.558597530453038999E+05,0.561557566696266440E+05,0.189232607073264080E+04
0.536307675015029406E+00,0.590192707646028225E+03,0.150766629154805720E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.842994608733333317E+00,0.859225680301008987E+00,0.549719149064174853E+05,0.552678896627380818E+05,0.558597592567480169E+05,0.561557520767633978E+05,0.189238093131551159E+04
0.139419322326479966E+00,0.191846841304489061E+03,0.110414495666742996E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.938074836292388858E+00,0.528750144820819057E+00,0.549719323823989398E+05,0.552678923935326457E+05,0.558597720977883000E+05,0.561557397597137897E+05,0.189245436426536116E+04
0.207174573496733710E+00,0.224880432112420038E+03,0.117495193342215232E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.903497889418244604E+00,0.445582972216556461E+00,0.549719172667854436E+05,0.552678904431893025E+05,0.558598207688592229E+05,0.561557675319032060E+05,0.189249815494179802E+04
0.813480940628257598E+00,0.360005830618696677E+03,0.179467821980098585E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.387425312081798701E+00,0.485089836049338363E+00,0.549719208913316907E+05,0.552678691537008126E+05,0.558597645239486665E+05,0.561557438605239877E+05,0.189265762740913306E+04
0.708246816285663772E+00,0.252795607492300690E+03,0.169213588856247821E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.455333629338188162E+00,0.798130057801685555E+00,0.549719302616302011E+05,0.552678636763581817E+05,0.558597806471427757E+05,0.561557343717197728E+05,0.189289303568851301E+04
0.238441383035078308E-01,0.202352449592076141E+04,0.929380522964794453E+00,0.295957613999999978E+03,0.555638434479999996E+05,0.615979193632528399E+00,0.581001846601502892E+00,0.549719192921265640E+05,0.552679068165065328E+05,0.558597878284445251E+05,0.561557870840545365E+05,0.189289949474372588E+04
0.164078638010505644E-01,0.211565002589155411E+05,0.288863997649562443E+00,0.295957613999999978E+03,0.555638434479999996E+05,0.825955743899499106E+00,0.593212612357517932E-01,0.549719249053228486E+05,0.552678701997074313E+05,0.558597893638117166E+05,0.561557436498276438E+05,0.189295154080595103E+04
0.187871728433401219E+00,0.600462672807130389E+03,0.115528742247490412E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.727095311477939044E+00,0.640377986182399606E+00,0.549719034842171313E+05,0.552678991361809676E+05,0.558597878681234943E+05,0.561557507392831394E+05,0.189300408401897130E+04
0.174105523215790266E-01,0.187840439157537512E+05,0.360284721876129366E+00,0.295957613999999978E+03,0.555638434479999996E+05,0.672145630261187566E+00,0.971427958895909271E+00,0.549719008080530402E+05,0.552678659238832479E+05,0.558597846991033002E+05,0.561557730680226596E+05,0.189305690018211226E+04
0.973715581431630950E+00,0.432562691683822379E+03,0.193901951174363041E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.887716536804149303E+00,0.959142156670563462E+00,0.549719171101441316E+05,0.552678790451223758E+05,0.558598142601469808E+05,0.561557443222550719E+05,0.189307809835425678E+04
0.681922926327255263E+00,0.299397935958214077E+03,0.165609314133793517E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.832220971431130940E+00,0.827776060104375322E+00,0.549718900261969175E+05,0.552678822639212594E+05,0.558597985448713589E+05,0.561557621127358580E+05,0.189309498465325851E+04
0.892309852036257456E+00,0.205123682621671804E+03,0.187628884724465728E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.236049999590209253E+00,0.727692761565812862E+00,0.549719099275201952E+05,0.552679072406694759E+05,0.558597853866841033E+05,0.561557565035714942E+05,0.189315628016725941E+04
0.534568534725716749E+00,0.691119432662573985E+02,0.152360056935384680E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.458542937275526266E-01,0.111474516666013948E+00,0.549719108441796561E+05,0.552679057414108611E+05,0.558597911838092186E+05,0.561557431462854729E+05,0.189329376274774768E+04
0.555032975782301263E+00,0.316334906044981722E+03,0.153320965996807090E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.607010674323135713E+00,0.274315061790330439E+00,0.549718963614922832E+05,0.552679058216792691E+05,0.558597948293507288E+05,0.561557459967214236E+05,0.189331460837355007E+04
0.219732512771714794E-01,0.133060849398166865E+05,0.782990058709984504E+00,0.295957613999999978E+03,0.555638434479999996E+05,0.673841794179050213E+00,0.962506182511560837E+00,0.549719409698239760E+05,0.552678655788472170E+05,0.558598015280303807E+05,0.561557589988836335E+05,0.189334465066040502E+04
0.177482261876653752E-01,0.176167814772098973E+05,0.577304854016857272E+00,0.295957613999999978E+03,0.555638434479999996E+05,0.680148354246644771E+00,0.895382572764477858E+00,0.549718996909679772E+05,0.552679100603335173E+05,0.558597786241489739E+05,0.561557537179312349E+05,0.189342304813010333E+04
0.835337809974818879E+00,0.398044910540340197E+03,0.181004782387312146E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.809767241408113514E+00,0.564376033809839694E+00,0.549719129495613452E+05,0.552678791023414233E+05,0.558597642533514445E+05,0.561557289558496850E+05,0.189342503291577168E+04
0.251166237092201761E+00,0.284956888759049548E+03,0.122299201364818688E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.726109620602135464E+00,0.105786519582202851E+00,0.549719421932194018E+05,0.552678971197736319E+05,0.558597627859221393E+05,0.561557633284325711E+05,0.189373110160619262E+04
0.158420966142270268E-01,0.248287429072829036E+05,0.379881005497733626E+00,0.295957613999999978E+03,0.555638434479999996E+05,0.418685765958152600E+00,0.948601716027966946E+00,0.549719309868009295E+05,0.552678660663920818E+05,0.558597755196168655E+05,0.561557553083056409E+05,0.189376506603996040E+04
0.772390248183226324E+00,0.405779108953869013E+03,0.175559444009225873E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.377977165942300852E+00,0.875113747115912499E+00,0.549719033137481674E+05,0.552678826411587797E+05,0.558597592988817269E+05,0.561557439793362864E+05,0.189378140494463560E+04
0.983300274994119650E+00,0.125497413571999445E+03,0.196958956897471049E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.248511311402927842E+00,0.254507983307398454E-01,0.549719391015329747E+05,0.552678885538259055E+05,0.558597819766972680E+05,0.561557327276459546E+05,0.189381711146316093E+04
0.981878849280687693E+00,0.250037533940597882E+03,0.196262457857097927E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.582150485503163395E+00,0.536887124981209940E+00,0.549719083474428116E+05,0.552678747761131526E+05,0.558598135782392856E+05,0.561557456499245673E+05,0.189387988621333034E+04
0.599824773642841591E+00,0.267434612086072036E+03,0.157843181721748271E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.712649126989367998E+00,0.372446999174246951E+00,0.549719030525449998E+05,0.552678525329292388E+05,0.558597739166469473E+05,0.561557485491997359E+05,0.189388002326298965E+04
0.583061998806482129E+00,0.206246971003439626E+03,0.155627895490745294E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.902147417228022941E+00,0.342732424701699456E+00,0.549719178585161717E+05,0.552679079887183689E+05,0.558597660292103901E+05,0.561557640023931090E+05,0.189397282086045016E+04
0.170021450215346981E+00,0.220680607112729263E+03,0.114970277764205342E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.280086172992305649E+00,0.545319145124022797E+00,0.549719304397048691E+05,0.552679153575353703E+05,0.558597828132395225E+05,0.561557550212870192E+05,0.189397781804806436E+04
0.611287874361184091E-01,0.735569683603426711E+03,0.101946873770545587E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.884977070490303164E+00,0.171330960945714955E+00,0.549719186408232417E+05,0.552678739015415777E+05,0.558597665121769242E+05,0.561557557180061485E+05,0.189400116146554637E+04
0.178736035063075359E-01,0.623534232237627148E+05,0.188678769022038867E+00,0.295957613999999978E+03,0.555638434479999996E+05,0.921478468009504392E+00,0.699779311403149418E+00,0.549719141538576150E+05,0.552678733430293869E+05,0.558597642028873452E+05,0.561557718185438353E+05,0.189405814269512894E+04
0.221519575401838802E-01,0.584875489519296298E+04,0.812765275229569761E+00,0.295957613999999978E+03,0.555638434479999996E+05,0.648546655855595566E+00,0.386130062647762673E+00,0.549719087199944552E+05,0.552678762759658275E+05,0.558597888796720217E+05,0.561557462791710350E+05,0.189406522320756494E+04
0.172918590559857956E-01,0.955187370868716243E+04,0.589871522237049639E+00,0.295957613999999978E+03,0.555638434479999996E+05,0.917814840971792001E+00,0.972605582297270677E+00,0.549719400241172334E+05,0.552679073714914848E+05,0.558598067690074095E+05,0.561557479656731302E+05,0.189413469276903652E+04
0.191053429071817681E-01,0.481386342154532831E+05,0.505289984716703167E+00,0.295957613999999978E+03,0.555638434479999996E+05,0.629646141190130848E+00,0.288711072700629734E+00,0.549719055878677536E+05,0.552678794719961516E+05,0.558597777545729186E+05,0.561557817222701342E+05,0.189416263355283400E+04
0.889079771586148010E-01,0.183345291988113502E+03,0.105626084901238304E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.763024086943004942E+00,0.301485540221002220E-01,0.549718926564499998E+05,0.552678767770715422E+05,0.558598011521686567E+05,0.561557449562948023E+05,0.189435875552020298E+04
0.199678932369955417E-01,0.930260664647129488E+04,0.799533780839135511E+00,0.295957613999999978E+03,0.555638434479999996E+05,0.386901853982817012E-01,0.842646462250546291E+00,0.549719198681683556E+05,0.552678982521774014E+05,0.558597915510471430E+05,0.561557876618772862E+05,0.189438551102013344E+04
0.180548171294697239E-01,0.405910521250548845E+05,0.101311207858651060E-01,0.295957613999999978E+03,0.555638434479999996E+05,0.805510860778298143E+00,0.611974128904277936E+00,0.549719325664838107E+05,0.552678660405109404E+05,0.558598059541690818E+05,0.561557409353339244E+05,0.189441808483995783E+04
0.631659190299181161E+00,0.251254836868632310E+03,0.161226748890615212E+01,0.295957613999999978E+03,0.555638434479999996E+05,0.735327150867114421E+00,0.116403708214448454E+00,0.549719255386896039E+05,0.552678975933592519E+05,0.558597689799248255E+05,0.561557689011251205E+05,0.189445651447921773E+04
0.187448153110022324E-01,0.357500998965415711E+05,0.371321976759059813E+00,0.295957613999999978E+03,0.555638434479999996E+05,0.940187102335074409E+00,0.992990428563916361E-03,0.549719144510360784E+05,0.552678806522509549E+05,0.558597594926628080E+05,0.561557669695063887E+05,0.189445667333905249E+04
