seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.475997924804687500E-01,0.823362571144939866E+05,0.100238084793090820E+01,0.182455297000000002E+03,0.558453622580000010E+05,0.429826557636260986E+00,0.543208360671997070E+00,0.551154235525286858E+05,0.552973681344016950E+05,0.554802792260937349E+05,0.556631180780291907E+05,0.558460081534811106E+05,0.560287191567913833E+05,0.562098801265323200E+05,0.563926426028640999E+05,0.831976611447527284E+04
0.584948062896728516E-02,0.339870086857572403E+03,0.504348158836364746E+00,0.182455297000000002E+03,0.558453622580000010E+05,0.144596695899963379E-01,0.734334945678710938E+00,0.551154524936831658E+05,0.552978158582672040E+05,0.554812941357187883E+05,0.556631950322747580E+05,0.558455464659162608E+05,0.560277677705780807E+05,0.562095873593652286E+05,0.563928399526508583E+05,0.832439438455505842E+04
0.474572181701660156E-02,0.255050456571741524E+01,0.552265048027038574E+00,0.182455297000000002E+03,0.558453622580000010E+05,0.673365652561187744E+00,0.141131818294525146E+00,0.551146987996257012E+05,0.552980929410680692E+05,0.554796990113548891E+05,0.556630189776778570E+05,0.558458219508358088E+05,0.560273847296730819E+05,0.562102725298965015E+05,0.563924164480598702E+05,0.832475768083936600E+04
0.173322975635528564E+00,0.428117938052640966E+05,0.114982998371124268E+01,0.182455297000000002E+03,0.558453622580000010E+05,0.347981214523315430E+00,0.765861034393310547E+00,0.551156377425349419E+05,0.552982274965270917E+05,0.554811325351290361E+05,0.556633571856379858E+05,0.558457841874786463E+05,0.560276505021349731E+05,0.562100491731727161E+05,0.563933765060337319E+05,0.832482014902074479E+04
0.204812288284301758E-01,0.742633858582866960E+06,0.968540310859680176E+00,0.182455297000000002E+03,0.558453622580000010E+05,0.872359991073608398E+00,0.695187270641326904E+00,0.551158853335536187E+05,0.552970287057384412E+05,0.554800830242924349E+05,0.556623846743464819E+05,0.558444928894468394E+05,0.560272903442875686E+05,0.562095322540366687E+05,0.563932529122265114E+05,0.832482668506717164E+04
0.376885950565338135E+00,0.971832960130673018E+05,0.135695207118988037E+01,0.182455297000000002E+03,0.558453622580000010E+05,0.977763533592224121E-01,0.333557128906250000E-01,0.551148533306277459E+05,0.552987132587655942E+05,0.554814435367874758E+05,0.556623698586583487E+05,0.558452545036502925E+05,0.560286027451054397E+05,0.562108799197042026E+05,0.563922144393356575E+05,0.832489678377675045E+04
0.371766090393066406E-02,0.839117695703223399E+04,0.165531516075134277E+00,0.182455297000000002E+03,0.558453622580000010E+05,0.528363585472106934E+00,0.460956871509552002E+00,0.551154117267287438E+05,0.552979563892110746E+05,0.554798272316746370E+05,0.556638221313119284E+05,0.558457605346866694E+05,0.560287353926197829E+05,0.562108150988185444E+05,0.563919828382166161E+05,0.832496143869661501E+04
0.148060202598571777E+00,0.716609079923977726E+06,0.113914740085601807E+01,0.182455297000000002E+03,0.558453622580000010E+05,0.124859869480133057E+00,0.491829812526702881E+00,0.551146012805855935E+05,0.552988274835571210E+05,0.554813140125565187E+05,0.556619376995921484E+05,0.558463416413494197E+05,0.560284240180746856E+05,0.562109742073380985E+05,0.563932055050762428E+05,0.832513205762311918E+04
0.618815422058105469E-02,0.841859395156870107E+02,0.992879033088684082E+00,0.182455297000000002E+03,0.558453622580000010E+05,0.604508936405181885E+00,0.377767503261566162E+00,0.551152261214411919E+05,0.552988432528003614E+05,0.554811965887837068E+05,0.556620586129784933E+05,0.558451507983633128E+05,0.560278186753289046E+05,0.562111213641727009E+05,0.563923174756201042E+05,0.832521547097598341E+04
0.774093031883239746E+00,0.756740365427827230E+06,0.176087379455566406E+01,0.182455297000000002E+03,0.558453622580000010E+05,0.876840531826019287E+00,0.129740834236145020E+00,0.551151604501164620E+05,0.552980625629648130E+05,0.554796919311575548E+05,0.556637381842494360E+05,0.558451849619575587E+05,0.560268313364283385E+05,0.562094994150960483E+05,0.563932891684206261E+05,0.832535263966989987E+04
