seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_likelihood
0.584685872193825909E-01,0.680702528773929544E+03,0.552023868027920139E+00,0.219321733999999992E+03,0.555923714479999981E+05,0.384521673845862000E+00,0.664294214231358926E+00,0.551537161045109460E+05,0.553730480348056808E+05,0.555923768372804479E+05,0.558116899526552152E+05,0.560310169125278699E+05,0.574939278678242408E+04
0.593087338748044882E-01,0.758167762970668264E+03,0.498228738347291311E+00,0.219321733999999992E+03,0.555923714479999981E+05,0.325477999607021062E+00,0.304233795908409599E+00,0.551537293394453300E+05,0.553730472394485332E+05,0.555923754378069061E+05,0.558116845640985557E+05,0.560310181119960107E+05,0.574996963593378496E+04
0.572481361761294771E-01,0.111429339745251445E+04,0.132836542924134521E+00,0.219321733999999992E+03,0.555923714479999981E+05,0.152262526769187972E+00,0.898306728364908214E+00,0.551537335758085101E+05,0.553730495703191918E+05,0.555923799214089595E+05,0.558116871154255787E+05,0.560310140455338915E+05,0.575264031619043999E+04
0.590590054473144402E-01,0.746149055869788640E+03,0.521523027429657282E+00,0.219321733999999992E+03,0.555923714479999981E+05,0.250582994066503584E+00,0.506087479280328600E+00,0.551537335955481249E+05,0.553730616383823362E+05,0.555923781199254445E+05,0.558116943011985131E+05,0.560310098407151672E+05,0.575303387824830861E+04
0.566327530376129207E-01,0.944305104551257045E+03,0.359093342371479607E+00,0.219321733999999992E+03,0.555923714479999981E+05,0.251403696897578022E+00,0.671336465478878597E+00,0.551537239676742611E+05,0.553730547554306831E+05,0.555923687384834702E+05,0.558116829340327677E+05,0.560310110124403582E+05,0.575342389013421689E+04
0.567222138297144851E-01,0.113937340398621996E+04,0.847266961108801009E-01,0.219321733999999992E+03,0.555923714479999981E+05,0.304306930417416965E+00,0.560302195216075050E+00,0.551537360075849429E+05,0.553730545522058746E+05,0.555923678782877832E+05,0.558116918821456784E+05,0.560310184195472757E+05,0.575367469809835620E+04
0.580280992962977915E-01,0.101162070106434965E+04,0.358393242961061509E+00,0.219321733999999992E+03,0.555923714479999981E+05,0.140564471400018876E+00,0.562291407989966241E+00,0.551537183239306396E+05,0.553730511880198246E+05,0.555923773971878109E+05,0.558116912007849460E+05,0.560310145901058786E+05,0.575388866366387629E+04
0.563358709952680309E-01,0.121579236269424337E+04,0.464665263471649298E-01,0.219321733999999992E+03,0.555923714479999981E+05,0.282558885492917466E+00,0.621558318476760463E+00,0.551537268112867096E+05,0.553730445874859070E+05,0.555923815107266928E+05,0.558116949031159384E+05,0.560310159951802198E+05,0.575401828335609025E+04
0.585619821524166403E-01,0.108484224871835590E+04,0.246687392156663216E+00,0.219321733999999992E+03,0.555923714479999981E+05,0.219742518709283602E+00,0.463623974374852255E+00,0.551537296244840181E+05,0.553730531866159799E+05,0.555923794312900500E+05,0.558116892356415556E+05,0.560310162850907072E+05,0.575412259790416374E+04
0.575133036065038281E-01,0.112016833322210141E+04,0.269790987894002576E+00,0.219321733999999992E+03,0.555923714479999981E+05,0.163210762077300453E+00,0.851795836809228324E+00,0.551537355797540222E+05,0.553730594142049886E+05,0.555923792960113133E+05,0.558116849634109894E+05,0.560310183869656030E+05,0.575417701229599606E+04
