seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.256212099746712836E-01,0.123039545489612692E+04,0.229747465270146176E-02,0.294055263000000025E+03,0.558429631260000024E+05,0.173953190541377201E+00,0.647240852350911111E+00,0.555489368225924918E+05,0.558429590422937836E+05,0.561369523925303365E+05,0.257812462002806069E+04
0.602950917329145367E-01,0.787744335835831588E+01,0.101074847989412420E+01,0.294055263000000025E+03,0.558429631260000024E+05,0.465857670962422143E+00,0.734423062060412968E+00,0.555488849755760966E+05,0.558429760703909997E+05,0.561369583640811325E+05,0.257858949329127427E+04
0.586780035171543535E+00,0.150266307115743754E+02,0.155409202200776964E+01,0.294055263000000025E+03,0.558429631260000024E+05,0.590531917533356099E+00,0.873101646673888565E+00,0.555488645287227555E+05,0.558430203301009169E+05,0.561370221717756722E+05,0.257916531706570231E+04
0.345615564850457399E-01,0.889266434140768212E+02,0.891105845287030740E+00,0.294055263000000025E+03,0.558429631260000024E+05,0.886343696635690570E+00,0.924221303089689111E-01,0.555489269023474699E+05,0.558429245855126137E+05,0.561369986121071997E+05,0.257945532388766560E+04
0.116273498852965396E+00,0.131803434607899028E+02,0.103767109051039497E+01,0.294055263000000025E+03,0.558429631260000024E+05,0.966719300978795215E+00,0.835283034934081736E+00,0.555489011970329739E+05,0.558429690062512891E+05,0.561369395318670358E+05,0.257959468058496213E+04
0.298673118564430282E-01,0.237410445099079880E+03,0.701623965332276334E+00,0.294055263000000025E+03,0.558429631260000024E+05,0.968521541150791476E+00,0.942132358908199352E+00,0.555489398180029384E+05,0.558429083541259097E+05,0.561370070251392535E+05,0.258043655460939772E+04
0.361575094971214261E+00,0.617550261153683433E+01,0.133646476943672199E+01,0.294055263000000025E+03,0.558429631260000024E+05,0.245281519513717600E+00,0.361750600592797844E+00,0.555488971070201951E+05,0.558429738709592857E+05,0.561369350631891502E+05,0.258060995609679730E+04
0.338796293995379749E+00,0.606599394802672709E+01,0.131501776265027570E+01,0.294055263000000025E+03,0.558429631260000024E+05,0.293933290514823108E-01,0.512935245999678546E+00,0.555489309600721681E+05,0.558429165254416948E+05,0.561370031897607987E+05,0.258082608024407500E+04
0.280744118299016077E+00,0.689916504959977672E+01,0.123466467879537056E+01,0.294055263000000025E+03,0.558429631260000024E+05,0.911092685618907216E+00,0.423846110508113605E+00,0.555488932484212637E+05,0.558429649549097303E+05,0.561370102492514052E+05,0.258094951338957571E+04
0.557902006211262624E+00,0.101019458720094057E+02,0.152622578739382986E+01,0.294055263000000025E+03,0.558429631260000024E+05,0.534393147541565749E+00,0.854424789904929760E+00,0.555489301318758953E+05,0.558429981058607518E+05,0.561370399037563839E+05,0.258128816925966066E+04
0.817852604645696313E+00,0.796394581114351041E+01,0.178957365942225977E+01,0.294055263000000025E+03,0.558429631260000024E+05,0.575713996921653148E+00,0.610387821161730515E+00,0.555489434341818924E+05,0.558429337412678433E+05,0.561370025043320566E+05,0.258129897252211003E+04
0.744411212168598624E+00,0.864028040702736000E+01,0.171990253711355678E+01,0.294055263000000025E+03,0.558429631260000024E+05,0.317695182270534948E+00,0.602146730239136230E+00,0.555489480421322805E+05,0.558429449051893462E+05,0.561369709471823153E+05,0.258157457240999020E+04
0.565872941504239169E+00,0.590634221100051793E+01,0.154572584936598667E+01,0.294055263000000025E+03,0.558429631260000024E+05,0.426402158103087875E-01,0.692096746962405751E+00,0.555489345908330797E+05,0.558430017286030197E+05,0.561370235593551915E+05,0.258170304677927697E+04
0.361334780098501895E+00,0.999746631020284227E+01,0.131733493680472424E+01,0.294055263000000025E+03,0.558429631260000024E+05,0.807286856019572729E+00,0.662486287614789338E+00,0.555488548590186765E+05,0.558429928555102888E+05,0.561369791349520092E+05,0.258189343281308265E+04
0.245042531719145001E-01,0.105496567055160290E+04,0.147971932902270370E+00,0.294055263000000025E+03,0.558429631260000024E+05,0.508777847653793247E-01,0.382952762249324619E+00,0.555489186755790288E+05,0.558429812837396894E+05,0.561370310613712645E+05,0.258192635272465941E+04
