seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.360885838968002040E-01,0.217516541090650634E+03,0.749865581605787201E+00,0.179600999999999999E+03,0.556671333999999988E+05,0.330457978210460634E+00,0.563997196936101064E+00,-0.290176049860155771E+01,0.551283302867524108E+05,0.553079408165948989E+05,0.554875295753081155E+05,0.556671746933925751E+05,0.558467767235159845E+05,0.560263869123022523E+05,0.563855741534890039E+05,0.116191368659970649E+05
0.343698893296585165E-01,0.298845385503457010E+03,0.664974891274172197E+00,0.179600999999999999E+03,0.556671333999999988E+05,0.567603391177575411E+00,0.164736289641796152E+00,-0.279626384495478719E+01,0.551283282617491714E+05,0.553079265270069300E+05,0.554875357678213186E+05,0.556671763906922424E+05,0.558467783005270903E+05,0.560263851196871619E+05,0.563855718653258737E+05,0.116193266296972233E+05
0.335795643138685346E-01,0.384788117861962348E+03,0.577559955106148881E+00,0.179600999999999999E+03,0.556671333999999988E+05,0.549803227238768732E+00,0.541776759622060594E-01,-0.283023579544381354E+01,0.551283267830781042E+05,0.553079320806974356E+05,0.554875355895008906E+05,0.556671704386447891E+05,0.558467812062442827E+05,0.560263827272300259E+05,0.563855737630124422E+05,0.116221260148859546E+05
0.356158543551636925E-01,0.170462326342909620E+03,0.792718575509867462E+00,0.179600999999999999E+03,0.556671333999999988E+05,0.241434626284937004E+00,0.359725041894686792E+00,-0.289575449370496996E+01,0.551283297562884036E+05,0.553079324473644010E+05,0.554875309286693009E+05,0.556671722360238709E+05,0.558467743043403170E+05,0.560263839273302656E+05,0.563855749244902036E+05,0.116223799416972524E+05
0.331677265589976206E-01,0.627839861113047505E+03,0.321353702805528441E+00,0.179600999999999999E+03,0.556671333999999988E+05,0.279258094417359160E+00,0.409985347295143188E+00,-0.283289283391220925E+01,0.551283344661268784E+05,0.553079275914222526E+05,0.554875350716308531E+05,0.556671717355175642E+05,0.558467740798986852E+05,0.560263847154642935E+05,0.563855731280526161E+05,0.116224537030929096E+05
0.339017843481314446E-01,0.438091354076962318E+03,0.550912115407695246E+00,0.179600999999999999E+03,0.556671333999999988E+05,0.346463200035726504E+00,0.381396937156200599E+00,-0.294358164538136835E+01,0.551283335040494203E+05,0.553079310142018585E+05,0.554875371092716814E+05,0.556671743430935821E+05,0.558467791728799930E+05,0.560263825066508143E+05,0.563855749599225601E+05,0.116228645872806956E+05
0.357222559356134423E-01,0.190102635348047045E+03,0.776975553249212636E+00,0.179600999999999999E+03,0.556671333999999988E+05,0.237867350966477514E+00,0.357283486247627846E+00,-0.287249211364151114E+01,0.551283293565131899E+05,0.553079339936316683E+05,0.554875294709846858E+05,0.556671722161104553E+05,0.558467763064877945E+05,0.560263873519771951E+05,0.563855783018101793E+05,0.116228964290272324E+05
0.347006521543906446E-01,0.327675500576120555E+03,0.645480992735403047E+00,0.179600999999999999E+03,0.556671333999999988E+05,0.398292554877012317E+00,0.481621410985387133E+00,-0.276060082359553816E+01,0.551283317966187533E+05,0.553079281901468858E+05,0.554875348333408692E+05,0.556671684085688466E+05,0.558467757298235229E+05,0.560263836297917005E+05,0.563855728664165799E+05,0.116229997508175529E+05
0.325746853082156881E-01,0.622008069463804077E+03,0.284928922978960164E+00,0.179600999999999999E+03,0.556671333999999988E+05,0.597111409084190470E+00,0.174709311747593687E+00,-0.289840421496116551E+01,0.551283277582829905E+05,0.553079342030862390E+05,0.554875377174578680E+05,0.556671708629558998E+05,0.558467729481441129E+05,0.560263841298508705E+05,0.563855720904195114E+05,0.116230132335663020E+05
0.352669720762156386E-01,0.285550638988474418E+03,0.682511577798619706E+00,0.179600999999999999E+03,0.556671333999999988E+05,0.387847094601490694E+00,0.368013910194293581E+00,-0.284537704440607309E+01,0.551283323930054321E+05,0.553079365815821147E+05,0.554875371660989476E+05,0.556671720011505240E+05,0.558467761751905273E+05,0.560263851442758605E+05,0.563855759964792087E+05,0.116232112123130792E+05
