seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_tau3,seg0_tau4,seg0_tau5,seg0_tau6,seg0_tau7,seg0_likelihood
0.990040923005029105E+00,0.216012008864380034E+01,0.198081671865992170E+01,0.124887023999999997E+03,0.557161164439999993E+05,0.394365125016644114E+00,0.509530864458698329E+00,0.549676389897919435E+05,0.553413767869515214E+05,0.555913644299970110E+05,0.557161590939641246E+05,0.559658731162099139E+05,0.560907666730909987E+05,0.562156965606884041E+05,0.563406063158561519E+05,0.163690751188058202E+05
0.925143832665335286E+00,0.466128400778261476E+01,0.190765371850149945E+01,0.124887023999999997E+03,0.557161164439999993E+05,0.905435949154804298E+00,0.611769313700385009E+00,0.549676107454824960E+05,0.553413864617761501E+05,0.555913007753040802E+05,0.557161549704189965E+05,0.559659158106919858E+05,0.560907223020913516E+05,0.562157200301702760E+05,0.563404383679331731E+05,0.163697379535179716E+05
0.217935252460770168E+00,0.228339729750096510E+01,0.120167988383164626E+01,0.124887023999999997E+03,0.557161164439999993E+05,0.658846118652600676E+00,0.467546304037255556E+00,0.549677527103946995E+05,0.553414610802779789E+05,0.555913771205742814E+05,0.557161142577508799E+05,0.559659541662087067E+05,0.560908084011596002E+05,0.562156819674275830E+05,0.563405858017663995E+05,0.163737538203711665E+05
0.257236068398058570E+00,0.254339211369435736E+01,0.124438922257796136E+01,0.124887023999999997E+03,0.557161164439999993E+05,0.224929342113167424E+00,0.983602618883588686E+00,0.549676434991556962E+05,0.553414852579985891E+05,0.555912681158284759E+05,0.557160748646907741E+05,0.559660122280305586E+05,0.560908262071192876E+05,0.562156885127343630E+05,0.563404745248949985E+05,0.163739704861740574E+05
0.180449368553377454E+00,0.410241666402491756E+01,0.116102521067158082E+01,0.124887023999999997E+03,0.557161164439999993E+05,0.657560156833321474E+00,0.966810106005739800E+00,0.549677893136417479E+05,0.553414645417753563E+05,0.555913465225341279E+05,0.557161548132150056E+05,0.559659995024422169E+05,0.560907122618437206E+05,0.562157015207470395E+05,0.563404454292281662E+05,0.163744314951242850E+05
0.608655601732491225E-01,0.616091865141851525E+01,0.103359660581344515E+01,0.124887023999999997E+03,0.557161164439999993E+05,0.751699550231909597E+00,0.618426138300762873E+00,0.549676751125126611E+05,0.553413904724587846E+05,0.555912441951838700E+05,0.557161158725935820E+05,0.559659272578181117E+05,0.560907091722190307E+05,0.562166456287199035E+05,0.563404944586980127E+05,0.163747168723114737E+05
0.129413427517635904E+00,0.227059385619093357E+01,0.111753913715779651E+01,0.124887023999999997E+03,0.557161164439999993E+05,0.814094728254443623E-01,0.477366187554867816E+00,0.549677452685381213E+05,0.553414731383175676E+05,0.555912471872494207E+05,0.557161600583877735E+05,0.559659300340570990E+05,0.560907135422806386E+05,0.562150582029402867E+05,0.563405013188578378E+05,0.163747403623698592E+05
0.122978741550060534E-01,0.663906403647767547E+03,0.366604823888586229E+00,0.124887023999999997E+03,0.557161164439999993E+05,0.307872165815565202E+00,0.836027418781650766E+00,0.549676352243366200E+05,0.553414428812559127E+05,0.555913849983679902E+05,0.557160893446606060E+05,0.559659851833311986E+05,0.560907363025036102E+05,0.562156685993863794E+05,0.563404681312532557E+05,0.163749692542827361E+05
0.830625482360620948E+00,0.248889847972366418E+01,0.182221598161978027E+01,0.124887023999999997E+03,0.557161164439999993E+05,0.135041372259709913E+00,0.221949868053998578E+00,0.549676834263079072E+05,0.553414251729718890E+05,0.555914093572226775E+05,0.557161344011333931E+05,0.559659177160499094E+05,0.560908669546456949E+05,0.562156692713188022E+05,0.563405426831308359E+05,0.163750696507724642E+05
0.229325771980192328E+00,0.555329918994656602E+01,0.121517441097885537E+01,0.124887023999999997E+03,0.557161164439999993E+05,0.360753587035289647E+00,0.473447225541658800E+00,0.549676300201532576E+05,0.553414487873732942E+05,0.555913036520448732E+05,0.557160651420108406E+05,0.559659543822153719E+05,0.560907839545318784E+05,0.562156259837251710E+05,0.563405426539602995E+05,0.163754648533645195E+05
0.425529755060683856E+00,0.129609927200792505E+02,0.139654767282710113E+01,0.124887023999999997E+03,0.557161164439999993E+05,0.957996525470679594E+00,0.787873601050883665E+00,0.549677685615295704E+05,0.553414637346068848E+05,0.555913748469483689E+05,0.557160951990420290E+05,0.559659791112832900E+05,0.560907963867162835E+05,0.562156603911784987E+05,0.563404131666907706E+05,0.163755844797476857E+05
