seg0_p,seg0_rhostar,seg0_b,seg0_Pp,seg0_tau_ref,seg0_q1,seg0_q2,seg0_tau0,seg0_tau1,seg0_tau2,seg0_likelihood
0.564410091773156375E+00,0.303143586707179002E+01,0.154702491794488672E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.514946587629105501E+00,0.556682085799118861E-01,0.550978240357336617E+05,0.553880256494463902E+05,0.562586369519305445E+05,0.304076976817406512E+04
0.161139718960952444E-01,0.371456306100927407E+03,0.745070787366369669E+00,0.290197547999999983E+03,0.556782728960000022E+05,0.193028667064227943E+00,0.980048620765773149E+00,0.550979136995837471E+05,0.553879696960945512E+05,0.562586570892624877E+05,0.304143525115816192E+04
0.638205594534288934E+00,0.298816378250187631E+01,0.162521355195172634E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.310358913148490401E+00,0.410581777364134759E+00,0.550979993687528258E+05,0.553880060173002566E+05,0.562586245336425709E+05,0.304144264881826757E+04
0.290143762494493584E+00,0.207476179057390686E+01,0.127306247955157636E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.391438613172396588E+00,0.131082185584025734E+00,0.550979813282408140E+05,0.553880544082664928E+05,0.562586667441174068E+05,0.304171379964218204E+04
0.795141356496152807E+00,0.699199516063297022E+01,0.176924499066049101E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.846709524813616166E+00,0.930918043007309404E+00,0.550979851469621717E+05,0.553880498892218093E+05,0.562586153335362396E+05,0.304264136618317343E+04
0.203022219393241304E+00,0.229459312220340816E+01,0.118573215103183482E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.260604124563702411E+00,0.408433738429707760E+00,0.550978485446563718E+05,0.553880919490698434E+05,0.562586260427245361E+05,0.304270018325968113E+04
0.106539646749010203E+00,0.477439942531785722E+01,0.107177332625053112E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.832410669154326932E+00,0.762380369648499090E+00,0.550980021920140061E+05,0.553880046398955965E+05,0.562586586143491222E+05,0.304298551080328025E+04
0.662025485562820259E+00,0.230535097081556595E+01,0.164856389837401518E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.374283113340410978E+00,0.347191881247119916E+00,0.550978435658759699E+05,0.553880376990341902E+05,0.562585701168753221E+05,0.304303339383678122E+04
0.185333823345811000E-01,0.943681586484052985E+02,0.909933998674132272E+00,0.290197547999999983E+03,0.556782728960000022E+05,0.307849294480559421E+00,0.572087492722502811E+00,0.550978148228275750E+05,0.553879648491706466E+05,0.562586529873211475E+05,0.304305571154050085E+04
0.181214748639675141E-01,0.113892318407155003E+03,0.869002849527008570E+00,0.290197547999999983E+03,0.556782728960000022E+05,0.407075319445297401E+00,0.555941854342376640E+00,0.550978008936488768E+05,0.553880164726839284E+05,0.562586410793247342E+05,0.304322570118030080E+04
0.795976100238927731E+00,0.978363612331089527E+01,0.177762928361111983E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.679210485683699017E+00,0.717084401975910835E+00,0.550979340672141916E+05,0.553880156658892229E+05,0.562586908602179174E+05,0.304323695789803560E+04
0.249292587429608192E+00,0.203116177968698208E+01,0.122873717578215191E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.649566041136255601E+00,0.406283854011117440E+00,0.550978640180512739E+05,0.553879854828965108E+05,0.562587083550111201E+05,0.304329729414984831E+04
0.261408761302638459E+00,0.257360544710094841E+01,0.124797618261954057E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.277095356737888987E+00,0.745190350399071444E+00,0.550979205422864907E+05,0.553880086413643949E+05,0.562587042033279213E+05,0.304331975532008937E+04
0.144073483744901545E-01,0.132938318323880958E+04,0.197922028670025812E+00,0.290197547999999983E+03,0.556782728960000022E+05,0.291395649222668252E+00,0.454167505110927405E+00,0.550978228904196149E+05,0.553880138002166641E+05,0.562586629357705679E+05,0.304347698976057245E+04
0.157216092480368073E-01,0.331161534122667376E+03,0.400422725636877141E+00,0.290197547999999983E+03,0.556782728960000022E+05,0.817919390494822540E+00,0.581706448103825990E+00,0.550978854316792349E+05,0.553880408670293546E+05,0.562586891497009055E+05,0.304356220438131140E+04
0.125062634536440512E-01,0.394375421821878604E+03,0.266482805825513980E+00,0.290197547999999983E+03,0.556782728960000022E+05,0.793961162954265220E+00,0.873331105755450920E+00,0.550978832454079311E+05,0.553879785729398282E+05,0.562586534902523199E+05,0.304369475962614388E+04
0.604310884581215624E+00,0.159106660429344449E+01,0.159033123896435402E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.424529853236879695E+00,0.346654784970685470E+00,0.550978778518104155E+05,0.553879771305414179E+05,0.562586563660120883E+05,0.304371128311000575E+04
0.731481910510799610E-01,0.312693164925274480E+01,0.105135029751886755E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.164565127292675861E+00,0.899556540123687132E+00,0.550978845745682120E+05,0.553880001039599083E+05,0.562587465563802252E+05,0.304372694935952359E+04
0.171614437080081714E-01,0.269667750876285140E+03,0.666970786148600725E+00,0.290197547999999983E+03,0.556782728960000022E+05,0.874342855788637019E+00,0.298139942461441987E+00,0.550978684185822494E+05,0.553879438592935694E+05,0.562586966874621794E+05,0.304385015331790646E+04
0.158114861590604137E-01,0.752300498693685427E+03,0.584622007385477427E+00,0.290197547999999983E+03,0.556782728960000022E+05,0.348349437793121386E+00,0.192811671836101900E+00,0.550979021405293679E+05,0.553879685735088424E+05,0.562586224028141442E+05,0.304388091140859069E+04
0.745443139119371323E+00,0.627772875265569130E+01,0.172491277912809715E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.711220907626222920E+00,0.457738718372042663E+00,0.550978931862367608E+05,0.553880164236008422E+05,0.562586185540013466E+05,0.304392258503572248E+04
0.341400727216086386E+00,0.454936234115756299E+01,0.132509601883742945E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.500502552305988391E+00,0.255519525867404299E-01,0.550978831934242626E+05,0.553880663940046506E+05,0.562586985256777043E+05,0.304405422696835240E+04
0.161813691142950675E-01,0.944693368842666018E+03,0.271582427976319984E+00,0.290197547999999983E+03,0.556782728960000022E+05,0.251740692586485515E+00,0.634898936688946147E+00,0.550978544832000116E+05,0.553880265045339111E+05,0.562587124321329684E+05,0.304418608609779631E+04
0.596863656229859374E+00,0.349362278226191592E+01,0.157863640659554028E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.702209576608398445E+00,0.440557095723336345E+00,0.550978449366420755E+05,0.553880939771964113E+05,0.562586876416784216E+05,0.304425398963178986E+04
0.166586819754143967E-01,0.913188799848696476E+03,0.448990634303162661E+00,0.290197547999999983E+03,0.556782728960000022E+05,0.247944309239415378E+00,0.461441858525631854E+00,0.550979038636421901E+05,0.553879884338506818E+05,0.562586048685752758E+05,0.304426655630018968E+04
0.851199256670217119E+00,0.817944563586351947E+01,0.183057107682938636E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.949884664499822118E+00,0.341669009869260576E+00,0.550978506972752075E+05,0.553880193944329076E+05,0.562586949807088022E+05,0.304427178109322040E+04
0.635596856908457908E+00,0.208912489538488311E+01,0.162386511971660896E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.200342291005975198E+00,0.995197183848721023E+00,0.550978749558294294E+05,0.553879302736185564E+05,0.562586539559114608E+05,0.304428304252046064E+04
0.341947921233310248E+00,0.677463129893251281E+01,0.132260286305749375E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.618935689976161107E+00,0.191549352524715666E+00,0.550978086246589664E+05,0.553880315952277379E+05,0.562586359360199203E+05,0.304430954919272472E+04
0.160739658193205272E-01,0.101996535291966916E+04,0.485162059572509907E+00,0.290197547999999983E+03,0.556782728960000022E+05,0.790019346213641338E+00,0.127016985502838686E+00,0.550978924085117833E+05,0.553879781567924219E+05,0.562586250826901814E+05,0.304432478169551723E+04
0.781457566313626950E+00,0.272732226050430748E+01,0.176785270749429069E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.401628761131721024E+00,0.313620382778224516E+00,0.550978714323308377E+05,0.553880934510038860E+05,0.562586199207914251E+05,0.304443374126729350E+04
0.142819609164350179E-01,0.398442018091892123E+03,0.435140331695737737E+00,0.290197547999999983E+03,0.556782728960000022E+05,0.559936279113565361E+00,0.884523198613910266E+00,0.550979071865769292E+05,0.553880019982580634E+05,0.562586240687340032E+05,0.304449206621872918E+04
0.784335784388795698E+00,0.577575832007638734E+01,0.176615745373790411E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.768898769059165321E+00,0.675169854192280705E+00,0.550978243508109299E+05,0.553880093166401202E+05,0.562586973345652659E+05,0.304449629966915654E+04
0.863377527865054284E+00,0.593470522978888848E+01,0.183345762660282885E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.981046982865070971E+00,0.782695119669340689E+00,0.550979300799964185E+05,0.553880198525478190E+05,0.562585831495230887E+05,0.304450829895875950E+04
0.635635009546148932E+00,0.216898194858846471E+01,0.162516769359486402E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.153820925971843325E+00,0.784142070798081070E+00,0.550979728449027025E+05,0.553880244666517829E+05,0.562586276795956146E+05,0.304456962764635773E+04
0.755144489182126843E+00,0.852315356549882353E+01,0.172680869907097567E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.899325718487760328E+00,0.858011324241418905E+00,0.550979343550151098E+05,0.553879953618040090E+05,0.562587345778881645E+05,0.304465340776226594E+04
0.755515774933236850E+00,0.122524836895352109E+02,0.172548920100879632E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.996732894229597544E+00,0.657093462811498497E+00,0.550978665490492422E+05,0.553880980762019462E+05,0.562586505674863583E+05,0.304468283044873488E+04
0.110675006861986086E+00,0.671370749753244400E+01,0.108483134610766130E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.627376766200433811E+00,0.823667896748997319E+00,0.550979088783510597E+05,0.553880688624266113E+05,0.562586522688773839E+05,0.304469183305802790E+04
0.327874712535984991E+00,0.850669959663817643E+01,0.129823690690862614E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.969495390273035329E+00,0.458473861696718887E+00,0.550978464290316479E+05,0.553879595800879542E+05,0.562586219224158049E+05,0.304469966978254661E+04
0.861800123493097425E+00,0.143768755423914900E+02,0.183132709862344734E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.854716189760163947E+00,0.986110310402448120E+00,0.550978217993719663E+05,0.553880095189587155E+05,0.562586986403507835E+05,0.304472063986827334E+04
0.192399121498460252E+00,0.328945789943967570E+01,0.117659549983125822E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.918528461444310662E-01,0.943865089867732543E+00,0.550978451236133187E+05,0.553880166272032948E+05,0.562585979886174318E+05,0.304474345813132777E+04
0.148479077921663712E-01,0.452735634946733455E+03,0.286838867736038616E+00,0.290197547999999983E+03,0.556782728960000022E+05,0.392026486067701907E+00,0.605654818247907345E+00,0.550979079004270752E+05,0.553879785184972570E+05,0.562586987780989366E+05,0.304491689239744801E+04
0.201720924710872884E+00,0.398685993743474265E+01,0.118413881261758447E+01,0.290197547999999983E+03,0.556782728960000022E+05,0.233426871736682029E+00,0.923009062730465124E+00,0.550978564483786249E+05,0.553880222896093474E+05,0.562585962769305406E+05,0.304492308936835025E+04
